class,Attr1868,Attr7089,Attr7113,Attr7119,Attr3454,Attr4141,Attr3252,Attr7085,Attr7092,Attr7067,Attr7040,Attr2402,Attr6219,Attr4279,Attr7059,Attr7046,Attr7051,Attr7095,Attr7055,Attr7030,Attr7036,Attr7037,Attr7053,Attr7060,Attr7038,Attr7042,Attr7048,Attr7021,Attr7101,Attr7102,Attr7114,Attr7116,Attr7073,Attr7127,Attr7129,Attr7106,Attr7066,Attr7068,Attr7072,Attr7074,Attr7082,Attr7084,Attr7005,Attr7023,Attr7024,Attr7020,Attr4847,Attr7047,Attr7058,Attr7124
F,-0.278911,-0.079553,-0.090435,-0.938268,-1.03393,-0.937938,-0.518583,1.44589,0.437808,0.56986,1.3988,-0.306158,-0.281537,-0.271361,0.425434,1.03423,0.663404,1.42402,0.234348,-0.335195,-0.197447,-0.400816,0.747536,0.327577,0.92558,0.334262,0.144063,0.395151,0.17627,0.327131,1.14682,-0.634645,0.140704,1.43694,0.588202,0.287136,0.085874,1.06756,1.09757,0.820583,0.398143,2.05818,-0.294765,-0.677801,0.702134,-0.493989,-0.493653,1.84235,0.337195,1.4834
F,-0.348022,-0.197128,-0.903858,0.560658,0.008385,-1.14026,-0.720782,-1.541,-1.3865,-0.620226,-1.45252,-0.541266,-0.323695,-0.33524,-0.804402,0.304504,-1.63203,0.235281,-0.626277,1.5453,1.34467,1.67226,-0.33459,-1.03877,-0.381412,-1.09917,-1.69214,0.101894,1.07685,1.43873,-1.25271,-0.665501,-0.190588,-0.978929,-0.779856,-1.05654,-0.161692,-0.676188,-0.167761,-0.449026,-0.955839,-0.973845,-0.684341,-0.563167,0.26088,-0.101982,-0.409749,-1.2328,-1.33257,-1.07998
F,-0.350486,-1.033,-0.925998,-0.358213,0.237161,0.086011,0.538875,0.095547,-0.184678,-0.054163,-0.648224,-0.416659,-0.365901,-0.31525,-0.434562,-0.093724,-0.477662,-0.876683,0.355447,0.907293,-0.099786,-0.188968,-1.04917,0.380948,0.191366,-1.02994,-0.154455,-0.348351,0.083992,0.596408,-0.578679,-0.367159,-0.416133,-0.665408,-0.447546,0.219494,-0.126177,-0.92464,-0.350189,-0.505834,0.002888,-0.733621,-0.942253,-0.449263,0.42601,0.010556,-0.617624,-0.836139,-0.388592,-0.189366
F,-0.357763,-0.461525,-1.89304,0.97745,0.415136,-0.954047,-0.757284,-1.16416,0.557073,-1.44127,-0.828856,-0.481846,-0.374898,-0.301394,-1.71378,0.850419,0.357898,-0.206072,0.587208,1.50584,1.88949,1.89559,-0.451773,-1.38242,-0.652433,-0.471837,-1.54535,-1.01291,0.877627,1.33404,-0.230623,0.248881,-0.360283,-1.05222,-0.998116,-0.344693,-0.190931,-0.968684,-0.494092,-1.33565,-1.09024,-0.568439,-0.680139,-0.672655,-0.163459,0.787905,-0.299676,-1.19911,-2.36651,-0.796475
F,-0.360182,-0.384268,-0.032189,1.87811,1.66399,-0.322741,-0.698955,0.38139,-0.547339,-0.046749,0.107502,-0.475932,-0.293697,-0.300302,0.011124,0.719879,-0.984231,0.309443,0.093551,-1.39548,-0.805462,-0.730443,0.694672,-0.862395,0.379734,-0.137701,-0.507532,-0.160382,-1.57667,-1.45047,-0.246251,-0.756871,-0.215003,-0.012637,-0.592977,0.186068,-0.098917,0.024848,0.090651,-0.5696,-0.823476,-0.302891,-0.800852,-0.825438,0.879273,1.42779,-0.300419,-0.537533,-0.141482,-0.785414
F,-0.342351,2.2085,1.80935,-0.304903,2.14855,-0.154167,2.91627,-1.27837,1.40385,-0.022218,-2.19032,-0.577168,-0.465835,-0.437351,0.578417,-2.82994,1.21625,0.061888,-0.0528,0.654788,-0.503419,-0.274062,1.2072,-0.711498,-0.127367,-0.537169,1.55653,-2.83253,-0.236529,0.434009,-1.59985,2.45079,0.817475,-1.22368,-2.18492,-1.64654,-0.50321,-0.920222,-1.21248,-0.553484,-1.22196,-1.96097,-0.823167,1.44613,-2.13166,-0.345554,-0.363784,-1.51109,-0.245689,-0.632723
F,-0.340132,-0.548653,0.170133,-0.663102,1.30208,-0.688005,-0.539429,0.648306,-0.773969,0.227473,-0.104717,-0.575827,-0.315479,-0.273205,-0.271649,0.302917,-0.786624,-0.737393,-0.181453,-0.166213,-0.110021,-0.341236,0.903919,-0.1242,-0.282888,-0.542327,-0.196816,0.838553,0.004813,-0.060219,-1.13238,0.721112,-0.265498,0.562144,0.574467,0.235532,-0.110736,0.241024,-0.033025,0.309592,-0.099234,0.227416,0.062658,3.38636,-0.031278,0.568611,-0.546299,0.480495,-0.911285,0.530245
F,-0.347869,0.117417,-0.53288,1.3423,-0.007329,-0.127817,-0.662931,-0.060525,-0.45466,0.12671,-0.441972,-0.543318,-0.294838,-0.285936,0.271725,0.849888,0.620498,-0.497914,-0.942495,-0.273061,-0.243898,-0.114655,-0.021609,0.012234,-1.00987,-0.529792,-0.862099,1.19348,-0.076618,-0.39519,-0.007576,-0.38623,-0.41388,-0.5782,0.322782,0.753046,-0.037385,0.364855,-1.29124,0.445472,-0.25207,0.147088,0.013036,-0.670168,0.501073,0.403648,-0.404501,0.16335,0.187986,0.431247
F,-0.377646,-0.21765,-1.24926,1.23351,0.334345,0.531303,-0.91946,-2.39823,-2.30523,-2.99713,-2.98588,-0.730848,-0.42258,-0.345123,-2.04904,0.084628,1.45765,-0.435799,-0.49965,0.428123,1.65676,1.89023,-2.10273,-3.25335,-0.949601,-1.10047,-2.69864,-2.34242,0.174855,0.046568,-2.27952,-1.04522,-0.291092,-2.95534,-2.75332,-1.44222,-0.303496,-2.65282,-2.45184,-1.63332,-2.12074,-1.71565,1.12515,-0.739396,-0.218238,1.7467,-0.509802,-3.12659,-2.48616,-3.06358
F,-0.337536,-0.187717,-0.97233,4.26376,0.265737,-1.11196,-0.571671,1.29426,-1.54117,0.663869,-0.050071,-0.488763,-0.287966,-0.278062,-0.207206,0.700921,-0.365252,-0.45368,-0.511466,-1.29025,-1.69472,-1.71203,0.32151,1.92615,-2.9583,-1.0209,-0.54193,0.645393,-0.265391,-2.22153,0.506674,-0.173707,-0.22207,0.543156,0.772492,0.971088,0.105904,0.105431,-0.157804,1.04162,0.552845,0.853425,-0.572597,1.83125,-0.101457,-0.055495,-0.738108,0.738973,-0.296661,1.35259
F,-0.334577,-1.26428,-0.252172,-0.866527,1.39562,-1.14138,-0.655169,0.343324,-0.554943,1.30752,0.624269,-0.422369,-0.312771,-0.293248,0.40102,1.62622,0.308354,-0.639541,1.24104,1.81253,-0.459231,-0.61697,-1.8877,0.339368,-1.23988,1.0379,-0.179361,0.745076,1.44819,1.46306,-0.373153,-0.579081,-0.329806,1.12546,0.850768,0.851216,-0.049491,0.511224,1.32806,-0.042056,0.813463,0.636414,-0.908122,-0.586519,0.016662,0.105115,-0.693239,0.574994,-0.392783,0.569457
F,-0.334156,0.844767,1.00232,0.846107,-1.07576,-0.824558,-0.525202,1.81393,1.1413,1.55866,1.52226,-0.338051,-0.314003,-0.204897,0.550211,0.940385,1.21933,-0.624254,1.02147,-1.70062,-1.32537,-1.4167,1.71658,1.7718,0.549497,1.44911,0.715569,1.07249,-2.22949,-1.8794,2.21088,0.043706,-0.278631,1.10161,1.73153,0.13969,0.124382,0.494393,0.654344,-0.429523,0.614344,1.87624,-0.908676,-0.586415,-0.532389,-0.519587,-0.83004,0.283662,1.30692,1.05535
F,-0.338319,-0.264531,-0.548748,0.793424,1.11365,0.300493,-0.696862,-1.13237,1.42775,-2.20909,-0.154466,-0.437027,-0.328575,-0.282258,0.578252,-0.076574,-0.609498,0.481802,1.10361,-1.0124,-0.702394,-0.885005,-0.398951,-0.624125,-0.14894,0.512698,-0.143586,-1.45345,-0.065742,-0.895251,0.092369,1.17546,0.318643,0.082559,-1.61708,-1.27116,-0.251112,-1.72098,-0.909873,-0.764765,-1.27467,-0.490898,-0.95561,-0.718132,-0.191467,1.45561,-0.714273,-1.25042,-1.40791,-0.40124
F,-0.349978,0.555903,-0.344208,-0.7994,0.988396,-0.791242,-0.573825,0.197951,-0.936817,0.333541,-0.267841,-0.466415,-0.39051,-0.285109,-0.132241,0.371559,0.402644,0.674753,0.879369,1.08117,0.309038,0.157398,-0.441281,0.294124,1.66284,-0.138761,-0.897785,-0.191418,0.443017,0.969792,-0.612553,-0.363809,0.534094,0.343989,-0.021813,0.173811,-0.139712,0.367483,0.116098,0.657737,-0.217769,-0.035674,-0.198617,-0.684142,0.680781,0.354831,-0.378206,-0.596235,-0.279473,0.795932
F,-0.322425,-0.390093,0.251122,1.78965,1.2164,-1.39113,-0.626539,0.71451,-0.975619,-0.275976,0.108076,-0.553718,-0.348496,-0.277303,0.05563,-0.064071,0.284188,0.045036,-0.520626,1.20642,0.771503,0.55963,0.575413,-0.461727,0.35828,-0.625191,-0.359333,0.120727,1.1622,0.49264,-0.321261,0.187739,-0.154315,-0.124926,-0.132645,1.25422,-0.121569,-0.041924,-1.16449,-0.082906,-0.447324,-0.455452,2.83081,-0.544019,-0.7351,0.724863,-0.548824,-0.378381,0.829671,-0.307895
F,-0.363709,4.03018,1.8289,0.225094,-0.093311,-0.976182,-0.411325,0.204424,0.081048,0.466082,2.0915,-0.506723,-0.372945,-0.327229,1.71578,-0.814688,1.98256,-0.798186,-1.67396,-0.861419,-1.28058,-1.06708,1.64699,2.10841,1.3829,-0.210459,3.50305,1.64217,-1.0707,-1.24057,-0.640076,1.73986,-0.266666,1.32399,1.72639,-0.323128,-0.264928,1.76601,1.4997,0.391019,1.06398,0.906736,-0.428089,0.706601,-0.362061,0.032645,-1.16331,1.92915,2.09985,0.764239
T,-0.361923,-0.039729,-0.776739,-0.875812,1.52306,-1.13391,-0.503443,0.18882,0.086907,-1.29102,-0.710428,-0.471322,-0.374341,-0.281448,-0.438205,-0.993026,0.488949,-0.408146,0.20411,-0.123807,0.740535,0.625852,-1.14989,-0.871419,-0.88748,0.744867,-0.18451,-1.06953,-0.170389,0.187569,-0.431687,0.215384,-0.296741,-0.684301,-0.915264,-0.67126,0.024409,-0.443961,-0.552238,-1.59147,-0.643338,-0.319666,2.17897,-0.484865,0.924605,-1.47235,0.497135,-0.224778,0.45875,0.177989
T,-0.216295,-0.63685,-0.864381,-0.878809,-0.824431,-0.096404,0.742518,0.766053,-0.004172,-0.047115,0.807401,2.88258,1.24781,0.192545,-0.756793,0.838404,0.967783,-0.500154,0.098961,0.559041,0.113274,-0.347194,-0.868009,0.038023,-0.30683,0.108239,-1.33645,0.793438,-0.404554,0.561087,-0.069778,-1.24592,-0.368779,0.636728,0.916082,-0.028444,0.104164,0.683412,0.860785,0.724612,-0.19805,1.00601,-0.588399,-0.578155,0.713645,-0.184892,1.27334,0.513663,-0.137273,0.809953
T,-0.324336,0.63253,-1.5164,-1.25722,0.414588,3.3298,0.816265,-0.939984,3.86887,-1.31565,-1.81207,1.07148,-0.027705,-0.162729,-1.62852,-1.9829,-1.05432,1.54305,-0.645621,1.21525,1.28071,1.13188,-1.1045,-0.018445,0.011656,-0.594885,0.087693,-1.37569,0.41131,1.1357,-2.26321,-1.14189,-0.17453,-1.28535,-0.854883,-1.89735,-0.20515,-0.684378,0.063299,-1.1683,-0.968861,-1.02047,0.642846,0.253985,-1.56585,-1.8908,2.72645,-1.19473,-1.28477,-0.084243
T,-0.320814,-1.47355,0.598172,-0.828707,-1.26232,0.189101,2.02431,0.670614,0.633014,0.148249,0.525178,0.792867,-0.209383,0.010378,-0.428754,-0.315884,-0.308363,-0.218395,-0.602431,-0.16318,-0.733042,-0.777573,0.796885,0.188186,1.15307,-0.193291,0.586961,0.16227,-0.244384,0.117306,0.335626,0.100115,-0.401991,-0.332715,0.125996,0.080796,0.022979,0.206176,0.080715,-1.05592,-0.237086,-0.119968,-0.775091,-0.471357,-0.218463,-1.33354,0.135378,0.556479,0.266969,0.280346
T,-0.349777,0.716235,0.555129,-0.474099,0.609063,0.925913,-0.554628,0.245845,2.30002,-0.687876,-0.626061,-0.398749,-0.337158,-0.279027,0.329872,-0.060477,0.829146,0.410621,0.412532,-0.453419,0.872074,0.670311,-0.11351,-0.466052,0.793223,2.41044,1.2043,-0.463115,-0.238233,-0.138426,-0.031398,-0.93579,-0.09658,-0.404096,-0.361904,0.283612,8.2586,-1.32467,-0.652506,-0.629237,-0.92543,-0.39348,0.704751,-0.563963,1.86151,0.328697,1.12828,-0.393059,0.324216,-0.310246
T,0.116612,0.742604,1.444,-1.21168,0.369124,1.34844,1.29628,-0.751289,-0.78025,-0.460672,0.775628,0.111165,0.516762,0.164423,-0.523104,-0.688991,0.101405,-1.12929,0.894658,-0.128422,0.542191,0.885938,0.362382,-0.692946,1.44079,1.89267,1.68661,-0.000787,0.14342,0.130279,-0.573941,0.435936,-0.303971,-1.49434,-0.755465,-0.445561,-0.293931,-1.1007,-0.045667,-0.919693,-0.763299,-1.0122,0.667527,-0.043094,1.01519,-2.03343,1.16473,-1.01919,0.201112,-0.860553
T,-0.248247,0.653234,0.582694,-0.753319,1.17081,0.135038,2.07794,-0.305278,-1.33827,0.639716,-0.34667,1.78356,-0.119753,-0.24033,0.599374,-1.30475,-2.41785,0.12361,1.59849,-0.434961,-0.291864,-0.081723,-0.517429,-0.833746,-0.880862,0.816614,0.645938,-0.692956,-0.747843,-0.674065,0.532488,1.11136,-0.164677,-0.479164,-0.568437,-0.252987,-0.337824,-0.044235,-0.67456,-1.2587,-0.139039,-0.327485,-0.097842,2.06441,-0.49679,0.201086,0.98079,-0.336121,0.170641,-0.430298
T,-0.336912,0.186508,0.246426,-0.683528,0.83684,0.507089,0.95268,-0.372789,-0.643136,1.64016,1.00856,-0.327416,-0.334059,-0.241152,2.20445,-0.051256,1.22485,-0.572906,0.156534,-0.716616,-0.910317,-0.856631,-0.365077,1.53691,1.75337,0.356303,0.465615,1.86423,-0.842662,-1.08737,1.18801,1.26444,-0.384795,1.75094,0.821112,1.47054,-0.078643,1.70505,0.994188,0.873217,0.680783,0.909485,-0.969057,-0.233763,0.13785,-0.927078,-0.120407,1.29628,0.984497,1.7789
T,-0.188527,-0.653273,-0.116885,-1.00662,0.368015,1.10881,1.57582,-0.940882,-0.484303,-1.50041,-1.23545,0.664935,-0.330254,-0.33725,-0.811908,-1.49077,-0.84966,-0.199739,-2.88043,1.62579,2.32187,1.66182,-0.98521,-1.58919,-0.534834,1.8286,-0.32658,-1.61605,0.922227,1.19994,-0.150299,0.006166,-0.333855,-1.02913,-0.419874,-1.30004,-0.263855,-1.22986,-1.52221,-1.54238,-1.62446,-1.23986,2.06467,1.32319,-1.14416,0.075513,1.78795,-1.15628,-0.135911,-1.5709
T,-0.342292,-0.009343,-0.749138,-0.9337,0.310478,-0.145049,0.175134,0.383083,0.695249,-0.92398,-0.747791,1.06047,-0.095229,-0.229897,-0.567412,-1.32767,-2.04718,0.072557,-2.17188,0.551583,0.925973,1.20698,-1.88844,-0.527365,-0.94004,-0.147765,-0.003834,-0.910011,0.419061,0.783465,-0.482094,-0.639816,-0.384908,-0.55918,-0.505618,-1.14444,-0.472552,-0.719294,-0.649855,1.36836,-0.121855,-0.556935,0.777776,1.64004,-0.000272,-1.48437,0.662496,-0.389663,0.510302,0.303834
T,-0.364516,0.387324,-0.861999,-1.01483,0.7905,-0.373287,0.034248,-0.052775,-0.985488,-0.580827,0.683624,-0.105446,-0.175503,-0.281931,1.14987,0.666098,-0.09719,0.308346,2.00793,-0.713292,-0.721528,-1.07092,0.017972,0.537265,-0.305168,0.690541,-0.403585,-0.169772,-0.035084,-0.212682,0.229056,-0.865682,-0.12389,0.17522,0.379149,-1.14556,-0.082649,0.355737,1.57156,1.05104,-0.027848,-0.870774,-0.416985,-0.463216,0.220376,-1.17574,0.175474,0.286074,-0.390884,-0.889663
F,-0.276489,1.70192,1.55017,1.85704,1.19019,-0.157894,-0.521302,0.670152,-1.14358,0.333559,0.660391,-0.442222,-0.321675,-0.326137,2.46404,0.616035,-1.96133,2.57427,0.202107,-0.190794,0.030628,0.303565,0.553568,0.110829,-0.974788,0.786875,2.01701,-1.59896,1.2268,0.602057,1.15106,1.56494,6.80416,1.17805,0.084596,0.610699,-0.208253,0.04068,-0.515121,1.26812,1.54155,1.30308,0.334281,-0.786189,-0.953657,1.66841,-0.678959,0.722161,1.77365,-0.634959
F,-0.329069,1.02371,0.208366,0.818924,1.0065,-0.797569,-0.521593,-1.09428,-0.338635,0.168472,0.115939,-0.395806,-0.350642,-0.327928,0.337441,-0.52795,1.8262,-0.728809,0.544742,1.5185,0.190787,0.398701,1.40521,0.939578,1.97529,1.23286,0.602251,1.83264,2.12592,0.36594,-0.387505,-0.945108,-0.365055,0.232365,0.824816,-0.786753,-0.172904,0.306208,0.8862,1.41305,0.471587,-1.16818,-0.895351,-0.345152,-5.31131,-0.147174,-0.70825,0.936739,0.618011,0.279161
F,0.267462,-1.04319,-1.05975,0.264066,-1.38502,-0.682034,-0.591709,0.649742,0.11117,0.444086,0.283836,-0.4261,-0.242068,-0.258745,-0.792513,2.12978,0.025907,-0.066431,-0.707434,-1.41166,-1.04264,-1.07966,0.747626,-0.344375,-1.39405,-0.823597,-0.395715,0.170628,-0.908841,-1.07866,-0.5541,0.228728,-0.174992,1.56997,0.539913,0.469927,-0.052291,0.313616,0.485048,1.26603,1.30472,1.59952,-0.7091,-0.677948,0.314512,-0.28793,-0.634837,0.700857,-0.817196,0.973709
F,0.351739,-0.082141,-0.131128,-0.136485,-0.562962,0.566856,-0.6624,0.450706,1.40408,-0.288503,-0.098492,-0.495155,-0.231617,-0.151667,-1.0317,0.442579,-0.088718,-0.009635,-0.866379,2.73107,1.18757,1.57185,-0.72321,-0.144479,1.03798,-0.499964,-0.836161,0.399896,1.30761,2.46273,-0.154556,-0.332694,-0.197764,-0.046854,-0.147132,0.134117,-0.19415,-0.330181,1.5574,-0.012277,-0.337437,-0.259683,0.269433,-0.432581,-0.215838,-0.71518,-0.754648,0.740183,-1.22662,0.68805
F,4.65603,-0.564599,0.207519,0.07104,-1.56907,0.990829,-0.395312,0.875232,-1.11171,0.160784,0.987572,-0.174286,0.903259,0.312457,0.122635,1.25765,0.218634,0.839879,0.832718,-1.42634,-0.877636,-0.879128,-0.599653,-0.056199,-0.773778,0.559861,0.269049,0.580515,-1.10368,-0.740448,1.46241,-0.43546,-0.354573,1.01134,0.315789,1.11107,0.004325,1.05847,2.07343,1.87823,0.710559,1.04927,-0.212297,-0.10428,1.15351,1.11792,-0.796828,0.988333,1.31523,0.679209
F,-0.168527,0.720908,0.551361,1.39401,-1.43846,-1.17986,-0.727484,-0.467039,-0.005568,0.378359,-0.233217,-0.485578,-0.315792,-0.253926,-0.366028,0.239942,0.446781,0.911342,0.584446,0.527406,-0.113343,-0.101398,0.444064,-0.439089,-0.428613,-0.460744,-0.308063,-0.246493,0.750555,1.30068,0.818818,-0.276937,0.160564,-0.698851,-0.208961,1.85381,0.139938,0.165546,0.772346,0.035166,1.05984,-2.16034,-1.08072,-0.636958,0.562091,1.44365,-0.867476,0.641842,-0.428764,-1.54828
F,-0.29872,0.223553,-0.422448,-0.573439,0.167637,-0.386103,-0.581599,0.012558,0.712339,0.401284,0.394933,-0.433819,-0.289809,-0.242264,-0.319009,-0.109382,0.799204,3.47433,-0.510297,-0.577378,-0.07854,-0.172581,0.500531,0.874124,-0.605016,-0.857249,-0.318099,-0.096292,-0.346185,0.611969,0.118764,-0.355332,2.30305,-2.10992,-1.08807,0.569838,0.077352,-2.35048,0.254096,0.446882,1.05751,-0.219222,0.508879,-0.670482,-0.779816,-0.107313,-0.804721,0.198208,0.195779,-0.531399
F,-0.183382,-0.096186,-0.971102,-0.667741,-0.82868,0.002936,-0.645466,0.815614,0.109335,0.16506,0.412753,-0.515714,-0.267182,-0.204532,-1.13869,1.29729,-0.332154,4.92228,0.608559,1.2431,0.276034,0.415034,0.268792,0.186232,-0.888338,-0.677606,-1.00721,-0.597131,2.67616,2.26854,0.124787,0.267957,3.34361,1.5428,0.238256,1.05955,0.113883,0.802103,0.433295,1.13762,1.09531,0.951903,0.418429,-0.768755,0.572622,-0.225502,-0.761855,0.510599,-0.30037,1.24606
F,-0.318024,0.333957,0.361585,-0.433743,0.072164,-0.577429,-0.55863,-1.07159,-0.816062,0.653109,0.729383,-0.402857,-0.292368,-0.229029,0.054107,0.760772,0.941854,-0.285149,0.676348,-0.687588,0.18633,0.091824,0.997507,-0.146761,-0.381675,-0.333395,-0.424486,-0.114203,-0.228033,-0.254209,-0.679479,-0.558585,-0.249434,0.472035,0.005708,0.262352,0.06131,0.618094,-0.098567,-0.894705,0.667626,0.619032,-0.474126,0.830389,0.739014,1.22198,-0.546563,1.08136,0.009038,0.926114
