normal,gene377,gene765,gene14,gene1597,gene493,gene1671,gene1400,gene625,gene1892,gene1047,gene1917,gene1293,gene1884,gene1771,gene822,gene1758,gene1115,gene1416,gene419,gene99,gene1674,gene1423,gene1772,gene391,gene1679,gene1570,gene66,gene1873,gene1634,gene892,gene415,gene1168,gene581,gene1042,gene1640,gene1153,gene1401,gene648,gene1473,gene1635,gene249,gene1730,gene245,gene824,gene1946,gene1511,gene1472,gene67,gene267,gene513
F,0.043436,-0.58444,-1.3067,0.092227,-0.698936,-0.369044,-0.476931,0.79234,0.370383,-0.918946,-1.18073,-1.51794,-0.829427,0.697892,-1.69609,1.71931,1.22922,-0.4213,0.572767,0.308178,-1.43038,-1.58238,1.26543,1.10004,0.553263,0.889422,-1.6917,0.637212,-2.31805,0.665496,-2.2054,1.52327,-1.13281,1.97977,-1.27027,-1.59945,0.799377,-1.54123,-0.326648,0.084935,-1.197,0.220576,-1.3525,-0.506473,1.86814,1.111,1.43882,-2.15622,-1.34788,0.870428
T,0.424935,1.92245,1.02923,-0.498545,1.64426,-1.36135,-1.38985,0.682479,1.45326,-0.246093,1.16443,-1.25106,-0.07275,-1.03423,1.25693,0.504243,-0.332635,0.76906,0.053219,-0.125845,1.20275,1.60756,-1.02825,0.178549,-0.733646,1.08419,0.042012,1.63418,-0.795439,1.61748,1.14847,-1.63641,-0.800439,-0.703214,-0.20708,-0.467866,-0.861375,0.317153,0.421933,0.40821,1.27091,-2.23499,1.53964,0.795527,0.535368,0.022478,0.819485,-0.396763,1.47589,-1.15353
F,0.265867,0.640185,0.684712,-0.039219,0.101192,-0.122111,0.355437,0.306087,0.105264,-0.954375,0.039428,-0.471209,-1.17748,0.208339,0.006657,-1.07947,-0.035818,-1.00087,0.348172,0.807557,0.611979,0.152458,1.22342,-0.345366,-0.592386,-1.55652,0.549622,-1.89634,0.897302,-0.4096,0.185688,0.537641,-0.685216,1.10982,-0.082303,-0.016207,0.22002,-0.036631,0.109057,0.276809,0.116041,0.451154,0.252453,0.058686,-0.506076,-0.901899,0.019749,0.045429,0.329651,0.47261
T,1.04822,1.7931,1.01476,0.466268,2.02629,-1.78412,-0.722755,-1.15048,0.807683,-0.896482,0.049608,-0.84189,0.324683,-1.09438,1.07628,-1.20592,-1.16158,-0.511382,0.74524,0.29795,0.850914,1.67565,-0.919683,-1.11445,-0.924931,0.542042,1.48493,0.340146,-0.211787,0.75711,1.00964,-0.99366,-1.24409,-0.280458,0.864068,-0.565699,0.445069,-0.432889,-0.091907,0.926978,1.282,-0.629003,1.57464,1.0653,-1.23637,-1.38177,-0.481505,1.04415,1.59977,-0.797578
F,-0.720749,0.478516,-0.178935,0.818666,0.316226,-0.517352,1.01698,-1.1886,-0.235008,-0.219566,0.043344,-0.383185,-1.0611,-0.373964,-0.39052,-0.843946,-0.50594,-0.217717,-0.065855,-1.06619,0.735404,0.082363,0.887112,0.248789,-1.04956,0.509874,0.846316,-1.10579,-0.536357,-1.61056,0.235007,-0.618889,0.75368,0.813798,0.528744,-0.222886,0.606202,-0.5431,0.096435,-0.360253,-0.158787,-0.064523,0.154942,0.075104,-0.018401,-0.252028,-0.940502,-0.266028,0.169007,0.269774
T,0.435586,0.379343,-0.101042,0.64537,0.750946,-0.78385,-1.72185,-1.85838,-1.13995,0.398588,-0.129948,0.874881,0.611322,-2.30359,-0.284693,-1.41877,-2.05427,-0.396195,0.736467,0.085151,1.80204,0.49751,0.599401,-1.88646,-1.0044,-0.227679,1.47056,-2.47448,0.047897,0.519834,0.002739,-0.697706,-0.622999,-0.543267,0.844627,0.084462,-0.71857,0.613925,0.29485,0.272481,-0.888453,0.149288,0.528892,0.420861,-0.820514,-1.02694,-0.571274,-0.546999,0.382122,-0.05353
F,0.608344,-0.311375,-0.633022,0.036234,0.189036,0.587315,-0.03181,1.02459,-0.065456,-1.27301,0.383361,-0.377808,-1.36905,1.2427,-1.79101,1.09922,0.25993,-0.347229,-0.553948,-1.02496,0.081048,-0.665845,0.855435,1.03578,0.986632,-0.340824,-0.238193,-0.211401,0.455122,0.110594,-0.919248,-1.00524,-0.082065,1.52931,0.080603,-0.007746,-1.5289,0.886312,-0.287745,-0.827811,-0.667622,-0.584481,-0.410226,0.31983,-0.58215,-0.977971,1.61511,0.301681,-0.426498,0.649353
T,2.79307,0.505664,1.02874,0.671953,1.62459,-0.416893,-0.163824,-0.749753,-0.629941,-2.49923,-0.167978,-1.6672,1.45635,-0.667981,-0.730527,-0.965117,0.696892,-0.880757,1.30297,0.436726,0.099055,-0.157766,-1.71989,0.782409,-0.089828,0.436392,2.08643,1.88675,-0.531108,-0.887962,-0.903637,-2.1252,-1.58774,-1.01739,-0.013229,-1.08443,-0.38191,-0.861947,-1.68634,1.3869,0.146856,-1.99292,0.417741,0.473325,-0.532547,-0.671872,-1.07817,1.22071,0.396182,-0.787126
F,-0.86651,-0.518572,0.255625,-0.210832,0.03872,0.673107,0.035253,0.225784,-2.01713,0.702935,-0.74247,0.384847,-0.510507,1.32619,-1.63708,0.589093,0.400474,-0.606112,-0.58426,-1.28813,-1.13168,-0.947733,1.54542,0.777146,-0.523606,-0.311932,-0.888186,-0.938629,-0.078751,-0.653228,-1.27701,-0.823725,0.060163,1.63845,1.14699,0.927688,-1.3792,0.725539,0.951103,-1.99887,-0.735197,-0.040503,-0.851538,-0.482156,-0.056791,0.592163,1.04903,-0.122837,-1.07036,1.20142
T,1.24517,1.84852,2.08865,-0.528005,1.48417,-0.968595,0.071298,-1.24503,0.479083,-2.22404,-0.411039,-2.98966,1.55311,-0.567127,0.226412,-1.34978,-0.905278,1.12853,1.70515,0.957145,0.226003,0.511837,-0.467391,-1.57388,-1.41686,1.37572,1.81348,0.778822,-1.78249,1.52875,0.042468,-1.15104,-2.37412,-0.189661,0.519998,-1.83389,0.651802,-2.14962,-0.928051,1.43855,1.75219,-1.18254,1.73081,1.00504,-3.07587,-1.53425,-1.7148,1.32142,1.63741,-0.90588
F,0.206886,-0.654079,-1.84593,0.178398,0.37907,0.188356,0.636268,0.521564,-1.10078,1.02599,-0.280699,0.991906,-0.480594,-0.545897,-1.71256,1.0329,0.865608,-2.93099,-0.539278,-1.0559,-0.54123,-1.04373,-0.089997,1.24036,0.873976,-1.68483,-1.27844,-0.569473,1.33957,-0.234376,-1.32945,-0.764942,1.42183,-0.36394,-0.515976,0.680157,0.439375,0.365303,0.571064,-0.566447,-1.44884,0.624904,-0.971218,-1.46616,1.13567,0.981272,0.046938,-0.885575,-1.14465,0.601915
T,0.480019,1.27248,-0.660579,0.732518,1.46716,-1.75036,-1.42803,-1.6444,1.09047,-0.334073,0.453765,-0.524762,1.06105,-1.56834,0.906518,-1.42232,-0.081145,-0.891652,0.886149,1.34645,0.044107,1.25143,-0.939177,-0.376168,-0.795557,-0.799307,0.124991,0.610758,-0.39051,0.682372,0.999796,-0.043045,-0.643576,-1.45589,-0.349575,-0.820384,1.69471,-0.162956,-0.018267,1.22132,1.1062,-1.30276,1.07399,0.364879,-0.138763,-0.637748,-1.41798,1.93345,1.25399,-1.93385
F,-1.06196,-0.554355,0.217414,0.831048,-0.943869,2.1186,1.81095,0.020976,0.380518,-0.793193,-0.328554,-0.393695,-0.649738,0.711311,-1.12073,-0.962794,-0.130478,0.330947,0.592418,-0.492073,-0.883869,-1.51337,1.12967,0.501453,-0.343408,1.67578,-0.307131,-0.099164,0.628441,1.72909,-1.63567,-0.228003,1.39127,2.23303,-0.016623,0.817241,-0.107838,0.056207,-0.182796,-0.310576,-0.802614,0.146459,-1.08011,-0.013845,-1.5938,-1.44958,0.285229,0.531835,-1.00952,1.03955
T,2.32254,0.65299,1.83464,2.28,1.40241,1.35008,-2.14975,-1.20663,0.289259,-1.12493,0.727258,-1.8497,0.867343,-1.03325,-0.224861,-1.04072,-0.322956,-0.834453,2.01225,1.3219,0.471517,0.215158,-1.11412,-0.117444,-0.444752,0.842764,2.0398,0.709306,-1.63644,1.11421,-0.771275,-1.18388,-1.73135,-0.723417,-0.035611,-1.06597,0.556097,-0.616053,-0.597077,1.33085,0.008308,-1.83393,0.689297,-0.131019,-1.57552,-1.93702,-2.1939,1.27219,0.634249,-0.618502
F,-0.922103,-0.69135,0.262912,0.067173,-0.412118,-0.710774,1.22494,0.062029,-0.510021,-0.226297,0.066443,0.397269,-0.12781,0.276397,-1.37047,-0.264681,-0.753497,-0.52509,-0.336026,-0.500274,-1.31144,-0.862261,0.673522,-0.142328,0.656187,0.325266,-1.14253,-0.529834,0.614319,-0.552452,-1.89128,0.0789,0.746045,0.596294,0.926617,0.347582,-1.42394,0.853107,0.295225,-0.859681,-0.951581,-0.144035,-0.769947,-0.640504,-0.778553,0.126614,0.09822,-0.35909,-0.880434,0.533749
F,-0.668042,-0.896282,-1.41239,-1.06002,-1.24689,0.282961,-0.700096,0.9294,-0.444243,0.822421,-0.293392,1.51155,-1.38098,0.668502,0.303539,0.983223,1.32808,-1.61071,-0.536301,0.670811,-1.05569,-0.726423,0.056029,0.440762,0.995542,-0.641432,-1.94371,-0.253999,1.11991,0.271077,-0.680654,1.21681,1.42134,0.148153,-0.40707,1.64945,-0.631391,0.207414,1.37552,-1.10989,-1.72487,1.42229,-1.30416,-1.56931,1.02609,2.38104,0.474377,-0.319658,-1.36005,0.250193
F,-0.708878,-0.066362,-1.1616,-1.31651,-0.82305,0.486299,-0.624488,1.40694,0.115098,0.617032,-1.02184,1.03152,-0.223583,0.279092,-0.038461,0.183887,0.859148,-0.665417,0.490026,1.42324,-0.387601,-0.31353,-0.174413,0.747782,1.13341,-0.830053,-0.470044,-0.558232,1.08544,0.324994,0.302561,1.66101,0.19689,-0.853592,-0.705024,0.423519,-0.180929,0.556535,0.719218,-0.079029,-0.484483,1.04875,-0.203472,-0.720506,0.233591,0.874426,0.880892,0.147737,-0.267343,-0.854901
F,-0.951402,-0.816295,-0.399909,-0.446471,-0.884028,0.417348,-0.332788,1.05687,-0.563711,1.09067,0.001639,1.55219,-0.744131,0.877498,-0.731605,0.72676,-0.189659,-0.707457,-0.644268,-0.093625,-0.173276,-0.633585,0.935842,0.297948,-0.18429,-0.772531,-1.14361,-0.376744,1.65149,-0.602765,-0.515776,0.914355,0.649629,0.150343,-0.272845,2.08575,-0.903806,2.44418,1.63363,-1.60971,-1.19134,0.478298,-1.26901,-1.44584,0.832399,0.460511,-0.666352,0.213897,-1.22055,0.937124
F,-0.788323,-0.783134,-1.74159,-2.53791,-1.04328,-0.825631,-1.98799,1.01588,-0.067261,0.907641,0.215288,1.20971,0.012271,0.792066,-0.825781,1.09897,0.189444,-1.62734,0.407732,0.95309,-1.10423,-0.08839,-0.055555,0.665911,0.824497,-1.35447,-1.3444,0.15952,1.11918,-0.158845,-0.210809,0.964579,0.486494,-0.311834,1.1013,0.758442,-0.811943,1.72326,1.63313,-0.446248,-1.12494,0.579908,-0.954554,-2.43005,0.713985,0.720845,-0.103331,0.900701,-1.07711,-0.89083
F,-0.407664,-0.369369,-1.20655,-3.66349,-1.18657,0.151039,0.043155,1.75803,-0.256759,0.441343,-0.790649,0.927031,-0.96812,-0.313474,-1.3793,1.23613,1.11121,-1.40697,-0.002155,0.955484,-1.20505,-0.620604,-0.568381,1.37298,1.12105,-2.26815,-1.03951,-0.659682,0.67141,0.084422,-0.822398,1.36541,-0.408328,0.179385,-0.389595,0.127176,-1.3932,0.220926,0.526808,-1.26036,-1.13318,0.913852,-0.554129,-1.81315,0.913422,1.21782,0.791508,-0.418861,-0.636327,0.063423
F,-1.05026,0.021763,-0.527436,-1.86149,-1.05708,0.123146,0.036463,0.216811,-0.361446,1.03022,0.088124,0.868487,-1.14047,0.781849,0.149353,-0.875485,-0.905176,0.779415,-0.267533,-0.109998,-1.12548,0.421138,-0.877117,0.542869,0.175959,1.77464,-0.421274,0.255202,-0.059677,-0.807404,1.36977,-0.302333,1.60884,-0.093283,0.584542,0.28677,-0.10832,0.766308,1.06871,-0.910873,-0.984725,-0.721836,-0.271837,-0.413505,-0.287043,-0.533563,-0.694007,-0.196735,-0.270868,-1.09813
F,-0.692001,0.16038,-0.140789,-0.208297,-0.549997,0.355803,1.32189,0.686197,0.222273,-0.792663,-1.15092,-0.965634,-0.579563,1.70758,-0.705752,1.09896,0.243986,0.980272,0.170431,1.0781,-0.774831,-0.475018,0.81241,1.09699,1.00101,0.379175,-0.412021,0.442407,-0.417965,0.476993,-0.020991,0.767624,-0.047008,1.04998,-0.427553,-0.805417,-0.545576,-0.712719,-0.35704,1.20411,0.33453,0.587997,0.51071,0.427457,0.107466,1.53799,0.59243,0.409972,0.268957,0.144957
F,-0.612216,0.041811,0.468599,-1.01041,-0.728455,0.095302,0.983679,1.44673,-0.081453,-0.97515,-1.7402,0.100384,0.176834,0.545889,-1.86355,1.58724,0.64981,-0.822898,0.090665,-0.269514,-0.644233,-1.21846,0.968299,0.556813,2.09496,0.544167,-0.580977,-0.323606,-0.306468,-1.0441,-1.06256,0.448272,-0.521797,0.22169,-1.31271,-0.436604,0.355599,-0.648342,-0.12987,-0.102644,-0.692988,0.338795,0.010609,-0.259325,0.152104,0.330403,-0.110706,-0.539499,-0.012572,0.911769
F,-0.967186,-1.0495,0.105281,-0.034325,-0.913241,0.55201,-0.285508,0.963104,-0.165452,0.804045,-0.602249,1.11188,-2.00917,0.711906,-0.015254,0.525987,0.019274,0.113457,-0.573901,-0.773166,-0.565004,-0.658125,-0.016946,0.122182,-0.316507,-0.140007,-0.890587,-0.606625,0.773889,-0.736203,0.365444,0.224874,0.189621,-0.138338,-0.766699,0.82902,-0.500827,1.26043,1.15216,-0.87417,-0.220623,0.652335,-0.585252,-0.430952,0.755416,-0.061531,0.505078,-1.52041,-0.135017,1.17623
F,-0.686497,0.081342,-0.750862,-0.952389,-0.338867,0.695614,-0.096745,0.464888,-0.049133,1.68122,-0.726568,0.957159,-0.701095,0.251491,-0.306749,1.05315,1.11087,-1.25431,-1.18245,-0.016357,-1.27225,-0.08603,0.409844,0.969343,1.91893,-0.126022,-0.801662,-0.058879,0.92152,-1.04013,0.371993,-0.178996,1.58045,0.574756,-0.267105,1.59658,-0.441886,1.62129,1.42864,-0.726664,-0.137305,0.322769,-0.235878,-1.20831,0.820451,0.732425,0.143983,0.315546,-0.233203,0.523315
F,-1.65309,-0.819163,0.063377,-0.234576,-1.83724,1.88159,1.24028,0.906277,-0.955153,-0.1456,-1.65631,1.09423,-0.648073,1.59438,-1.17079,0.951683,0.982679,-0.078275,-1.13714,0.52452,-1.95575,-1.55807,1.42405,0.616045,1.26233,0.514754,0.096101,-0.730944,0.996539,-1.324,-1.26995,0.997055,-0.63609,1.20494,-2.01766,0.645942,-0.808857,0.280338,0.703987,-1.17339,-0.96071,1.74927,-0.493992,-0.403297,1.35188,0.903197,0.386198,-1.29151,-0.427805,1.9771
F,-0.659746,-0.832429,-2.31952,-2.29605,-0.570915,-0.817119,-0.853598,-1.09858,-1.26058,1.13194,0.463572,-0.204898,-1.43402,0.126975,-0.946913,1.16637,0.682984,-1.55388,0.642826,-0.100535,0.045441,0.217732,0.013102,-0.492544,-0.21788,-0.658055,-1.67856,-0.666954,1.55111,-0.442751,-0.81996,2.04918,0.354986,-0.46405,2.24173,1.14372,-1.23507,0.616825,1.23275,-0.315049,-1.32711,-0.337175,-0.824537,-1.21839,0.112912,1.01095,-1.61012,-0.719253,-0.907698,0.032917
F,-1.6452,-0.091932,0.071696,0.165164,-1.21756,1.7433,1.69367,0.895546,-0.864422,1.03072,-0.697529,1.11589,-0.071088,2.05264,-1.56245,-0.537113,-0.657416,-0.704497,-0.883171,1.05552,-1.1398,-1.02148,1.89099,-0.483852,0.535583,0.591026,-0.486793,-0.36261,0.445339,-1.3478,-1.23928,1.97092,-0.305936,0.855506,0.038373,0.657712,0.070869,0.514801,0.704222,-0.97314,-0.874957,2.12678,-0.4659,-0.255232,0.795849,1.03994,0.128816,-1.52053,-0.418818,1.58568
T,1.39393,1.33909,0.760898,1.32172,0.547207,-1.00121,0.650447,-1.51859,2.27016,0.170659,0.783044,-0.027105,1.9461,-0.170718,1.66941,-1.31076,-3.14746,1.24441,1.44215,0.462179,1.33284,1.49866,0.251978,-1.3491,-0.604295,0.965921,1.11845,-0.442482,-0.568612,2.25107,1.2736,-0.000896,-1.26716,-0.797977,-0.454289,-0.619092,-0.103491,-1.26999,-1.39257,1.59878,1.42795,-0.473667,1.55867,0.755088,-1.53227,-1.02402,-0.989269,1.52323,1.63522,-1.15065
F,-0.347112,-2.1303,-0.142293,0.200959,-0.738518,0.29072,-0.274835,1.64226,-1.49576,1.05879,-0.105441,0.923815,-1.1797,1.13525,0.126097,0.45533,0.30661,0.210066,-2.55995,0.295191,0.233164,-0.388182,1.21453,0.70358,1.4816,0.486709,-0.358772,0.45298,0.7774,-0.338699,0.230413,1.00672,-0.227752,0.650819,-1.11659,1.38735,0.519531,0.853057,0.179755,-0.620758,-0.399723,0.913589,-1.14452,-0.763854,1.20855,1.01897,1.12588,0.858385,-0.735687,0.68662
F,-0.970712,-0.800751,-0.232203,-0.612437,-0.977785,-0.094371,-0.202959,0.415664,-0.502851,0.923272,0.879838,1.13651,-0.741256,0.46251,0.634039,0.445117,-0.12565,-0.213669,-0.136435,-1.87628,0.214874,0.17575,0.092202,0.139536,-0.533156,0.329053,-0.843908,-0.803127,1.22597,-1.09306,0.703335,-0.763041,1.60519,-0.073551,0.65926,1.27999,-0.655601,1.44772,0.611538,-0.772532,-0.330386,0.724692,-0.672152,-0.353333,-0.096176,0.09829,0.01232,-0.881782,-0.814496,0.104618
T,1.48753,0.109645,1.31337,1.15909,0.366829,-1.55922,-0.121483,-1.35399,1.27914,-1.42853,0.285083,-1.27672,-0.284576,-1.19041,0.874733,-0.509381,0.102007,0.776609,1.47391,-0.272143,0.167054,0.418571,-0.035654,-1.18014,-0.518534,-0.767029,0.93777,0.585028,-0.661078,-0.019956,0.959506,-0.394062,-0.606504,-1.42137,-0.990472,-1.10693,-0.379217,-1.27185,-1.95732,1.10535,0.864822,-1.31039,0.939563,1.85198,-0.691176,-0.069964,-1.01138,0.088559,0.941415,-0.457184
T,0.923745,0.953207,1.04868,0.805346,1.62195,-1.29321,0.319593,-0.171267,0.917024,-0.96937,1.47743,-0.545076,1.61679,-0.344454,1.41252,0.481187,-0.833835,1.57688,-2.6776,1.28126,1.02754,1.32519,-2.749,0.488116,0.644845,0.986708,0.600446,1.83454,-0.360799,-0.226382,1.07083,0.091357,-0.572482,-0.644261,-0.066859,-0.300375,1.21409,-0.27106,-0.08386,1.15657,1.59623,-0.89816,0.089644,0.830277,0.578293,0.338988,0.578873,0.953024,0.317687,-0.420457
F,-0.600602,-0.853935,0.08924,0.447727,-1.03132,1.52745,2.3266,1.41426,-0.399639,0.126167,-1.77506,0.248389,0.38354,-0.119256,-0.540821,0.073959,1.81136,0.550988,0.098178,0.727984,0.000707,-0.664787,-0.122918,2.03475,2.3757,-0.71635,-0.554353,0.676643,0.495191,-0.954304,-1.32622,1.34426,-0.192416,0.511566,-1.5924,-0.228593,0.188323,-1.12494,0.038383,-0.59211,-0.519955,1.94624,-0.850672,-1.00154,1.75055,2.07533,1.525,-0.55613,-0.507966,1.53426
F,-0.09786,-0.01211,0.026216,-0.204137,0.43863,-0.834091,-0.216494,-0.868588,0.357574,-0.764693,0.301769,-0.058028,0.824277,-2.02135,0.858329,-0.703259,-0.691518,-0.221598,0.708546,1.18252,0.622387,0.937619,-1.89395,-0.071346,0.413666,-1.05659,0.199548,0.581065,-0.398219,0.607102,0.942603,0.30302,-0.404407,-1.28104,-0.120767,-0.191518,0.504002,-0.460395,-0.410269,1.08682,0.599858,-0.379806,0.611852,1.02377,-0.161582,-0.389818,-0.87156,1.45485,0.551036,-0.864145
F,-0.61041,-0.898644,0.660668,0.522716,-0.636079,0.708197,1.17326,0.86473,-1.04314,-0.411855,-0.935249,0.546118,-0.122161,0.776607,-0.741258,0.795994,1.35101,0.087161,-2.07822,-0.016696,-2.46461,-1.46176,1.03858,1.28405,1.627,-0.979538,-0.42201,0.448561,0.567523,-1.02261,-1.39504,0.509636,0.927079,0.524236,0.130707,0.091124,0.662306,0.051413,0.302627,-0.50069,-0.555301,1.195,-1.16856,-0.127546,1.33184,1.25758,1.61456,-1.30799,-0.844443,1.47687
F,-1.84239,-1.31511,-0.261051,0.568904,-1.81962,-0.166675,2.4155,-0.586901,-1.50261,0.930289,-1.03706,0.497749,0.196685,0.448353,0.03238,-0.632449,-0.171361,-0.218954,-1.37138,0.503973,-0.591747,-1.42388,0.720509,0.20662,0.489429,-1.149,-1.16559,-0.726319,1.10529,-0.038188,-1.83364,1.2812,1.01921,0.581099,-2.10689,-0.702625,0.421119,-0.267589,0.947452,-0.473529,-0.812223,1.63027,-0.69526,-0.107511,0.504626,1.07015,-0.217414,-0.443294,-0.887238,1.57361
T,1.19715,-0.406948,0.731312,-0.038347,-0.045496,-1.34472,-1.61786,-1.04714,0.984154,-1.04887,1.20801,-0.20562,2.11149,-0.32067,1.13283,-0.092283,-1.39014,1.14892,0.77404,1.775,1.22721,0.939908,-2.02707,-0.890666,-1.07258,-0.480751,0.822526,1.38026,0.3805,1.77205,1.01058,0.176843,-1.06132,-1.21863,0.083971,-0.246246,0.471148,0.234963,0.299841,2.03197,0.722843,-0.702439,-0.437148,1.01622,-1.18722,-0.14626,-1.13856,0.558756,-0.287848,-1.44487
