normal,gene377,gene765,gene14,gene1597,gene493,gene1671,gene1400,gene625,gene1892,gene1047,gene1917,gene1293,gene1884,gene1771,gene822,gene1758,gene1115,gene1416,gene419,gene99,gene1674,gene1423,gene1772,gene391,gene1679,gene1570,gene66,gene1873,gene1634,gene892,gene415,gene1168,gene581,gene1042,gene1640,gene1153,gene1401,gene648,gene1473,gene1635,gene249,gene1730,gene245,gene824,gene1946,gene1511,gene1472,gene67,gene267,gene513,gene1924,gene1256,gene622,gene187,gene1959,gene411,gene75,gene992,gene561,gene1672,gene1972,gene1534,gene1967,gene882,gene1346,gene779,gene1406,gene1494,gene1060,gene1381,gene1867,gene529,gene1231,gene495,gene1897,gene1651,gene1111,gene281,gene980,gene1843,gene1920,gene994,gene866,gene1058,gene111,gene1421,gene515,gene143,gene359,gene1334,gene679,gene652,gene806,gene1560,gene1573,gene1388,gene665,gene1983,gene137,gene1387
F,0.043436,-0.58444,-1.3067,0.092227,-0.698936,-0.369044,-0.476931,0.79234,0.370383,-0.918946,-1.18073,-1.51794,-0.829427,0.697892,-1.69609,1.71931,1.22922,-0.4213,0.572767,0.308178,-1.43038,-1.58238,1.26543,1.10004,0.553263,0.889422,-1.6917,0.637212,-2.31805,0.665496,-2.2054,1.52327,-1.13281,1.97977,-1.27027,-1.59945,0.799377,-1.54123,-0.326648,0.084935,-1.197,0.220576,-1.3525,-0.506473,1.86814,1.111,1.43882,-2.15622,-1.34788,0.870428,0.397629,1.60341,0.159403,0.459884,-2.35136,-0.747616,1.21441,-0.905692,-0.624869,-1.59106,-0.936663,1.50002,-1.14347,0.673848,-0.047403,-0.956915,1.51552,-0.248891,1.59207,0.717756,0.126121,0.751359,-0.037277,1.1532,-0.559768,0.309043,-0.421466,0.824861,0.376504,-0.569371,-1.40053,0.849859,0.118343,-1.00718,-2.10292,0.158754,0.964592,-0.564417,1.13462,1.36733,1.01132,0.917417,-0.651128,0.434984,1.59842,0.022514,-1.93933,-0.668403,-0.066977,0.635199
T,0.424935,1.92245,1.02923,-0.498545,1.64426,-1.36135,-1.38985,0.682479,1.45326,-0.246093,1.16443,-1.25106,-0.07275,-1.03423,1.25693,0.504243,-0.332635,0.76906,0.053219,-0.125845,1.20275,1.60756,-1.02825,0.178549,-0.733646,1.08419,0.042012,1.63418,-0.795439,1.61748,1.14847,-1.63641,-0.800439,-0.703214,-0.20708,-0.467866,-0.861375,0.317153,0.421933,0.40821,1.27091,-2.23499,1.53964,0.795527,0.535368,0.022478,0.819485,-0.396763,1.47589,-1.15353,0.146534,-0.806044,-0.353941,-0.692223,-0.62227,0.886521,0.3621,-0.06949,-0.218645,1.34646,-0.61236,-0.196093,0.868273,-1.62772,0.067547,0.444452,0.164709,1.02885,-1.46967,-0.000862,-0.40679,0.674567,0.138319,-1.33938,0.819675,-0.162533,0.930416,0.690131,-0.295315,0.579175,-1.00346,-0.689721,1.99462,0.766914,1.61048,-0.465831,0.171311,2.09358,-0.772357,-1.00888,-0.060159,-0.993125,1.11567,-1.69536,0.182329,-0.73691,0.734464,-0.974099,0.536445,0.94415
F,0.265867,0.640185,0.684712,-0.039219,0.101192,-0.122111,0.355437,0.306087,0.105264,-0.954375,0.039428,-0.471209,-1.17748,0.208339,0.006657,-1.07947,-0.035818,-1.00087,0.348172,0.807557,0.611979,0.152458,1.22342,-0.345366,-0.592386,-1.55652,0.549622,-1.89634,0.897302,-0.4096,0.185688,0.537641,-0.685216,1.10982,-0.082303,-0.016207,0.22002,-0.036631,0.109057,0.276809,0.116041,0.451154,0.252453,0.058686,-0.506076,-0.901899,0.019749,0.045429,0.329651,0.47261,-2.1328,-0.65067,0.00936,0.298318,-0.419889,-0.02601,-0.455643,0.477827,-0.679707,-0.71134,-0.698328,-0.707746,-0.245563,1.53705,-0.45536,-0.707521,-0.043154,0.032127,0.896631,0.956467,-0.084837,-0.897634,-0.899045,0.130147,-0.180704,-0.274489,0.051066,-1.28559,0.762539,-0.11851,0.835577,0.795235,-0.611618,0.128779,0.452113,-0.572012,-0.220475,-0.236941,0.042915,0.360986,-1.16003,-0.475451,-0.450073,0.340877,-0.354868,0.518608,-0.731339,-0.524899,0.607118,0.869055
T,1.04822,1.7931,1.01476,0.466268,2.02629,-1.78412,-0.722755,-1.15048,0.807683,-0.896482,0.049608,-0.84189,0.324683,-1.09438,1.07628,-1.20592,-1.16158,-0.511382,0.74524,0.29795,0.850914,1.67565,-0.919683,-1.11445,-0.924931,0.542042,1.48493,0.340146,-0.211787,0.75711,1.00964,-0.99366,-1.24409,-0.280458,0.864068,-0.565699,0.445069,-0.432889,-0.091907,0.926978,1.282,-0.629003,1.57464,1.0653,-1.23637,-1.38177,-0.481505,1.04415,1.59977,-0.797578,1.5073,-0.913313,1.55062,-1.00051,-1.15929,0.925918,0.102966,-0.662214,-0.199116,0.942232,-0.739989,-0.571026,0.579108,-1.05781,0.273673,-1.11747,-1.31043,0.734016,0.002235,1.17075,-1.29663,-1.13882,0.820767,-0.326099,0.879428,-0.433688,0.800434,0.038491,0.917129,0.643315,-0.263514,0.482887,-0.878057,1.49707,0.904175,0.173657,-0.114749,1.67068,-0.938771,-0.529225,-1.36667,0.597506,0.408598,1.08883,-0.318708,0.11835,1.00304,-0.472703,0.649657,1.07842
F,-0.720749,0.478516,-0.178935,0.818666,0.316226,-0.517352,1.01698,-1.1886,-0.235008,-0.219566,0.043344,-0.383185,-1.0611,-0.373964,-0.39052,-0.843946,-0.50594,-0.217717,-0.065855,-1.06619,0.735404,0.082363,0.887112,0.248789,-1.04956,0.509874,0.846316,-1.10579,-0.536357,-1.61056,0.235007,-0.618889,0.75368,0.813798,0.528744,-0.222886,0.606202,-0.5431,0.096435,-0.360253,-0.158787,-0.064523,0.154942,0.075104,-0.018401,-0.252028,-0.940502,-0.266028,0.169007,0.269774,1.50916,-0.12932,0.983199,0.617083,-1.10327,-0.460552,-0.032903,-0.429922,-0.108379,0.03718,-0.00061,0.042235,0.749035,-1.09219,0.899511,0.032048,-1.03358,-1.02121,0.325331,1.7029,-1.09382,-0.950788,-0.491462,-0.412024,-0.679754,-0.629805,-0.618427,-0.012906,1.71078,-2.14585,0.311091,0.483698,0.37143,0.266456,-0.015878,-0.761467,0.771953,0.761109,-0.026556,1.01002,-0.926954,0.610821,-0.681865,1.14085,-0.573212,0.775716,0.796074,0.16648,0.434931,0.145014
T,0.435586,0.379343,-0.101042,0.64537,0.750946,-0.78385,-1.72185,-1.85838,-1.13995,0.398588,-0.129948,0.874881,0.611322,-2.30359,-0.284693,-1.41877,-2.05427,-0.396195,0.736467,0.085151,1.80204,0.49751,0.599401,-1.88646,-1.0044,-0.227679,1.47056,-2.47448,0.047897,0.519834,0.002739,-0.697706,-0.622999,-0.543267,0.844627,0.084462,-0.71857,0.613925,0.29485,0.272481,-0.888453,0.149288,0.528892,0.420861,-0.820514,-1.02694,-0.571274,-0.546999,0.382122,-0.05353,0.45092,0.355012,0.459754,-1.84708,0.11918,-0.1445,0.57007,1.10605,-0.323286,1.44482,0.754616,-0.898992,0.117234,-3.33346,0.6891,0.805916,-1.12236,-0.311702,0.092946,1.236,-0.842377,-0.573878,-1.47877,1.69549,-1.22902,-0.8947,-0.897628,0.83151,1.42221,0.038381,-0.859786,0.015824,0.02453,1.43218,0.062633,-0.089888,0.838549,0.700013,0.236365,-0.130751,-1.90322,0.048968,-0.977753,2.1352,-1.39692,1.24175,1.3344,-0.02515,0.942483,-0.595028
F,0.608344,-0.311375,-0.633022,0.036234,0.189036,0.587315,-0.03181,1.02459,-0.065456,-1.27301,0.383361,-0.377808,-1.36905,1.2427,-1.79101,1.09922,0.25993,-0.347229,-0.553948,-1.02496,0.081048,-0.665845,0.855435,1.03578,0.986632,-0.340824,-0.238193,-0.211401,0.455122,0.110594,-0.919248,-1.00524,-0.082065,1.52931,0.080603,-0.007746,-1.5289,0.886312,-0.287745,-0.827811,-0.667622,-0.584481,-0.410226,0.31983,-0.58215,-0.977971,1.61511,0.301681,-0.426498,0.649353,-0.605225,0.161267,0.426969,0.875901,-0.769521,-1.05421,1.24984,0.12391,-0.084259,-0.26874,-0.533646,0.521786,1.00321,0.304769,1.33959,-0.93053,0.268785,-0.460694,0.319105,0.773986,0.60088,1.81798,-0.463783,0.01079,0.166404,0.588065,0.001325,1.73031,0.126617,-0.416128,-0.463211,0.412647,0.096798,-0.164095,-1.43477,-0.63708,0.692971,-0.200161,0.410553,-0.463881,-0.558169,0.979687,0.251715,0.083881,-0.453928,0.161462,-1.02794,-0.566939,0.698231,-1.45638
T,2.79307,0.505664,1.02874,0.671953,1.62459,-0.416893,-0.163824,-0.749753,-0.629941,-2.49923,-0.167978,-1.6672,1.45635,-0.667981,-0.730527,-0.965117,0.696892,-0.880757,1.30297,0.436726,0.099055,-0.157766,-1.71989,0.782409,-0.089828,0.436392,2.08643,1.88675,-0.531108,-0.887962,-0.903637,-2.1252,-1.58774,-1.01739,-0.013229,-1.08443,-0.38191,-0.861947,-1.68634,1.3869,0.146856,-1.99292,0.417741,0.473325,-0.532547,-0.671872,-1.07817,1.22071,0.396182,-0.787126,0.879689,-1.79971,1.81022,-1.16341,-0.397029,1.68739,0.251022,-1.61758,1.43278,0.422264,-1.97784,-0.348296,-0.279903,-1.43478,0.14321,-2.78485,0.04385,0.205022,-0.37879,1.33197,-1.23098,-0.020548,1.31994,-1.83311,0.536537,0.550795,0.701904,-0.054629,1.15763,0.333228,-1.09354,-0.74094,-0.949851,2.10713,-1.47249,-0.989458,-1.35502,1.09564,-0.086511,-0.947366,-0.501177,-0.466729,-0.406817,0.938921,-0.794387,0.449207,0.077324,-0.034274,2.11895,0.879303
F,-0.86651,-0.518572,0.255625,-0.210832,0.03872,0.673107,0.035253,0.225784,-2.01713,0.702935,-0.74247,0.384847,-0.510507,1.32619,-1.63708,0.589093,0.400474,-0.606112,-0.58426,-1.28813,-1.13168,-0.947733,1.54542,0.777146,-0.523606,-0.311932,-0.888186,-0.938629,-0.078751,-0.653228,-1.27701,-0.823725,0.060163,1.63845,1.14699,0.927688,-1.3792,0.725539,0.951103,-1.99887,-0.735197,-0.040503,-0.851538,-0.482156,-0.056791,0.592163,1.04903,-0.122837,-1.07036,1.20142,0.450727,-0.595848,0.238182,0.693895,0.866015,-0.247813,0.506892,0.261637,0.314098,0.26825,0.660897,1.09205,-2.48578,-0.607736,1.12834,0.165539,0.463227,-1.63042,1.46879,0.679419,0.165844,0.159382,-0.383633,-0.932963,-0.716694,0.081162,0.134384,0.357666,0.606358,-2.18427,0.288868,0.253093,-1.05659,0.958981,-0.704281,-1.73633,0.576401,-0.642777,1.31929,0.53182,0.418348,1.77917,-1.02519,0.292457,0.889828,0.608616,0.461772,0.3379,0.661289,-0.384542
T,1.24517,1.84852,2.08865,-0.528005,1.48417,-0.968595,0.071298,-1.24503,0.479083,-2.22404,-0.411039,-2.98966,1.55311,-0.567127,0.226412,-1.34978,-0.905278,1.12853,1.70515,0.957145,0.226003,0.511837,-0.467391,-1.57388,-1.41686,1.37572,1.81348,0.778822,-1.78249,1.52875,0.042468,-1.15104,-2.37412,-0.189661,0.519998,-1.83389,0.651802,-2.14962,-0.928051,1.43855,1.75219,-1.18254,1.73081,1.00504,-3.07587,-1.53425,-1.7148,1.32142,1.63741,-0.90588,1.71084,-1.09287,1.03991,-1.12307,-1.48567,2.05426,-1.28913,-1.99847,1.14424,-0.901389,-3.34361,0.16991,-0.272488,-0.450078,0.341517,-1.88537,-1.43327,1.17427,-0.29838,0.991384,-2.64936,-0.652799,2.07021,-0.843008,1.19415,-1.3797,1.04103,-1.1497,0.864739,0.976177,-1.71788,-0.459755,1.17293,2.05994,0.107727,0.460975,0.239245,0.238356,0.075655,-0.448159,-1.90684,0.329585,0.463726,1.98637,0.622238,1.33453,-0.742393,-2.6343,1.36368,1.05955
F,0.206886,-0.654079,-1.84593,0.178398,0.37907,0.188356,0.636268,0.521564,-1.10078,1.02599,-0.280699,0.991906,-0.480594,-0.545897,-1.71256,1.0329,0.865608,-2.93099,-0.539278,-1.0559,-0.54123,-1.04373,-0.089997,1.24036,0.873976,-1.68483,-1.27844,-0.569473,1.33957,-0.234376,-1.32945,-0.764942,1.42183,-0.36394,-0.515976,0.680157,0.439375,0.365303,0.571064,-0.566447,-1.44884,0.624904,-0.971218,-1.46616,1.13567,0.981272,0.046938,-0.885575,-1.14465,0.601915,0.421837,0.252089,0.725777,-0.358853,0.824481,-1.29489,0.62162,0.810987,-1.99949,-0.045782,0.81851,0.417952,-1.60864,0.508305,-0.215211,1.14496,0.360257,-1.85769,0.313651,0.942024,0.82415,0.75539,-0.302677,0.044447,-1.3786,1.61065,-2.14223,0.669752,0.665888,-1.73219,0.663176,-0.781654,-0.378331,-0.973646,-1.1424,-1.31159,1.13155,-0.36279,-1.37482,-1.00165,1.33997,0.233091,-1.53492,0.620442,1.26103,-0.763431,0.559993,0.670477,0.259715,-0.806827
T,0.480019,1.27248,-0.660579,0.732518,1.46716,-1.75036,-1.42803,-1.6444,1.09047,-0.334073,0.453765,-0.524762,1.06105,-1.56834,0.906518,-1.42232,-0.081145,-0.891652,0.886149,1.34645,0.044107,1.25143,-0.939177,-0.376168,-0.795557,-0.799307,0.124991,0.610758,-0.39051,0.682372,0.999796,-0.043045,-0.643576,-1.45589,-0.349575,-0.820384,1.69471,-0.162956,-0.018267,1.22132,1.1062,-1.30276,1.07399,0.364879,-0.138763,-0.637748,-1.41798,1.93345,1.25399,-1.93385,1.00273,-0.758533,1.10913,-1.99449,-0.53179,0.383286,0.155625,-0.89193,-0.975037,0.823033,-0.072849,-0.800772,0.862638,0.034154,-1.33271,-1.10231,-0.508202,1.40626,-1.27243,0.969448,-0.612779,-0.603752,-0.016021,-0.453904,0.255611,0.450735,-0.699533,-0.622461,0.778717,1.30776,-1.67151,-1.16286,0.590492,0.464559,1.14741,0.491025,-1.21606,0.548013,-1.9662,-2.45577,0.156901,-1.33614,0.074724,0.078576,0.123207,-0.6411,1.31855,-0.54948,0.930055,1.15157
F,-1.06196,-0.554355,0.217414,0.831048,-0.943869,2.1186,1.81095,0.020976,0.380518,-0.793193,-0.328554,-0.393695,-0.649738,0.711311,-1.12073,-0.962794,-0.130478,0.330947,0.592418,-0.492073,-0.883869,-1.51337,1.12967,0.501453,-0.343408,1.67578,-0.307131,-0.099164,0.628441,1.72909,-1.63567,-0.228003,1.39127,2.23303,-0.016623,0.817241,-0.107838,0.056207,-0.182796,-0.310576,-0.802614,0.146459,-1.08011,-0.013845,-1.5938,-1.44958,0.285229,0.531835,-1.00952,1.03955,-0.360372,0.969116,1.49229,1.16665,0.014339,0.455459,0.059518,0.37743,-0.665059,-2.06984,-0.46412,-0.826319,-1.63368,0.613293,1.81928,-1.03699,-0.276799,-0.827788,0.737515,1.28079,1.17411,-0.192073,0.565214,0.955728,-0.09302,-0.815153,0.089287,-0.660847,1.46376,-0.721315,-1.90144,-0.405645,-0.339729,0.897491,-1.45495,-0.150155,1.48632,-0.141299,1.68201,0.688225,-1.79748,0.169017,-1.04059,-0.181458,-1.25323,1.05412,-0.568612,0.877869,-0.908456,-1.85941
