normal,gene14,gene377,gene493,gene1917,gene765,gene249,gene625,gene1771,gene1671,gene841
-1,1.02874,2.79307,1.62459,-0.167978,0.505664,0.146856,-0.749753,-0.667981,-0.416893,-1.60027
1,0.255625,-0.86651,0.03872,-0.74247,-0.518572,-0.735197,0.225784,1.32619,0.673107,-2.11258
-1,2.08865,1.24517,1.48417,-0.411039,1.84852,1.75219,-1.24503,-0.567127,-0.968595,0.401988
1,-1.84593,0.206886,0.37907,-0.280699,-0.654079,-1.44884,0.521564,-0.545897,0.188356,0.497809
-1,-0.660579,0.480019,1.46716,0.453765,1.27248,1.1062,-1.6444,-1.56834,-1.75036,0.697164
1,0.217414,-1.06196,-0.943869,-0.328554,-0.554355,-0.802614,0.020976,0.711311,2.1186,0.811029
-1,1.83464,2.32254,1.40241,0.727258,0.65299,0.008308,-1.20663,-1.03325,1.35008,0.770656
1,0.262912,-0.922103,-0.412118,0.066443,-0.69135,-0.951581,0.062029,0.276397,-0.710774,-0.83707
1,-1.41239,-0.668042,-1.24689,-0.293392,-0.896282,-1.72487,0.9294,0.668502,0.282961,0.732139
1,-1.1616,-0.708878,-0.82305,-1.02184,-0.066362,-0.484483,1.40694,0.279092,0.486299,0.62531
1,-0.399909,-0.951402,-0.884028,0.001639,-0.816295,-1.19134,1.05687,0.877498,0.417348,-0.074831
1,-1.74159,-0.788323,-1.04328,0.215288,-0.783134,-1.12494,1.01588,0.792066,-0.825631,0.880796
1,-1.20655,-0.407664,-1.18657,-0.790649,-0.369369,-1.13318,1.75803,-0.313474,0.151039,-0.214051
1,-0.527436,-1.05026,-1.05708,0.088124,0.021763,-0.984725,0.216811,0.781849,0.123146,0.300626
1,-0.140789,-0.692001,-0.549997,-1.15092,0.16038,0.33453,0.686197,1.70758,0.355803,0.592372
1,0.468599,-0.612216,-0.728455,-1.7402,0.041811,-0.692988,1.44673,0.545889,0.095302,0.795654
1,0.105281,-0.967186,-0.913241,-0.602249,-1.0495,-0.220623,0.963104,0.711906,0.55201,-0.02109
1,-0.750862,-0.686497,-0.338867,-0.726568,0.081342,-0.137305,0.464888,0.251491,0.695614,-0.226896
1,0.063377,-1.65309,-1.83724,-1.65631,-0.819163,-0.96071,0.906277,1.59438,1.88159,0.283383
1,-2.31952,-0.659746,-0.570915,0.463572,-0.832429,-1.32711,-1.09858,0.126975,-0.817119,-0.958012
1,0.071696,-1.6452,-1.21756,-0.697529,-0.091932,-0.874957,0.895546,2.05264,1.7433,0.555335
-1,0.760898,1.39393,0.547207,0.783044,1.33909,1.42795,-1.51859,-0.170718,-1.00121,0.110798
1,-0.142293,-0.347112,-0.738518,-0.105441,-2.1303,-0.399723,1.64226,1.13525,0.29072,1.2479
1,-0.232203,-0.970712,-0.977785,0.879838,-0.800751,-0.330386,0.415664,0.46251,-0.094371,-0.280262
-1,1.31337,1.48753,0.366829,0.285083,0.109645,0.864822,-1.35399,-1.19041,-1.55922,-1.16641
-1,1.04868,0.923745,1.62195,1.47743,0.953207,1.59623,-0.171267,-0.344454,-1.29321,1.33173
1,0.08924,-0.600602,-1.03132,-1.77506,-0.853935,-0.519955,1.41426,-0.119256,1.52745,0.722418
1,0.026216,-0.09786,0.43863,0.301769,-0.01211,0.599858,-0.868588,-2.02135,-0.834091,0.718137
1,0.660668,-0.61041,-0.636079,-0.935249,-0.898644,-0.555301,0.86473,0.776607,0.708197,1.26555
1,-0.261051,-1.84239,-1.81962,-1.03706,-1.31511,-0.812223,-0.586901,0.448353,-0.166675,0.395047
-1,0.731312,1.19715,-0.045496,1.20801,-0.406948,0.722843,-1.04714,-0.32067,-1.34472,0.955901
1,0.061964,0.70518,1.02057,0.768901,0.135997,1.05895,-0.390316,-1.17226,-0.721404,1.13619
-1,1.06366,-0.193367,1.77076,1.58199,0.939973,1.57605,-0.742501,0.454598,0.216881,-1.51729
-1,-0.015205,-0.137593,0.0915,-3.12738,-1.27574,0.030126,0.408603,-0.10376,-0.355162,1.40817
1,0.954973,-0.761555,-0.605867,-0.997469,-0.477421,-0.157616,1.10302,1.29574,-0.033978,0.80956
1,0.156209,-0.552491,-0.502564,0.295722,-0.504203,-0.089325,0.61061,0.299417,0.814943,0.49203
-1,1.39249,0.114126,0.448844,1.90586,0.888538,1.40224,-1.8871,-0.953051,-0.52204,1.10359
-1,-0.769534,-0.164317,-0.937252,0.396271,-1.92326,-1.13505,-0.107927,0.614929,1.27111,0.459022
1,1.12447,0.749598,0.314639,0.662972,0.965813,1.54202,-0.480854,0.148174,0.531178,0.147986
1,-0.324529,-0.75391,-0.213315,-0.141406,-0.842043,-0.086391,-0.726459,0.017456,-0.025612,-2.78492
1,-1.39987,0.001145,-0.567127,1.06678,-1.30552,-0.818061,0.19067,0.297445,0.221683,-0.801316
1,-0.229063,-0.507101,-0.556259,0.500274,-0.830158,0.099149,0.844114,0.653618,-0.208402,0.133534
-1,-0.118578,2.21181,0.347547,1.18144,0.056917,0.914962,-0.626193,-1.08435,-0.340699,1.03779
1,-1.33116,-0.212275,-1.28944,-2.18534,-1.61317,-0.788498,1.41968,0.467367,1.20989,0.709645
-1,0.696933,0.365677,0.694332,1.06067,0.492348,1.33129,-0.100459,0.017027,1.08054,0.576813
