normal,gene14,gene377,gene493,gene1917,gene765,gene249,gene625,gene1771,gene1671,gene841,gene1423,gene1047,gene1892,gene419,gene1293,gene822,gene1674,gene267,gene1400,gene892,gene66,gene1884,gene581,gene1597,gene245,gene513,gene1153,gene67,gene1494,gene415,gene1416,gene1635,gene391,gene1873,gene824,gene1772,gene1534,gene1946,gene1472,gene1388,gene1511,gene1058,gene1758,gene111,gene1115,gene1231,gene1730,gene561,gene1168,gene1924,gene1634,gene1838,gene75,gene1346,gene1111,gene1256,gene882,gene622,gene1959,gene1972,gene1372,gene411,gene187,gene772,gene1672,gene1982,gene992,gene779,gene639,gene834,gene1867,gene1406,gene1060,gene1184,gene1897,gene136,gene1967,gene1042,gene1651,gene1451,gene758,gene1560,gene1679,gene143,gene529,gene648,gene281,gene1048,gene837,gene970,gene624,gene1334,gene1473,gene119,gene1570,gene852,gene399,gene1920,gene1599,gene1381
1,-1.3067,0.043436,-0.698936,-1.18073,-0.58444,-1.197,0.79234,0.697892,-0.369044,1.44681,-1.58238,-0.918946,0.370383,0.572767,-1.51794,-1.69609,-1.43038,-1.34788,-0.476931,0.665496,-1.6917,-0.829427,-1.13281,0.092227,-1.3525,0.870428,-1.59945,-2.15622,-0.248891,-2.2054,-0.4213,0.084935,1.10004,0.637212,-0.506473,1.26543,1.50002,1.86814,1.43882,0.022514,1.111,-1.00718,1.71931,-2.10292,1.22922,-0.037277,0.220576,-0.624869,1.52327,0.397629,-2.31805,1.20635,1.21441,-0.047403,-0.421466,1.60341,0.673848,0.159403,-2.35136,-0.936663,-0.664501,-0.747616,0.459884,0.070968,-1.59106,-0.91667,-0.905692,-0.956915,1.3738,1.94729,0.126121,1.51552,1.59207,-0.272519,-0.559768,-0.700697,-1.14347,1.97977,0.309043,-0.38402,0.231143,0.434984,0.553263,-0.564417,0.751359,-1.54123,0.824861,1.18801,0.665148,-2.64753,-0.533411,1.36733,-0.326648,-0.730642,0.889422,-1.10221,0.900642,-1.40053,1.2317,0.717756
-1,1.02923,0.424935,1.64426,1.16443,1.92245,1.27091,0.682479,-1.03423,-1.36135,-1.04612,1.60756,-0.246093,1.45326,0.053219,-1.25106,1.25693,1.20275,1.47589,-1.38985,1.61748,0.042012,-0.07275,-0.800439,-0.498545,1.53964,-1.15353,-0.467866,-0.396763,1.02885,1.14847,0.76906,0.40821,0.178549,1.63418,0.795527,-1.02825,-0.196093,0.535368,0.819485,-0.73691,0.022478,0.766914,0.504243,1.61048,-0.332635,0.138319,-2.23499,-0.218645,-1.63641,0.146534,-0.795439,-0.166126,0.3621,0.067547,0.930416,-0.806044,-1.62772,-0.353941,-0.62227,-0.61236,-0.508545,0.886521,-0.692223,-1.93348,1.34646,0.292719,-0.06949,0.444452,-0.469175,0.821322,-0.40679,0.164709,-1.46967,-1.45454,0.819675,-0.766121,0.868273,-0.703214,-0.162533,0.485389,2.54494,-1.69536,-0.733646,2.09358,0.674567,0.317153,0.690131,-1.19926,-0.703823,-0.613352,-0.127795,-1.00888,0.421933,1.29975,1.08419,1.12213,-0.79838,-1.00346,-1.16738,-0.000862
1,0.684712,0.265867,0.101192,0.039428,0.640185,0.116041,0.306087,0.208339,-0.122111,-0.840731,0.152458,-0.954375,0.105264,0.348172,-0.471209,0.006657,0.611979,0.329651,0.355437,-0.4096,0.549622,-1.17748,-0.685216,-0.039219,0.252453,0.47261,-0.016207,0.045429,0.032127,0.185688,-1.00087,0.276809,-0.345366,-1.89634,0.058686,1.22342,-0.707746,-0.506076,0.019749,0.518608,-0.901899,0.128779,-1.07947,0.452113,-0.035818,-0.899045,0.451154,-0.679707,0.537641,-2.1328,0.897302,-0.150323,-0.455643,-0.45536,0.051066,-0.65067,1.53705,0.00936,-0.419889,-0.698328,1.01753,-0.02601,0.298318,0.167789,-0.71134,-0.597778,0.477827,-0.707521,0.835484,0.224763,-0.084837,-0.043154,0.896631,0.141571,-0.180704,0.972756,-0.245563,1.10982,-0.274489,-1.20351,-0.073069,0.340877,-0.592386,-0.236941,-0.897634,-0.036631,-1.28559,-0.338192,0.778504,1.45849,-0.226426,0.360986,0.109057,0.450222,-1.55652,0.007626,-0.069454,0.835577,0.780731,0.956467
-1,1.01476,1.04822,2.02629,0.049608,1.7931,1.282,-1.15048,-1.09438,-1.78412,-1.4068,1.67565,-0.896482,0.807683,0.74524,-0.84189,1.07628,0.850914,1.59977,-0.722755,0.75711,1.48493,0.324683,-1.24409,0.466268,1.57464,-0.797578,-0.565699,1.04415,0.734016,1.00964,-0.511382,0.926978,-1.11445,0.340146,1.0653,-0.919683,-0.571026,-1.23637,-0.481505,0.11835,-1.38177,1.49707,-1.20592,0.904175,-1.16158,0.820767,-0.629003,-0.199116,-0.99366,1.5073,-0.211787,-1.20959,0.102966,0.273673,0.800434,-0.913313,-1.05781,1.55062,-1.15929,-0.739989,-0.755224,0.925918,-1.00051,1.59607,0.942232,1.20288,-0.662214,-1.11747,-0.213884,-1.38606,-1.29663,-1.31043,0.002235,-0.231072,0.879428,0.206164,0.579108,-0.280458,-0.433688,-0.587023,0.452883,1.08883,-0.924931,1.67068,-1.13882,-0.432889,0.038491,-1.24817,-0.29984,1.69902,1.36099,-0.529225,-0.091907,1.24017,0.542042,0.661881,0.202404,-0.263514,-0.176027,1.17075
1,-0.178935,-0.720749,0.316226,0.043344,0.478516,-0.158787,-1.1886,-0.373964,-0.517352,-0.58465,0.082363,-0.219566,-0.235008,-0.065855,-0.383185,-0.39052,0.735404,0.169007,1.01698,-1.61056,0.846316,-1.0611,0.75368,0.818666,0.154942,0.269774,-0.222886,-0.266028,-1.02121,0.235007,-0.217717,-0.360253,0.248789,-1.10579,0.075104,0.887112,0.042235,-0.018401,-0.940502,0.775716,-0.252028,0.266456,-0.843946,-0.015878,-0.50594,-0.491462,-0.064523,-0.108379,-0.618889,1.50916,-0.536357,-1.17576,-0.032903,0.899511,-0.618427,-0.12932,-1.09219,0.983199,-1.10327,-0.00061,-0.193349,-0.460552,0.617083,0.204912,0.03718,0.780147,-0.429922,0.032048,-0.145447,-0.022093,-1.09382,-1.03358,0.325331,0.363907,-0.679754,0.968129,0.749035,0.813798,-0.629805,-0.766818,-0.650691,1.14085,-1.04956,0.761109,-0.950788,-0.5431,-0.012906,-0.863918,-0.183659,1.90848,0.171436,1.01002,0.096435,0.292537,0.509874,0.634691,0.889038,0.311091,-0.597823,1.7029
-1,-0.101042,0.435586,0.750946,-0.129948,0.379343,-0.888453,-1.85838,-2.30359,-0.78385,-1.58673,0.49751,0.398588,-1.13995,0.736467,0.874881,-0.284693,1.80204,0.382122,-1.72185,0.519834,1.47056,0.611322,-0.622999,0.64537,0.528892,-0.05353,0.084462,-0.546999,-0.311702,0.002739,-0.396195,0.272481,-1.88646,-2.47448,0.420861,0.599401,-0.898992,-0.820514,-0.571274,1.24175,-1.02694,1.43218,-1.41877,0.062633,-2.05427,-1.47877,0.149288,-0.323286,-0.697706,0.45092,0.047897,-0.420273,0.57007,0.6891,-0.897628,0.355012,-3.33346,0.459754,0.11918,0.754616,-0.559451,-0.1445,-1.84708,-0.309333,1.44482,1.20122,1.10605,0.805916,-0.10535,-1.048,-0.842377,-1.12236,0.092946,-1.18094,-1.22902,0.372288,0.117234,-0.543267,-0.8947,-0.478573,-0.998233,2.1352,-1.0044,0.700013,-0.573878,0.613925,0.83151,-0.409339,-0.3653,2.2182,2.03413,-0.130751,0.29485,1.05384,-0.227679,1.02318,0.993535,-0.859786,-0.671727,1.236
1,-0.633022,0.608344,0.189036,0.383361,-0.311375,-0.667622,1.02459,1.2427,0.587315,-0.239024,-0.665845,-1.27301,-0.065456,-0.553948,-0.377808,-1.79101,0.081048,-0.426498,-0.03181,0.110594,-0.238193,-1.36905,-0.082065,0.036234,-0.410226,0.649353,-0.007746,0.301681,-0.460694,-0.919248,-0.347229,-0.827811,1.03578,-0.211401,0.31983,0.855435,0.521786,-0.58215,1.61511,0.161462,-0.977971,-0.164095,1.09922,-1.43477,0.25993,-0.463783,-0.584481,-0.084259,-1.00524,-0.605225,0.455122,0.835825,1.24984,1.33959,0.001325,0.161267,0.304769,0.426969,-0.769521,-0.533646,1.43779,-1.05421,0.875901,-1.52904,-0.26874,1.24488,0.12391,-0.93053,0.044678,1.32494,0.60088,0.268785,0.319105,0.453084,0.166404,-0.55812,1.00321,1.52931,0.588065,-0.876066,1.46506,0.083881,0.986632,-0.200161,1.81798,0.886312,1.73031,-1.12692,0.197833,-0.345265,-1.54434,-0.463881,-0.287745,0.171558,-0.340824,0.382988,1.22309,-0.463211,0.425462,0.773986
-1,1.02874,2.79307,1.62459,-0.167978,0.505664,0.146856,-0.749753,-0.667981,-0.416893,-1.60027,-0.157766,-2.49923,-0.629941,1.30297,-1.6672,-0.730527,0.099055,0.396182,-0.163824,-0.887962,2.08643,1.45635,-1.58774,0.671953,0.417741,-0.787126,-1.08443,1.22071,0.205022,-0.903637,-0.880757,1.3869,0.782409,1.88675,0.473325,-1.71989,-0.348296,-0.532547,-1.07817,0.449207,-0.671872,2.10713,-0.965117,-1.47249,0.696892,1.31994,-1.99292,1.43278,-2.1252,0.879689,-0.531108,0.550308,0.251022,0.14321,0.701904,-1.79971,-1.43478,1.81022,-0.397029,-1.97784,0.778691,1.68739,-1.16341,-2.05708,0.422264,1.13002,-1.61758,-2.78485,-0.769175,0.462768,-1.23098,0.04385,-0.37879,1.3979,0.536537,-0.34039,-0.279903,-1.01739,0.550795,1.39179,0.911656,0.938921,-0.089828,1.09564,-0.020548,-0.861947,-0.054629,-0.951879,0.781203,-0.168915,1.15766,-0.947366,-1.68634,-0.299737,0.436392,1.12144,0.840524,-1.09354,-0.53826,1.33197
1,0.255625,-0.86651,0.03872,-0.74247,-0.518572,-0.735197,0.225784,1.32619,0.673107,-2.11258,-0.947733,0.702935,-2.01713,-0.58426,0.384847,-1.63708,-1.13168,-1.07036,0.035253,-0.653228,-0.888186,-0.510507,0.060163,-0.210832,-0.851538,1.20142,0.927688,-0.122837,-1.63042,-1.27701,-0.606112,-1.99887,0.777146,-0.938629,-0.482156,1.54542,1.09205,-0.056791,1.04903,0.608616,0.592163,0.958981,0.589093,-0.704281,0.400474,-0.383633,-0.040503,0.314098,-0.823725,0.450727,-0.078751,0.620691,0.506892,1.12834,0.134384,-0.595848,-0.607736,0.238182,0.866015,0.660897,-0.173389,-0.247813,0.693895,-2.24088,0.26825,0.528688,0.261637,0.165539,-0.117862,1.40489,0.165844,0.463227,1.46879,-0.721464,-0.716694,1.01721,-2.48578,1.63845,0.081162,-0.722587,-0.856632,0.292457,-0.523606,-0.642777,0.159382,0.725539,0.357666,-1.24245,0.855191,-0.168472,0.886819,0.53182,0.951103,-1.1355,-0.311932,0.739086,1.65631,0.288868,-0.897238,0.679419
-1,2.08865,1.24517,1.48417,-0.411039,1.84852,1.75219,-1.24503,-0.567127,-0.968595,0.401988,0.511837,-2.22404,0.479083,1.70515,-2.98966,0.226412,0.226003,1.63741,0.071298,1.52875,1.81348,1.55311,-2.37412,-0.528005,1.73081,-0.90588,-1.83389,1.32142,1.17427,0.042468,1.12853,1.43855,-1.57388,0.778822,1.00504,-0.467391,0.16991,-3.07587,-1.7148,1.33453,-1.53425,2.05994,-1.34978,0.107727,-0.905278,2.07021,-1.18254,1.14424,-1.15104,1.71084,-1.78249,0.500758,-1.28913,0.341517,1.04103,-1.09287,-0.450078,1.03991,-1.48567,-3.34361,-0.801563,2.05426,-1.12307,0.526733,-0.901389,-0.299589,-1.99847,-1.88537,0.005524,-1.31246,-2.64936,-1.43327,-0.29838,-0.743504,1.19415,0.088881,-0.272488,-0.189661,-1.3797,0.452114,-0.153588,1.98637,-1.41686,0.238356,-0.652799,-2.14962,-1.1497,-0.386449,1.91045,-1.76219,1.1772,-0.448159,-0.928051,-0.2477,1.37572,0.01576,-0.600465,-1.71788,0.151235,0.991384
1,-1.84593,0.206886,0.37907,-0.280699,-0.654079,-1.44884,0.521564,-0.545897,0.188356,0.497809,-1.04373,1.02599,-1.10078,-0.539278,0.991906,-1.71256,-0.54123,-1.14465,0.636268,-0.234376,-1.27844,-0.480594,1.42183,0.178398,-0.971218,0.601915,0.680157,-0.885575,-1.85769,-1.32945,-2.93099,-0.566447,1.24036,-0.569473,-1.46616,-0.089997,0.417952,1.13567,0.046938,-0.763431,0.981272,-0.973646,1.0329,-1.1424,0.865608,-0.302677,0.624904,-1.99949,-0.764942,0.421837,1.33957,-0.160397,0.62162,-0.215211,-2.14223,0.252089,0.508305,0.725777,0.824481,0.81851,1.26397,-1.29489,-0.358853,0.053222,-0.045782,0.721085,0.810987,1.14496,0.961417,0.691273,0.82415,0.360257,0.313651,-0.209992,-1.3786,-0.788128,-1.60864,-0.36394,1.61065,-0.683201,0.021739,0.620442,0.873976,-0.36279,0.75539,0.365303,0.669752,0.479838,-1.15521,1.03875,0.208704,-1.00165,0.571064,-0.842055,-1.68483,0.838199,-0.216143,0.663176,1.11228,0.942024
-1,-0.660579,0.480019,1.46716,0.453765,1.27248,1.1062,-1.6444,-1.56834,-1.75036,0.697164,1.25143,-0.334073,1.09047,0.886149,-0.524762,0.906518,0.044107,1.25399,-1.42803,0.682372,0.124991,1.06105,-0.643576,0.732518,1.07399,-1.93385,-0.820384,1.93345,1.40626,0.999796,-0.891652,1.22132,-0.376168,0.610758,0.364879,-0.939177,-0.800772,-0.138763,-1.41798,-0.6411,-0.637748,0.464559,-1.42232,1.14741,-0.081145,-0.016021,-1.30276,-0.975037,-0.043045,1.00273,-0.39051,-0.463586,0.155625,-1.33271,-0.699533,-0.758533,0.034154,1.10913,-0.53179,-0.072849,-0.124965,0.383286,-1.99449,1.21471,0.823033,0.737658,-0.89193,-1.10231,0.318831,-1.57514,-0.612779,-0.508202,-1.27243,-1.73928,0.255611,-1.79579,0.862638,-1.45589,0.450735,0.314643,0.914217,0.078576,-0.795557,0.548013,-0.603752,-0.162956,-0.622461,-0.360972,-0.744908,0.794367,-0.543955,-2.45577,-0.018267,1.18548,-0.799307,0.823155,-1.84763,-1.67151,-1.24472,0.969448
1,0.217414,-1.06196,-0.943869,-0.328554,-0.554355,-0.802614,0.020976,0.711311,2.1186,0.811029,-1.51337,-0.793193,0.380518,0.592418,-0.393695,-1.12073,-0.883869,-1.00952,1.81095,1.72909,-0.307131,-0.649738,1.39127,0.831048,-1.08011,1.03955,0.817241,0.531835,-0.827788,-1.63567,0.330947,-0.310576,0.501453,-0.099164,-0.013845,1.12967,-0.826319,-1.5938,0.285229,1.05412,-1.44958,0.897491,-0.962794,-1.45495,-0.130478,0.565214,0.146459,-0.665059,-0.228003,-0.360372,0.628441,-0.106032,0.059518,1.81928,0.089287,0.969116,0.613293,1.49229,0.014339,-0.46412,-0.532078,0.455459,1.16665,-0.045931,-2.06984,0.569306,0.37743,-1.03699,0.461006,0.637528,1.17411,-0.276799,0.737515,0.615885,-0.09302,0.351697,-1.63368,2.23303,-0.815153,-1.24852,-1.20107,-0.181458,-0.343408,-0.141299,-0.192073,0.056207,-0.660847,1.06653,0.746189,-0.182462,1.29052,0.688225,-0.182796,-0.494376,1.67578,0.008369,2.02972,-1.90144,1.18133,1.28079
