normal,gene1635,gene377,gene493,gene249,gene1843,gene765,gene1042,gene1423,gene391,gene739,gene1772,gene625,gene1892,gene812,gene979,gene245,gene267,gene1582,gene1494,gene1771,gene897,gene964,gene513,gene1387,gene1256,gene1196,gene1247,gene1897,gene1004,gene1884
1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0
-1,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0
-1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
-1,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0
1,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
-1,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0
1,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
-1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0
1,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0
-1,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0
1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,-1.0
-1,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0
1,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0
1,0.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0
1,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0
1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0
1,1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,-1.0
1,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0
1,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0
1,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,-1.0
1,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0
1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0
-1,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0
1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0
-1,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0
-1,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
1,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0
-1,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
-1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0
-1,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,1.0
1,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0
1,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0
-1,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0
-1,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0
1,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0
1,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0
1,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0
1,0.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0
-1,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0
-1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,1.0
