@relation pca_all-weka.filters.unsupervised.attribute.Remove-R59-72

@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute PC51 numeric
@attribute PC52 numeric
@attribute PC53 numeric
@attribute PC54 numeric
@attribute PC55 numeric
@attribute PC56 numeric
@attribute PC57 numeric
@attribute PC58 numeric
@attribute class {T,F}

@data
-16.103262,-11.587596,0.921908,26.219872,-17.60669,6.3885,0.5591,-27.614464,-7.633432,-4.93356,-1.653423,-2.105441,4.213477,0.819632,4.341796,4.338813,0.649943,-1.245571,-3.340288,-7.078541,-1.907149,3.887179,-2.614966,-5.968033,5.960666,-5.157116,-3.444786,5.31264,0.135559,-10.784768,1.920211,-5.131771,4.171041,2.919189,7.918127,0.909311,-7.167643,14.462224,-2.979398,-7.353085,1.373727,-6.534753,3.938701,0.951342,2.850938,0.692065,3.827954,-8.480599,1.805189,-5.018375,-7.729938,4.854201,23.073698,6.733643,-3.253388,11.39094,-9.108686,7.69951,T
49.285642,-14.32605,9.000534,5.614296,-10.342733,-1.800876,4.380691,6.535437,5.345097,-7.930895,0.72287,2.982565,-8.119196,-0.530373,-4.96347,-1.55743,-0.161126,4.041001,3.336744,-1.625173,1.14562,-3.052283,8.624248,-6.642274,0.163468,2.954339,2.167825,-3.700931,-1.489507,3.257139,-4.333024,-5.014507,-0.190197,3.74781,3.221208,-0.656132,0.554373,0.708984,0.414739,-2.845779,2.255379,2.208087,-2.857671,6.588963,-3.494527,-1.511063,-2.136871,0.563689,1.184115,-1.588901,-0.252249,0.259085,6.015083,5.749544,-6.411047,-6.117541,-2.455263,-2.81948,T
-46.530343,-32.624416,-19.006949,-5.281121,11.347907,6.198598,-10.523685,3.114585,-3.81201,-0.04467,6.304027,-5.141015,-8.747808,21.136541,-2.709597,7.689403,12.04574,18.58742,-7.178555,-7.997919,-0.118066,-3.185526,6.301944,0.504985,-2.59041,1.826676,-4.627926,3.011388,-1.19123,-2.883231,2.679178,-2.901774,-1.989467,-2.196737,-2.263286,1.543743,-1.533705,0.313042,-0.693999,-0.95398,-0.532438,-1.614007,1.623196,1.979448,-5.736879,-1.084605,-4.37911,5.720205,1.506045,-2.159308,-3.840879,2.694694,-6.626074,5.696425,-1.523904,-0.615174,-0.222889,-7.162196,T
-20.87769,-5.661686,-8.727679,1.818918,-23.845759,1.024205,5.522646,-10.625692,-3.422427,10.236342,1.697532,-5.189451,-9.21353,-3.496458,-4.57221,-5.177992,-8.632211,-19.606173,9.20103,-15.752693,-17.071741,-11.516301,3.568013,1.710682,-9.422368,3.092103,-3.304476,1.704878,-0.64364,-6.516018,-4.1489,-10.311561,4.731733,-6.10432,-27.047668,3.363392,16.784487,-9.69652,10.209738,-8.881345,-7.110902,8.342985,5.268489,2.190058,-2.678672,-2.92395,1.667015,3.919958,-11.620377,-3.347882,4.56372,4.707517,3.492389,-2.129051,0.021509,-0.346248,-6.150244,2.761785,T
-52.024658,-37.923493,-14.242696,0.331399,-13.897522,-1.325841,-2.759652,12.037436,0.078484,4.72611,11.959425,10.925733,-3.227662,2.728531,-2.955256,2.336943,-10.486222,-4.03461,8.218964,2.709477,1.730295,-1.141515,-0.204461,7.180994,0.552083,7.100139,-6.544232,-2.877031,-4.233326,-5.974305,5.458242,-3.742945,0.408671,0.862269,10.028032,6.536453,3.775734,6.085123,-0.882517,3.024198,-7.3396,1.166491,1.466838,-3.404433,0.683262,-2.976408,5.9417,9.818109,11.186014,0.02985,17.525909,-10.15158,-7.334275,-0.359897,-6.256447,11.533151,0.022177,-0.432671,T
-16.353107,-6.846774,-16.119321,-1.801819,4.603239,0.205135,-11.311467,-3.028824,3.825301,1.925168,-1.893176,6.446227,0.817696,-3.66445,-13.912475,-2.300846,-11.861438,2.86415,0.467455,-3.825432,1.141524,1.529401,-12.627653,7.828079,-1.392823,-3.799957,3.780427,-4.56434,-7.626619,4.701563,11.097481,12.062776,-1.858124,11.548792,-9.454173,-7.657138,0.742474,-14.659584,2.509464,-9.087497,6.94184,-12.242083,3.961298,-5.63971,-1.909739,1.194604,4.013512,6.892158,6.46884,12.195433,-7.445793,-8.007555,6.103038,-3.877332,4.828882,1.428229,-2.207553,4.344416,T
-77.575593,34.441319,-36.143252,-17.341274,19.842083,-44.763029,58.002127,-19.274671,-38.960234,-1.320821,-17.179728,14.469222,-18.411588,1.533259,-9.371391,6.165509,-3.026796,3.983019,6.413509,6.812232,4.683597,5.791236,-0.536675,0.170084,-3.056291,3.511846,-0.977878,-2.386074,1.318663,4.71766,-1.868252,-1.4929,-4.932717,4.139106,1.881423,-6.660942,0.270874,1.678753,-2.919063,0.390016,-1.231264,2.743713,3.225395,1.200468,-0.227657,2.381978,-1.460481,-0.414516,-0.682304,1.00268,-0.223692,1.79985,0.905248,-0.321023,-0.082226,-0.79083,-0.839299,-0.58812,T
22.598739,-12.354476,-2.643486,-0.516779,8.06632,-7.774851,-12.737842,-11.637573,3.051526,7.69178,-2.660707,4.077142,0.882464,9.909092,-4.776887,-3.511752,-9.625427,-1.590952,8.678886,-7.628035,5.008175,-2.314657,-7.114276,7.68798,3.839479,-2.828398,-31.563168,6.105302,1.453786,-0.38541,-8.175996,8.285155,-17.464201,-13.430627,2.938221,0.16746,-3.90026,1.421729,10.916079,12.567776,-1.462596,7.217616,-15.56122,4.432447,-8.496082,-2.429186,2.117401,-11.677457,-3.975192,6.720691,-7.396688,-9.032282,5.406447,-4.312339,-4.685722,-2.423246,-3.978914,-3.497286,T
9.922181,-18.577167,-4.520975,0.712305,8.908771,10.024264,-1.263845,4.257466,1.343612,3.916514,-1.019519,-4.020143,-1.953428,-0.96413,-12.18258,-6.684478,-5.166557,7.880376,2.484711,-6.057484,1.638015,0.538101,-7.654372,0.68714,-2.27248,-1.077969,1.206293,4.518617,-2.366126,2.498534,11.889425,7.531678,-4.319622,8.580533,-3.713936,-6.56844,-8.34093,-13.588063,4.185572,-6.622062,5.994928,0.358182,3.052632,-6.474185,-2.160463,-0.446304,0.006916,-0.490426,5.089256,1.197017,-0.250275,2.153322,2.988643,5.666757,0.257626,3.064401,-7.914112,-9.626389,T
-137.129052,-37.191305,-32.369561,0.807861,25.219469,17.711336,7.256569,6.491804,25.405618,13.950392,-11.375296,-0.59508,22.246684,-46.788871,4.934348,0.5701,5.351415,13.737643,15.880581,-2.186589,1.685264,5.795955,9.213702,1.808715,7.383985,-1.492784,2.962919,2.131615,9.020306,-2.240233,-7.159244,0.918361,0.129297,-0.60195,2.031965,2.052705,3.497319,2.082801,2.273468,-0.614745,0.01021,3.232083,0.883473,1.060391,-0.435566,-3.583893,-0.408787,-1.631754,-4.648141,1.857827,-2.698586,-0.254378,2.180739,1.025346,0.265018,-1.353743,-0.506568,-0.697146,T
29.254453,-43.512419,-16.173872,2.47426,-3.901441,26.352409,18.081659,-24.619769,30.100546,-6.01815,-34.511612,16.079181,8.779656,18.312319,-4.023688,22.469917,14.536743,-10.916784,3.597535,16.870979,3.487919,-19.350825,-5.960906,-9.70422,-7.382651,-10.843371,1.289991,1.604799,-5.354542,2.649353,-5.696439,6.034971,3.456668,-3.045402,2.336123,-4.455435,4.09535,-4.315905,-0.814383,-2.353716,-4.578247,3.672639,-4.3478,-3.34392,4.071813,-1.738343,1.860975,4.069531,3.442169,-1.904203,3.170646,1.075423,-2.442428,-1.627469,1.732296,2.62888,-0.015288,-4.038059,T
35.18108,5.223449,0.596516,16.885594,4.515005,14.65184,-7.183475,-1.176913,4.328262,-7.879389,-4.50993,14.088835,-9.521272,-0.039236,3.289792,9.869353,-4.091955,-2.030197,3.379904,-5.324204,-0.227498,3.571899,9.873893,-5.6021,13.932188,4.493444,6.120992,10.668342,-1.786219,13.555547,0.645847,-9.308058,-3.152544,-3.129037,0.014893,-3.54559,-20.703291,6.463616,11.209598,-7.032319,-6.790056,10.240465,23.502152,5.523975,-13.758417,11.509584,-1.81232,3.803532,-0.841804,3.47925,1.319572,-8.331477,-1.443107,-5.498998,4.695802,1.680884,0.598297,-0.598156,T
42.242749,7.905758,-11.855416,18.220853,-23.09841,0.581021,2.498872,-9.568478,-0.490708,-0.773169,1.838303,-2.208364,-1.933912,-6.241119,-4.81664,8.624844,0.745767,5.430773,-2.45466,-2.533167,3.227283,6.80269,6.288278,-0.981267,6.161886,11.681452,4.494891,7.488673,-4.593059,-8.123029,-1.21061,6.363939,9.126691,5.977921,10.780777,-7.324989,11.249196,-4.357046,-0.700681,-1.620446,-10.228073,-17.602063,-7.691718,11.300321,-12.944241,-0.920386,-1.598589,-6.149926,-7.557076,9.673048,-1.344154,-0.386475,-13.245191,-18.131528,1.043403,0.567239,1.321178,4.737213,T
-33.589391,-8.113655,-24.490896,-4.84506,-11.824835,12.635774,-2.868273,3.554403,-5.862957,4.517058,5.613551,23.759028,3.948871,12.626556,13.904877,-5.968389,-5.898522,-15.59603,-1.359317,12.237255,3.720539,2.080103,2.082818,7.632435,-0.445554,4.295313,5.264936,2.637349,-1.743083,-12.55735,10.195146,-1.782754,7.97745,-6.403228,3.370808,12.686871,-2.456912,2.189849,-9.208111,1.594889,9.397284,-3.863066,2.406824,-3.66236,-6.040275,-10.684157,-12.715492,5.349231,-4.74592,11.086269,-13.059703,6.685284,6.381948,-3.114596,3.690071,-9.233941,-4.863417,-5.884429,T
7.625015,-6.953993,8.958807,9.670916,8.978893,4.648603,-4.963106,3.974012,-0.638972,-2.520668,-6.606909,-2.069636,-7.932191,0.160023,-9.142566,-10.49727,-14.499317,-3.210325,6.437179,-3.515085,10.397727,-7.847387,17.483738,-5.458062,-3.02703,7.657245,11.958978,-3.845988,-8.529455,7.681184,-6.694572,0.473497,4.558447,3.313497,8.727014,-0.818463,-0.61305,3.201816,0.340067,-0.860557,0.35085,1.553491,-11.613146,-3.077959,-0.582722,-4.951821,-2.808664,0.982162,6.110913,3.391722,11.653536,2.437534,12.941433,7.046733,-12.699973,-8.802088,-2.226868,10.08583,T
-9.541998,-10.690132,-6.293362,-5.69639,15.225129,3.32044,-21.72624,-5.58934,3.111653,-3.117421,-5.003984,-1.237168,-7.402747,-1.814775,-7.326266,-11.189195,-13.188586,2.895784,-1.539658,1.825142,7.28104,4.601894,-5.078296,1.701077,-8.511532,0.184528,2.584637,-7.382009,-8.033458,3.49647,-0.306949,-1.045227,5.186449,-0.111715,3.772904,0.312998,0.397114,1.801111,-1.053108,2.232264,2.423275,4.55503,-3.11197,-2.335893,-10.821677,0.045033,-0.829176,2.961036,-6.125767,1.369438,13.322213,8.76333,1.419824,-4.594665,0.17514,-8.587139,5.915076,-8.290243,T
55.189376,56.607336,-34.527849,9.808,15.910255,-23.578895,17.006961,-4.52264,37.734937,-13.949456,8.369243,-1.918784,6.691677,10.763448,0.163613,3.929968,-3.742842,-5.298104,-4.680948,-12.447819,-1.168451,-1.011146,-0.348957,3.426873,17.043101,11.652382,-8.291112,-9.229125,19.787853,-3.538222,-5.123564,6.592157,14.422528,16.033374,-9.487483,10.082659,-7.543872,3.397751,-1.652731,2.488394,1.387147,2.468437,-3.249601,-6.562996,-0.59676,-1.041903,-0.984716,6.462583,2.255574,1.251466,2.109099,1.613529,-2.209216,2.252926,-2.129223,-1.464022,-1.332422,-1.313557,T
-28.404006,18.713923,24.256059,14.948987,4.790732,2.866682,-3.969611,-3.199566,-7.640492,-2.986842,-2.789911,7.318043,7.900624,6.222585,-11.318073,-18.760394,-3.977535,2.766768,-0.262931,-1.41781,8.219152,-9.574284,11.938138,-10.983542,0.364242,1.921605,-4.97818,2.258894,4.99796,-6.067217,1.79793,2.042989,3.573097,1.89618,12.558618,4.247969,-8.414657,-15.953661,10.332643,4.671434,0.103229,1.217933,9.728618,5.000153,22.419553,4.815185,5.152939,3.114013,-12.213864,3.939121,-5.108138,13.35039,-10.589725,-2.838316,-8.515683,2.444423,-4.210565,-6.558023,F
23.958551,-34.483931,24.954998,5.71045,0.382368,6.896133,18.743283,-3.623217,0.299999,2.937963,1.355507,2.801632,3.825382,-0.198691,-4.116535,-3.757378,-3.564258,2.010629,-6.098633,0.35621,4.489342,3.691427,-5.160594,9.713765,-2.720532,-1.68306,-2.357368,1.519292,1.631279,5.106238,-0.686987,-3.989901,1.152418,0.634687,3.068477,5.640095,4.026598,4.611378,2.694765,1.412937,4.564164,-2.976998,3.546689,3.89884,7.996711,-3.870523,-1.90789,-1.958429,7.155995,0.627422,0.928989,-9.292607,-2.828692,-5.658108,-8.462306,-4.190298,-1.017761,3.541948,F
-42.583007,8.121033,47.650302,-17.211537,-4.124317,-15.642857,14.275622,-1.942565,16.251949,-21.686828,6.520042,-9.68897,-0.607985,12.126895,29.929638,1.454307,-11.884372,7.606313,15.907022,-3.02359,7.242412,-12.732329,1.723368,14.434808,14.483067,-15.319289,12.414901,-0.701535,-2.871861,1.15724,15.166506,-5.308894,-0.179587,0.750422,-1.035007,-15.007285,3.39134,-0.056347,1.747867,4.190762,-8.80358,1.031094,-2.155502,-4.372112,0.510775,-5.914227,-2.596734,-6.20477,-8.812554,1.48793,0.174097,0.15193,-1.879846,0.625942,-0.039391,-0.19502,-3.200317,-3.057323,F
1.822974,17.379247,14.585715,-1.586306,-20.888238,-10.778375,0.303221,9.605113,4.642756,-5.007377,2.802521,5.824049,7.312787,-8.805186,0.218036,-7.061106,10.12972,10.238207,-9.455612,8.002916,-1.695141,-3.692275,3.164742,6.668278,-1.563585,-2.188301,1.909824,3.544628,6.072985,2.168763,-5.445495,-5.202704,-13.88502,0.978477,-6.348198,-2.720554,2.751565,0.852475,7.152044,6.837252,-7.71854,-1.046596,-2.13478,-5.949182,-8.939472,8.105223,-0.93366,7.288856,22.248752,-4.125215,-3.227637,20.49257,8.184566,-15.282584,-2.808208,-2.009382,-4.884674,-8.424742,F
-27.486447,32.451663,16.137615,3.683066,-3.30994,-7.420239,-4.146506,7.53764,-6.388894,-12.385344,8.988808,10.030195,-9.915384,-18.029915,-16.940603,-5.996541,6.045913,0.687167,-7.376761,10.879791,-14.868318,-19.461746,-6.105891,8.646407,-11.259326,-10.701632,7.813491,7.434497,8.478167,-5.989675,6.020845,20.530436,8.747984,1.697233,4.641455,11.254721,-9.79981,5.17302,0.459084,1.818035,-20.892997,8.30161,-1.877697,6.276597,-2.633017,-3.773584,-3.154447,-3.929946,-0.218604,0.308514,0.256258,-7.043978,2.787875,4.064293,5.377446,-1.172628,0.717467,2.194216,F
-38.009775,64.934248,39.425706,20.923642,24.446055,7.595489,-3.702436,13.783021,-5.309488,16.682872,-9.869498,3.325047,9.43322,13.917909,-21.015373,-6.887582,27.684632,-15.979112,16.805731,-5.936653,0.237119,0.91993,-10.80223,-12.699399,15.159271,5.397115,5.620333,-11.102652,-0.899589,-3.831789,14.882303,-5.00899,-6.692774,1.274626,0.190543,1.813911,10.754359,6.918316,2.155799,3.500644,-4.587266,-3.612902,-0.592298,-2.128775,-7.662082,-3.628727,-0.215645,0.018231,0.935153,-2.643169,-1.11545,-2.108507,1.811176,-2.325831,0.004189,-2.058908,3.262871,1.103267,F
-8.130109,26.828994,8.858601,-14.705546,-6.014544,14.045444,-5.084441,-7.996076,-10.047792,-8.669471,-8.000385,9.267064,10.775969,2.608921,-1.936502,-14.786573,-5.923692,3.323839,-4.483867,0.99084,5.499851,-1.705391,3.974944,4.638974,-5.482734,-1.315342,1.094989,9.43878,22.180925,4.190777,-1.0021,0.018322,4.488072,-4.563232,5.432772,-2.331925,4.830475,-1.489764,-5.930484,-9.679979,6.550841,-6.409172,-2.790691,-18.483571,-13.708283,6.666478,4.716418,3.596896,-10.825199,-20.330325,-0.348254,-12.382224,-2.487486,-3.354422,-8.695456,4.422114,3.760437,-0.893976,F
53.75313,23.137533,-7.728318,-8.551957,-8.457117,16.039751,9.340912,-0.06525,-7.032837,4.8772,-7.095098,-3.073367,0.277848,3.489716,3.842449,-15.512601,5.494788,-2.692943,0.22643,-0.168866,4.576378,2.875765,6.905445,0.195494,-2.60784,-2.24878,5.863497,18.710174,13.044955,9.283689,0.592504,-5.718234,-0.362652,-0.698605,-4.541729,5.353703,10.09801,1.298838,-5.322042,9.854215,0.348443,1.545637,0.006186,-2.615705,-7.113591,-0.291742,16.611451,-7.635405,6.337441,23.99173,2.383986,4.289912,-5.725607,17.883399,5.220115,7.728994,0.657202,0.287132,F
-47.064656,18.50657,50.905084,-13.135989,-1.091596,-10.640497,-20.975507,0.370827,-0.471043,4.523443,-3.309154,0.739749,-3.691259,12.040573,15.648227,16.40235,1.420925,8.134397,21.043663,-0.844915,16.235424,5.264655,-15.699473,-0.275284,-16.234097,19.858798,8.157307,10.251983,4.491356,-7.598143,-23.25001,7.365882,1.800639,2.398464,-5.949485,8.01054,-6.534524,-1.724157,3.864461,-4.752513,-2.406288,-5.825961,2.337358,-0.305462,2.101936,-0.556894,2.312095,3.294878,2.861434,0.85563,-2.035089,0.443517,0.823051,4.223854,4.737843,-0.558924,1.962639,2.188864,F
-21.124642,18.62561,47.76573,17.939398,1.626628,8.417602,20.251085,18.050484,7.223371,15.831189,2.286917,-12.974742,4.732013,1.045159,-8.93889,10.797524,-5.526029,4.685822,2.8376,8.832083,-0.67504,0.780128,-0.931847,10.037882,-1.396038,3.769988,-14.52203,0.191743,-7.678763,0.607541,-0.634341,-5.870963,14.170677,-2.149355,-1.039816,1.791434,-1.645631,-11.519215,-27.643331,-4.122446,1.908572,10.057388,-0.762481,4.777838,-5.589484,18.574266,-1.360483,-8.266205,1.135319,1.687872,1.614906,1.109506,4.067599,-2.274646,-0.322954,2.416152,-4.576972,-4.139768,F
5.90799,22.337015,21.133901,27.598427,15.826615,25.507679,23.649172,-0.965022,-7.946313,15.846565,0.869013,-7.24637,10.052877,2.683965,0.840765,1.819075,-24.574858,-3.663993,-12.457884,6.421319,-2.509164,9.621569,12.195948,3.40705,1.93386,-5.214713,-1.620932,-6.122245,-13.331275,0.939941,-9.776728,15.590718,-7.838974,-7.264595,-11.324706,1.338668,-3.551591,11.168202,2.482994,1.380516,-14.992915,-15.398009,1.742436,-10.132602,1.443364,-2.318126,1.43174,4.739758,-2.18373,-4.969164,-2.095493,2.926192,-6.760175,8.242497,5.064537,-1.824479,-0.537086,-3.459915,F
29.300846,13.955967,-10.6763,8.881501,18.279737,1.149033,-31.016045,-0.828927,-13.468048,-10.959049,-5.214095,3.282638,-2.282059,-5.403756,15.790049,7.038825,-0.053474,5.628925,-2.058593,34.372828,9.927628,-6.660773,12.760878,1.449347,5.529736,14.235632,-11.291088,-11.003372,5.608547,-4.512086,13.211046,4.09162,-2.141795,0.826882,-16.085702,0.959953,13.807001,3.846449,5.481732,-9.510889,0.782004,2.64577,3.172589,3.293747,7.342349,4.687293,3.358414,-10.244382,1.888123,1.307407,2.565199,-3.988724,2.873079,0.146998,-2.302589,0.785716,-0.713665,-0.670563,T
