gene249,gene493,gene245,gene267,gene1635,gene1423,gene897,gene377,gene765,gene1494,gene822,gene625,gene1884,gene513,gene1843,gene365,gene1897,gene1772,gene66,gene1771,gene1060,gene111,gene824,gene1042,gene1582,gene812,gene26,gene391,gene1730,gene780,gene992,gene138,gene1247,gene892,gene1325,gene802,gene411,gene14,gene1634,gene1285,gene571,gene964,gene581,gene1421,gene739,gene241,gene1892,gene1293,gene609,gene1231,gene806,gene1411,gene187,gene662,gene1648,gene399,gene31,gene415,gene286,gene1671,gene62,gene1943,gene1111,gene1058,gene520,gene75,gene1581,gene1674,gene1873,gene67,gene1546,gene47,gene1002,gene1406,gene1387,gene1326,gene1153,gene1974,gene495,gene1256,gene737,gene1473,gene1451,gene43,gene1263,gene1334,gene181,gene548,gene49,gene619,gene1623,gene1679,gene1659,gene1668,gene100,gene1917,gene1836,gene1614,gene1900,gene141,gene451,gene137,gene1770,gene1286,gene190,gene1511,gene1260,gene143,gene559,gene1365,gene1967,gene918,gene601,gene1526,gene1887,gene549,gene1472,gene1549,gene882,gene201,gene1067,gene1346,gene1960,gene515,gene1924,gene652,gene830,gene1209,gene1004,gene661,gene72,gene199,gene698,gene1248,gene1867,gene561,gene453,gene1194,gene1583,gene994,gene1227,gene1466,gene127,gene1258,gene1047,gene83,gene980,gene866,gene1221,gene758,gene1489,gene993,gene1972,gene440,gene102,gene617,gene648,gene590,gene627,gene169,gene979,gene422,gene1799,gene1504,gene1115,gene1574,gene1886,gene1328,gene39,gene42,gene41,gene40,gene1501,gene1672,gene437,gene86,gene550,gene1808,gene1560,gene538,gene1187,gene1761,gene732,gene1381,gene147,gene1197,gene1894,gene1073,gene345,gene679,gene419,gene221,gene940,gene70,gene1196,gene1168,gene1983,gene639,gene834,gene517,normal
-1.197,-0.698936,-1.3525,-1.34788,0.084935,-1.58238,-0.683849,0.043436,-0.58444,-0.248891,-1.69609,0.79234,-0.829427,0.870428,-0.569371,0.505638,-0.559768,1.26543,-1.6917,0.697892,1.59207,-2.10292,-0.506473,1.97977,1.69528,-0.702757,0.012676,1.10004,0.220576,1.03214,-0.905692,0.784406,-0.299342,0.665496,1.11335,0.799044,-0.747616,-1.3067,-2.31805,-1.5672,0.827881,1.64326,-1.13281,0.158754,-0.966462,0.474158,0.370383,-1.51794,1.15313,-0.037277,-0.651128,-1.16725,0.459884,0.061259,0.712123,0.900642,0.401487,-2.2054,-1.06053,-0.369044,-0.182131,-0.087615,-0.421466,-1.00718,0.973091,1.21441,0.305858,-1.43038,0.637212,-2.15622,1.1775,0.777424,0.051585,1.51552,0.635199,-0.842604,-1.59945,-0.649712,1.1532,1.60341,-2.07095,-0.326648,-0.38402,-0.055396,0.117024,1.36733,-2.19454,0.611068,-1.91492,0.866129,-1.77111,0.553263,0.448852,-0.479575,0.741481,-1.18073,-1.15684,-0.402131,1.59687,0.256256,0.76998,-0.066977,1.97764,-0.308914,1.59849,1.111,0.667318,-0.564417,-0.251435,-0.337136,-1.14347,0.01393,-1.32779,-1.23452,0.980734,-0.872196,1.43882,1.26153,0.673848,-2.86876,1.00018,-0.047403,1.444,0.964592,0.397629,0.917417,0.953454,0.896186,0.341364,0.87746,0.733217,0.50789,0.789828,-1.69165,0.126121,-0.624869,0.464297,0.755576,2.00926,0.849859,0.133475,0.343364,0.084385,-0.659343,-0.918946,0.249753,0.376504,0.118343,0.46877,0.231143,0.799135,0.224923,-0.936663,0.307665,1.07425,0.207542,-1.54123,0.909989,1.00171,0.340802,1.15702,1.09023,1.30954,-0.716307,1.22922,1.25785,-0.179437,0.579171,-1.63126,-1.63126,-1.63126,-1.63126,1.34942,-1.59106,-0.95932,-0.61124,0.76624,1.1597,0.434984,1.20074,0.711207,-0.643813,1.01417,0.717756,0.170987,-2.42354,0.865496,0.857513,1.38417,1.01132,0.572767,1.03985,-0.998759,-3.01615,-1.03701,1.52327,-0.668403,1.3738,1.94729,1.32514,T
1.27091,1.64426,1.53964,1.47589,0.40821,1.60756,0.868382,0.424935,1.92245,1.02885,1.25693,0.682479,-0.07275,-1.15353,0.579175,-1.75685,0.819675,-1.02825,0.042012,-1.03423,-1.46967,1.61048,0.795527,-0.703214,-0.694662,0.724238,-0.982297,0.178549,-2.23499,-0.849319,-0.06949,-0.465803,0.763143,1.61748,0.51504,-0.928357,0.886521,1.02923,-0.795439,1.61677,-1.26579,-0.514883,-0.800439,-0.465831,1.96574,-1.13217,1.45326,-1.25106,-0.156521,0.138319,1.11567,0.14068,-0.692223,0.779512,-1.15911,-0.79838,-0.331943,1.14847,0.25816,-1.36135,-0.851091,0.656993,0.930416,0.766914,0.586246,0.3621,1.84853,1.20275,1.63418,-0.396763,-0.803926,-0.290352,-0.780599,0.164709,0.94415,0.517073,-0.467866,1.59403,-1.33938,-0.806044,1.08769,0.421933,0.485389,-0.44601,-0.926596,-1.00888,0.874274,-0.428836,0.92653,-0.720121,0.877931,-0.733646,-1.44315,0.388392,-0.65646,1.16443,1.18471,-0.774952,-1.15571,-2.01303,0.591859,0.536445,-0.777546,0.513338,-1.17154,0.022478,0.152826,2.09358,1.91927,0.575959,0.868273,0.609002,-0.778215,0.10918,-1.12233,0.341428,0.819485,-1.2074,-1.62772,0.987128,-0.622739,0.067547,-0.492013,0.171311,0.146534,-0.993125,0.384379,-0.630302,0.285193,0.722688,-0.250982,-0.95292,-1.50448,-0.723709,-0.40679,-0.218645,0.333054,-1.39738,0.610177,-0.689721,-1.36455,-0.681495,-0.770375,0.850006,-0.246093,0.082917,-0.295315,1.99462,-1.49103,2.54494,-1.06114,1.73292,-0.61236,-1.33235,1.15313,0.159882,0.317153,0.106408,-0.41094,-0.681961,0.360942,0.550838,-0.768333,-0.551668,-0.332635,0.341234,-0.084326,0.160227,0.916205,0.916205,0.916205,0.916205,1.24479,1.34646,1.03764,-0.583233,-0.642257,-0.231353,-1.69536,-0.703727,-0.558757,0.635449,0.825576,-0.000862,-0.958004,-0.201778,2.02804,-0.877396,-0.444872,-0.060159,0.053219,0.378466,0.07699,0.8982,-0.100276,-1.63641,-0.974099,-0.469175,0.821322,1.4679,F
0.116041,0.101192,0.252453,0.329651,0.276809,0.152458,-0.46494,0.265867,0.640185,0.032127,0.006657,0.306087,-1.17748,0.47261,-0.11851,0.176873,-0.180704,1.22342,0.549622,0.208339,0.896631,0.452113,0.058686,1.10982,-0.056612,-0.120173,1.31181,-0.345366,0.451154,-0.386758,0.477827,0.236696,-0.362514,-0.4096,0.697639,0.005185,-0.02601,0.684712,0.897302,-0.931415,-0.182999,-0.32871,-0.685216,-0.572012,-0.452938,-0.534845,0.105264,-0.471209,0.046656,-0.899045,-0.450073,-0.024436,0.298318,0.769494,0.174183,-0.069454,0.73853,0.185688,0.273179,-0.122111,1.92587,-0.644885,0.051066,0.128779,0.78488,-0.455643,-0.41969,0.611979,-1.89634,0.045429,0.578531,1.10779,0.34847,-0.043154,0.869055,-0.240315,-0.016207,0.156756,0.130147,-0.65067,-0.835524,0.109057,-1.20351,1.03664,-0.384771,0.360986,-1.0106,0.174986,0.972099,0.294472,-0.958206,-0.592386,0.668533,0.763646,1.00086,0.039428,-0.25645,0.460467,0.346262,-0.135208,0.195066,0.607118,0.08951,-0.100416,1.59401,-0.901899,0.383981,-0.236941,-0.604454,-0.480348,-0.245563,-0.759289,-0.040883,0.344439,1.79665,0.178286,0.019749,0.159742,1.53705,0.097808,0.901765,-0.45536,-0.741265,-0.220475,-2.1328,-0.475451,-0.778781,-0.732685,-0.000178,0.453226,-1.81178,0.818797,0.883582,-0.886361,-0.084837,-0.679707,0.129438,0.869831,-0.764338,0.795235,-0.478562,-0.904325,0.451198,0.573381,-0.954375,1.87347,0.762539,-0.611618,0.322061,-0.073069,-0.312891,-0.544942,-0.698328,0.099627,-0.835713,0.631677,-0.036631,0.82016,1.37689,0.208601,-1.29253,-0.911454,0.772218,-0.114214,-0.035818,0.321361,0.175702,0.920264,-0.045073,-0.045073,-0.045073,-0.045073,0.263705,-0.71134,-0.163287,-0.206446,-0.683533,-0.40982,0.340877,-0.205023,0.386899,-0.684482,0.233214,0.956467,0.494146,0.226126,-4.02028,-0.254645,-0.078752,-1.16003,0.348172,-0.130638,0.585438,0.874282,-0.241212,0.537641,-0.524899,0.835484,0.224763,-0.171911,T
1.282,2.02629,1.57464,1.59977,0.926978,1.67565,0.866449,1.04822,1.7931,0.734016,1.07628,-1.15048,0.324683,-0.797578,0.643315,-0.931899,0.879428,-0.919683,1.48493,-1.09438,0.002235,0.904175,1.0653,-0.280458,-1.34493,1.07284,0.52149,-1.11445,-0.629003,0.019536,-0.662214,-0.800602,-0.214558,0.75711,-0.931162,-0.123466,0.925918,1.01476,-0.211787,0.436555,-0.369398,-0.523326,-1.24409,0.173657,0.763967,-0.056588,0.807683,-0.84189,0.821134,0.820767,0.408598,0.535436,-1.00051,0.360141,-0.895516,0.202404,0.356552,1.00964,0.798431,-1.78412,-0.437581,0.836334,0.800434,1.49707,0.443795,0.102966,0.098753,0.850914,0.340146,1.04415,-1.16371,0.743084,-0.403561,-1.31043,1.07842,-0.185149,-0.565699,0.848754,-0.326099,-0.913313,0.192008,-0.091907,-0.587023,0.357738,-0.699259,-0.529225,-0.028277,0.637686,1.10562,-1.39113,-0.338579,-0.924931,-1.23874,0.758376,0.715252,0.049608,0.447213,0.850628,-0.106988,-1.46647,0.045274,0.649657,0.204427,0.989113,-1.34081,-1.38177,-0.259816,1.67068,1.77743,-0.131055,0.579108,0.309848,-0.172405,-0.547813,-0.196955,-0.022622,-0.481505,-1.53434,-1.05781,0.730077,0.288873,0.273673,-0.454518,-0.114749,1.5073,0.597506,-0.934715,-1.75393,0.405843,0.686605,-1.01759,-0.443264,-1.15259,-0.854081,-1.29663,-0.199116,0.723902,-0.649001,-1.95222,0.482887,-1.28158,-1.55746,-0.054993,0.620027,-0.896482,1.13435,0.917129,-0.878057,-0.431983,0.452883,-1.34485,-0.108703,-0.739989,-0.384059,-0.474135,1.21869,-0.432889,0.74224,-0.617425,0.369898,0.14228,0.05707,-0.290941,2.10043,-1.16158,0.435211,-0.231508,1.06108,0.974561,0.974561,0.974561,0.974561,1.46452,0.942232,0.47731,-0.645685,-1.49582,0.151691,1.08883,-0.957042,0.037133,0.338206,0.388755,1.17075,-0.925851,-0.088113,0.139747,-0.418715,0.535327,-1.36667,0.74524,-0.604923,-0.069954,1.60129,0.097297,-0.99366,-0.472703,-0.213884,-1.38606,-0.705442,F
-0.158787,0.316226,0.154942,0.169007,-0.360253,0.082363,0.770964,-0.720749,0.478516,-1.02121,-0.39052,-1.1886,-1.0611,0.269774,-2.14585,0.339165,-0.679754,0.887112,0.846316,-0.373964,0.325331,-0.015878,0.075104,0.813798,0.246019,-1.21673,1.38778,0.248789,-0.064523,1.36605,-0.429922,0.364138,-0.8904,-1.61056,0.642344,0.334101,-0.460552,-0.178935,-0.536357,-0.213117,0.924953,-0.89508,0.75368,-0.761467,-1.6627,0.773898,-0.235008,-0.383185,0.543353,-0.491462,-0.681865,-0.35109,0.617083,-1.16401,0.118692,0.889038,0.778701,0.235007,0.049413,-0.517352,0.659511,0.072055,-0.618427,0.266456,0.333216,-0.032903,-1.49907,0.735404,-1.10579,-0.266028,1.13857,1.27089,-0.100511,-1.03358,0.145014,-0.96949,-0.222886,-0.432835,-0.412024,-0.12932,-0.025949,0.096435,-0.766818,0.956121,0.590045,1.01002,-1.24002,0.365387,0.682449,0.482068,-0.774574,-1.04956,0.612102,1.24154,-0.275507,0.043344,-0.828128,0.015628,-0.373713,0.213732,-0.60976,0.434931,-0.079243,0.486928,-0.326746,-0.252028,0.421308,0.761109,-0.193541,-0.598777,0.749035,-0.640894,-0.078526,-0.058659,-0.19243,0.236232,-0.940502,-0.118994,-1.09219,-1.13185,0.37465,0.899511,-0.423936,0.771953,1.50916,0.610821,-0.590098,-0.342586,-1.03919,0.647294,1.17358,0.142899,1.36338,0.374277,-1.09382,-0.108379,1.38396,0.560718,-1.06337,0.483698,-0.360305,0.344013,0.52251,-0.262747,-0.219566,-0.238937,1.71078,0.37143,0.657009,-0.650691,-0.26457,-0.853525,-0.00061,0.954102,-0.164384,1.44695,-0.5431,1.03443,-1.92267,0.680073,-0.305358,-0.681534,-0.718931,0.612301,-0.50594,0.462735,0.404675,1.60309,0.642362,0.642362,0.642362,0.642362,-0.575659,0.03718,0.798046,0.562241,-0.787077,0.858011,1.14085,0.042285,0.161403,0.007014,-0.44192,1.7029,0.757778,-0.080455,-1.18742,-0.017334,1.31829,-0.926954,-0.065855,0.171086,0.253767,0.739814,-0.270917,-0.618889,0.16648,-0.145447,-0.022093,-1.29467,T
-0.888453,0.750946,0.528892,0.382122,0.272481,0.49751,0.746343,0.435586,0.379343,-0.311702,-0.284693,-1.85838,0.611322,-0.05353,0.038381,-1.33863,-1.22902,0.599401,1.47056,-2.30359,0.092946,0.062633,0.420861,-0.543267,-0.253881,0.487182,1.0435,-1.88646,0.149288,0.103368,1.10605,-0.5217,-0.651771,0.519834,-0.900915,-0.770485,-0.1445,-0.101042,0.047897,1.07854,0.581728,0.087749,-0.622999,-0.089888,-1.77791,1.72715,-1.13995,0.874881,-0.950064,-1.47877,-0.977753,0.800228,-1.84708,-0.373237,-0.452095,0.993535,1.0252,0.002739,0.262409,-0.78385,1.09369,0.353474,-0.897628,1.43218,1.8228,0.57007,-0.926856,1.80204,-2.47448,-0.546999,-0.601848,1.36654,0.990758,-1.12236,-0.595028,-1.4568,0.084462,-1.42779,1.69549,0.355012,-0.934149,0.29485,-0.478573,0.611134,-0.60916,-0.130751,-0.527319,-0.941561,1.46476,-1.38461,0.911197,-1.0044,-0.919855,1.26729,1.29835,-0.129948,1.2725,-0.63942,0.939333,-0.127428,-0.471047,0.942483,-0.178318,1.77707,-1.6882,-1.02694,1.83464,0.700013,0.722703,-0.551214,0.117234,-1.07389,-0.521886,-0.095119,-0.738389,1.82652,-0.571274,-2.60458,-3.33346,-1.16763,0.542697,0.6891,-2.17835,0.838549,0.45092,0.048968,-1.49694,-0.847163,0.574996,1.04219,0.294677,-1.35874,-1.48215,1.56318,-0.842377,-0.323286,0.764493,-0.058459,-1.34214,0.015824,-0.488111,0.768023,1.48729,-0.273092,0.398588,-1.76692,1.42221,0.02453,-0.63084,-0.998233,-1.16973,-1.31741,0.754616,0.873782,0.417164,1.24275,0.613925,0.150501,-1.36594,-1.47412,0.468761,-1.81065,0.393506,-0.121122,-2.05427,-0.098525,-0.993691,1.3953,-2.8375,-2.8375,-2.8375,-2.8375,-0.710506,1.44482,0.654648,1.60467,-1.38139,0.823813,2.1352,-0.996081,0.905491,-0.24377,0.653847,1.236,-0.51083,1.20921,-0.432265,-3.163,-0.150553,-1.90322,0.736467,-0.445119,1.9782,1.99496,-0.619748,-0.697706,-0.02515,-0.10535,-1.048,-1.29014,F
-0.667622,0.189036,-0.410226,-0.426498,-0.827811,-0.665845,1.1788,0.608344,-0.311375,-0.460694,-1.79101,1.02459,-1.36905,0.649353,-0.416128,0.079016,0.166404,0.855435,-0.238193,1.2427,0.319105,-1.43477,0.31983,1.52931,0.422922,0.085894,1.75984,1.03578,-0.584481,1.23673,0.12391,0.92946,-0.73311,0.110594,0.912395,0.255954,-1.05421,-0.633022,0.455122,-1.09765,-0.056964,0.525474,-0.082065,-0.63708,-0.08821,0.674962,-0.065456,-0.377808,-1.86061,-0.463783,0.251715,-0.475973,0.875901,0.469277,0.321475,1.22309,1.45088,-0.919248,-1.94265,0.587315,0.516757,-0.433568,0.001325,-0.164095,1.34988,1.24984,-0.402959,0.081048,-0.211401,0.301681,-1.02386,1.24994,0.199328,0.268785,-1.45638,0.262248,-0.007746,-0.372367,0.01079,0.161267,0.115136,-0.287745,-0.876066,2.00285,-0.95902,-0.463881,-1.94341,-1.74745,-1.17512,0.967888,-2.699,0.986632,-0.526899,0.763825,0.258514,0.383361,-1.91264,0.469761,-0.542369,0.807963,-1.43027,0.698231,0.16358,-0.51066,-0.177917,-0.977971,2.12041,-0.200161,-0.165995,1.0045,1.00321,-0.600669,-1.10449,-0.918141,-0.096461,0.037178,1.61511,0.314756,0.304769,-1.2594,0.710354,1.33959,-0.250148,0.692971,-0.605225,0.979687,0.030746,0.237547,-1.59395,1.21245,0.25568,0.032699,1.95655,0.36242,0.60088,-0.084259,0.352945,-2.0525,-0.042639,0.412647,0.342466,0.409112,1.50377,1.13911,-1.27301,0.67494,0.126617,0.096798,0.32474,1.46506,0.12133,-0.230788,-0.533646,0.318558,0.659596,0.916952,0.886312,1.236,1.36955,-1.7835,0.613383,-2.51987,0.973214,-0.486413,0.25993,-1.2745,-0.18464,0.468396,-0.355686,-0.355686,-0.355686,-0.355686,0.457019,-0.26874,0.059003,0.96677,-1.56032,0.375333,0.083881,-0.369495,-0.704584,0.878914,1.30282,0.773986,0.494012,-0.446737,0.258586,2.01767,-2.0833,-0.558169,-0.553948,0.185164,-1.235,-0.43753,0.034625,-1.00524,-0.566939,0.044678,1.32494,-0.507145,T
0.146856,1.62459,0.417741,0.396182,1.3869,-0.157766,1.09344,2.79307,0.505664,0.205022,-0.730527,-0.749753,1.45635,-0.787126,0.333228,-0.717468,0.536537,-1.71989,2.08643,-0.667981,-0.37879,-1.47249,0.473325,-1.01739,0.270391,0.274336,-1.58614,0.782409,-1.99292,-0.323078,-1.61758,-0.883533,-1.40205,-0.887962,0.948501,-0.397842,1.68739,1.02874,-0.531108,-1.54395,-0.570127,-0.526613,-1.58774,-0.989458,0.222431,-0.479819,-0.629941,-1.6672,-1.58983,1.31994,-0.406817,0.783631,-1.16341,1.19897,-1.81536,0.840524,-0.13531,-0.903637,0.97602,-0.416893,-0.526851,2.12844,0.701904,2.10713,-0.89135,0.251022,-1.29734,0.099055,1.88675,1.22071,-0.874851,-0.458295,-1.14864,0.04385,0.879303,-0.976,-1.08443,-1.01399,-1.83311,-1.79971,-0.217068,-1.68634,1.39179,-0.227036,-0.539949,-0.947366,1.17965,-1.72898,0.40481,-0.46481,-1.30938,-0.089828,-1.39362,0.868894,-1.96218,-0.167978,0.562244,0.949633,-1.92075,-0.043148,-1.40018,2.11895,-0.812438,1.35389,-1.89924,-0.671872,0.479684,1.09564,0.951623,0.2683,-0.279903,1.46245,-1.18236,-1.84518,-1.34429,-2.50729,-1.07817,-0.877854,-1.43478,-0.855609,0.094,0.14321,-0.702024,-1.35502,0.879689,-0.466729,-0.923651,-0.578624,0.159072,0.078301,-0.106337,-0.133457,-0.279101,-1.25542,-1.23098,1.43278,0.926529,-1.45472,-0.204342,-0.74094,-0.027888,-0.970415,-0.693268,1.58815,-2.49923,0.630426,1.15763,-0.949851,-0.390852,0.911656,-0.988218,-1.0205,-1.97784,0.094677,-0.345664,1.05505,-0.861947,0.059274,1.08927,-1.59225,-0.238828,-2.2478,-0.013058,0.796063,0.696892,-1.62907,-0.942313,1.46848,-0.231496,-0.231496,-0.231496,-0.231496,0.693505,0.422264,-1.41401,-0.61361,-0.871986,-0.420074,0.938921,-0.839458,-0.539688,0.166345,2.49197,1.33197,-0.142018,-1.42701,1.29086,-0.276298,-1.0636,-0.501177,1.30297,1.21547,-1.13149,1.06694,-0.933634,-2.1252,-0.034274,-0.769175,0.462768,1.37056,F
-0.735197,0.03872,-0.851538,-1.07036,-1.99887,-0.947733,-1.41202,-0.86651,-0.518572,-1.63042,-1.63708,0.225784,-0.510507,1.20142,-2.18427,0.562542,-0.716694,1.54542,-0.888186,1.32619,1.46879,-0.704281,-0.482156,1.63845,1.03313,-0.583129,1.30113,0.777146,-0.040503,0.310506,0.261637,1.29255,-1.47365,-0.653228,0.906115,0.34184,-0.247813,0.255625,-0.078751,-0.567755,0.788551,1.14875,0.060163,-1.73633,-1.2602,1.26894,-2.01713,0.384847,-0.968451,-0.383633,-1.02519,-2.51475,0.693895,-1.44292,0.881853,1.65631,1.51767,-1.27701,-0.373737,0.673107,1.40196,-0.737782,0.134384,0.958981,1.19314,0.506892,-0.951306,-1.13168,-0.938629,-0.122837,0.730855,1.2364,1.04887,0.463227,-0.384542,-1.01565,0.927688,-1.21479,-0.932963,-0.595848,-0.638243,0.951103,-0.722587,1.48726,1.12647,0.53182,-0.418617,-2.27286,0.324622,0.866019,-1.1594,-0.523606,0.989125,1.35067,-0.170305,-0.74247,0.351464,0.228289,-0.0866,1.06523,-1.72933,0.661289,-0.118636,-0.000655,-0.43836,0.592163,0.058602,-0.642777,-0.366277,-1.59478,-2.48578,-0.028104,-0.7344,-0.673937,-0.281178,0.719878,1.04903,-1.45302,-0.607736,-1.746,1.33795,1.12834,0.074049,0.576401,0.450727,1.77917,-0.22,-0.220867,-0.938235,0.351079,1.16019,1.82403,1.4038,-0.239248,0.165844,0.314098,1.22636,0.42784,-0.441231,0.253093,0.478746,0.981785,1.0672,-0.384412,0.702935,1.44967,0.606358,-1.05659,1.15225,-0.856632,-0.23178,-1.15625,0.660897,1.34907,0.366266,1.09587,0.725539,1.67719,1.46865,-1.66795,0.542271,-1.74522,0.909494,0.03861,0.400474,-1.26732,1.30992,0.545637,-0.721332,-0.721332,-0.721332,-0.721332,-0.379557,0.26825,-0.117701,1.21431,0.443343,1.42204,0.292457,-0.087155,1.38947,-2.05629,0.159334,0.679419,1.38945,0.626172,-1.43244,0.416132,-0.277803,0.418348,-0.58426,-0.593551,0.748014,-0.408472,0.521651,-0.823725,0.3379,-0.117862,1.40489,-0.930067,T
1.75219,1.48417,1.73081,1.63741,1.43855,0.511837,0.489776,1.24517,1.84852,1.17427,0.226412,-1.24503,1.55311,-0.90588,0.976177,-0.032524,1.19415,-0.467391,1.81348,-0.567127,-0.29838,0.107727,1.00504,-0.189661,-0.021638,0.98202,-0.987275,-1.57388,-1.18254,-1.17701,-1.99847,-0.863726,1.19654,1.52875,-0.438158,-1.26475,2.05426,2.08865,-1.78249,-0.42422,-0.267264,-1.01362,-2.37412,0.460975,1.12947,-0.500923,0.479083,-2.98966,1.4259,2.07021,0.463726,1.04791,-1.12307,0.486534,-0.493112,-0.600465,-0.15371,0.042468,1.65058,-0.968595,-0.378152,1.70337,1.04103,2.05994,-1.56292,-1.28913,0.692171,0.226003,0.778822,1.32142,-0.551375,0.167597,-1.58318,-1.43327,1.05955,1.03986,-1.83389,0.530281,-0.843008,-1.09287,-1.10314,-0.928051,0.452114,0.533409,-0.455492,-0.448159,0.358979,1.51875,0.342598,-0.536572,-0.570336,-1.41686,0.164235,1.39303,-1.16895,-0.411039,-0.360501,2.05227,-0.683929,-0.115621,1.18809,1.36368,-1.28034,1.14253,-0.986092,-1.53425,-0.729619,0.238356,0.224731,-0.118241,-0.272488,0.984157,-1.83125,-1.83643,0.195248,-1.954,-1.7148,-0.739887,-0.450078,0.165399,0.231667,0.341517,-0.987378,0.239245,1.71084,0.329585,-1.48303,-1.04664,-0.109398,-0.119088,0.23494,-0.513435,-0.022562,-1.63936,-2.64936,1.14424,1.12791,-0.846602,-0.531076,-0.459755,-0.875386,0.312753,-0.137209,0.393288,-2.22404,-0.160991,0.864739,1.17293,-0.076133,-0.153588,-0.66694,0.335043,-3.34361,-0.523408,-1.66172,1.18335,-2.14962,1.0494,-0.131641,0.044677,-0.081311,1.46204,0.033329,1.26561,-0.905278,1.1071,0.815974,0.748255,0.11852,0.11852,0.11852,0.11852,0.455553,-0.901389,1.25879,-0.638103,-1.37702,0.494867,1.98637,0.241913,0.104414,0.802164,1.52643,0.991384,-1.20743,-2.04748,0.178703,-0.893897,0.986274,-1.90684,1.70515,1.4323,-1.41261,-0.489234,-1.13349,-1.15104,-2.6343,0.005524,-1.31246,0.097853,F
-1.44884,0.37907,-0.971218,-1.14465,-0.566447,-1.04373,-0.762678,0.206886,-0.654079,-1.85769,-1.71256,0.521564,-0.480594,0.601915,-1.73219,-0.102338,-1.3786,-0.089997,-1.27844,-0.545897,0.313651,-1.1424,-1.46616,-0.36394,1.37779,-1.06535,-0.485073,1.24036,0.624904,0.070341,0.810987,0.675962,-0.755664,-0.234376,0.757484,1.04514,-1.29489,-1.84593,1.33957,-0.92903,-1.58681,1.07431,1.42183,-1.31159,-0.545655,0.226206,-1.10078,0.991906,0.073054,-0.302677,-1.53492,-0.816865,-0.358853,-1.91538,-0.078027,-0.216143,-1.22719,-1.32945,-0.469787,0.188356,-0.81738,-1.9483,-2.14223,-0.973646,0.222293,0.62162,-0.96396,-0.54123,-0.569473,-0.885575,-0.883503,-0.034839,1.05203,0.360257,-0.806827,-0.923921,0.680157,-1.49333,0.044447,0.252089,-0.112964,0.571064,-0.683201,-0.202758,0.059677,-1.00165,0.211844,0.143978,-0.559808,-1.4185,-0.94202,0.873976,-1.20229,0.840551,0.370493,-0.280699,-0.556212,-0.77099,-0.233801,-0.217386,-1.08992,0.259715,0.166375,-2.17019,-0.030004,0.981272,0.851564,-0.36279,-1.32893,-0.600553,-1.60864,-0.103111,0.480302,0.533351,0.638654,0.948499,0.046938,0.246376,0.508305,-0.695754,0.04727,-0.215211,0.874282,1.13155,0.421837,0.233091,1.60528,-1.58526,-0.558403,1.11758,0.680434,0.242952,-1.54319,1.91873,0.82415,-1.99949,0.308598,-0.350869,1.15761,-0.781654,-1.06933,-1.00632,-0.797421,-2.88223,1.02599,-0.116385,0.665888,-0.378331,-0.311498,0.021739,-0.21596,-1.32446,0.81851,0.037127,0.565844,0.569964,0.365303,1.62202,0.551157,0.13694,0.410956,-0.078683,0.870701,-1.36281,0.865608,0.423666,-1.46624,1.09748,-0.126919,-0.126919,-0.126919,-0.126919,-0.142083,-0.045782,-1.9028,-2.10542,-1.64889,-0.038532,0.620442,-1.02784,-0.021408,-2.74391,0.762015,0.942024,1.63916,0.881919,-0.656798,0.933652,1.15281,1.33997,-0.539278,0.33055,0.501369,-0.405725,0.590913,-0.764942,0.670477,0.961417,0.691273,-1.58581,T
