gene249,gene493,gene245,gene267,gene1635,gene1423,gene897,gene377,gene765,gene1494,gene822,gene625,gene1884,gene513,gene1843,gene365,gene1897,gene1772,gene66,gene1771,gene1060,gene111,gene824,gene1042,gene1582,gene812,gene26,gene391,gene1730,gene780,gene992,gene138,gene1247,gene892,gene1325,gene802,gene411,gene14,gene1634,gene1285,gene571,gene964,gene581,gene1421,gene739,gene241,gene1892,gene1293,gene609,gene1231,normal
0.116041,0.101192,0.252453,0.329651,0.276809,0.152458,-0.46494,0.265867,0.640185,0.032127,0.006657,0.306087,-1.17748,0.47261,-0.11851,0.176873,-0.180704,1.22342,0.549622,0.208339,0.896631,0.452113,0.058686,1.10982,-0.056612,-0.120173,1.31181,-0.345366,0.451154,-0.386758,0.477827,0.236696,-0.362514,-0.4096,0.697639,0.005185,-0.02601,0.684712,0.897302,-0.931415,-0.182999,-0.32871,-0.685216,-0.572012,-0.452938,-0.534845,0.105264,-0.471209,0.046656,-0.899045,T
1.282,2.02629,1.57464,1.59977,0.926978,1.67565,0.866449,1.04822,1.7931,0.734016,1.07628,-1.15048,0.324683,-0.797578,0.643315,-0.931899,0.879428,-0.919683,1.48493,-1.09438,0.002235,0.904175,1.0653,-0.280458,-1.34493,1.07284,0.52149,-1.11445,-0.629003,0.019536,-0.662214,-0.800602,-0.214558,0.75711,-0.931162,-0.123466,0.925918,1.01476,-0.211787,0.436555,-0.369398,-0.523326,-1.24409,0.173657,0.763967,-0.056588,0.807683,-0.84189,0.821134,0.820767,F
-0.158787,0.316226,0.154942,0.169007,-0.360253,0.082363,0.770964,-0.720749,0.478516,-1.02121,-0.39052,-1.1886,-1.0611,0.269774,-2.14585,0.339165,-0.679754,0.887112,0.846316,-0.373964,0.325331,-0.015878,0.075104,0.813798,0.246019,-1.21673,1.38778,0.248789,-0.064523,1.36605,-0.429922,0.364138,-0.8904,-1.61056,0.642344,0.334101,-0.460552,-0.178935,-0.536357,-0.213117,0.924953,-0.89508,0.75368,-0.761467,-1.6627,0.773898,-0.235008,-0.383185,0.543353,-0.491462,T
-0.888453,0.750946,0.528892,0.382122,0.272481,0.49751,0.746343,0.435586,0.379343,-0.311702,-0.284693,-1.85838,0.611322,-0.05353,0.038381,-1.33863,-1.22902,0.599401,1.47056,-2.30359,0.092946,0.062633,0.420861,-0.543267,-0.253881,0.487182,1.0435,-1.88646,0.149288,0.103368,1.10605,-0.5217,-0.651771,0.519834,-0.900915,-0.770485,-0.1445,-0.101042,0.047897,1.07854,0.581728,0.087749,-0.622999,-0.089888,-1.77791,1.72715,-1.13995,0.874881,-0.950064,-1.47877,F
-0.667622,0.189036,-0.410226,-0.426498,-0.827811,-0.665845,1.1788,0.608344,-0.311375,-0.460694,-1.79101,1.02459,-1.36905,0.649353,-0.416128,0.079016,0.166404,0.855435,-0.238193,1.2427,0.319105,-1.43477,0.31983,1.52931,0.422922,0.085894,1.75984,1.03578,-0.584481,1.23673,0.12391,0.92946,-0.73311,0.110594,0.912395,0.255954,-1.05421,-0.633022,0.455122,-1.09765,-0.056964,0.525474,-0.082065,-0.63708,-0.08821,0.674962,-0.065456,-0.377808,-1.86061,-0.463783,T
0.146856,1.62459,0.417741,0.396182,1.3869,-0.157766,1.09344,2.79307,0.505664,0.205022,-0.730527,-0.749753,1.45635,-0.787126,0.333228,-0.717468,0.536537,-1.71989,2.08643,-0.667981,-0.37879,-1.47249,0.473325,-1.01739,0.270391,0.274336,-1.58614,0.782409,-1.99292,-0.323078,-1.61758,-0.883533,-1.40205,-0.887962,0.948501,-0.397842,1.68739,1.02874,-0.531108,-1.54395,-0.570127,-0.526613,-1.58774,-0.989458,0.222431,-0.479819,-0.629941,-1.6672,-1.58983,1.31994,F
-0.735197,0.03872,-0.851538,-1.07036,-1.99887,-0.947733,-1.41202,-0.86651,-0.518572,-1.63042,-1.63708,0.225784,-0.510507,1.20142,-2.18427,0.562542,-0.716694,1.54542,-0.888186,1.32619,1.46879,-0.704281,-0.482156,1.63845,1.03313,-0.583129,1.30113,0.777146,-0.040503,0.310506,0.261637,1.29255,-1.47365,-0.653228,0.906115,0.34184,-0.247813,0.255625,-0.078751,-0.567755,0.788551,1.14875,0.060163,-1.73633,-1.2602,1.26894,-2.01713,0.384847,-0.968451,-0.383633,T
1.75219,1.48417,1.73081,1.63741,1.43855,0.511837,0.489776,1.24517,1.84852,1.17427,0.226412,-1.24503,1.55311,-0.90588,0.976177,-0.032524,1.19415,-0.467391,1.81348,-0.567127,-0.29838,0.107727,1.00504,-0.189661,-0.021638,0.98202,-0.987275,-1.57388,-1.18254,-1.17701,-1.99847,-0.863726,1.19654,1.52875,-0.438158,-1.26475,2.05426,2.08865,-1.78249,-0.42422,-0.267264,-1.01362,-2.37412,0.460975,1.12947,-0.500923,0.479083,-2.98966,1.4259,2.07021,F
-1.44884,0.37907,-0.971218,-1.14465,-0.566447,-1.04373,-0.762678,0.206886,-0.654079,-1.85769,-1.71256,0.521564,-0.480594,0.601915,-1.73219,-0.102338,-1.3786,-0.089997,-1.27844,-0.545897,0.313651,-1.1424,-1.46616,-0.36394,1.37779,-1.06535,-0.485073,1.24036,0.624904,0.070341,0.810987,0.675962,-0.755664,-0.234376,0.757484,1.04514,-1.29489,-1.84593,1.33957,-0.92903,-1.58681,1.07431,1.42183,-1.31159,-0.545655,0.226206,-1.10078,0.991906,0.073054,-0.302677,T
1.1062,1.46716,1.07399,1.25399,1.22132,1.25143,0.93295,0.480019,1.27248,1.40626,0.906518,-1.6444,1.06105,-1.93385,1.30776,-1.51542,0.255611,-0.939177,0.124991,-1.56834,-1.27243,1.14741,0.364879,-1.45589,-0.309887,0.240118,-1.78384,-0.376168,-1.30276,-1.40479,-0.89193,-1.99255,0.768932,0.682372,-0.254117,0.477582,0.383286,-0.660579,-0.39051,0.597925,-1.71809,-0.656738,-0.643576,0.491025,0.861812,-1.44857,1.09047,-0.524762,1.30814,-0.016021,F
-0.802614,-0.943869,-1.08011,-1.00952,-0.310576,-1.51337,-1.3383,-1.06196,-0.554355,-0.827788,-1.12073,0.020976,-0.649738,1.03955,-0.721315,1.50341,-0.09302,1.12967,-0.307131,0.711311,0.737515,-1.45495,-0.013845,2.23303,-1.14899,0.012374,0.979933,0.501453,0.146459,-1.84726,0.37743,1.40551,-0.290518,1.72909,-1.49122,-0.51716,0.455459,0.217414,0.628441,-0.387041,0.309186,0.458816,1.39127,-0.150155,-1.07351,1.17974,0.380518,-0.393695,0.209624,0.565214,T
0.008308,1.40241,0.689297,0.634249,1.33085,0.215158,0.856003,2.32254,0.65299,0.239373,-0.224861,-1.20663,0.867343,-0.618502,-0.086656,-0.708552,-0.12574,-1.11412,2.0398,-1.03325,-0.609807,-0.999373,-0.131019,-0.723417,-0.636007,-0.398953,-0.920795,-0.117444,-1.83393,-1.48273,-1.53772,-0.976362,-0.190116,1.11421,-0.523403,-1.2571,1.36529,1.83464,-1.63644,0.571685,-0.484379,-0.796881,-1.73135,0.633862,-0.375656,-0.681018,0.289259,-1.8497,0.100002,1.13649,F
-0.951581,-0.412118,-0.769947,-0.880434,-0.859681,-0.862261,-0.744798,-0.922103,-0.69135,-1.27776,-1.37047,0.062029,-0.12781,0.533749,-0.555626,0.367485,-0.792908,0.673522,-1.14253,0.276397,0.998389,-0.633841,-0.640504,0.596294,0.880994,-0.220035,1.48486,-0.142328,-0.144035,1.12944,0.254589,0.937603,-1.3979,-0.552452,0.911078,0.598784,-0.61101,0.262912,0.614319,-1.12765,1.61197,-0.330452,0.746045,-1.31456,-1.05609,1.27673,-0.510021,0.397269,-0.270242,-0.767273,T
-1.72487,-1.24689,-1.30416,-1.36005,-1.10989,-0.726423,-1.0324,-0.668042,-0.896282,-1.12987,0.303539,0.9294,-1.38098,0.250193,-0.672543,0.328298,-1.2062,0.056029,-1.94371,0.668502,-0.181702,-0.389754,-1.56931,0.148153,0.640652,-1.44132,-0.212616,0.440762,1.42229,0.810666,1.76737,-0.231167,-0.962646,0.271077,0.768824,1.16512,-1.2741,-1.41239,1.11991,-0.740332,0.548929,1.76129,1.42134,-1.30829,-0.592509,0.09515,-0.444243,1.51155,-0.417007,-1.28766,T
-0.484483,-0.82305,-0.203472,-0.267343,-0.079029,-0.31353,0.008383,-0.708878,-0.066362,0.414182,-0.038461,1.40694,-0.223583,-0.854901,1.4735,-0.245591,-0.759789,-0.174413,-0.470044,0.279092,-1.34779,0.177532,-0.720506,-0.853592,0.462009,-0.711897,-0.013125,0.747782,1.04875,-0.184659,0.504126,-0.511754,0.052571,0.324994,1.60968,0.959574,-0.257449,-1.1616,1.08544,-0.227997,-0.835688,0.378619,0.19689,-0.394631,0.574608,-0.471603,0.115098,1.03152,-0.384702,-1.56644,T
-1.19134,-0.884028,-1.26901,-1.22055,-1.60971,-0.633585,-1.63123,-0.951402,-0.816295,-1.06223,-0.731605,1.05687,-0.744131,0.937124,-0.727848,0.4319,-1.4547,0.935842,-1.14361,0.877498,0.13895,-0.336923,-1.44584,0.150343,0.876869,-0.980464,1.18867,0.297948,0.478298,0.615624,1.65596,0.799803,-1.11384,-0.602765,0.507106,0.086361,-0.92279,-0.399909,1.65149,-0.44072,0.857986,1.63002,0.649629,-0.377017,-1.10825,1.23276,-0.563711,1.55219,-1.37391,-1.78759,T
-1.12494,-1.04328,-0.954554,-1.07711,-0.446248,-0.08839,-0.728327,-0.788323,-0.783134,-0.064423,-0.825781,1.01588,0.012271,-0.89083,0.392129,-1.15708,-0.77832,-0.055555,-1.3444,0.792066,-0.013812,-0.009232,-2.43005,-0.311834,1.04133,-1.57006,-0.492427,0.665911,0.579908,-0.70583,1.06009,-0.207509,-0.464953,-0.158845,0.232885,0.950162,-1.27967,-1.74159,1.11918,-0.206687,-0.795298,0.736816,0.486494,0.028482,-0.080977,-0.09362,-0.067261,1.20971,-0.144121,-1.65356,T
-1.13318,-1.18657,-0.554129,-0.636327,-1.26036,-0.620604,-0.407127,-0.407664,-0.369369,-0.367771,-1.3793,1.75803,-0.96812,0.063423,-0.297283,0.08064,-1.0198,-0.568381,-1.03951,-0.313474,-0.76343,-0.501772,-1.81315,0.179385,0.978491,-2.26818,0.433104,1.37298,0.913852,0.297531,0.517119,0.04974,-0.650782,0.084422,1.54935,0.831854,-1.44512,-1.20655,0.67141,-0.40098,0.512861,1.16073,-0.408328,-0.273164,-0.266008,0.308569,-0.256759,0.927031,-0.306843,-1.4819,T
-0.984725,-1.05708,-0.271837,-0.270868,-0.910873,0.421138,0.006286,-1.05026,0.021763,0.259273,0.149353,0.216811,-1.14047,-1.09813,0.271729,1.28476,0.185582,-0.877117,-0.421274,0.781849,-1.37422,0.785799,-0.413505,-0.093283,1.0854,-0.482578,0.173086,0.542869,-0.721836,1.18845,0.529491,0.263316,-0.719837,-0.807404,0.443476,-0.445663,-1.86865,-0.527436,-0.059677,1.38418,-0.234531,-0.680473,1.60884,-0.066955,-0.696338,0.140573,-0.361446,0.868487,0.040478,-0.044801,T
0.33453,-0.549997,0.51071,0.268957,1.20411,-0.475018,0.612448,-0.692001,0.16038,1.02955,-0.705752,0.686197,-0.579563,0.144957,0.685075,0.83234,1.04968,0.81241,-0.412021,1.70758,-0.118805,-1.03886,0.427457,1.04998,1.98764,0.439661,0.116428,1.09699,0.587997,0.386362,-0.490226,0.352136,0.968634,0.476993,0.961585,1.58316,0.01148,-0.140789,-0.417965,-1.20871,0.486541,0.153868,-0.047008,0.295916,0.367224,-0.010305,0.222273,-0.965634,-0.983796,0.587114,T
-0.692988,-0.728455,0.010609,-0.012572,-0.102644,-1.21846,0.674838,-0.612216,0.041811,-0.838719,-1.86355,1.44673,0.176834,0.911769,0.099985,1.37708,-0.511323,0.968299,-0.580977,0.545889,1.64088,-1.72154,-0.259325,0.22169,1.13765,-0.498835,1.36429,0.556813,0.338795,1.29411,-0.244185,1.22293,-0.440242,-1.0441,1.36428,1.46526,-0.160519,0.468599,-0.306468,-1.64076,1.50272,0.784468,-0.521797,-0.053251,0.677677,1.05669,-0.081453,0.100384,-0.149886,-0.752126,T
-0.220623,-0.913241,-0.585252,-0.135017,-0.87417,-0.658125,-1.48187,-0.967186,-1.0495,-0.468248,-0.015254,0.963104,-2.00917,1.17623,-0.475803,0.436005,-0.492967,-0.016946,-0.890587,0.711906,0.961758,0.202807,-0.430952,-0.138338,0.337119,-0.387034,0.570767,0.122182,0.652335,0.402767,0.734933,1.17775,-0.177451,-0.736203,-0.125523,0.167885,-0.073544,0.105281,0.773889,-0.484666,0.238293,0.700607,0.189621,-0.445271,-1.09794,1.16694,-0.165452,1.11188,-1.02991,0.205093,T
-0.137305,-0.338867,-0.235878,-0.233203,-0.726664,-0.08603,-0.847921,-0.686497,0.081342,-0.302558,-0.306749,0.464888,-0.701095,0.523315,-0.508788,1.55395,-0.619237,0.409844,-0.801662,0.251491,0.748212,-0.032675,-1.20831,0.574756,0.755942,-1.45248,0.286418,0.969343,0.322769,-0.038282,1.14288,-0.44072,-1.20757,-1.04013,0.85466,1.50127,-0.316811,-0.750862,0.92152,-0.426232,-0.202661,0.755578,1.58045,-1.17423,0.398561,0.099774,-0.049133,0.957159,-1.04649,-1.15101,T
-0.96071,-1.83724,-0.493992,-0.427805,-1.17339,-1.55807,-1.62951,-1.65309,-0.819163,-0.924916,-1.17079,0.906277,-0.648073,1.9771,-0.427654,1.49351,-0.347906,1.42405,0.096101,1.59438,1.08696,-1.00501,-0.403297,1.20494,0.035553,-0.612845,1.24635,0.616045,1.74927,1.12232,0.874959,2.1384,-1.53732,-1.324,0.829545,0.747314,0.043314,0.063377,0.996539,-1.36981,1.4716,0.86772,-0.63609,-1.24718,-0.837901,1.60132,-0.955153,1.09423,-1.70406,0.824291,T
-1.32711,-0.570915,-0.824537,-0.907698,-0.315049,0.217732,-1.92973,-0.659746,-0.832429,-0.501954,-0.946913,-1.09858,-1.43402,0.032917,-0.545404,-0.441315,-2.02874,0.013102,-1.67856,0.126975,0.473545,-1.01059,-1.21839,-0.46405,0.821028,-1.7433,-0.384895,-0.492544,-0.337175,-0.410706,0.312452,-0.637448,-0.068456,-0.442751,0.708604,-1.0746,-1.0763,-2.31952,1.55111,0.161672,-0.125757,0.388853,0.354986,0.146375,-2.96717,-0.621846,-1.26058,-0.204898,1.64863,-1.58224,T
-0.874957,-1.21756,-0.4659,-0.418818,-0.97314,-1.02148,-0.90955,-1.6452,-0.091932,-1.13372,-1.56245,0.895546,-0.071088,1.58568,-0.654783,1.46414,-1.04048,1.89099,-0.486793,2.05264,1.81936,-1.57363,-0.255232,0.855506,0.437853,-0.738242,1.5927,-0.483852,2.12678,1.93323,0.904837,2.01613,-1.11076,-1.3478,0.64202,0.447602,-0.684526,0.071696,0.445339,-1.11579,0.696668,0.70142,-0.305936,-0.602761,-0.453421,1.83747,-0.864422,1.11589,-1.52875,0.99667,T
1.42795,0.547207,1.55867,1.63522,1.59878,1.49866,0.847055,1.39393,1.33909,1.32769,1.66941,-1.51859,1.9461,-1.15065,1.57446,-0.615197,1.39719,0.251978,1.11845,-0.170718,-0.179327,1.64351,0.755088,-0.797977,-1.54067,0.927581,-0.740238,-1.3491,-0.473667,-0.664797,-1.17376,-1.60856,1.30241,2.25107,-1.17617,-1.375,1.45686,0.760898,-0.568612,1.30746,-1.02756,-1.80974,-1.26716,2.16207,0.587359,-0.989894,2.27016,-0.027105,0.629901,1.24696,F
-0.399723,-0.738518,-1.14452,-0.735687,-0.620758,-0.388182,-0.023602,-0.347112,-2.1303,0.440002,0.126097,1.64226,-1.1797,0.68662,0.265437,0.341311,0.222363,1.21453,-0.358772,1.13525,1.06762,-0.318339,-0.763854,0.650819,0.173329,-0.640561,1.40666,0.70358,0.913589,1.20182,0.855885,0.65697,-0.280998,-0.338699,0.038843,1.44727,-0.181265,-0.142293,0.7774,0.373987,1.24449,1.07624,-0.227752,-0.348774,0.033183,0.664649,-1.49576,0.923815,-0.954803,-0.496489,T
-0.330386,-0.977785,-0.672152,-0.814496,-0.772532,0.17575,-0.52569,-0.970712,-0.800751,-0.176926,0.634039,0.415664,-0.741256,0.104618,-1.10662,-0.6502,-0.305673,0.092202,-0.843908,0.46251,0.88047,0.996639,-0.353333,-0.073551,0.142878,-0.340375,0.30602,0.139536,0.724692,0.29203,1.36932,-0.593208,-0.49472,-1.09306,-0.18388,-0.079479,-0.827088,-0.232203,1.22597,0.849775,0.236522,0.096976,1.60519,-0.630637,-0.017883,0.136279,-0.502851,1.13651,-1.3053,-0.661334,T
0.864822,0.366829,0.939563,0.941415,1.10535,0.418571,1.30075,1.48753,0.109645,0.649451,0.874733,-1.35399,-0.284576,-0.457184,0.611988,-0.457836,0.981231,-0.035654,0.93777,-1.19041,0.264961,0.912722,1.85198,-1.42137,-1.1983,2.04579,-0.879795,-1.18014,-1.31039,-2.11163,-1.38174,-1.2286,0.663543,-0.019956,-1.02885,-1.04916,1.96042,1.31337,-0.661078,0.459371,-1.05197,-0.90074,-0.606504,0.445015,1.06846,-1.26409,1.27914,-1.27672,0.52809,1.26243,F
1.59623,1.62195,0.089644,0.317687,1.15657,1.32519,1.10464,0.923745,0.953207,1.86291,1.41252,-0.171267,1.61679,-0.420457,1.21153,-0.876652,2.15037,-2.749,0.600446,-0.344454,-0.633254,1.16952,0.830277,-0.644261,-0.712494,0.712083,-0.885846,0.488116,-0.89816,-0.944002,-1.10294,-0.295266,1.77618,-0.226382,-1.49955,-0.264712,0.865956,1.04868,-0.360799,0.622473,-0.684549,-0.492018,-0.572482,1.69063,1.99663,-0.267149,0.917024,-0.545076,0.916259,1.42238,F
-0.519955,-1.03132,-0.850672,-0.507966,-0.59211,-0.664787,-0.383528,-0.600602,-0.853935,-0.082354,-0.540821,1.41426,0.38354,1.53426,0.295547,1.21839,-0.155531,-0.122918,-0.554353,-0.119256,1.19396,-1.24886,-1.00154,0.511566,0.631842,-0.628641,-0.094156,2.03475,1.94624,1.24233,0.080533,1.22688,-0.026357,-0.954304,0.66273,0.75245,-0.144669,0.08924,0.495191,-1.47659,1.45107,1.39719,-0.192416,-0.639759,-0.157096,1.19385,-0.399639,0.248389,-1.72618,0.666836,T
0.599858,0.43863,0.611852,0.551036,1.08682,0.937619,1.24151,-0.09786,-0.01211,1.10551,0.858329,-0.868588,0.824277,-0.864145,1.24167,-0.749135,0.24657,-1.89395,0.199548,-2.02135,-1.04332,0.654532,1.02377,-1.28104,-1.08085,0.932187,-0.784606,-0.071346,-0.379806,-1.5329,-0.288297,-1.3012,0.677782,0.607102,-1.33631,0.06325,0.241862,0.026216,-0.398219,0.740329,-1.38622,-1.03086,-0.404407,1.58114,0.362439,-1.49089,0.357574,-0.058028,0.59105,-0.345112,T
-0.555301,-0.636079,-1.16856,-0.844443,-0.50069,-1.46176,-0.306894,-0.61041,-0.898644,-0.648994,-0.741258,0.86473,-0.122161,1.47687,-0.97647,1.29923,0.037054,1.03858,-0.42201,0.776607,1.29364,-1.38494,-0.127546,0.524236,0.808642,-0.220999,1.22905,1.28405,1.195,0.761157,0.267972,1.13184,-0.927801,-1.02261,0.806401,1.32426,-0.158181,0.660668,0.567523,-1.52159,0.900338,0.980158,0.927079,-0.228135,-0.129771,0.550741,-1.04314,0.546118,-0.353646,0.757074,T
-0.812223,-1.81962,-0.69526,-0.887238,-0.473529,-1.42388,-1.43747,-1.84239,-1.31511,-1.16982,0.03238,-0.586901,0.196685,1.57361,-1.47666,-0.62817,-0.59695,0.720509,-1.16559,0.448353,0.811741,-1.51314,-0.107511,0.581099,0.009349,-0.188338,-0.361516,0.20662,1.63027,0.958484,0.312696,0.953752,0.238369,-0.038188,0.798432,0.042885,-0.654091,-0.261051,1.10529,-1.70247,1.2351,-0.099636,1.01921,-0.563425,-0.529306,0.994408,-1.50261,0.497749,-0.367721,0.647336,T
0.722843,-0.045496,-0.437148,-0.287848,2.03197,0.939908,1.2743,1.19715,-0.406948,1.67218,1.13283,-1.04714,2.11149,-1.44487,1.71361,-1.82877,1.18468,-2.02707,0.822526,-0.32067,-2.00506,1.00469,1.01622,-1.21863,-0.90618,1.33577,-2.05231,-0.890666,-0.702439,-2.51688,-0.221209,-0.879672,1.876,1.77205,-1.60597,-1.56779,0.542136,0.731312,0.3805,0.523206,-1.82413,-1.87932,-1.06132,1.74981,0.653352,-1.94801,0.984154,-0.20562,0.714668,1.24914,F
