Attr3252,Attr4847,Attr4196,Attr1882,Attr6041,Attr1834,Attr1745,Attr2111,Attr1779,Attr1829,Attr3320,Attr2288,Attr6201,Attr1674,Attr2121,Attr2402,Attr6919,Attr4366,Attr6005,Attr6806,Attr2363,Attr4951,Attr6281,Attr2020,Attr235,Attr6803,Attr1260,Attr760,Attr2546,Attr2642,Attr4973,Attr6225,Attr4052,Attr6797,Attr6855,Attr4328,Attr2354,Attr1249,Attr4653,Attr4229,Attr6967,Attr3183,Attr3847,Attr6373,Attr1291,Attr4936,Attr6185,Attr804,Attr2739,Attr1239,Attr5833,Attr4377,Attr2441,Attr2063,Attr6200,Attr2335,Attr6184,Attr3258,Attr6561,Attr461,Attr922,Attr5683,Attr3714,Attr4291,Attr6376,Attr5637,Attr4107,Attr2186,Attr1598,Attr1400,Attr4373,Attr1615,Attr4167,Attr6539,Attr1369,Attr157,Attr6584,Attr1394,Attr1928,Attr4389,Attr490,Attr1144,Attr2242,Attr6405,Attr6347,Attr5772,Attr3469,Attr5280,Attr173,Attr6847,Attr5501,Attr1685,Attr88,Attr5552,Attr1157,Attr343,Attr6761,Attr283,Attr2043,Attr4188,class
-0.601857,-0.839667,-0.656524,-0.618261,-0.782856,-0.663117,-1.00243,0.029994,-0.526945,-0.874858,-0.868556,-0.52951,-0.349304,-0.776495,-0.594995,-0.431634,-0.575177,-0.701095,-0.471483,-0.664264,-0.092948,0.188745,2.02074,-0.653869,-0.925571,-0.670641,-0.504708,-0.495054,-0.606376,-0.903864,1.10521,-0.880179,-0.814134,-0.670057,-0.522241,1.48301,1.19792,-0.75189,-0.58817,-0.909979,-0.77563,-0.27152,-0.172464,-0.513427,-0.888318,-1.594,-0.68107,0.782958,-1.12293,0.070697,-0.400301,-0.712319,1.1188,-0.612267,-0.428866,-0.923623,-0.12586,-0.931116,-0.429727,-0.97255,-0.601208,-0.202578,-0.70738,1.92793,-0.794707,-0.583627,-0.63652,-0.5745,-0.640186,-0.77755,-0.583839,-1.18791,-0.215947,-0.791121,-1.1667,-0.568441,0.332882,-0.223964,0.381704,-0.183931,1.13045,2.00403,-0.502064,-0.448627,-0.726229,0.086358,1.34707,1.57495,-0.836958,-0.620569,-0.250737,-0.599148,-1.02192,-0.2017,-0.599516,0.147384,1.48184,0.378938,-0.54701,-0.726884,T
-0.518583,-0.493653,0.753624,-0.511291,-0.735316,-0.013173,-0.324408,-0.648971,-0.259542,-0.385489,-0.532135,-0.435433,0.150087,0.887808,-0.405045,-0.306158,-0.481914,0.209987,0.313724,0.329881,-0.084548,-1.10119,0.249493,-0.895633,0.384006,0.266369,0.649602,-0.295517,-0.19476,-0.059232,-0.595198,-0.061543,-0.915565,-0.104907,-0.527177,-0.919815,-0.345572,0.206813,-0.044336,-0.44887,-0.801858,-1.35447,-0.678294,-0.196499,0.040647,-0.368088,-0.813234,-0.727189,-0.52307,-0.789076,-0.344583,-0.361781,0.0215,-0.005448,0.075853,-0.014373,-0.596227,-0.486029,0.064364,-0.191876,-0.07631,-0.291975,-0.440379,-0.408063,-0.127473,-0.919667,0.174506,0.647669,0.855318,-0.604945,-0.526627,-0.250359,-0.744075,-0.17211,0.359629,-0.592534,-0.559261,-0.081321,-0.215879,-0.595108,-0.422025,-0.612139,1.21392,-0.387142,-0.965296,-0.98951,-0.416939,-0.239684,0.450333,-0.093389,-0.76052,-0.001631,-0.619013,0.380283,-0.459013,-0.448275,-0.852794,-0.103293,-0.01394,-0.496109,T
-0.720782,-0.409749,-0.297429,-0.580581,-0.354607,-0.768085,-0.740875,-0.375565,-0.536069,-0.902743,-0.820459,-0.534376,-0.579023,-0.731158,-0.885089,-0.541266,-0.892798,-0.696828,-0.060869,-0.895565,-0.608957,-1.00712,0.898514,-0.982224,-1.09098,-0.907291,-0.687702,-0.521452,-0.420534,0.746494,0.072196,0.120659,-0.529012,-0.945397,1.15173,2.07228,3.09462,-0.351085,-0.766659,0.038032,-0.500226,-0.555163,-1.01279,-0.877834,-0.342305,0.985624,-0.49944,2.20634,1.23237,1.61986,-0.347644,-0.449584,1.40152,-0.098525,-0.496313,1.31243,0.217274,-0.507924,-0.744939,-0.918195,-0.516481,-0.57531,-0.502944,1.00313,-0.573541,-0.197853,-0.376334,-0.343767,-1.04251,-0.534856,-0.334103,-0.399485,1.30657,-0.806638,-0.437218,-0.633657,-0.529158,-0.276922,1.40196,1.40962,0.775825,0.159088,-0.643041,-0.832139,2.42381,1.06528,-0.957749,-0.082802,-0.84274,-0.968558,1.54203,2.37509,-0.97966,2.41896,-0.600765,0.097285,1.47967,-0.678606,-0.600384,-1.24786,T
0.538875,-0.617624,-0.259428,-0.410996,-0.571094,-0.701584,-0.275049,-0.956952,-0.517813,0.338396,-0.588769,-0.533214,-0.576365,0.428941,-0.247696,-0.416659,-0.574429,0.108935,-0.803224,0.133964,-0.91655,-1.58213,-0.674661,0.205633,-0.638291,0.107533,-1.32936,-0.360509,-0.96996,-0.908296,0.449862,-0.996564,-0.805162,0.03763,-0.456301,-0.593177,-0.480368,-0.755831,-0.758251,-0.730773,0.716782,-0.422266,-0.592937,0.507969,-0.4494,-1.30716,0.400751,-0.459888,-0.628466,0.235555,-1.03369,-0.34847,1.66457,-0.631851,-0.484199,-0.880959,-0.198025,-0.359413,-0.681127,-0.873769,-0.486225,0.754007,-0.274761,0.883732,-0.034967,-0.533275,-0.711147,-0.866308,0.069917,-0.351956,-0.366799,-0.810562,0.107636,-0.448263,0.190421,-0.629651,-0.533485,-0.626353,-0.314814,1.23769,0.705676,0.497909,-0.146771,-0.499508,1.08363,-0.574094,0.416656,-0.665658,-0.330871,-1.04782,0.158605,-0.773931,-0.613892,-0.909045,-0.107049,-0.167578,1.08067,-0.016521,-0.377517,-0.100165,T
-0.757284,-0.299676,-0.416874,-0.55176,-0.666509,-0.969667,0.006577,-0.604931,-0.486394,-0.378008,-1.09896,-0.564679,-0.59817,-0.372833,-0.399029,-0.481846,-0.82761,-0.502092,-0.356659,-0.742285,-0.235191,-0.134072,1.72033,-1.32951,-1.07546,-0.759995,-1.32812,-0.486126,-0.486221,0.921673,1.6967,0.867103,-0.164533,-0.854824,1.8152,1.77231,2.38779,-0.190643,-0.688844,0.333794,0.189086,-0.56759,-1.01867,-0.882623,0.145692,0.556357,-0.345775,0.363221,-0.821055,2.8204,-0.007732,-0.485047,1.39502,-0.652667,-0.475475,1.19909,-0.390629,-0.152445,-1.14358,-0.575546,-0.63543,-0.693852,0.367449,0.694946,-0.474014,-0.735355,-0.610053,-0.527026,-1.57547,0.325213,-0.368867,-0.397253,1.47969,-0.684237,-0.287529,-0.676614,-0.548104,0.032819,0.325591,1.41769,-0.250774,-0.02423,-0.396937,-0.974691,1.55655,1.27171,-0.86684,-0.385555,-0.347334,-1.83378,1.26994,1.14139,-0.673081,0.994244,-0.503085,0.184171,0.208169,-0.928043,-0.607036,-0.774902,T
-0.698955,-0.300419,-0.68444,-0.548036,-0.876255,-0.533595,-0.662256,-1.2341,0.080182,-0.725963,-0.602,-0.519515,-0.584944,-1.14633,-0.399118,-0.475932,-0.45318,-0.872116,-1.26154,-0.719272,-0.601505,-1.72166,1.10359,-0.584887,-1.15569,-0.764749,-0.605501,-0.451677,-0.590382,0.285088,-0.400694,0.72987,-0.541759,-0.660801,0.542811,1.36623,0.128786,-0.814994,-0.05546,-0.740757,-0.394778,-0.541896,-0.927178,-0.575578,-1.18064,-0.030668,-0.696189,0.072262,-0.517762,0.393098,-0.714904,-0.56333,0.088259,-0.617552,-0.463353,1.01973,0.529741,-0.751219,-0.262172,-1.15831,-0.678399,-0.845613,-1.01128,1.00536,-0.62365,-0.583406,-0.616018,-0.846208,-0.81248,-0.496771,-0.538739,-0.739877,1.65168,-0.318765,-0.749118,-0.552862,-0.043615,-0.710731,0.345497,1.56693,0.346307,0.924778,-0.666026,-0.59008,0.879787,0.884467,-0.655452,-0.731797,-0.563072,0.422711,1.28709,1.42003,-1.03822,0.230251,-0.526672,0.501175,0.85195,-0.676335,-0.580577,-0.975341,T
2.91627,-0.363784,-0.781816,-0.509996,1.59733,-0.622442,-0.520509,0.279492,-0.322968,-0.013585,0.36678,-0.561379,-0.560959,0.194485,0.357167,-0.577168,0.277198,1.0839,-0.335061,-0.715427,2.62833,1.09308,-0.693301,1.04402,1.62065,-0.718917,0.801511,-0.535443,3.56737,-0.921444,0.98119,-1.11848,-0.014409,-0.673386,-0.272468,-0.400783,-0.402112,-0.683947,0.688698,-0.144217,0.438451,1.91445,-2.07495,-0.549781,0.169916,1.33844,1.2664,-0.02461,-1.34347,0.986683,-0.746131,-0.60238,0.037825,0.160602,-0.50634,-1.03253,-0.375286,-0.415525,0.817033,-1.30417,-0.486093,2.57456,-2.03848,1.50776,-0.553822,0.23277,0.679228,-0.605705,0.303149,-0.481185,-0.117539,-0.678312,-1.01952,0.298443,2.34533,-0.279566,-1.47483,-0.312463,2.30006,0.671418,1.73603,-0.589948,-0.398389,-0.584335,0.843437,1.95726,1.10587,-0.474872,-0.437948,0.732208,0.150932,-0.512945,1.95027,-0.309653,-0.492199,2.08067,0.747786,-0.051401,-0.640034,0.587297,T
-0.539429,-0.546299,-0.659833,-0.539016,-0.766067,-0.52521,-0.218304,-1.21773,-0.489017,-0.608499,-0.438071,-0.492221,-0.55335,-0.07089,-0.867082,-0.575827,-0.640338,-0.298506,-1.39263,-0.399403,-0.684936,-0.809179,0.748316,-0.396031,-0.445993,-0.555493,0.22807,-0.490809,-0.839213,0.20813,-0.509002,-0.208351,-0.989008,-0.547775,0.308799,-0.755871,-0.674308,-0.403761,-0.574444,-0.815934,-0.647106,-1.10343,-0.617281,0.007637,-0.529369,-0.953784,-0.496194,-0.304393,-0.19875,-1.0323,-0.05113,-0.678462,-1.10524,-0.415493,-0.454373,0.026532,0.477259,-0.135399,-0.36567,0.022242,-0.683631,-0.851796,-1.23006,-0.347937,-0.633413,-0.676248,-0.643892,-0.499236,0.213083,-0.575561,-0.259727,0.033407,0.255702,-0.645894,-0.592005,0.028446,-0.370574,-0.748941,-0.361491,2.09581,-0.30115,-0.577835,-0.391072,-0.427141,-0.18086,-0.698483,-0.667146,-0.338271,-0.791077,0.266384,-0.624257,-0.878162,-0.445055,-0.857942,-0.506652,-0.29841,-1.03044,-0.893779,-0.06579,-0.55034,T
-0.662931,-0.404501,-0.555679,-0.577883,-0.699016,-0.507337,-0.926554,-0.939195,-0.438579,-0.735121,0.12718,-0.505214,-0.592175,-0.994,-0.598722,-0.543318,-0.642248,-0.824183,-0.514596,-0.634738,-0.483335,-0.356457,0.554059,-0.064922,-0.593563,-0.727046,-0.713379,-0.455653,-0.483637,-0.002322,-0.166048,2.19141,-0.4333,-0.707338,0.368308,1.62655,-0.1784,-0.520905,-0.415577,-0.644456,-0.851804,-1.16464,0.410448,-0.795797,-0.742069,0.380733,-0.807812,-0.086024,-1.24038,0.683598,-0.283696,-0.664458,-0.387957,-0.329496,-0.463864,0.766397,0.398602,-0.189983,-0.567948,-0.024627,-0.531406,-1.23886,-0.150455,-0.094127,-0.680095,-0.503694,-0.444731,-0.92841,-0.360597,-0.843158,-0.556239,0.256396,-0.224771,0.414719,-1.00757,-0.692909,-1.22623,-0.795396,-0.238549,-0.304903,1.29904,1.09774,-0.675332,-0.018574,0.404524,0.4852,-0.528281,-0.575349,-0.688014,-0.895309,0.908928,1.76832,-0.862109,1.68292,-0.465556,-0.559762,-0.009895,-1.11142,-0.361018,-0.686938,T
-0.91946,-0.509802,-1.12692,-0.559032,-0.507527,-1.12954,-0.603061,0.152384,-0.510095,0.213297,-1.01444,-0.565584,-0.611622,0.278615,-0.458318,-0.730848,-1.0902,-1.12297,-1.14815,-0.740895,-0.901994,0.391083,2.8961,-0.89784,-1.75246,-0.785746,-2.31948,-0.627401,0.01822,1.37654,1.41036,2.18808,0.565147,-0.743548,3.50334,1.51086,0.970998,-0.254353,-1.25954,-0.421124,-0.993184,1.58269,-0.796863,-1.30014,1.08265,0.113724,-0.93292,3.47173,-1.47678,2.76319,-0.461222,-0.42457,1.67037,-0.971307,-0.481833,2.92089,-0.823475,-0.14714,-1.30394,-3.0021,0.113877,-1.42219,-0.606455,1.80956,-1.05224,-0.11284,-0.910728,-0.741902,-2.26995,-0.587867,-0.470697,0.651003,1.56901,-0.095686,0.442732,-0.783144,-1.65752,0.003616,1.58471,0.647066,1.11482,1.4514,-1.68064,-0.736254,1.7867,1.61671,-1.46109,-0.245358,-1.01803,-1.5208,3.19439,2.22351,-0.625282,2.24651,-0.76134,1.63341,2.52944,-0.426559,-0.256214,-1.74247,T
-0.571671,-0.738108,-0.464792,-0.559726,-0.63401,-0.499303,-0.363448,-0.305829,-0.527055,-0.473473,-1.09464,-0.504714,-0.554074,-1.30868,-0.943521,-0.488763,-0.78147,-0.951287,0.101955,-0.727302,-0.705302,-1.43202,1.36519,-1.60337,-0.630939,-0.804971,0.659955,-0.415213,-0.755007,-0.038586,2.81561,-0.245278,-0.228154,-0.80984,2.04246,1.07573,-1.00785,-0.340273,-1.84037,-0.554442,-0.697643,-1.185,-0.432017,-0.976633,0.215683,-1.73932,-0.770591,-0.724897,-1.05171,-1.25668,0.021108,-0.338909,0.857306,-0.503228,-0.411206,-0.671723,0.510279,-0.27125,-1.60795,-0.254056,-0.402255,-1.02626,-0.436737,2.34688,-0.357994,-1.44634,-0.533972,-0.039222,-0.244093,-0.748245,-0.624785,-0.772832,0.364021,-0.108168,-0.361574,-0.943155,-0.532521,-0.446969,-0.351682,0.51791,1.42641,0.117967,-0.16966,-0.384806,-0.611511,3.09781,-0.908872,0.216331,-0.641207,-1.40274,2.7242,-0.259385,-1.78343,0.646085,-0.557168,-1.89271,2.341,-1.56832,-0.486248,-0.698032,T
-0.655169,-0.693239,-0.953811,-0.554978,-0.673985,-0.481429,-0.592765,0.291351,-0.505859,-0.804491,-0.473055,-0.532166,-0.532875,-0.719519,-0.755386,-0.422369,-0.538584,-0.860831,-0.028861,-0.614326,-0.840186,-1.41896,-0.702947,-0.434621,-0.285279,-0.767803,-0.405159,-0.446697,-0.755818,0.914175,0.397786,0.726721,-0.903099,-0.623497,-0.825425,-1.0001,0.132223,-0.644439,-0.220399,-0.698935,-0.811082,-0.289096,-0.325404,-0.433798,0.136409,-1.64557,-0.756672,1.02681,-0.507916,-1.0198,-0.681555,-0.461371,0.62142,-0.502186,-0.412172,-0.225191,-0.015499,-0.307919,-0.470198,0.113789,-0.793952,-1.05849,-0.225927,-0.296216,-0.607269,-1.45744,-0.461354,-0.875538,0.317647,-0.768104,-0.381242,0.18678,-0.785578,-0.63522,-1.94597,-0.386921,-0.425329,1.16413,-0.35322,-0.380565,-0.529657,-0.396286,-0.376236,-0.425461,-1.12827,1.19862,-0.631734,-0.787053,-0.096712,-0.082288,-0.145967,-0.748277,0.722997,1.57933,-0.479478,-1.16401,-0.240894,-0.727429,-0.466241,-0.326664,T
