Attr3252,Attr4847,Attr4196,Attr1882,Attr6041,Attr1834,Attr1745,Attr2111,Attr1779,Attr1829,Attr3320,Attr2288,Attr6201,Attr1674,Attr2121,Attr2402,Attr6919,Attr4366,Attr6005,Attr6806,Attr2363,Attr4951,Attr6281,Attr2020,Attr235,Attr6803,Attr1260,Attr760,Attr2546,Attr2642,Attr4973,Attr6225,Attr4052,Attr6797,Attr6855,Attr4328,Attr2354,Attr1249,Attr4653,Attr4229,Attr6967,Attr3183,Attr3847,Attr6373,Attr1291,Attr4936,Attr6185,Attr804,Attr2739,Attr1239,Attr5833,Attr4377,Attr2441,Attr2063,Attr6200,Attr2335,Attr6184,Attr3258,Attr6561,Attr461,Attr922,Attr5683,Attr3714,Attr4291,Attr6376,Attr5637,Attr4107,Attr2186,Attr1598,Attr1400,Attr4373,Attr1615,Attr4167,Attr6539,Attr1369,Attr157,Attr6584,Attr1394,Attr1928,Attr4389,Attr490,Attr1144,Attr2242,Attr6405,Attr6347,Attr5772,Attr3469,Attr5280,Attr173,Attr6847,Attr5501,Attr1685,Attr88,Attr5552,Attr1157,Attr343,Attr6761,Attr283,Attr2043,Attr4188,Attr3605,Attr6169,Attr6362,Attr6283,Attr758,Attr2439,Attr5231,Attr3631,Attr4006,Attr900,Attr6516,Attr2141,Attr3012,Attr1962,Attr2001,Attr1376,Attr2475,Attr1241,Attr3722,Attr3674,Attr450,Attr6209,Attr2084,Attr6271,Attr5794,Attr4535,Attr4499,Attr400,Attr4823,Attr3984,Attr2655,Attr6179,Attr6215,Attr6378,Attr878,Attr4723,Attr2250,Attr3338,Attr4137,Attr532,Attr4141,Attr3004,Attr3189,Attr4644,Attr350,Attr5808,Attr1630,Attr4932,Attr6644,Attr3932,Attr4116,Attr6974,Attr1953,Attr4069,Attr1725,Attr6922,Attr6515,Attr4582,Attr7119,Attr4697,Attr6314,Attr6677,Attr3975,Attr7001,Attr3507,Attr4461,Attr1078,Attr4801,Attr770,Attr4438,Attr2422,Attr5955,Attr3784,Attr2348,Attr4748,Attr2349,Attr1976,Attr1380,Attr1092,Attr4091,Attr6702,Attr2659,Attr2855,Attr6990,Attr2909,Attr1081,Attr2181,Attr4318,Attr5373,Attr98,Attr6613,Attr5122,Attr3030,Attr5560,Attr4480,Attr6388,Attr1334,Attr5171,Attr3359,Attr5087,class
-0.601857,-0.839667,-0.656524,-0.618261,-0.782856,-0.663117,-1.00243,0.029994,-0.526945,-0.874858,-0.868556,-0.52951,-0.349304,-0.776495,-0.594995,-0.431634,-0.575177,-0.701095,-0.471483,-0.664264,-0.092948,0.188745,2.02074,-0.653869,-0.925571,-0.670641,-0.504708,-0.495054,-0.606376,-0.903864,1.10521,-0.880179,-0.814134,-0.670057,-0.522241,1.48301,1.19792,-0.75189,-0.58817,-0.909979,-0.77563,-0.27152,-0.172464,-0.513427,-0.888318,-1.594,-0.68107,0.782958,-1.12293,0.070697,-0.400301,-0.712319,1.1188,-0.612267,-0.428866,-0.923623,-0.12586,-0.931116,-0.429727,-0.97255,-0.601208,-0.202578,-0.70738,1.92793,-0.794707,-0.583627,-0.63652,-0.5745,-0.640186,-0.77755,-0.583839,-1.18791,-0.215947,-0.791121,-1.1667,-0.568441,0.332882,-0.223964,0.381704,-0.183931,1.13045,2.00403,-0.502064,-0.448627,-0.726229,0.086358,1.34707,1.57495,-0.836958,-0.620569,-0.250737,-0.599148,-1.02192,-0.2017,-0.599516,0.147384,1.48184,0.378938,-0.54701,-0.726884,-0.333072,-0.957459,1.60472,-0.140811,-0.762238,-0.131443,0.215246,-0.394144,-0.484685,-1.16607,1.03766,-0.562911,0.608441,-0.26614,-0.42865,-0.918793,-0.010143,0.77088,0.216173,0.44386,-0.702476,1.42297,-0.108641,-0.366008,-0.41079,0.071644,-0.382527,0.412732,1.79217,1.13023,-1.86311,-0.067258,-0.416485,-0.504847,0.680375,1.76144,-0.012374,0.669678,-0.863219,0.152193,0.107863,-0.527616,-0.65393,-0.347976,-0.386516,-0.596602,2.09084,1.337,0.466309,0.330143,-0.456852,-0.815923,-0.481193,-0.866212,-0.74944,-0.308776,0.813777,-0.349779,1.62603,0.428826,-0.721056,-0.330402,-0.557869,-0.937183,-0.991461,-0.831767,-1.16388,0.800302,-0.809484,-1.28957,-0.688832,0.625044,0.770798,-0.262791,-0.634015,-0.444117,-0.895106,1.53864,-0.608326,-0.585749,-0.696285,-0.57127,-0.157813,0.309245,0.997949,-0.409066,-0.903912,-0.957744,-0.108897,-1.10607,0.819979,-0.249065,-0.935293,-0.634871,-0.704998,0.188284,-0.331479,-0.461081,0.711566,1.08435,T
-0.518583,-0.493653,0.753624,-0.511291,-0.735316,-0.013173,-0.324408,-0.648971,-0.259542,-0.385489,-0.532135,-0.435433,0.150087,0.887808,-0.405045,-0.306158,-0.481914,0.209987,0.313724,0.329881,-0.084548,-1.10119,0.249493,-0.895633,0.384006,0.266369,0.649602,-0.295517,-0.19476,-0.059232,-0.595198,-0.061543,-0.915565,-0.104907,-0.527177,-0.919815,-0.345572,0.206813,-0.044336,-0.44887,-0.801858,-1.35447,-0.678294,-0.196499,0.040647,-0.368088,-0.813234,-0.727189,-0.52307,-0.789076,-0.344583,-0.361781,0.0215,-0.005448,0.075853,-0.014373,-0.596227,-0.486029,0.064364,-0.191876,-0.07631,-0.291975,-0.440379,-0.408063,-0.127473,-0.919667,0.174506,0.647669,0.855318,-0.604945,-0.526627,-0.250359,-0.744075,-0.17211,0.359629,-0.592534,-0.559261,-0.081321,-0.215879,-0.595108,-0.422025,-0.612139,1.21392,-0.387142,-0.965296,-0.98951,-0.416939,-0.239684,0.450333,-0.093389,-0.76052,-0.001631,-0.619013,0.380283,-0.459013,-0.448275,-0.852794,-0.103293,-0.01394,-0.496109,-0.782954,0.054635,0.507721,-0.736469,-0.463234,0.178288,-0.123886,0.030531,0.109576,0.0353,-0.30468,-0.348861,0.047342,-0.213425,0.040613,0.981318,-0.591667,-0.693573,-1.0928,-0.305352,-0.236683,-1.58042,-0.580998,-0.223865,-0.542207,-0.772711,-0.195997,1.2182,-0.237518,-0.057104,-0.162734,-0.493365,-0.416626,-0.375131,-0.870912,-0.614237,-0.429549,0.60127,0.42281,-0.708012,-0.937938,-0.695678,-0.47954,-0.870334,-0.742143,-0.03603,-0.731849,-0.969078,-0.37944,-0.259857,-0.188364,0.303883,-0.102037,-0.040234,0.916232,1.03445,-0.431666,-0.972102,-0.938268,-2.32994,-0.182984,-0.62876,-0.828861,1.38617,-0.348993,-0.827712,-0.733266,-0.533141,-0.208012,-0.334218,-0.751222,-0.337138,-0.384789,-0.856334,-0.640279,-0.227301,-0.826186,-1.39467,-0.288397,0.179969,-0.629559,0.340161,-0.244975,0.338872,-0.827811,-0.048965,-0.406828,-0.444158,0.43636,0.392683,-0.03951,-0.61389,-0.226582,0.294232,0.389359,-0.928955,0.24865,-0.212332,-0.067755,-0.439165,T
-0.720782,-0.409749,-0.297429,-0.580581,-0.354607,-0.768085,-0.740875,-0.375565,-0.536069,-0.902743,-0.820459,-0.534376,-0.579023,-0.731158,-0.885089,-0.541266,-0.892798,-0.696828,-0.060869,-0.895565,-0.608957,-1.00712,0.898514,-0.982224,-1.09098,-0.907291,-0.687702,-0.521452,-0.420534,0.746494,0.072196,0.120659,-0.529012,-0.945397,1.15173,2.07228,3.09462,-0.351085,-0.766659,0.038032,-0.500226,-0.555163,-1.01279,-0.877834,-0.342305,0.985624,-0.49944,2.20634,1.23237,1.61986,-0.347644,-0.449584,1.40152,-0.098525,-0.496313,1.31243,0.217274,-0.507924,-0.744939,-0.918195,-0.516481,-0.57531,-0.502944,1.00313,-0.573541,-0.197853,-0.376334,-0.343767,-1.04251,-0.534856,-0.334103,-0.399485,1.30657,-0.806638,-0.437218,-0.633657,-0.529158,-0.276922,1.40196,1.40962,0.775825,0.159088,-0.643041,-0.832139,2.42381,1.06528,-0.957749,-0.082802,-0.84274,-0.968558,1.54203,2.37509,-0.97966,2.41896,-0.600765,0.097285,1.47967,-0.678606,-0.600384,-1.24786,-0.492946,-1.0985,-1.21816,0.322049,2.0166,2.67321,0.341933,-0.871001,-0.123171,-1.21742,-0.014139,-0.081694,-0.385754,0.900986,-1.36901,-0.363422,1.15149,0.197357,0.172872,0.471388,-0.605794,0.198451,2.53289,-0.457573,-0.90804,0.973208,-0.793089,0.643145,1.7707,2.30778,-1.44214,-0.261179,-0.647415,-0.514818,1.16815,-0.071967,-1.01976,-0.314344,-0.755658,2.10912,-1.14026,-1.2704,-0.763104,2.11913,-0.691484,-0.491377,-0.367731,0.264319,0.668829,1.4477,-0.217112,-0.597969,-0.517983,-0.002642,-1.07169,-1.20581,1.1958,0.232712,0.560658,-1.35377,-0.627665,-1.32379,1.50509,-1.18198,1.64013,0.387005,0.462595,1.24763,0.713586,1.87117,1.90987,-1.35844,1.39335,0.64305,-1.36262,-0.479452,-0.590723,1.79354,-0.298222,-0.764389,0.809529,-0.176811,2.52369,0.351065,1.16681,2.33965,-0.778852,0.966176,-0.76676,-0.878437,-0.346723,-1.01686,-1.31026,-0.725573,0.218702,0.572231,-1.56818,0.550964,1.93574,0.438257,T
0.538875,-0.617624,-0.259428,-0.410996,-0.571094,-0.701584,-0.275049,-0.956952,-0.517813,0.338396,-0.588769,-0.533214,-0.576365,0.428941,-0.247696,-0.416659,-0.574429,0.108935,-0.803224,0.133964,-0.91655,-1.58213,-0.674661,0.205633,-0.638291,0.107533,-1.32936,-0.360509,-0.96996,-0.908296,0.449862,-0.996564,-0.805162,0.03763,-0.456301,-0.593177,-0.480368,-0.755831,-0.758251,-0.730773,0.716782,-0.422266,-0.592937,0.507969,-0.4494,-1.30716,0.400751,-0.459888,-0.628466,0.235555,-1.03369,-0.34847,1.66457,-0.631851,-0.484199,-0.880959,-0.198025,-0.359413,-0.681127,-0.873769,-0.486225,0.754007,-0.274761,0.883732,-0.034967,-0.533275,-0.711147,-0.866308,0.069917,-0.351956,-0.366799,-0.810562,0.107636,-0.448263,0.190421,-0.629651,-0.533485,-0.626353,-0.314814,1.23769,0.705676,0.497909,-0.146771,-0.499508,1.08363,-0.574094,0.416656,-0.665658,-0.330871,-1.04782,0.158605,-0.773931,-0.613892,-0.909045,-0.107049,-0.167578,1.08067,-0.016521,-0.377517,-0.100165,0.599092,-1.32422,-0.721989,-0.882737,-0.775287,-0.871108,1.2174,-0.43289,1.86549,-0.770765,0.825863,-0.602385,-0.062776,-0.615057,-0.157406,-0.995795,1.10649,1.18394,0.546875,0.353441,-0.030539,0.051418,1.23216,-0.40579,-0.564361,1.57797,-0.460678,2.42845,0.235857,-0.102929,-0.679706,-0.074047,-0.592813,0.008883,0.140135,0.738775,0.928563,1.53301,-0.07915,0.019254,0.086011,-0.434721,-0.493352,-0.46575,-0.444102,-0.549973,1.08181,0.86806,0.217451,0.242561,-0.70937,-0.074804,0.289413,-0.404755,-0.779866,-0.910833,-0.055411,-0.032231,-0.358213,-1.10074,1.67299,-0.869989,0.593652,0.90286,0.945822,-0.939911,-0.267484,0.34333,-1.38535,0.822384,-1.27854,1.7629,0.391171,-0.005439,1.01029,-0.190345,0.338655,0.498886,-0.37244,0.229141,2.38757,-1.06135,-0.538787,0.800698,1.3088,1.24214,0.00812,-0.588657,-0.012311,0.901974,1.50712,-0.021652,-0.423312,-0.623314,-0.24095,-0.5175,-0.885349,-0.676951,-0.363153,-0.126038,T
-0.757284,-0.299676,-0.416874,-0.55176,-0.666509,-0.969667,0.006577,-0.604931,-0.486394,-0.378008,-1.09896,-0.564679,-0.59817,-0.372833,-0.399029,-0.481846,-0.82761,-0.502092,-0.356659,-0.742285,-0.235191,-0.134072,1.72033,-1.32951,-1.07546,-0.759995,-1.32812,-0.486126,-0.486221,0.921673,1.6967,0.867103,-0.164533,-0.854824,1.8152,1.77231,2.38779,-0.190643,-0.688844,0.333794,0.189086,-0.56759,-1.01867,-0.882623,0.145692,0.556357,-0.345775,0.363221,-0.821055,2.8204,-0.007732,-0.485047,1.39502,-0.652667,-0.475475,1.19909,-0.390629,-0.152445,-1.14358,-0.575546,-0.63543,-0.693852,0.367449,0.694946,-0.474014,-0.735355,-0.610053,-0.527026,-1.57547,0.325213,-0.368867,-0.397253,1.47969,-0.684237,-0.287529,-0.676614,-0.548104,0.032819,0.325591,1.41769,-0.250774,-0.02423,-0.396937,-0.974691,1.55655,1.27171,-0.86684,-0.385555,-0.347334,-1.83378,1.26994,1.14139,-0.673081,0.994244,-0.503085,0.184171,0.208169,-0.928043,-0.607036,-0.774902,-0.622771,-1.39137,-0.815516,0.998049,1.16201,1.06305,2.73791,-0.570853,0.922511,-1.45324,0.950172,-0.01113,0.572587,1.72721,-1.43142,-0.644219,0.919282,0.448217,2.21023,0.843154,0.765934,-0.092271,0.182526,-0.352181,-0.76337,1.40216,-0.845284,-0.200005,0.213951,2.00073,-1.37997,0.689451,-0.727452,-0.526665,0.686922,1.84598,-0.523701,0.113266,0.345343,1.54083,-0.954047,-0.213229,-0.722494,1.07713,-1.01888,-0.646504,1.01495,0.641451,0.289484,2.93185,0.573175,0.739118,-0.447019,0.253791,-0.929159,-0.493548,2.01692,1.41683,0.97745,-1.16425,-0.70997,-1.45132,1.45007,-0.81119,1.66463,0.182083,1.33441,0.749323,-0.040339,3.4606,2.21527,-0.45631,1.04478,1.64935,0.392832,-0.47793,-0.565292,0.944606,-0.160507,-0.995558,2.42594,-0.952042,1.94551,0.080097,2.01536,0.586269,-0.48416,1.04479,-0.58736,-0.516014,0.879224,-0.832955,-1.00148,-1.09655,-0.461021,1.23958,-1.44359,0.275133,0.023532,0.855033,T
-0.698955,-0.300419,-0.68444,-0.548036,-0.876255,-0.533595,-0.662256,-1.2341,0.080182,-0.725963,-0.602,-0.519515,-0.584944,-1.14633,-0.399118,-0.475932,-0.45318,-0.872116,-1.26154,-0.719272,-0.601505,-1.72166,1.10359,-0.584887,-1.15569,-0.764749,-0.605501,-0.451677,-0.590382,0.285088,-0.400694,0.72987,-0.541759,-0.660801,0.542811,1.36623,0.128786,-0.814994,-0.05546,-0.740757,-0.394778,-0.541896,-0.927178,-0.575578,-1.18064,-0.030668,-0.696189,0.072262,-0.517762,0.393098,-0.714904,-0.56333,0.088259,-0.617552,-0.463353,1.01973,0.529741,-0.751219,-0.262172,-1.15831,-0.678399,-0.845613,-1.01128,1.00536,-0.62365,-0.583406,-0.616018,-0.846208,-0.81248,-0.496771,-0.538739,-0.739877,1.65168,-0.318765,-0.749118,-0.552862,-0.043615,-0.710731,0.345497,1.56693,0.346307,0.924778,-0.666026,-0.59008,0.879787,0.884467,-0.655452,-0.731797,-0.563072,0.422711,1.28709,1.42003,-1.03822,0.230251,-0.526672,0.501175,0.85195,-0.676335,-0.580577,-0.975341,-0.672826,-0.696189,-0.201118,1.17794,0.653497,-0.208248,0.747219,-0.333752,-0.39404,0.793362,1.18645,-0.523549,-0.764187,0.599497,-0.348819,-0.564614,0.670939,1.07495,1.34659,1.18555,-0.873715,0.450131,1.6475,-0.504315,-0.20538,1.05188,-0.016825,3.16113,1.57508,0.68621,-0.736885,-0.209284,0.127353,-0.405208,0.739179,0.61812,-0.588039,-0.261366,-0.946267,1.5468,-0.322741,-0.747953,-0.445838,1.90641,-0.080061,-0.53342,0.24909,-0.924132,1.00403,0.227798,-0.104172,1.04229,-0.435024,0.132799,-0.981235,-0.578871,1.47915,1.97487,1.87811,-0.65668,-0.936794,-0.199442,1.06752,-0.423602,0.510965,-0.532185,1.79488,-0.173706,0.081473,0.441878,0.333971,-0.648878,1.0024,0.643477,0.2764,-0.44136,-0.468149,-0.775877,-0.571932,-0.066598,1.15562,-0.192337,0.670875,0.409833,1.72347,-0.00639,-0.395818,2.29759,-0.612704,-0.603254,-0.439113,-0.944819,-0.532467,-0.228516,0.066245,1.81904,-0.41025,1.89161,0.543091,0.472879,T
2.91627,-0.363784,-0.781816,-0.509996,1.59733,-0.622442,-0.520509,0.279492,-0.322968,-0.013585,0.36678,-0.561379,-0.560959,0.194485,0.357167,-0.577168,0.277198,1.0839,-0.335061,-0.715427,2.62833,1.09308,-0.693301,1.04402,1.62065,-0.718917,0.801511,-0.535443,3.56737,-0.921444,0.98119,-1.11848,-0.014409,-0.673386,-0.272468,-0.400783,-0.402112,-0.683947,0.688698,-0.144217,0.438451,1.91445,-2.07495,-0.549781,0.169916,1.33844,1.2664,-0.02461,-1.34347,0.986683,-0.746131,-0.60238,0.037825,0.160602,-0.50634,-1.03253,-0.375286,-0.415525,0.817033,-1.30417,-0.486093,2.57456,-2.03848,1.50776,-0.553822,0.23277,0.679228,-0.605705,0.303149,-0.481185,-0.117539,-0.678312,-1.01952,0.298443,2.34533,-0.279566,-1.47483,-0.312463,2.30006,0.671418,1.73603,-0.589948,-0.398389,-0.584335,0.843437,1.95726,1.10587,-0.474872,-0.437948,0.732208,0.150932,-0.512945,1.95027,-0.309653,-0.492199,2.08067,0.747786,-0.051401,-0.640034,0.587297,0.710756,-0.820461,-1.02918,-0.417851,-0.840277,-2.17164,1.06517,-0.611507,-1.06671,1.16427,2.36744,1.15834,0.475787,-0.32882,-1.68111,-0.250689,0.903461,-0.446208,2.56607,2.14477,0.675193,0.022335,1.96287,-0.256421,-0.600343,2.66372,-0.737209,-0.027502,1.80329,-0.248294,-0.823364,1.16922,0.306161,-0.484337,0.331769,0.135909,1.53446,-0.31493,0.718882,1.98433,-0.154167,0.604878,-0.662744,-0.457012,-0.388063,-0.139809,-0.39385,2.8491,0.243335,1.4805,0.583652,-2.29761,-0.445485,0.092932,4.56462,-2.17016,2.12395,-0.356463,-0.304903,-0.347225,2.05839,0.435487,2.44953,-1.59009,1.83611,-0.182396,0.556441,2.79,-0.005659,0.160027,-1.36034,-0.936086,0.975255,2.64589,-0.477938,1.82879,1.88688,1.54026,-0.753882,-0.812527,0.749118,0.27883,0.276527,-1.40504,2.21699,1.07497,-0.245978,-0.805488,-1.37052,-0.975361,1.35663,-0.170153,0.715139,0.573253,-1.08644,-0.770055,-1.75133,-1.25708,-0.13088,3.57126,T
-0.539429,-0.546299,-0.659833,-0.539016,-0.766067,-0.52521,-0.218304,-1.21773,-0.489017,-0.608499,-0.438071,-0.492221,-0.55335,-0.07089,-0.867082,-0.575827,-0.640338,-0.298506,-1.39263,-0.399403,-0.684936,-0.809179,0.748316,-0.396031,-0.445993,-0.555493,0.22807,-0.490809,-0.839213,0.20813,-0.509002,-0.208351,-0.989008,-0.547775,0.308799,-0.755871,-0.674308,-0.403761,-0.574444,-0.815934,-0.647106,-1.10343,-0.617281,0.007637,-0.529369,-0.953784,-0.496194,-0.304393,-0.19875,-1.0323,-0.05113,-0.678462,-1.10524,-0.415493,-0.454373,0.026532,0.477259,-0.135399,-0.36567,0.022242,-0.683631,-0.851796,-1.23006,-0.347937,-0.633413,-0.676248,-0.643892,-0.499236,0.213083,-0.575561,-0.259727,0.033407,0.255702,-0.645894,-0.592005,0.028446,-0.370574,-0.748941,-0.361491,2.09581,-0.30115,-0.577835,-0.391072,-0.427141,-0.18086,-0.698483,-0.667146,-0.338271,-0.791077,0.266384,-0.624257,-0.878162,-0.445055,-0.857942,-0.506652,-0.29841,-1.03044,-0.893779,-0.06579,-0.55034,0.907042,-0.540513,-0.397662,0.99576,-0.749994,-0.452354,-0.865228,-0.447689,0.753184,-0.138833,-0.323361,-0.645014,-0.473391,-0.264498,-0.403167,-0.960208,-0.233002,-0.047589,-0.501668,-0.52887,-0.471557,-0.759424,-0.438261,-0.316589,0.450751,0.094209,-0.279676,-0.787781,-0.811318,0.414947,-0.356836,1.95933,-0.55845,-0.40579,-0.833205,-0.005019,-0.468987,0.097737,0.448995,-0.45773,-0.688005,0.488372,-0.399851,-0.9602,-0.709584,-0.313393,-0.010512,-0.722772,0.629834,-0.212598,0.871307,0.529465,-0.429816,-0.215889,-0.408493,-0.389157,0.444237,-0.133029,-0.663102,-0.088558,-0.845611,-0.022657,1.06371,-0.292865,-0.15901,-0.513549,1.347,-0.353292,-1.34998,0.75735,-0.333212,-0.271128,0.054215,0.993699,-0.922201,-0.42951,0.40706,-1.03027,-0.030737,-0.452691,-0.074418,-1.96819,-0.611033,0.726264,-0.223483,0.657856,-0.576982,1.48888,1.32587,-0.306516,-0.622978,-0.816539,-0.544116,0.413323,0.341219,-0.36108,-0.9786,2.30313,-1.2004,-0.486271,T
-0.662931,-0.404501,-0.555679,-0.577883,-0.699016,-0.507337,-0.926554,-0.939195,-0.438579,-0.735121,0.12718,-0.505214,-0.592175,-0.994,-0.598722,-0.543318,-0.642248,-0.824183,-0.514596,-0.634738,-0.483335,-0.356457,0.554059,-0.064922,-0.593563,-0.727046,-0.713379,-0.455653,-0.483637,-0.002322,-0.166048,2.19141,-0.4333,-0.707338,0.368308,1.62655,-0.1784,-0.520905,-0.415577,-0.644456,-0.851804,-1.16464,0.410448,-0.795797,-0.742069,0.380733,-0.807812,-0.086024,-1.24038,0.683598,-0.283696,-0.664458,-0.387957,-0.329496,-0.463864,0.766397,0.398602,-0.189983,-0.567948,-0.024627,-0.531406,-1.23886,-0.150455,-0.094127,-0.680095,-0.503694,-0.444731,-0.92841,-0.360597,-0.843158,-0.556239,0.256396,-0.224771,0.414719,-1.00757,-0.692909,-1.22623,-0.795396,-0.238549,-0.304903,1.29904,1.09774,-0.675332,-0.018574,0.404524,0.4852,-0.528281,-0.575349,-0.688014,-0.895309,0.908928,1.76832,-0.862109,1.68292,-0.465556,-0.559762,-0.009895,-1.11142,-0.361018,-0.686938,-0.778533,-0.530689,0.113057,-1.23818,-0.734762,0.59218,0.696945,-0.396488,0.916768,-0.515584,0.287818,-0.877401,-1.13825,-0.062929,0.205882,-0.937686,0.054498,-0.139245,-0.702399,0.392809,-1.10809,-1.70813,1.11075,-0.405622,-0.386889,0.935094,-0.183252,1.05892,-0.346327,-0.521828,-0.109355,-0.155076,-0.344173,-0.431353,0.522685,-0.005305,-0.307017,-0.188418,-0.653696,0.77557,-0.127817,-0.509123,-0.562092,1.81171,-0.762516,-0.389449,0.730729,-0.389756,1.4671,-0.534883,-0.178673,0.968168,-0.469493,-0.582542,-0.09648,-0.919072,0.244987,1.37984,1.3423,-1.27664,-0.671026,-0.705522,1.31244,-0.686277,0.012702,-0.301913,0.312121,0.157766,-0.271117,1.36882,1.21201,-0.19983,0.067287,0.027491,-1.16194,-0.442374,-0.117232,0.247202,-0.413244,-0.562221,0.361891,0.006229,0.510545,0.444454,0.036423,-0.399022,-0.561544,-0.220665,-0.445987,-0.665453,-0.902186,-0.382485,-0.672137,-0.424857,0.523622,-0.237379,-0.365289,1.94155,-0.173754,0.297967,T
-0.91946,-0.509802,-1.12692,-0.559032,-0.507527,-1.12954,-0.603061,0.152384,-0.510095,0.213297,-1.01444,-0.565584,-0.611622,0.278615,-0.458318,-0.730848,-1.0902,-1.12297,-1.14815,-0.740895,-0.901994,0.391083,2.8961,-0.89784,-1.75246,-0.785746,-2.31948,-0.627401,0.01822,1.37654,1.41036,2.18808,0.565147,-0.743548,3.50334,1.51086,0.970998,-0.254353,-1.25954,-0.421124,-0.993184,1.58269,-0.796863,-1.30014,1.08265,0.113724,-0.93292,3.47173,-1.47678,2.76319,-0.461222,-0.42457,1.67037,-0.971307,-0.481833,2.92089,-0.823475,-0.14714,-1.30394,-3.0021,0.113877,-1.42219,-0.606455,1.80956,-1.05224,-0.11284,-0.910728,-0.741902,-2.26995,-0.587867,-0.470697,0.651003,1.56901,-0.095686,0.442732,-0.783144,-1.65752,0.003616,1.58471,0.647066,1.11482,1.4514,-1.68064,-0.736254,1.7867,1.61671,-1.46109,-0.245358,-1.01803,-1.5208,3.19439,2.22351,-0.625282,2.24651,-0.76134,1.63341,2.52944,-0.426559,-0.256214,-1.74247,-0.747397,-0.087749,-0.821207,0.462905,-0.496782,-0.375653,2.04654,-0.406998,1.34338,-2.40379,2.30374,-0.186413,-0.729946,1.93289,-1.80185,-0.170385,1.42184,3.20974,2.3855,2.06915,1.25774,-0.087778,2.00372,-0.570751,-0.885018,3.69074,-1.17281,-0.484487,3.16126,2.94672,-2.94571,0.193988,-0.463752,-0.558099,1.47983,2.29504,-1.09525,1.1357,-2.04861,1.77173,0.531303,-0.947441,-1.13585,2.40607,-0.600821,-0.977877,3.65402,1.00094,0.913913,3.24442,0.726145,0.248336,-0.544286,0.46105,-2.10185,-2.27815,1.50474,3.90639,1.23351,-0.35335,-1.35923,-1.07201,1.6812,-1.62507,3.95555,-0.841811,3.16773,0.727126,3.12679,1.33683,0.545544,0.006808,2.29227,4.4859,-1.78382,-0.171787,-1.32968,3.21603,-0.64346,1.00577,0.994842,-0.43204,3.09503,-0.431226,3.4717,0.665325,-1.02374,1.55266,-1.17351,-1.19091,-0.055687,-0.852365,-0.975663,-0.767931,-0.724127,2.06221,-1.35591,2.09718,1.40619,3.84876,T
-0.571671,-0.738108,-0.464792,-0.559726,-0.63401,-0.499303,-0.363448,-0.305829,-0.527055,-0.473473,-1.09464,-0.504714,-0.554074,-1.30868,-0.943521,-0.488763,-0.78147,-0.951287,0.101955,-0.727302,-0.705302,-1.43202,1.36519,-1.60337,-0.630939,-0.804971,0.659955,-0.415213,-0.755007,-0.038586,2.81561,-0.245278,-0.228154,-0.80984,2.04246,1.07573,-1.00785,-0.340273,-1.84037,-0.554442,-0.697643,-1.185,-0.432017,-0.976633,0.215683,-1.73932,-0.770591,-0.724897,-1.05171,-1.25668,0.021108,-0.338909,0.857306,-0.503228,-0.411206,-0.671723,0.510279,-0.27125,-1.60795,-0.254056,-0.402255,-1.02626,-0.436737,2.34688,-0.357994,-1.44634,-0.533972,-0.039222,-0.244093,-0.748245,-0.624785,-0.772832,0.364021,-0.108168,-0.361574,-0.943155,-0.532521,-0.446969,-0.351682,0.51791,1.42641,0.117967,-0.16966,-0.384806,-0.611511,3.09781,-0.908872,0.216331,-0.641207,-1.40274,2.7242,-0.259385,-1.78343,0.646085,-0.557168,-1.89271,2.341,-1.56832,-0.486248,-0.698032,-0.748722,-0.506241,-0.221803,0.280359,2.5656,0.521243,-1.23697,0.021018,0.095478,-0.077564,2.09967,0.458635,-1.33498,1.8256,1.05957,-0.658424,1.74177,1.2817,0.043495,-0.059527,-0.700593,0.443009,0.735627,-0.260571,-0.823001,-0.117809,-0.187343,-1.43996,1.45713,-0.141892,0.02061,-1.57525,-0.852032,-0.401144,1.03481,1.70888,-0.51485,-0.032917,-0.079476,2.96387,-1.11196,-0.992067,-0.375491,-0.89904,0.185675,-0.271234,1.33678,-1.23699,1.67881,1.38353,-1.57577,2.09341,-0.146614,-1.07681,-0.17491,0.499462,-1.06271,2.01133,4.26376,0.849571,-1.36767,-0.087215,1.31613,-0.988536,1.46509,0.627428,-0.155138,-1.24359,-1.68343,-0.761622,-0.582501,-0.99713,0.918544,0.761177,-0.167119,-0.238403,-0.440547,0.522343,-0.556117,1.03606,-1.10987,-1.99287,1.02851,1.12853,2.08209,0.819535,-0.597288,-0.173852,0.157833,-0.383153,-1.49266,-0.986895,-0.680605,-0.542915,-0.174307,-1.5498,-0.708103,0.140923,2.08041,-0.666943,T
