PLS1_1,PLS1_2,PLS1_3,PLS1_4,PLS1_5,PLS1_6,PLS1_7,PLS1_8,PLS1_9,PLS1_10,PLS1_11,PLS1_12,PLS1_13,PLS1_14,PLS1_15,PLS1_16,PLS1_17,PLS1_18,PLS1_19,PLS1_20,PLS1_21,PLS1_22,PLS1_23,PLS1_24,PLS1_25,PLS1_26,PLS1_27,PLS1_28,PLS1_29,PLS1_30,PLS1_31,PLS1_32,PLS1_33,PLS1_34,PLS1_35,PLS1_36,PLS1_37,PLS1_38,PLS1_39,PLS1_40,PLS1_41,PLS1_42,PLS1_43,PLS1_44,PLS1_45,PLS1_46,PLS1_47,PLS1_48,PLS1_49,PLS1_50,PLS1_51,PLS1_52,PLS1_53,PLS1_54,PLS1_55,PLS1_56,PLS1_57,PLS1_58,PLS1_59,PLS1_60,PLS1_61,PLS1_62,PLS1_63,PLS1_64,PLS1_65,PLS1_66,PLS1_67,PLS1_68,PLS1_69,PLS1_70,PLS1_71,PLS1_72,PLS1_73,PLS1_74,PLS1_75,PLS1_76,PLS1_77,PLS1_78,PLS1_79,PLS1_80,PLS1_81,PLS1_82,PLS1_83,PLS1_84,PLS1_85,PLS1_86,PLS1_87,PLS1_88,PLS1_89,PLS1_90,PLS1_91,PLS1_92,PLS1_93,PLS1_94,PLS1_95,PLS1_96,PLS1_97,PLS1_98,PLS1_99,PLS1_100,Class
10.812349,-5.25882,21.006999,-4.605653,-12.815853,14.165415,3.172793,14.192937,-11.552339,-2.501466,2.871955,-6.886358,-2.180046,-1.40258,4.945019,5.396531,-9.43782,-5.259867,-5.144977,3.246577,1.671192,2.594891,0.118339,-4.908169,2.226383,-3.957101,2.741613,-1.229102,-0.385129,0.17182,-0.448618,-0.010887,0.346211,1.491862,3.754385,9.439376,22.555373,68.183001,342.253419,712.681612,403.596864,89.42972,38.02313,12.456734,6.27499,1.333022,2.284153,1.029644,1.668264,-1.07733,-5.000747,-0.510495,8.610265,5.07494,0.482565,0.096259,-0.06955,0.012876,-0.002692,-0.00479,-0.003894,-0.00006,-0.000129,-0.000097,-0.000002,-0.000851,-0.000195,0.000979,0.001512,-0.00005,-0.001547,0.000496,0.004911,0.000778,0.003499,-0.001011,0.001838,0.002049,-0.004006,-0.000819,-0.003123,-0.000495,-0.003968,-0.000834,0.001997,-0.005344,0.001377,-0.00773,-0.003139,0.001738,0.009624,0.005887,0.000158,0.014305,0.011048,0.021641,0.00046,0.002348,-0.026822,0.021345,F
-9.192618,-6.886098,-18.103003,-0.058745,-6.236045,0.399106,6.046915,-3.87078,-16.134099,1.447645,-1.533572,12.684475,-0.061051,-0.566447,1.068494,6.928404,-1.083314,1.10666,1.365398,4.549066,2.300298,3.926704,-5.488596,-6.267905,3.255655,-0.629549,1.62505,1.174445,0.641949,0.681015,0.174496,-0.121924,1.01339,-1.255139,-4.39105,-2.607466,-4.814958,-9.146402,-74.575579,-131.301272,-72.081478,-26.788059,-11.989028,-8.373486,-2.124343,-2.766543,-1.558045,0.828575,-5.185962,1.134707,0.115814,-1.996699,0.011821,0.205292,-1.231921,-0.166689,0.122379,0.015187,-0.000704,0.001222,0.000896,-0.00001,-0.0002,0.000126,0.000002,0.0001,0.000238,-0.000243,0.002573,-0.000566,-0.003256,0.00121,0.010412,-0.000047,-0.009458,-0.001098,-0.002626,0.000111,-0.006693,-0.000072,0.00533,0.00093,0.001222,-0.006141,-0.003573,-0.00044,0.002765,-0.020464,-0.019161,-0.009676,-0.003933,-0.000657,0.00338,0.017137,-0.004519,0.00244,0.002213,0.004585,0.019977,0.020408,T
-0.032222,5.917296,11.230079,6.383828,6.732698,-10.281663,-11.813395,9.144659,10.686733,3.149621,-3.857464,-6.171583,3.49764,7.82926,0.579739,-0.944783,2.673085,1.424115,-2.778547,1.333585,0.02333,2.534157,-2.473956,-8.521045,5.472306,5.785681,1.564364,-0.587764,0.764208,-1.938612,0.377178,-0.311125,1.748873,-1.479817,1.178219,-3.627442,-5.899449,-11.605598,-51.631008,-62.950568,-97.283538,-7.886717,-6.718397,-7.115052,-0.959649,1.479977,0.969325,1.766986,1.808373,-0.417488,-1.071924,-2.479166,-0.266279,2.44913,1.960311,-0.059667,0.045519,0.018275,0.00077,0.000114,0.000709,-0.000028,-0.000475,0.000314,0.000004,0.000501,0.000667,-0.000386,0.005167,-0.001599,-0.007553,0.003441,0.025565,-0.00063,-0.020301,-0.002295,-0.004741,0.000532,-0.015196,0.00021,0.009175,0.002274,0.003098,-0.012255,-0.006494,-0.000422,0.00614,-0.04652,-0.038456,-0.024109,-0.008931,-0.006505,0.008978,0.064313,-0.01295,0.009611,0.008167,0.015701,0.066144,0.036569,F
-16.292559,-5.412377,-7.12808,0.549312,6.214493,-12.465156,-7.1849,8.55267,7.533005,1.433706,0.232298,-3.454031,-5.353088,1.67199,-2.661671,-5.780728,4.839889,1.722711,-4.351783,0.168858,1.664332,4.373548,-2.347873,-9.44398,-0.399106,-4.418335,-1.632188,-0.012145,1.809008,0.97129,-0.879414,0.388267,1.321321,-0.061643,-0.794581,1.405023,2.402973,24.794612,-12.530395,-45.311937,-6.493134,30.884408,6.028582,4.107337,2.801527,-1.879746,-0.342567,-7.277423,-0.009322,1.663996,-0.190406,4.684503,-0.687995,-1.359046,-0.428564,-0.739067,-0.034287,0.001059,-0.001763,0.000217,0.000365,-0.00001,-0.000191,0.000159,0.000002,0.000243,0.000146,-0.000093,0.001671,-0.000712,-0.003235,0.001397,0.008501,-0.000296,-0.010272,-0.001267,0.00046,0.000146,-0.003502,0.000449,0.004722,0.001001,0.001604,-0.006393,-0.003402,0.000127,0.003068,-0.01826,-0.015311,-0.011812,-0.005032,-0.004384,0.006735,0.023649,-0.00485,0.002997,0.00107,0.00413,0.036595,0.010971,T
-3.604011,8.993379,8.611415,2.644004,14.636701,-6.273919,4.409722,5.342188,6.074628,-5.574321,-2.914186,1.81805,3.945015,0.978307,4.507594,-10.533989,-3.107862,-0.418406,3.162772,-1.851619,-1.796782,-4.851534,0.731459,2.610029,5.138718,-3.64565,0.815283,-1.500275,-1.091426,-0.180282,1.252216,-0.01023,0.619364,-1.091068,0.6985,2.479187,3.736623,32.768642,86.426841,136.527765,158.042261,52.877385,8.955914,3.880246,4.322179,-2.282324,6.826955,-5.169189,0.438104,-0.956723,1.806104,-1.020294,2.856088,-1.969763,0.611138,0.070123,0.041639,-0.025967,-0.000927,-0.000659,-0.000988,0.000021,0.000421,-0.000249,-0.000003,-0.000249,-0.000596,0.000517,-0.004274,0.000806,0.005633,-0.003041,-0.022972,0.000369,0.014634,0.001744,0.005843,-0.000237,0.012417,0.000375,-0.006486,-0.001757,-0.002063,0.009678,0.005717,0.000682,-0.003786,0.038216,0.034571,0.015085,0.005846,0.002903,-0.002891,-0.039318,0.011571,-0.005948,-0.009223,-0.012029,-0.037244,-0.034996,F
-5.461263,-8.269393,-24.63854,-14.12962,20.544962,0.023163,10.186693,3.280671,1.305091,-7.8265,3.762078,-1.478497,-6.141584,8.91142,-0.588138,-4.925665,5.000971,-1.592216,-2.562759,4.857465,-1.664668,-4.933814,6.562983,-0.442935,7.995465,-7.242065,0.018222,3.445155,-0.429619,-1.228064,0.224114,-0.180992,0.289535,1.107988,1.915217,-0.207999,3.061957,10.86934,41.970512,-9.383459,19.342977,30.243759,3.408449,1.673585,-1.452981,1.304716,0.110208,2.829927,-2.491849,-1.916678,1.538622,-2.256041,-0.729547,-0.398196,-0.730992,0.261179,-0.057961,0.015022,-0.000147,0.000752,0.00031,0.000011,0.000123,-0.000097,-0.000001,-0.000097,-0.000261,-0.000291,-0.001256,0.000199,0.001762,-0.000792,-0.006092,0.000294,0.006044,0.000688,-0.000016,-0.000276,0.005273,0.000377,-0.001214,-0.001158,0.000654,0.002793,-0.000032,-0.000027,-0.00072,0.014173,0.007914,0.008218,0.001642,0.001445,0.000661,-0.019405,0.005074,-0.005897,-0.004128,-0.005297,-0.010047,-0.01466,T
7.932009,-3.459097,10.918866,10.925678,-3.482738,-20.376583,-2.367661,5.780551,-8.064526,-1.718628,0.891374,2.527994,-8.073562,9.503681,-1.93364,6.845788,-4.809676,-1.791236,-2.862878,-0.357397,0.288557,0.197185,-0.711313,4.176488,-4.00306,-0.865204,2.164326,3.154183,-2.045145,-1.808631,0.973477,-1.191058,-0.911507,-3.096732,-6.78309,-16.486641,-45.463254,-175.900722,-560.329666,-1047.899726,-770.929923,-208.197751,-62.272105,-24.069377,-8.286375,-3.319214,-2.552094,2.391286,2.56878,-1.686203,4.917242,1.385403,1.513496,-2.422462,-1.29135,0.583102,0.130883,-0.003356,0.00784,0.006073,0.006746,0.000035,-0.000654,0.000609,0.000009,0.002074,0.001676,-0.002367,0.007903,-0.001784,-0.012307,0.005797,0.044366,-0.0017,-0.033879,-0.002342,-0.014288,-0.002163,-0.023379,0.000637,0.017467,0.005143,0.009844,-0.017292,-0.011551,0.005291,0.009168,-0.072131,-0.057485,-0.039914,-0.023618,-0.015313,0.010305,0.085727,-0.040916,-0.011483,0.01505,0.029216,0.114219,0.045265,F
-13.223525,-22.951569,-5.896359,6.898069,1.602995,-11.273514,1.391246,10.789646,-1.835128,10.410425,3.29264,-3.891181,-3.25301,3.508246,-7.799159,4.858322,1.634631,-4.183693,4.431139,-1.062928,2.503884,2.489785,-1.418122,7.755046,-3.19167,-0.242769,-1.785104,-1.205426,-0.2558,0.079132,1.140834,0.353,-1.33483,-2.917033,-8.979274,-19.168585,-48.850927,-178.413331,-656.562465,-1297.895695,-880.386404,-238.961533,-83.808536,-26.027974,-9.323148,0.162434,2.650754,0.916075,-3.932719,-3.09447,-3.282369,-0.775075,-2.498505,0.791726,1.51857,0.209532,-0.071072,0.019756,0.006689,0.008631,0.008064,0.000074,-0.00032,0.000459,0.000006,0.00202,0.001279,-0.002264,0.004164,-0.000723,-0.007121,0.003614,0.021729,-0.001854,-0.022784,-0.000456,-0.010864,-0.003184,-0.013043,0.000473,0.012657,0.002847,0.00879,-0.010848,-0.00929,0.007186,0.005541,-0.041619,-0.034228,-0.02347,-0.022127,-0.010906,0.002914,0.029277,-0.03485,-0.024516,0.010693,0.015148,0.08098,0.018693,T
11.334659,-2.195551,0.311892,3.25191,10.701565,-13.806058,6.523346,-3.498557,-12.461901,2.782592,-3.610907,-5.727111,3.508122,-0.921255,1.738588,2.670136,-4.682009,1.472864,1.831035,-1.678257,-5.885546,-1.837667,6.986047,2.548898,-1.468171,0.79981,-1.797223,0.743857,0.875365,-2.010048,-1.179799,-0.418521,-0.368419,-4.043488,-5.600406,-14.05496,-42.310741,-158.905071,-481.943166,-956.868899,-684.909644,-184.206756,-55.970275,-21.836912,-6.443462,-0.297184,0.851595,-0.670829,-1.769388,6.840331,2.807705,1.465879,3.282602,0.342312,-1.342319,-0.817121,0.030337,0.01419,0.003704,0.005924,0.005889,0.000056,-0.000342,0.00034,0.000006,0.001711,0.001138,-0.002209,0.003869,-0.00081,-0.006338,0.00336,0.025844,-0.001291,-0.018513,-0.000418,-0.011159,-0.002446,-0.011431,0.000752,0.011091,0.002978,0.008157,-0.008672,-0.006785,0.005658,0.005199,-0.036571,-0.029538,-0.018053,-0.017943,-0.010737,0.003709,0.039785,-0.02897,-0.019949,0.008863,0.01716,0.069249,0.015751,F
-20.129284,-8.067282,16.85253,-9.993822,2.596912,0.107278,-0.612875,10.024125,-6.442287,5.566716,1.303976,1.116703,6.509628,1.365953,3.338056,3.486571,1.447676,1.206356,-4.312636,-1.052688,-4.508373,-0.668695,4.278724,1.646253,0.815863,0.694215,1.055991,0.654759,1.368622,0.099858,0.113183,-0.697759,-0.658782,-0.267757,-0.724839,-1.576243,5.846062,22.255749,50.506108,19.335458,50.007666,19.622926,8.572994,0.079496,-4.184671,-5.288396,-8.241494,-5.734942,2.41251,1.462853,-0.210591,0.052218,-1.309472,0.663207,3.267486,0.4155,-0.024729,-0.015549,-0.001702,-0.000025,-0.000036,-0.000019,-0.000208,0.000126,0.000001,0.000293,0.000035,0.000105,0.00261,-0.000717,-0.003656,0.001549,0.007791,0.000146,-0.005598,-0.00137,0.00291,0.000619,-0.005479,0.000121,0.002098,0.000878,-0.00043,-0.006278,-0.00343,-0.000328,0.003083,-0.017221,-0.011111,-0.010162,-0.000582,-0.004718,0.004847,0.018152,-0.006042,0.010577,0.002632,0.004007,0.022892,0.022294,T
7.732335,0.557547,-12.022636,8.570681,5.56875,3.334415,-3.917663,8.975795,-1.881845,-2.988561,5.230001,1.259515,7.265855,0.556655,1.504366,-8.877129,-6.073299,3.397089,1.005528,-6.172709,8.81018,-0.039325,-6.6702,-2.904414,-5.020644,-3.650695,2.942451,0.763584,1.094574,0.785479,0.341294,-0.28257,1.167558,1.264568,2.308236,8.801812,14.520185,69.802645,206.560291,445.982733,300.864016,107.636151,30.190409,8.244115,-0.06673,4.835862,-1.47866,-5.426357,-3.119588,-1.954677,4.921541,-1.546217,1.714508,-1.577963,0.933823,-0.013396,-0.01099,-0.000087,-0.001024,-0.002454,-0.002927,-0.000005,0.000487,-0.000358,-0.000004,-0.000952,-0.000833,0.001305,-0.005723,0.001144,0.007794,-0.003785,-0.026795,0.000816,0.016179,0.001666,0.008377,0.000596,0.014597,-0.000146,-0.009069,-0.002533,-0.004721,0.010619,0.008612,-0.002231,-0.006166,0.043146,0.037348,0.021625,0.012755,0.008195,-0.006335,-0.043592,0.02287,0.000672,-0.01287,-0.014943,-0.061773,-0.040469,F
-19.910219,2.890087,-8.780964,5.397684,-2.371065,1.062013,-13.996256,5.661912,-4.098095,-5.81995,-0.485123,-0.777944,0.180621,0.568902,7.157561,2.80997,1.472087,8.335999,-0.673422,-0.145284,10.872437,4.771958,0.060736,7.376534,7.825589,1.864738,0.951931,-1.291129,-0.01202,-1.139355,-1.089008,-2.810907,-3.036389,-0.071483,-1.16316,-1.098481,1.019954,12.812221,-68.7293,-138.330485,-42.988567,8.715981,-6.072114,-0.549711,-0.379406,-1.972762,3.150701,3.578441,-1.49091,-0.705609,0.64436,1.997684,0.091757,-1.708491,-1.432065,-0.192723,-0.097401,-0.002997,-0.001079,0.001319,0.000516,0.000001,-0.000016,0.000079,0.000001,0.000244,0.000015,0.000156,0.000045,-0.000158,0.000219,0.000148,-0.0025,-0.00029,-0.00364,-0.000623,0.002498,-0.000094,-0.003108,-0.000308,0.001338,0.00028,-0.000593,-0.003084,-0.001889,-0.000108,-0.000419,-0.003621,-0.005671,-0.003531,-0.000694,0.000366,0.00014,-0.000504,-0.004088,0.003293,0.001224,-0.001276,0.018566,0.005965,T
