PLS1_1,PLS1_2,PLS1_3,PLS1_4,PLS1_5,PLS1_6,PLS1_7,PLS1_8,PLS1_9,PLS1_10,PLS1_11,PLS1_12,PLS1_13,PLS1_14,PLS1_15,PLS1_16,PLS1_17,PLS1_18,PLS1_19,PLS1_20,PLS1_21,PLS1_22,PLS1_23,PLS1_24,PLS1_25,PLS1_26,PLS1_27,PLS1_28,PLS1_29,PLS1_30,PLS1_31,PLS1_32,PLS1_33,PLS1_34,PLS1_35,PLS1_36,PLS1_37,PLS1_38,PLS1_39,PLS1_40,PLS1_41,PLS1_42,PLS1_43,PLS1_44,PLS1_45,PLS1_46,PLS1_47,PLS1_48,PLS1_49,PLS1_50,Class
-16.291352,-5.412294,-7.127743,0.549451,6.214445,-12.465144,-7.184705,8.552526,7.532842,1.433482,0.232414,-3.453915,-5.353084,1.671778,-2.660803,-5.780723,4.839824,1.722915,-4.351742,0.169262,1.664394,4.37347,-2.347881,-9.444547,-0.399076,-4.418399,-1.632325,-0.011749,1.809599,0.969573,-0.875122,0.385134,1.319416,-0.361541,-0.709499,0.619185,1.566012,0.637161,0.430104,1.285445,0.866393,-2.172956,4.458758,3.953276,1.776426,-1.907493,-0.373709,-7.265972,-0.011045,1.664248,T
-3.60711,8.994499,8.611025,2.642633,14.636119,-6.273946,4.409516,5.341425,6.074367,-5.574005,-2.91328,1.818197,3.945054,0.978819,4.509146,-10.533541,-3.108073,-0.418955,3.16299,-1.851037,-1.796603,-4.851349,0.731007,2.60927,5.138541,-3.646231,0.814728,-1.502127,-1.093987,-0.186929,1.232507,-0.073239,0.451156,-1.480065,-0.387167,0.070098,-0.748488,-0.479936,-0.030296,1.306626,6.409973,-2.142867,-3.800796,0.179982,2.725031,-2.699324,6.732642,-5.192816,0.434498,-0.957424,F
-5.460596,-8.268397,-24.638849,-14.129307,20.544542,0.023152,10.186557,3.280558,1.305024,-7.826385,3.762423,-1.47842,-6.141577,8.911611,-0.587386,-4.925559,5.000911,-1.592841,-2.562762,4.857719,-1.664628,-4.93363,6.562602,-0.443048,7.995381,-7.242502,0.017518,3.443662,-0.428778,-1.227557,0.216987,-0.232127,0.20612,0.895012,1.053874,-1.126935,0.351864,1.314784,0.436139,1.309196,-0.048025,1.925611,0.557789,-0.668948,-1.852344,1.277621,0.067207,2.827153,-2.493136,-1.916985,T
7.951067,-3.467183,10.923167,10.935062,-3.477649,-20.376539,-2.365603,5.784227,-8.062595,-1.721023,0.885462,2.526976,-8.073769,9.500401,-1.943108,6.84332,-4.807779,-1.786884,-2.864126,-0.360278,0.287412,0.195393,-0.707474,4.18105,-4.001921,-0.860507,2.16833,3.167294,-2.023987,-1.750682,1.111893,-0.799445,-0.004438,-0.672638,0.268418,0.624217,1.374855,-0.655397,1.55581,0.338066,0.975658,0.830519,5.634999,-0.237265,0.963617,-0.771842,-2.007981,2.560123,2.593594,-1.681947,F
-13.201283,-22.960921,-5.891246,6.908457,1.609189,-11.273487,1.393758,10.794389,-1.832786,10.407752,3.286238,-3.892291,-3.253247,3.504222,-7.808388,4.855416,1.636787,-4.178804,4.429559,-1.065897,2.50264,2.48784,-1.4136,7.75961,-3.190368,-0.237504,-1.7802,-1.191484,-0.230302,0.138539,1.288859,0.761488,-0.24064,-0.597807,-1.160978,0.899764,-0.179718,-1.861322,0.88734,3.93842,-0.655978,-0.417841,-4.519732,0.119772,0.781248,3.032772,3.247231,1.106535,-3.906177,-3.089583,T
11.351229,-2.202435,0.315531,3.260498,10.705968,-13.806038,6.525093,-3.495237,-12.460092,2.780632,-3.615903,-5.728022,3.507932,-0.923924,1.730073,2.668066,-4.680297,1.476494,1.829915,-1.680739,-5.88657,-1.83914,6.98923,2.553187,-1.467249,0.803734,-1.793899,0.75457,0.89496,-1.958623,-1.064723,-0.084397,0.452473,-1.846253,0.41633,0.419722,-0.761975,0.118578,2.402012,1.629098,-4.546137,1.71594,4.389572,-2.113058,1.926968,1.920087,1.326869,-0.523109,-1.746754,6.843955,F
-20.129611,-8.066994,16.852833,-9.994692,2.596882,0.107292,-0.612798,10.023732,-6.442459,5.566662,1.304,1.116807,6.509639,1.365885,3.338831,3.486609,1.44743,1.206225,-4.312603,-1.052367,-4.508324,-0.668635,4.278712,1.645314,0.815923,0.693863,1.055955,0.654136,1.368299,0.094144,0.095901,-0.731563,-0.693623,-0.778893,-1.346648,-1.535915,0.895475,-0.554813,-0.614353,3.365587,1.339199,3.565525,3.363087,-1.700724,-4.792332,-5.415409,-8.285634,-5.739177,2.410201,1.462847,T
7.724622,0.56047,-12.024489,8.567165,5.566592,3.334384,-3.918497,8.974447,-1.882613,-2.987673,5.232642,1.259902,7.265928,0.557919,1.508028,-8.876031,-6.073976,3.395551,1.006065,-6.171611,8.810651,-0.038659,-6.671741,-2.905949,-5.021161,-3.652595,2.94078,0.759121,1.085656,0.762057,0.295497,-0.430686,0.833393,0.442702,-0.227084,1.330275,-1.451503,0.406171,0.790449,3.369799,-3.92097,4.761382,2.311711,-0.592926,-4.046422,3.815362,-1.690826,-5.487728,-3.129501,-1.956239,F
-19.909742,2.888852,-8.780304,5.398063,-2.370455,1.062021,-13.99589,5.662328,-4.098027,-5.820133,-0.485381,-0.778007,0.180614,0.568487,7.158068,2.809703,1.472192,8.336321,-0.673545,-0.14527,10.872445,4.771802,0.061069,7.376208,7.825756,1.864988,0.952309,-1.289594,-0.010627,-1.139812,-1.077447,-2.797202,-2.902201,-0.240879,-0.578597,0.108167,0.575495,-0.546634,1.378198,1.089606,0.608069,1.775956,-2.209209,1.924701,-0.660798,-2.001414,3.173684,3.591068,-1.491464,-0.705129,T
4.403243,-0.749606,16.986731,-8.407001,14.117576,-1.35692,7.136147,7.404897,9.705817,-3.631732,4.166433,0.677865,-13.731587,-1.776868,-1.935381,10.215325,-3.335979,0.112053,-0.182973,-2.655329,10.979118,-2.876989,0.005346,-0.605056,-4.292436,3.686437,-2.100422,-1.916147,-0.498205,0.603335,0.449682,-1.052162,0.402383,1.952173,-0.918646,-1.656995,-0.390459,1.147157,0.877632,-0.09483,3.413513,-2.448016,2.262876,-2.335637,-0.587133,1.328211,2.913447,-4.899481,0.126703,1.138447,F
-17.507419,-6.322131,3.79726,-2.341234,12.410622,-2.604727,-7.926837,4.245813,-9.115925,-10.106354,-0.221452,1.40255,1.431896,5.309283,-10.202616,8.73195,2.491039,-1.121965,6.916346,-3.740617,-0.835385,-4.961858,-1.457271,4.267209,-0.578621,0.615198,3.031605,-3.018235,0.966622,1.300782,-2.271925,1.259534,-0.949332,-0.633441,1.672111,0.298365,-1.026689,2.369845,-0.124337,0.381467,2.99862,1.174974,-2.458246,2.550183,-0.940629,-1.489254,-3.346222,1.461033,1.594026,-0.242599,T
8.257299,0.145643,1.725736,-0.180333,12.31744,-5.637621,-4.229429,-1.74274,5.158676,6.530549,5.361592,-1.905293,-1.044483,-3.475971,-2.691721,-2.425346,4.676076,-0.228533,-0.020596,-1.775664,-2.796583,-1.057054,-2.130787,2.553921,7.27999,3.684026,-0.153683,1.486712,-3.466691,-0.392495,0.948703,-0.103728,1.174772,1.612989,-2.06846,2.82259,0.13317,0.053409,0.068101,2.31401,0.463393,3.88724,1.665157,-3.211389,1.621005,-4.491508,0.926956,-0.979919,-1.99236,3.952632,F
19.013671,4.442722,-11.914694,-4.400912,-6.16781,6.605921,-8.396872,2.795392,3.348693,3.437813,0.971392,3.281378,2.820429,2.304112,-4.220881,-0.868268,-3.646654,-0.774649,5.330389,6.951684,9.034491,3.99804,3.578532,0.40248,3.213904,0.982825,-1.695934,-1.030532,1.891461,0.276676,0.348819,1.788169,0.423385,1.368454,1.148371,0.090895,1.095067,1.280245,1.015502,1.196581,-1.175109,-3.199368,3.30369,-3.326211,7.530656,-2.462254,1.137513,0.46686,-2.018968,-0.167428,F
10.563759,2.98717,-8.400661,2.457052,3.895533,13.828114,-6.967295,3.752422,3.42754,-3.387086,-5.070734,3.787567,-1.282737,-3.404267,-6.987418,-4.031253,-5.262184,-7.826822,-6.750568,-6.450587,-6.88155,-1.43264,-5.227753,-2.827716,-3.076325,-3.589049,-4.305608,-1.018838,-1.064793,-2.022836,-1.632085,-2.056004,-2.477085,-0.497185,-0.265104,-1.421069,1.236977,0.410653,1.555945,1.106903,-0.700695,-2.886066,-1.444003,-4.259468,-0.631953,-2.1957,-0.470582,2.115237,-4.211622,-0.964399,F
17.890926,4.248588,-11.863148,-2.190864,5.725292,-2.001862,-9.521826,-2.469493,4.003434,1.899631,-1.440632,-5.660177,-3.207976,-1.885303,5.774672,10.171239,1.095653,-0.257289,-0.034292,1.660447,-3.030419,-2.762699,-2.854407,-3.85306,-1.070649,3.19188,4.497313,4.766971,0.439102,-1.181161,-0.464231,0.481991,-1.239803,0.286855,1.315878,2.421318,-0.121902,0.968031,-1.000572,3.364107,2.567782,-5.28738,-2.406876,-1.183602,-4.633103,3.716017,0.755205,-2.82492,-3.412627,-1.568278,F
12.417437,12.18298,-10.108728,0.659,-0.450685,13.065282,-12.75423,2.384391,-7.607195,-2.995258,-4.898569,-6.624625,-6.651951,-2.688,-5.950011,-5.350336,-2.106573,-1.618862,-4.841727,6.498955,3.291034,-0.565886,5.546271,4.608121,-4.440494,1.370083,-1.178697,0.647952,0.547702,-0.37098,-0.644651,1.000533,0.603056,0.036307,0.24921,-1.266117,-1.576832,-2.424135,-0.899478,3.053135,7.004752,6.224952,2.315828,-2.055905,0.118624,-0.771317,-1.209932,-2.081185,0.873486,-1.649273,F
15.731694,0.6555,-6.815582,-0.913026,-1.385943,10.388168,-3.627333,6.646812,-5.315405,-5.249139,-5.322752,5.205714,1.252758,3.57128,1.642422,3.508796,9.606395,10.540079,2.385671,-6.054614,-4.222604,-0.70327,-0.957964,-3.036717,-3.758594,4.01163,-4.156063,1.391232,-0.940277,0.369001,0.160021,0.883473,1.462621,2.204131,-0.49536,-1.280916,0.200115,-0.884616,0.858687,1.836012,1.501132,0.004883,4.372496,1.547061,-2.595531,1.020663,-0.534556,4.706607,0.488826,-1.301793,F
3.834083,16.724179,2.43631,0.663014,-2.427906,-5.232674,-6.569994,-0.237352,5.120185,2.900693,-8.407177,8.767877,-6.187498,-0.22383,-1.469631,-6.725414,-1.819216,3.316327,1.086026,4.218367,2.777284,-3.238572,3.322987,6.710807,-5.106144,1.49755,4.798587,0.425388,-1.95545,1.208597,0.766669,-1.670889,1.072173,0.569361,-0.308375,0.705419,1.025372,1.863487,0.691816,0.915007,-0.565228,-1.662095,-1.951789,2.268533,-1.161657,1.343976,-4.211296,-0.505466,0.583854,1.054112,F
10.249024,-6.896469,20.105808,-0.100617,-10.956012,8.151813,-2.472086,6.476837,-1.730496,4.874937,-7.882284,1.789611,-4.089715,5.276153,3.032099,0.0145,2.675334,1.661116,1.165733,6.616478,-7.493271,-6.256455,-7.994971,2.803714,-0.786306,-5.071515,-1.476751,0.084187,2.847812,1.870231,1.49913,-0.195494,1.078589,0.223686,0.625124,0.49737,0.657951,-0.06898,1.480934,1.064265,-0.493448,2.390017,-5.904239,-1.202627,3.351702,-0.593373,-0.387774,-0.572552,-0.570455,-1.227676,F
14.9345,-8.288449,11.876812,-1.012857,0.381789,6.134555,-3.534786,3.411954,-4.469992,-2.959935,-4.872647,-2.758389,-2.404302,-8.138416,-1.320548,1.071051,9.998318,-0.083406,-0.836701,4.055794,-1.061143,5.992819,1.220593,1.973861,2.971287,-3.266015,1.019754,1.322162,-2.304878,1.100882,-0.221346,-0.426625,-1.149443,-0.6306,-1.490078,-0.661954,-1.14113,0.657799,0.708387,3.117348,-1.674876,-2.969793,-0.13611,4.18839,6.055313,1.928835,-1.245783,-4.494823,2.937184,-2.977228,F
12.433727,6.590497,1.759985,-4.164629,-0.909391,-6.457253,-9.52456,-3.116037,8.682043,11.979822,-1.312438,-1.141999,1.466061,-0.59854,0.560222,4.114193,-0.668507,-3.565711,0.818944,1.379977,3.651323,5.033418,0.851574,0.072489,-0.314835,-6.331681,-4.082887,0.988729,-0.986226,-0.409816,0.154257,0.59972,0.475936,-2.436934,-1.888361,-1.334891,-0.606252,1.958909,-0.247431,1.091464,2.562954,1.032323,-2.12617,4.987025,-6.887607,4.35293,-2.144833,5.296851,0.647042,4.600817,F
14.3414,-4.021762,-10.624618,5.283785,-1.153455,-2.041404,-1.219558,4.284493,6.757157,6.235107,-5.691613,3.469158,-1.572249,1.323561,6.303956,1.175258,2.586305,1.333814,-3.859657,-5.21828,-4.526252,-2.572427,2.195742,4.841032,-2.920428,-2.269127,0.889352,-0.715379,2.001079,0.530586,-1.507286,0.166173,-1.168136,0.46614,0.440259,0.755914,-0.612595,0.786691,-0.963953,3.56273,0.849481,1.089143,2.616085,1.926793,2.620916,-1.990687,5.118883,0.834674,-1.37128,1.09906,F
21.923706,-8.453601,7.724337,-7.779045,3.517902,-2.865095,-2.33932,-7.909572,3.487213,0.207698,-4.560388,5.121058,-1.751799,-3.951109,-3.465582,-5.224751,-3.248196,-6.078827,-3.13458,-6.683601,-1.85994,6.532412,-0.099103,5.155543,8.507161,6.390584,3.002064,0.610945,1.388182,1.589195,1.217491,1.770525,-0.53058,-0.477207,1.263451,-0.456746,0.591215,0.413535,1.159502,1.213618,-0.936016,2.908723,-0.679834,0.555047,-7.068042,-3.468579,0.728845,-0.806684,-1.303398,-3.625607,F
7.463184,20.056921,-4.3461,-10.754842,1.964335,13.018202,-6.48677,-2.38422,-16.042939,8.996958,11.06472,-3.820624,9.610352,4.651261,-4.180892,0.916605,6.780349,0.543719,-4.214195,0.75504,-2.374147,-1.431334,-0.241187,1.418598,-4.935703,1.148502,0.285991,0.69249,-0.301973,0.848922,-0.458558,-0.249532,-0.336954,-0.57066,-1.421814,0.905399,0.668699,0.560613,3.176124,-3.033749,2.008686,1.262663,-3.420184,2.209895,-0.844607,-2.06337,6.76025,-3.376856,0.347027,-0.867632,F
21.296483,-10.345971,3.030307,-11.331956,12.014991,1.462528,-4.612938,-3.736689,8.694541,2.755077,3.222793,7.656921,2.671907,2.560483,2.633252,-1.991938,-0.5181,2.631384,5.432377,6.432123,0.716214,-1.1561,-6.588884,-3.492864,0.27377,-1.622668,-0.916221,-4.373285,-2.397974,-1.027005,-1.163261,1.023084,-2.60418,-0.135632,0.718625,0.818456,0.42892,-1.238973,-0.036646,3.988393,-0.370219,2.731454,1.49929,-3.061344,-2.620127,1.366892,1.037478,0.235521,7.212499,2.911369,F
-19.747975,1.309682,-1.087029,-4.511754,12.072161,3.905715,-2.464752,-14.520251,5.822597,-11.001982,-2.951819,0.782169,0.027655,0.61449,0.75582,2.643896,-8.601706,0.666412,3.966108,5.158085,-0.098191,0.246441,-0.180494,0.510736,-2.240952,1.244312,-1.864972,4.403978,1.242026,3.041045,0.414434,0.098435,-1.001928,-1.062204,-1.065517,-1.458307,1.338531,-1.075435,1.571605,1.875739,-1.578122,3.046661,-0.466838,2.211348,-1.568767,4.268681,6.070358,-1.833405,1.213176,1.546139,T
14.028304,-2.274035,-3.789246,7.063457,-9.925076,-6.506972,-2.096164,-5.087974,3.448346,-0.907026,9.827909,5.00201,-2.046141,-4.278701,-0.205687,7.100326,2.512856,-0.702207,-5.494756,3.562751,-0.409234,-4.42363,5.68025,-5.69678,2.13381,-0.196513,1.737711,-1.357716,0.597967,1.993031,0.428715,-0.196896,-2.134585,0.46054,2.891417,0.221026,0.312153,-1.780187,1.866837,0.451625,2.78777,1.149128,-3.492596,1.536626,1.335648,2.079632,-3.891944,-0.93466,-3.861544,5.811344,F
7.922121,5.959628,-14.971157,3.907141,4.774233,-0.963057,9.202455,-8.276273,12.299687,4.164895,-4.813657,-2.60273,-0.871502,-1.496833,3.022426,10.098279,0.666383,-0.853603,5.71994,-2.355116,-1.529854,4.860164,4.533554,4.749026,0.76698,-5.375853,-2.41337,-3.2103,0.433745,1.299134,-1.043273,-1.747355,1.933879,0.996571,1.094438,0.904726,0.496811,-0.727207,0.804841,0.365326,4.627687,0.008002,-1.049439,-1.204919,-2.636669,-2.66641,-0.81776,-2.780969,0.055938,-2.082508,F
-16.499009,-9.007914,5.059311,7.569618,-7.49918,-7.626785,-2.574602,-11.386889,-5.524814,1.34208,-7.180134,-10.389753,8.29505,-3.765598,-5.799482,0.319424,-1.052735,0.388041,4.887428,1.079385,2.436049,-0.739664,-4.285679,-3.813704,0.064878,-0.51884,-2.588163,3.8338,-0.494041,-0.54975,0.37521,-1.352619,-1.279486,2.856973,2.216248,-0.023648,0.351141,1.431008,-0.661785,1.115111,3.297547,3.756809,-2.072928,-2.359844,0.46885,-3.182938,0.538674,-2.550401,2.402322,3.586119,T
-11.833071,-13.523041,-2.00038,3.055172,-11.143,5.815197,-0.486252,-12.630754,-5.907129,4.132883,5.676515,0.025235,-11.504873,-5.31495,2.088485,-7.114321,5.055653,-1.159333,0.411576,5.444449,-0.092553,-2.581397,-0.429348,3.450502,-1.930761,0.892289,-0.554682,-1.61094,1.791084,-2.23929,0.00184,-1.359871,1.618793,-0.231126,0.847653,0.589577,-0.663988,1.342108,1.562253,0.142949,-0.353614,0.795808,2.041885,-3.33832,-9.199652,-0.163549,3.742529,1.727755,4.320277,-3.417424,T
16.141772,-15.359649,10.178303,4.749185,-6.932706,5.706658,0.781717,-3.559492,-9.5608,-2.514773,5.58749,2.47323,1.712477,5.853296,1.267873,-11.008181,-0.216429,-3.213796,4.40615,-2.933887,-2.155575,4.498798,2.462213,1.025805,-2.964808,0.769944,0.809426,-0.395663,-0.542536,0.342802,-0.6559,-1.130804,1.444851,0.802188,1.219991,-1.697177,0.287083,-0.250446,0.452396,1.075395,4.820544,-4.684669,-1.852135,3.559356,-4.278574,1.233566,0.525665,-4.275845,-1.90193,7.403952,F
-12.296848,2.051361,1.911674,14.578062,7.913524,18.662339,0.492497,2.587934,13.254873,8.289426,6.277011,7.201334,-0.231839,3.955815,2.427715,-1.118312,-3.102304,-4.529942,-0.591988,-2.159932,-1.145899,-1.033377,1.762418,1.744231,-0.377049,1.322188,-1.032398,4.356178,0.878954,1.366684,0.738895,-0.022914,-1.691473,0.531429,-0.564051,-0.26685,-1.90358,1.081697,0.696704,0.812997,2.578013,-0.589986,0.623513,-0.688801,4.949999,-3.172222,-0.124097,4.666244,4.64091,3.338267,F
14.724282,-9.044562,17.21432,6.869859,-7.252717,-3.51905,-4.439371,-12.794406,-11.67066,-5.966769,-0.172037,-1.737661,-1.637451,-1.540391,3.119473,-2.879072,6.002007,1.7187,3.716547,-4.043757,1.610736,-2.056124,2.729335,0.010461,-0.874135,-0.678664,1.188953,-0.955468,0.800482,-0.889301,0.544359,1.308476,-1.543526,-0.889797,-2.051441,-1.608042,1.068157,1.648889,-0.141431,0.316811,3.224609,0.206021,4.773172,-2.763854,4.498274,1.463815,5.141384,0.930709,-2.948049,0.775169,F
10.814113,-3.041837,12.247959,-3.293885,10.252931,8.944045,-1.447513,-14.399754,-3.925368,-3.15126,4.033787,-9.98883,-6.009059,0.532989,2.986461,-7.301485,0.735704,-0.206689,4.159017,-7.693036,5.952668,-0.795022,-0.919313,-2.430913,2.039173,-1.545301,-0.408655,1.78037,0.66743,2.511206,-1.045919,-0.484129,0.834229,-0.489881,-0.901206,1.699119,0.292678,-1.152023,1.555168,1.395126,1.514334,-2.359732,-2.853658,-1.515599,3.391485,0.093125,-8.648928,7.146125,1.019273,-1.877576,F
-17.660276,-0.794993,-5.095967,-6.599671,1.010777,20.320406,-5.552513,-12.610491,2.191661,4.150435,-0.104083,0.813623,1.797541,5.781659,8.080988,4.889661,-1.701834,-6.497873,5.282663,-1.185801,-0.775973,1.685764,-1.79972,3.667895,-0.523742,3.123045,-0.607745,-0.902193,-1.346408,-3.694309,0.310695,0.308112,0.818801,-0.101234,1.387541,-0.578969,0.129272,0.612543,1.3438,0.271412,0.171165,2.523713,2.501756,2.757221,6.772046,1.767825,-5.970096,-6.627732,-3.413027,-3.352596,T
