PLS1_1,PLS1_2,PLS1_3,PLS1_4,PLS1_5,PLS1_6,PLS1_7,PLS1_8,PLS1_9,PLS1_10,PLS1_11,PLS1_12,PLS1_13,PLS1_14,PLS1_15,PLS1_16,PLS1_17,PLS1_18,PLS1_19,PLS1_20,PLS1_21,PLS1_22,PLS1_23,PLS1_24,PLS1_25,PLS1_26,PLS1_27,PLS1_28,PLS1_29,PLS1_30,PLS1_31,PLS1_32,PLS1_33,PLS1_34,PLS1_35,PLS1_36,PLS1_37,PLS1_38,PLS1_39,PLS1_40,PLS1_41,PLS1_42,PLS1_43,PLS1_44,PLS1_45,PLS1_46,PLS1_47,PLS1_48,PLS1_49,PLS1_50,PLS1_51,PLS1_52,PLS1_53,PLS1_54,PLS1_55,PLS1_56,PLS1_57,PLS1_58,PLS1_59,PLS1_60,PLS1_61,PLS1_62,PLS1_63,PLS1_64,PLS1_65,PLS1_66,PLS1_67,PLS1_68,PLS1_69,PLS1_70,PLS1_71,PLS1_72,PLS1_73,PLS1_74,PLS1_75,PLS1_76,PLS1_77,PLS1_78,PLS1_79,PLS1_80,PLS1_81,PLS1_82,PLS1_83,PLS1_84,PLS1_85,PLS1_86,PLS1_87,PLS1_88,PLS1_89,PLS1_90,PLS1_91,PLS1_92,PLS1_93,PLS1_94,PLS1_95,PLS1_96,PLS1_97,PLS1_98,PLS1_99,PLS1_100,Class
15.240137,-1.990024,9.055837,7.281135,-12.738618,12.021401,-3.378409,2.874425,5.015496,-8.358311,-0.316576,1.926897,-0.509702,-18.790194,13.878209,1.713381,2.377533,4.316471,-7.748072,-8.323936,-2.818797,-2.248596,-1.051453,2.829511,6.16386,2.662344,-0.515215,-1.464911,-4.298022,-1.521565,1.490627,4.671487,3.012676,0.871106,1.940823,4.287261,4.598256,9.6049,2.98718,-4.869074,-10.200892,2.459559,7.621414,4.658504,-12.854909,-1.907964,-2.464448,-7.510417,5.542791,4.097963,-0.046428,-0.031492,0.029401,0.007615,0.000572,-0.000669,0.000032,-0.000014,-0.000019,-0.000071,0.017014,0.000677,-0.027601,0.067633,0.160008,0.005919,-0.25686,0.257182,0.038505,0.169947,0.220023,0.189161,-0.236349,0.057525,0.356979,-0.404885,-0.249861,0.181655,0.109374,-0.689401,-0.236223,0.264191,-0.291088,0.035932,-0.358605,0.610272,0.419848,0.255479,-0.848321,-0.272669,-0.796717,0.863445,-0.58729,0.112903,0.693225,-0.856755,0.082456,0.226953,-0.025122,-1.261979,F
-3.04703,24.294823,-18.550879,20.208676,5.061488,4.434033,6.190196,13.23674,10.737387,8.724637,21.395336,13.590261,26.353151,23.519033,22.96083,19.427594,21.626301,10.299184,7.807573,8.80686,5.667939,4.714961,2.305646,0.996754,-1.019241,1.149323,3.266658,0.850617,1.625812,0.48658,0.807096,-1.388698,-0.211708,0.556264,5.131042,6.878211,-0.15697,1.392655,-4.064086,-3.521714,7.822121,3.124006,-5.491653,-2.45763,-7.622197,2.016515,1.836579,4.218435,-4.909498,-2.564794,-2.218349,-0.376109,-0.010538,0.002738,-0.002296,-0.000286,-0.000137,-0.000025,-0.000027,-0.000056,0.011707,0.000661,-0.019381,0.046356,0.106433,0.010227,-0.178647,0.176836,0.032258,0.130479,0.141281,0.141846,-0.167934,0.046243,0.237475,-0.272171,-0.186185,0.126195,0.067884,-0.467542,-0.156489,0.167415,-0.193528,0.034161,-0.25483,0.429034,0.272545,0.171376,-0.583341,-0.184812,-0.537064,0.571123,-0.421541,0.087105,0.454263,-0.575127,0.051717,0.162341,-0.022033,-0.853646,F
37.012599,-21.236976,2.639155,-4.265067,-0.991979,-16.843575,-4.398684,-2.920166,-9.945612,-7.917194,-22.795131,0.18494,2.633274,0.975532,-3.972184,2.499647,9.757127,9.335902,-2.035657,1.701689,8.256519,-12.477085,-1.660982,-2.559267,-6.439375,-3.89959,-4.115362,1.550905,-3.28103,-0.193384,0.738056,-2.826503,0.176073,1.171896,1.972004,2.125187,-2.877873,3.489804,-0.058165,-1.057373,-7.053673,-5.366384,-10.375838,-7.463027,-6.520418,1.419108,-10.014019,-13.071508,-16.67177,-9.295419,-1.141889,0.021388,-0.042734,-0.005238,-0.001366,-0.000862,-0.000062,0.000008,0.000021,0.000033,-0.006246,-0.001002,0.012875,-0.026531,-0.051917,-0.021408,0.108646,-0.103019,-0.032441,-0.105654,-0.061778,-0.107524,0.108487,-0.040718,-0.118568,0.137123,0.138871,-0.075189,-0.021478,0.266135,0.075957,-0.055905,0.101357,-0.041558,0.162743,-0.268906,-0.118476,-0.09061,0.327076,0.100529,0.284651,-0.279551,0.273701,-0.067745,-0.221357,0.297948,-0.02824,-0.10826,0.020872,0.456227,F
13.96542,-4.087505,10.894391,2.635648,6.538725,3.591175,-9.703193,-2.00402,16.798518,-1.451844,0.79562,-9.536522,4.101333,-8.251812,7.221342,2.531033,-4.390206,1.06818,5.8195,-2.547233,-15.631656,-0.478277,2.255144,-0.819808,-0.971692,1.86795,-0.492227,-4.976432,0.529596,3.372473,-1.229251,0.278489,-0.547102,2.354825,0.422963,4.434975,5.974779,5.989989,-19.0448,11.530631,-1.936979,6.2186,-8.561043,9.581261,2.776194,-4.944814,-6.997103,8.283908,-10.267039,-4.156323,2.729825,0.290938,-0.150885,0.019264,0.000709,-0.000474,0.000121,-0.000005,0.000001,0.000012,-0.00353,-0.000547,0.006207,-0.013551,-0.02948,-0.008894,0.056401,-0.053484,-0.014943,-0.049736,-0.035319,-0.0536,0.05604,-0.018723,-0.065103,0.076208,0.069659,-0.0388,-0.013942,0.140133,0.041727,-0.037916,0.055919,-0.017221,0.081317,-0.137289,-0.071274,-0.047283,0.175956,0.053879,0.15546,-0.158088,0.143528,-0.036799,-0.1191,0.161069,-0.016314,-0.055975,0.007811,0.248001,F
38.154774,-27.532835,1.122339,-2.14268,-3.623078,-10.531217,-9.225984,-13.993774,3.466174,6.20033,6.481693,-14.175053,0.653273,1.955635,-1.865347,-3.009799,10.143076,13.050709,9.492103,8.360241,-4.83225,2.023241,1.855051,-0.421111,-3.432829,2.836316,1.361639,1.634975,-0.472241,-2.179401,-0.81381,-1.72621,-0.967245,0.217888,0.830073,5.202691,9.242795,7.505524,9.11368,6.229678,1.606486,0.226561,2.490859,-5.381692,4.371382,11.939552,8.245637,-0.898223,5.527996,5.420034,3.235862,0.381526,-0.115877,-0.018992,-0.002091,0.000308,0.000212,0.000031,0.00003,0.000017,0.000346,-0.000766,0.001884,-0.000068,0.009652,-0.017909,0.008214,-0.002763,-0.015945,-0.036148,0.021489,-0.030926,0.014701,-0.016708,0.019772,-0.018502,0.037913,-0.003779,0.01939,-0.001557,-0.016053,0.041944,-0.009938,-0.02593,0.02024,-0.029243,0.039242,0.007437,-0.000834,-0.004553,-0.021871,0.048996,0.041827,-0.023281,0.046758,-0.030807,0.00525,-0.018157,0.011321,-0.029788,F
18.409061,1.697321,8.623835,-2.321071,3.974491,-2.337006,-0.09028,-11.857301,-3.319882,5.499084,1.879799,10.035205,7.521937,3.760143,0.348062,-14.085786,-3.313043,3.261498,10.626525,8.022883,-2.425126,-4.625442,-2.775773,-0.780096,0.185891,0.208587,-0.046038,-0.512496,5.9351,-2.424905,0.631728,0.558444,4.834009,2.234791,-1.843419,-6.293872,-1.056719,4.891917,2.956321,7.032626,3.486301,13.051567,2.602717,-12.84721,-9.593378,-20.424273,-3.41199,4.716694,8.206628,-0.226081,1.632035,0.34346,-0.15105,-0.007144,0.001778,0.000355,-0.000113,0.000036,0.000047,0.000096,-0.019988,-0.00148,0.034766,-0.081259,-0.183413,-0.022612,0.315167,-0.310798,-0.060551,-0.234005,-0.244808,-0.253512,0.29548,-0.083574,-0.410986,0.468015,0.332803,-0.221057,-0.113663,0.826341,0.269961,-0.2787,0.339723,-0.064857,0.447018,-0.75547,-0.467277,-0.299033,1.014137,0.322588,0.936598,-0.990745,0.737659,-0.155948,-0.792467,0.998563,-0.097129,-0.288251,0.039938,1.484725,F
14.736595,-17.567227,50.616431,-23.153801,29.600517,11.230148,-33.091545,5.941121,23.422503,-19.377764,5.703399,11.687776,-21.260032,21.190532,-7.255232,-1.235072,-4.205098,15.092974,-22.359595,12.312612,-0.181289,-0.320271,-0.843094,0.043365,1.912047,-3.985736,2.892408,-2.279687,0.728543,-0.60141,1.986506,-0.624756,-0.513624,0.894292,4.182125,-0.372918,3.720167,-0.764639,1.901507,-4.747543,2.003261,-0.520569,2.0446,-3.634489,3.747073,-0.257538,-2.504553,2.411121,-1.677443,-1.434848,-0.401457,-0.0647,0.020915,0.000079,0.000029,0.000192,-0.000042,0.000009,0.000003,0.000005,-0.00084,-0.000564,0.002152,-0.002369,-0.003564,-0.008732,0.01645,-0.013262,-0.00985,-0.025414,-0.000147,-0.025915,0.020718,-0.010416,-0.007838,0.010658,0.033402,-0.010487,0.003759,0.031645,0.003614,0.006571,0.010106,-0.01343,0.026635,-0.044518,-0.001684,-0.007014,0.04087,0.008716,0.026474,-0.017437,0.055817,-0.017497,-0.007731,0.023957,-0.003468,-0.021511,0.001429,0.042757,F
5.979744,13.958652,-9.705809,9.404367,8.222861,6.397692,4.383915,-8.898366,7.269262,3.316331,-9.252032,-0.481672,-11.028654,1.532786,10.009958,0.970868,1.519887,-7.137986,-4.108567,-2.180306,5.58216,4.698586,4.511023,-5.000805,-3.453336,-0.289837,1.944188,1.385251,0.600108,-2.131638,1.439544,-0.545691,-0.202044,2.877243,4.400365,-2.647812,-0.999503,10.481168,-5.301486,5.997679,-5.222701,3.158346,9.140283,-10.362175,-1.643088,9.6836,-9.410373,1.593406,14.102104,-6.480514,-2.48777,-1.03179,0.151296,0.000864,0.006144,-0.000391,-0.000062,-0.000012,-0.00003,-0.000057,0.011975,0.000692,-0.019557,0.04666,0.109096,0.00807,-0.180497,0.179798,0.03098,0.126984,0.146425,0.140559,-0.170057,0.04279,0.243766,-0.278655,-0.184844,0.128025,0.072397,-0.477618,-0.15956,0.173649,-0.201264,0.030341,-0.252567,0.432481,0.279629,0.174428,-0.589897,-0.188112,-0.545134,0.585766,-0.422762,0.089106,0.465748,-0.58712,0.05196,0.164097,-0.018125,-0.869094,F
12.234091,6.285989,-8.994084,7.986251,7.1209,3.505077,-3.578421,-5.099534,-11.090211,1.794356,-6.496123,3.791622,6.588312,2.853333,-2.332509,0.502059,-3.045909,-2.980648,1.48088,-0.14841,-0.577183,-4.427535,-0.071435,1.574882,2.275046,2.667512,1.01972,-1.156441,3.155461,-2.659514,0.248229,-1.799455,1.768278,-0.533048,2.425353,7.917581,2.635943,6.399106,3.483671,-7.63553,-13.689402,1.818343,8.426277,13.154212,23.761771,14.935023,12.103748,5.315383,-4.777901,-11.949431,-3.585646,0.272056,0.007775,-0.017486,0.000491,-0.000183,-0.000077,-0.000001,0.00001,0.000042,-0.010883,-0.000814,0.018784,-0.044084,-0.099784,-0.012289,0.17095,-0.168236,-0.032832,-0.127042,-0.132553,-0.138164,0.160993,-0.045546,-0.223127,0.253672,0.181618,-0.119946,-0.061028,0.447596,0.146427,-0.152139,0.184025,-0.034703,0.242509,-0.409517,-0.253638,-0.161705,0.550183,0.174867,0.508741,-0.537058,0.401802,-0.084977,-0.429312,0.540788,-0.054189,-0.156431,0.02039,0.8055,F
58.318752,-72.552214,21.195008,-32.586648,-4.766267,13.98335,2.488318,-2.24521,-16.761231,20.860304,5.227049,-2.888771,-14.949517,1.175641,3.09615,17.072103,0.678697,-20.947212,15.820658,-2.210305,-0.111015,6.292265,-6.998063,6.371057,-0.714815,-7.002504,4.255922,-1.422645,0.835878,-0.399449,1.673422,-2.562294,0.344985,2.463214,3.072003,3.229715,3.207582,-2.24854,-0.077212,-2.781289,1.64708,-1.212618,-1.796051,5.838064,-6.496138,-1.217707,0.469698,-0.442885,2.211806,-1.584541,-0.141045,-0.044681,0.034952,0.001083,0.000593,-0.000079,-0.000062,-0.000021,-0.000027,-0.000053,0.011299,-0.000684,-0.014105,0.043584,0.118497,-0.024912,-0.151095,0.158748,0.000119,0.049414,0.175366,0.071226,-0.125827,0.011983,0.258999,-0.289137,-0.099064,0.108781,0.099076,-0.443092,-0.177976,0.237839,-0.200239,-0.01863,-0.194514,0.338115,0.335578,0.174706,-0.543228,-0.180439,-0.549777,0.632272,-0.307996,0.037102,0.51835,-0.592589,0.063962,0.113941,-0.002338,-0.858024,F
26.073641,10.915147,-38.165691,-5.086012,3.44501,8.800877,-15.003648,9.123116,-5.921082,4.63585,4.148034,-3.364812,-2.793546,-7.860298,15.782583,-22.423192,13.43596,-4.853215,7.715481,-6.003564,10.909709,-10.542169,2.994206,-1.400472,4.344872,-7.550498,4.278782,-1.81478,-1.686968,3.649521,-5.185136,3.275963,2.252313,-0.163381,4.56429,-0.085364,-2.163895,8.484341,-3.937224,1.860448,10.80986,-10.774033,2.76444,-5.051486,6.827839,-0.8967,-0.507192,-0.54745,-5.126472,2.505439,-1.246685,0.244616,0.080534,-0.021189,-0.000712,0.000285,-0.00001,-0.000003,-0.000001,-0.000003,0.000981,-0.000342,-0.000609,0.002727,0.010286,-0.006997,-0.007902,0.011412,-0.005564,-0.006376,0.018348,-0.004871,-0.003863,-0.006218,0.02399,-0.026893,0.008019,0.007867,0.015932,-0.03123,-0.01694,0.029851,-0.019011,-0.009107,-0.007779,0.018731,0.036208,0.015128,-0.042011,-0.016166,-0.043064,0.063028,-0.009564,-0.005228,0.049822,-0.057737,0.002347,0.00339,0.002833,-0.071912,F
-0.527861,32.745974,5.683162,16.306242,-3.772064,-1.689995,-6.168769,-1.755587,-6.329849,9.369619,-1.824234,-0.759375,1.342604,-1.590264,2.610119,-15.547121,2.152025,0.288842,0.635271,6.538855,-1.505626,-0.515392,-3.990902,-0.679548,1.416311,-1.497007,1.0974,0.074333,-1.796858,0.729376,1.571396,0.212544,-1.315112,1.644147,3.890359,-2.079753,-6.484649,5.490349,14.757775,-14.708642,0.051685,9.050761,-6.577709,3.33313,-7.968671,3.577838,6.079921,-6.808968,-3.644128,3.290916,4.322066,-1.19257,0.02168,0.020925,0.004688,0.000293,0.000043,0,0.000012,0.000048,-0.012566,-0.000578,0.020518,-0.051068,-0.119741,-0.005486,0.193189,-0.192173,-0.030316,-0.127358,-0.164008,-0.142273,0.176028,-0.045178,-0.26647,0.301592,0.189023,-0.135524,-0.079802,0.518865,0.17722,-0.196118,0.216757,-0.028043,0.268239,-0.45572,-0.316692,-0.190605,0.634917,0.204524,0.601209,-0.646697,0.438472,-0.086928,-0.520241,0.639284,-0.066006,-0.170624,0.022116,0.946929,F
