PLS1_1,PLS1_2,PLS1_3,PLS1_4,PLS1_5,PLS1_6,PLS1_7,PLS1_8,PLS1_9,PLS1_10,PLS1_11,PLS1_12,PLS1_13,PLS1_14,PLS1_15,PLS1_16,PLS1_17,PLS1_18,PLS1_19,PLS1_20,PLS1_21,PLS1_22,PLS1_23,PLS1_24,PLS1_25,PLS1_26,PLS1_27,PLS1_28,PLS1_29,PLS1_30,Class
-4.417479,37.729698,9.150982,0.583146,27.252369,-6.871727,-8.953465,3.009139,-15.16768,-2.295553,14.640743,-6.19871,14.348799,-21.782292,-14.518011,17.313643,6.225335,-15.966218,-0.840585,13.534437,-6.820644,-7.995055,6.615668,-4.525064,2.904754,-4.513244,-0.045088,0.238318,-1.37176,0.546351,F
24.824986,3.63356,-31.007385,-1.255113,3.455456,5.153346,-0.162076,-7.433081,1.906589,2.037718,7.630739,-7.298826,1.15278,3.916384,2.28805,1.992706,7.204999,5.755504,-2.181018,-4.328548,0.365369,-0.782459,-4.857938,-3.766644,-2.188073,1.024357,-2.52646,1.935801,2.259832,3.239045,F
6.793627,1.137569,5.936827,18.076821,-1.841771,2.908227,-11.79379,22.589537,-9.647695,-3.897213,-12.595646,9.87827,-1.153096,3.152894,-14.763019,14.890428,-6.794374,0.175593,3.316643,-10.279187,10.741758,9.11806,2.210791,-2.212333,-0.073553,3.905065,-2.319378,1.625381,0.363802,-0.999517,F
7.909361,19.281125,-25.554182,9.275327,3.469931,11.770008,-2.999418,12.30363,4.740384,3.991784,-18.217898,-17.583082,-5.016136,11.730469,0.54008,13.40354,-13.710892,-1.675267,5.803746,-0.338074,10.850747,3.285549,-4.275996,-4.78561,-0.193862,4.429597,2.845513,0.023195,-4.132433,1.652574,F
24.5051,11.702474,-18.917815,6.550045,-10.735919,-14.858875,8.526871,-4.648407,-0.110124,13.715903,24.463447,0.014293,-4.657919,6.136644,-0.614563,4.659852,-19.649492,14.397223,-9.990716,-7.154787,9.240142,5.956409,3.815029,3.150365,2.85366,-7.766148,-3.777075,-1.643726,-0.205287,2.071232,F
18.084308,7.214349,-19.778118,8.646449,-4.120597,-6.184504,22.317054,6.531209,-23.298651,-11.990859,17.621714,-7.02544,-14.8619,13.45644,-1.715134,6.221052,-16.518701,24.15522,-3.586711,-1.844265,-3.193171,-6.72678,-0.44719,-4.209217,2.129542,-3.781662,5.406832,0.910276,0.941242,-1.952025,F
14.25297,13.09332,-25.628848,16.449234,1.064218,-8.374481,0.794374,-3.878597,-2.150527,5.187119,1.516166,-3.280828,-4.92002,-3.405981,-12.683784,-5.379904,-13.442618,-11.027046,-11.486519,-0.282873,1.0167,2.941332,-0.118358,3.491676,1.923317,6.150703,4.039596,4.083594,4.269911,5.297264,F
10.686646,5.848303,-28.80583,2.082937,15.552519,18.783273,8.302362,0.15863,-5.433537,-3.746375,-16.008644,0.901645,3.432854,4.214597,4.592552,7.464024,4.158247,0.229089,-5.91927,-6.30964,-5.5531,-2.904416,5.29218,3.219819,-0.206627,-2.724125,0.705746,-0.831853,-0.193539,1.070915,F
39.089243,-32.950998,11.078684,-14.990265,-0.634882,-10.742676,6.831816,21.246229,4.817012,1.125284,-13.653285,0.869429,14.822934,7.672137,-5.907946,-9.421428,-8.077024,-6.220263,-4.165158,-5.77156,12.785501,-12.833661,8.873835,5.10359,0.303727,2.081517,1.53115,3.365867,-1.715344,0.550705,F
-6.162088,51.7617,56.959573,-10.834253,-0.354983,-6.984908,10.270309,-7.849967,-0.567238,4.748906,9.13437,8.590022,-24.239425,5.208077,1.659456,-4.605058,5.315166,-2.015964,21.625183,-14.053184,1.232863,-3.010044,2.554918,-1.783568,-0.449349,2.931188,-1.016507,-0.401346,2.265247,0.726497,F
-33.589248,-25.98524,5.257609,7.273203,-4.657077,5.654123,5.290044,-2.173566,-7.078603,-11.031995,8.566037,-7.184085,3.709088,12.550446,4.871505,-9.173625,-3.582773,-8.207124,-8.431896,2.721674,1.509489,3.045907,2.467981,5.030582,-3.81162,-1.067822,1.727375,0.357389,-1.384248,-0.494538,T
-28.707482,0.864682,-16.429203,-4.631505,-11.270803,6.699603,2.461884,9.711995,-6.863689,-7.967181,2.161304,-7.654852,-4.900808,-2.534701,-6.316559,-4.858222,7.93058,3.520678,0.541119,13.578785,9.575527,0.31383,0.716563,4.352165,-1.642773,-0.470585,-1.117244,-1.756431,-2.692845,-1.261363,T
-20.193102,-27.260348,-43.777726,5.248453,8.553984,-8.791168,4.624528,-0.277157,9.55015,-9.940955,-0.291972,-7.905106,-5.70984,-6.353742,-4.562426,-0.11329,5.610157,-4.080616,9.12365,-7.455662,2.152388,3.949708,1.000019,-0.292736,0.582239,-6.574222,-1.163477,0.960304,6.044507,-5.625106,T
-27.943205,-33.255365,19.481073,-2.307696,-7.24506,8.306877,-1.15186,-0.444669,-10.485626,7.711215,-7.382863,-2.814001,1.470943,-2.443895,15.678232,-13.712821,4.30681,6.47141,-12.893384,2.848908,7.294653,6.248236,-4.181776,-0.996547,2.200928,-1.850288,-3.704792,7.410093,-0.931244,-2.840964,T
-9.82601,-35.613782,-36.297701,-22.950836,4.868067,18.66486,20.861391,-17.901893,0.112902,-10.354458,-5.506378,13.41249,11.012517,0.241069,-16.937508,-6.811885,3.72558,13.068508,2.659694,-8.382057,-4.611991,3.275397,2.88245,-4.492797,0.393065,1.230299,2.788626,0.484704,-4.634128,3.977698,T
0.762702,24.740228,-24.18462,1.835242,10.750576,20.702429,21.008147,5.362487,14.998438,7.48565,3.093032,-0.046626,-10.191773,-1.958245,-4.489756,5.332894,5.238559,-1.166202,-4.618695,-4.808605,-6.931519,-7.846088,-3.453138,0.575729,-0.531606,1.683186,-3.455286,-0.503466,0.596635,-0.917107,F
1.009743,40.23783,-2.639201,-2.076869,10.101941,7.43738,4.653069,-14.150358,-2.794251,3.711372,-13.043669,8.601574,3.568594,10.869535,3.199974,-3.642236,-13.706654,-3.238411,2.313435,17.399452,4.083643,-6.294373,-3.302657,1.981439,4.101129,-0.439855,-2.92495,-0.397155,2.432866,-1.593601,F
-13.024537,14.636599,-49.937081,-12.627416,-7.471594,-5.523885,-9.991767,-20.12134,-7.647539,-14.526824,-15.498497,-11.973258,-17.244027,2.060863,8.34085,10.242541,9.319862,7.648274,-1.790993,5.496521,2.930198,6.248656,3.895138,1.536161,3.407113,2.499056,0.411192,-0.349352,0.590136,0.166689,T
-28.641093,27.367949,-25.170688,-17.781809,-2.309961,-1.508781,4.268956,-7.750251,9.356139,6.051796,-19.09731,11.332527,-7.657276,7.692407,-0.68518,7.712336,-8.282744,-8.174625,9.701528,12.280567,-12.053843,-2.608284,1.61192,2.938986,-1.640793,-3.106037,0.357763,4.014377,-1.752697,0.160769,T
7.3174,31.488363,-29.405081,10.598163,9.946693,-5.886002,-4.875752,0.535948,14.400823,9.392658,-2.487909,0.544633,-3.475456,0.765124,-11.931125,6.483378,4.999878,4.708978,-1.343154,1.372086,0.563205,-8.489438,-4.308552,7.131322,-1.437776,0.763617,-2.088016,2.821802,-0.719821,-2.131753,F
-11.371009,4.037999,-54.354627,-15.742772,-4.833718,-3.112846,-6.326315,-2.933796,15.93548,5.972227,2.684118,3.446214,-1.892039,4.623337,-3.908091,0.076757,-1.883662,-6.847062,-5.257975,-3.776134,4.958438,5.382666,2.286276,1.114135,-4.008134,-1.890786,-2.093772,0.057725,0.062667,2.004036,T
-19.189385,7.552429,-10.529787,-19.168861,-10.929851,-7.243272,0.9165,3.866128,-2.081193,-1.640751,6.090919,22.63101,-16.002669,-1.999818,-4.390047,0.437138,2.557598,-6.155573,-5.876312,0.910052,0.670058,4.351455,-1.919448,-1.089934,-2.794511,1.544237,1.789043,3.85733,-2.367813,-1.863804,T
-25.635041,-22.887839,-20.347536,-1.102323,24.929502,-20.745599,-5.666434,-1.839147,7.502319,0.821567,-2.540586,5.177889,17.323037,-0.56159,-5.716408,-11.402405,-1.220614,5.354984,15.406796,-6.005358,-0.085692,-1.136563,-5.607331,2.499077,0.93013,0.106198,5.24491,-3.118254,-1.324126,-1.231483,T
-32.492464,-48.075702,15.421809,-0.029403,24.176551,-9.662132,14.098058,0.723999,12.945145,-9.826318,-15.577669,-6.075754,5.102276,10.560784,1.769204,-0.891903,-1.195752,-2.300347,9.859144,-12.246368,4.782686,4.999922,-2.24419,-3.566555,4.673905,-2.314149,-0.840566,-3.267069,3.58423,2.61114,T
-37.441022,7.569755,13.236346,-36.7984,45.24903,-5.200799,-4.062562,4.592874,-21.247719,15.378681,7.839647,-3.543278,5.44693,-24.037795,14.13303,4.327798,-14.40575,16.605949,-3.757131,-9.791507,4.277903,2.149426,-1.706681,2.745114,-5.218251,6.171158,-1.6447,-0.627691,-0.527053,0.350052,T
-17.863919,-4.676346,-24.099609,-9.726017,-8.918304,-8.138992,6.291968,5.836791,-6.742253,-14.103159,1.253742,9.617738,6.63777,-6.442918,-5.690914,-0.797591,11.166796,-5.422876,-7.601909,-6.343651,0.603406,4.076265,0.507667,-1.636805,0.432367,-1.858947,2.096288,-1.982335,1.287074,-2.877485,T
3.855745,-1.081737,-60.287971,-12.817951,-22.950098,-10.865501,-23.486909,-7.707544,-1.097486,-4.014352,1.235013,-0.806488,0.863841,-1.936981,4.901741,5.872887,-0.013867,-0.588696,7.089157,1.033744,2.10842,2.515246,0.418327,0.896365,3.62454,2.259114,-2.86887,-4.672529,-3.673942,2.129875,T
3.903553,-9.43816,-10.443268,20.76879,9.891099,11.115317,3.21794,14.395096,1.900002,3.989573,-1.656398,7.908346,-3.29365,-18.258034,-9.717458,-14.744383,0.144139,-2.588168,-0.029369,10.970677,4.394607,11.414881,-0.955293,3.306409,-3.185244,-2.724127,-1.353304,-1.904311,1.59132,2.099056,F
35.479021,-40.370692,1.666654,-3.428001,6.062553,-3.395297,-2.057419,1.667591,-8.637275,-10.664824,13.653127,3.051975,-3.49462,0.540637,-19.08678,2.794475,18.014192,2.613436,-0.427429,-7.756868,-7.250208,2.547533,-0.542563,1.914955,2.393201,5.872944,-8.154633,2.104516,1.23493,1.152287,F
30.361213,-42.372729,12.307947,8.847995,-3.038181,-9.183568,5.0698,1.371056,-7.711799,3.544031,-4.270732,13.396904,10.311601,10.443424,2.194574,4.935886,-1.528692,-3.173164,2.49321,16.021323,0.192008,1.021738,-2.620892,-4.69705,-2.229424,4.420367,-1.898898,-5.10915,-4.73043,2.199294,F
6.445393,20.571965,-23.112892,16.190012,1.753219,2.083433,3.293217,-1.847568,3.284034,5.132015,10.117868,0.628811,2.269464,1.929369,-4.51057,-5.763186,-8.551775,-8.047319,-1.941784,0.145591,0.607507,1.909982,-3.691774,-2.760878,-1.879047,-2.532622,-5.096207,-7.814897,-5.172958,-3.428546,F
6.725175,5.855839,-1.142826,21.215178,1.298881,-4.315751,-2.090521,0.685204,-10.780289,-5.239271,-10.636872,1.834238,-10.297192,-9.665377,2.852776,-2.942289,4.927061,1.696979,-0.800814,7.496743,-1.51585,3.170187,-3.165527,1.868588,1.447055,5.307684,5.481201,2.029146,7.474408,4.912406,F
11.7235,-2.291159,12.580644,12.940811,-1.376691,-6.502194,-0.229426,9.262881,-7.375336,2.200097,-17.198431,10.69678,-7.001984,-7.263262,11.377306,-2.47732,9.466536,-1.307789,-11.611262,-7.224902,-5.464974,-0.975881,-3.801543,-0.064494,1.009335,-1.066555,-2.466578,-1.065332,-1.453663,-0.657912,F
