PLS1_1,PLS1_2,PLS1_3,PLS1_4,PLS1_5,PLS1_6,PLS1_7,PLS1_8,PLS1_9,PLS1_10,PLS1_11,PLS1_12,PLS1_13,PLS1_14,PLS1_15,PLS1_16,PLS1_17,PLS1_18,PLS1_19,PLS1_20,PLS1_21,PLS1_22,PLS1_23,PLS1_24,PLS1_25,PLS1_26,PLS1_27,PLS1_28,PLS1_29,PLS1_30,PLS1_31,PLS1_32,PLS1_33,PLS1_34,PLS1_35,PLS1_36,PLS1_37,PLS1_38,PLS1_39,PLS1_40,PLS1_41,PLS1_42,PLS1_43,PLS1_44,PLS1_45,PLS1_46,PLS1_47,PLS1_48,PLS1_49,PLS1_50,Class
13.965435,-4.087501,10.894415,2.635656,6.53873,3.591186,-9.703197,-2.004016,16.798516,-1.451853,0.795624,-9.536524,4.101337,-8.251811,7.221344,2.531027,-4.3902,1.068182,5.819508,-2.54723,-15.631654,-0.478274,2.255143,-0.819807,-0.971692,1.867951,-0.492222,-4.97641,0.52965,3.372588,-1.2288,0.279764,-0.542845,2.369093,0.455665,4.456172,5.980269,5.992023,-19.044381,11.530721,-1.936958,6.218614,-8.561037,9.581268,2.776197,-4.944813,-6.997096,8.283905,-10.267036,-4.156323,F
38.154797,-27.532865,1.122334,-2.142685,-3.623071,-10.531222,-9.225977,-13.993771,3.466176,6.200333,6.481692,-14.175051,0.653278,1.955636,-1.865353,-3.009801,10.143077,13.050718,9.492106,8.360251,-4.832235,2.023253,1.855063,-0.421087,-3.432769,2.83648,1.362051,1.635992,-0.469489,-2.172912,-0.794369,-1.660433,-0.766647,0.799928,2.207376,6.140847,9.527272,7.597243,9.131954,6.233813,1.60772,0.22699,2.490975,-5.381663,4.371393,11.939562,8.245635,-0.898215,5.527996,5.420021,F
18.409151,1.697328,8.62396,-2.321047,3.974508,-2.336938,-0.090297,-11.857265,-3.319893,5.499031,1.879824,10.03519,7.521976,3.760155,0.348069,-14.085837,-3.313007,3.261524,10.626578,8.022918,-2.425099,-4.625412,-2.775764,-0.780056,0.185968,0.208817,-0.04545,-0.511011,5.939183,-2.415231,0.660442,0.6562,5.131339,3.09073,0.185921,-4.909906,-0.634772,5.02761,2.98319,7.038739,3.488096,13.052217,2.602912,-12.847116,-9.593353,-20.42426,-3.41195,4.716674,8.206653,-0.226096,F
14.736604,-17.567232,50.616437,-23.153798,29.600522,11.230149,-33.091545,5.941121,23.422503,-19.377765,5.7034,11.687776,-21.260032,21.190531,-7.255233,-1.235073,-4.205096,15.092974,-22.359593,12.312613,-0.181287,-0.32027,-0.843094,0.043367,1.912052,-3.985724,2.892436,-2.279611,0.728738,-0.600973,1.987967,-0.62025,-0.499632,0.938851,4.282767,-0.304947,3.740186,-0.758007,1.902853,-4.747241,2.003347,-0.520537,2.044609,-3.634487,3.747074,-0.257537,-2.504551,2.411122,-1.677443,-1.434849,F
5.979694,13.958646,-9.705882,9.404354,8.222853,6.397651,4.383926,-8.898387,7.269269,3.316362,-9.252048,-0.481662,-11.028677,1.532778,10.009954,0.970899,1.519866,-7.138001,-4.108597,-2.180327,5.582144,4.698569,4.511018,-5.000828,-3.45338,-0.289968,1.943851,1.384407,0.597764,-2.137201,1.423147,-0.601634,-0.372145,2.389229,3.2462,-3.438137,-1.242002,10.403826,-5.316815,5.994173,-5.223729,3.157976,9.140172,-10.36223,-1.643102,9.683593,-9.410396,1.593419,14.10209,-6.480506,F
12.234132,6.286004,-8.994013,7.986269,7.12091,3.505115,-3.578434,-5.099518,-11.090218,1.794327,-6.496109,3.791614,6.588329,2.853338,-2.332503,0.502035,-3.045889,-2.98064,1.480908,-0.148397,-0.577176,-4.427525,-0.071438,1.57489,2.275056,2.667546,1.019811,-1.156191,3.156151,-2.657885,0.253124,-1.782895,1.818735,-0.38685,2.772507,8.15351,2.706836,6.422248,3.488241,-7.634495,-13.689109,1.818461,8.426318,13.154244,23.76178,14.935025,12.103771,5.31537,-4.777889,-11.949433,F
58.318722,-72.552238,21.194945,-32.586655,-4.766261,13.983306,2.488331,-2.245235,-16.761223,20.860338,5.227033,-2.888759,-14.949543,1.175628,3.096144,17.072141,0.678679,-20.947228,15.82063,-2.210326,-0.111026,6.292248,-6.99807,6.371034,-0.714855,-7.002629,4.255598,-1.423443,0.833622,-0.404882,1.657866,-2.616611,0.181281,2.005378,1.978795,2.477633,2.974562,-2.322641,-0.091694,-2.784629,1.646094,-1.212966,-1.796158,5.838001,-6.496149,-1.217712,0.469679,-0.442867,2.211787,-1.584537,F
26.073643,10.915141,-38.165696,-5.086012,3.445012,8.800873,-15.003646,9.123114,-5.921081,4.635854,4.148033,-3.364811,-2.793548,-7.860299,15.782581,-22.423188,13.435959,-4.853216,7.715479,-6.003565,10.90971,-10.542169,2.994207,-1.400472,4.344874,-7.550494,4.278791,-1.814749,-1.686916,3.649614,-5.184662,3.277225,2.256734,-0.147421,4.602412,-0.062474,-2.15932,8.486559,-3.936787,1.860535,10.809889,-10.774022,2.764441,-5.05149,6.82784,-0.8967,-0.507194,-0.547447,-5.126474,2.505438,F
-0.527818,32.745996,5.683243,16.306261,-3.772057,-1.68995,-6.168784,-1.755567,-6.329857,9.369584,-1.824218,-0.759385,1.342625,-1.590258,2.610127,-15.547151,2.152048,0.288852,0.635303,6.538871,-1.505618,-0.515381,-3.990904,-0.679538,1.41632,-1.496971,1.097497,0.0746,-1.796109,0.731161,1.576656,0.230708,-1.26012,1.799485,4.263369,-1.824729,-6.40761,5.515393,14.762655,-14.707525,0.052003,9.050888,-6.577663,3.333169,-7.968662,3.57784,6.079947,-6.808985,-3.644113,3.290915,F
4.163727,41.832876,1.964989,3.161608,-7.29107,3.909914,-4.74294,-0.834195,6.662748,-5.489025,8.209711,0.146145,8.700415,-11.770458,-0.804215,-6.495522,0.157141,4.286181,0.215606,-4.721075,4.189469,4.741312,1.546631,3.588781,-3.020736,-4.357951,-2.717661,0.656519,3.973953,2.308419,0.68195,-3.734208,-1.10163,5.333466,-1.545324,-1.620445,8.617178,6.209294,-1.913624,-7.382001,0.742246,-1.093915,-1.653874,12.329806,5.522052,2.884692,-0.71163,-10.702168,4.569886,8.702222,F
24.362943,-8.278913,8.443997,-14.885433,5.367038,6.683255,6.241719,-0.427718,1.822022,7.445985,-0.555006,-12.599247,4.749825,-0.334401,5.59334,-8.329002,5.001448,0.918794,-7.432909,7.329004,-8.01507,5.901532,4.912842,-4.916543,-1.882759,-0.031407,-2.014088,5.115245,1.997828,1.113009,-2.550036,0.87294,-1.16482,1.872751,0.309699,6.995328,11.274852,-0.886145,7.269085,-6.330752,-1.994697,-2.961345,11.30182,-3.466704,-10.403697,-7.050036,13.099202,3.887865,-1.602203,-7.237261,F
2.12587,7.036126,5.079471,21.155668,3.199379,1.337404,-2.267918,-1.79854,-6.120642,0.31497,-11.911328,-9.958249,-13.591374,-6.392937,-6.646655,-4.369564,-7.103293,-3.282065,0.240432,0.048738,-6.747779,2.894936,3.626169,-4.858954,-4.710729,-3.766201,-2.096268,-4.385774,1.298694,-0.253571,5.038276,2.835095,2.997352,1.330233,-1.078005,9.567893,-3.084928,3.36518,-9.01101,-13.443944,11.289739,4.978161,-0.416878,4.236782,-8.281621,-3.693985,5.673923,6.048801,-5.937022,5.343248,F
13.078585,0.137612,5.448922,8.624887,7.400959,-8.544002,3.890994,-8.014416,-6.487491,4.449204,-8.860223,14.869215,6.287024,4.994768,9.506919,2.572493,0.88352,-6.828113,-6.36221,-8.632857,-4.929077,7.195262,6.855697,2.711265,4.14132,1.938574,0.069328,-2.107624,1.077021,-5.804537,0.786935,0.025551,2.874235,1.945446,2.138552,-1.764163,0.381146,-0.208397,-5.407206,-1.273239,-0.592221,-4.159509,-1.770842,-9.500293,1.028963,-2.027755,1.207622,-8.414396,-13.846862,-1.760975,F
-7.595186,74.327675,30.069461,-12.225359,0.156146,-1.611153,-3.757274,7.635385,-3.121624,-10.082295,12.025085,7.418663,-17.26714,15.630936,1.773077,-11.744058,5.275207,-14.053096,11.561284,-11.120999,7.127229,-0.298384,-0.24593,-3.066909,-0.278252,4.060046,-0.966482,-0.32732,-2.647723,1.467267,0.149638,-1.71628,-0.529502,4.901653,-4.746383,11.354705,3.520383,-5.555208,-3.573344,10.014298,-4.779033,-1.149156,2.175051,5.096122,-10.018514,6.307971,5.413871,-9.065451,5.305397,-7.244315,F
-20.063513,-25.280701,13.501858,-2.721815,-22.666959,-1.583891,-0.903989,-0.375838,0.453354,9.163439,6.162652,5.252731,-3.687934,-8.653001,-6.797933,-4.456815,0.384475,2.907378,-2.037874,10.872979,-0.701741,-3.81542,1.884137,-3.952439,1.001279,4.292218,2.18028,-3.23685,1.125162,-0.970389,1.294994,-1.454909,1.030162,0.612364,2.722756,8.941939,-13.268297,-4.25112,11.34719,8.061174,6.182781,-8.693425,1.287889,1.074396,-8.560484,7.932433,-2.7779,1.517265,1.007793,4.193278,T
-8.536136,-20.481278,-48.169899,-2.179751,-16.304543,1.858549,-12.950795,6.058119,0.739843,3.269827,7.938135,7.559144,11.898882,9.702032,6.961318,-0.696281,-4.495532,-10.294981,-14.336535,-16.725704,-14.177207,-10.879963,-6.844619,-5.690344,-3.721831,-0.800363,0.557986,3.043821,5.507415,0.308178,1.636586,-1.046304,-2.341368,-0.995963,5.180102,8.894889,3.290933,-2.519065,0.159802,-0.441497,-7.222375,-2.102204,8.026922,0.360681,2.378672,-9.033935,-3.248156,-2.168222,-2.002089,0.35885,T
-34.552162,-55.278135,8.238085,21.55036,12.029046,-6.59147,-4.197021,5.396666,-3.644675,-15.208998,12.163719,-2.312329,-11.867262,9.010367,14.148144,2.290454,-9.378159,-12.197907,14.107637,8.108374,-10.962251,-6.158188,2.640577,1.413,2.368394,-1.950171,-6.666151,7.247055,-2.56764,2.500017,0.005509,-2.374631,2.506671,0.908489,3.646445,1.36362,-10.210848,8.534741,6.435826,-6.096731,2.089996,0.08188,-6.961589,-2.053126,6.916144,-5.643119,0.528076,-0.851668,13.759791,-7.263613,T
-22.778099,-10.845841,-4.62843,-11.737964,-14.075982,-0.302863,19.962733,12.497388,5.363057,-11.335027,7.248121,-12.100417,-2.836032,-6.15633,-7.788025,0.284974,4.106732,-2.773218,2.082694,7.201466,-0.786271,-3.452474,-3.707995,1.101907,0.230589,2.410943,3.512846,-1.117486,-2.58441,-0.101805,1.932495,0.720992,1.292828,0.345641,3.300924,1.246943,8.101363,3.52482,-6.555735,-9.476627,7.278793,7.898073,-3.623735,-10.654552,2.470386,2.708928,4.380845,4.671918,-4.377432,-4.455792,T
-22.702019,-17.34095,22.766712,-6.416385,-18.293569,-14.193391,7.589279,11.013681,2.342139,-7.866929,-2.770974,-3.424147,1.2112,8.926079,5.479702,0.25038,0.850078,0.303902,-6.572235,6.916057,-10.827706,-0.236074,-0.666939,6.027386,-2.684884,0.430289,-1.423581,-6.638793,4.902349,3.367835,-4.453505,-1.999853,5.158995,1.287839,1.622855,0.409682,3.646561,-1.130691,0.111775,1.202173,-6.232739,3.680093,8.474688,-7.612804,0.530567,-0.185222,4.283167,-12.377279,0.404988,13.128207,T
-47.983526,-20.529942,52.197239,11.471045,-11.16999,12.831907,-6.366477,-15.137725,-8.019818,22.274984,-0.160684,4.063722,-2.675276,2.935105,-14.27006,11.675589,10.380537,-1.748973,-14.119462,-5.235535,8.336084,-10.964728,5.412809,0.075273,-0.592674,-0.249582,1.412051,-4.351941,3.917176,1.7239,-4.542923,3.428094,-1.231178,2.368958,0.901198,5.53998,-3.644989,1.726164,1.786418,-7.076889,-1.520285,5.757388,-5.097373,-0.962856,-0.693209,1.633254,0.161851,-2.930283,8.157513,-8.426035,T
-25.91864,-15.315709,1.519373,-16.367498,0.469771,2.230206,14.081962,12.145754,-0.173874,2.863602,-1.617035,-5.879485,-3.75889,-8.757548,15.02268,4.499278,-0.716279,-2.305548,-10.305937,6.637116,-2.649316,-2.454123,-0.281514,-3.659986,3.241953,0.691656,-1.444343,-3.320246,0.450873,0.208689,1.682665,-1.934096,1.000633,2.475177,-0.360637,8.434253,-2.935006,-11.42724,3.136545,5.948683,2.869766,-4.664139,-4.08308,-4.130645,8.734063,5.341182,-1.78588,-1.708182,-6.857326,2.652872,T
-21.4191,28.431654,-20.122636,-23.304703,-7.182469,-9.009382,-10.861078,4.642235,1.56917,5.678036,2.943332,-1.495373,9.516075,-7.859536,-1.470775,6.800767,-6.720319,-8.701384,-2.253019,12.408828,5.928774,0.764849,-0.032307,-4.65141,0.474284,0.08968,1.776879,2.251746,2.939284,-1.401991,-3.040895,-1.249966,1.205709,5.343532,-2.998841,0.800857,3.746736,3.095007,4.714365,-7.379801,1.420035,0.813485,-3.991768,1.322067,0.868962,-8.248592,-2.5634,7.2514,-8.552539,-0.770003,T
-38.38298,-52.6747,20.398132,25.579574,7.782026,-8.562126,-0.375808,-18.974211,13.302749,17.63478,9.660447,1.128242,-6.471263,-4.94717,-1.477624,4.231215,6.153465,-1.194905,-6.40719,-2.26162,10.48836,-0.819656,-2.620776,-1.114171,1.842658,-1.241469,1.382683,3.644055,-7.147076,2.349363,3.195552,-2.057788,-2.191832,3.637749,0.294569,2.734462,3.002004,0.597242,-7.08137,2.862997,-0.535879,-3.203654,9.49554,-2.380045,6.226551,-12.584468,12.708288,-3.733272,-10.280383,11.913368,T
-36.498252,-33.41308,11.061277,16.896674,-10.548335,13.583282,-11.98775,1.027685,-4.924513,3.584563,-1.200607,-11.915053,3.555851,8.465731,-10.92157,-0.680089,-5.349907,6.936987,15.154176,-9.069471,-0.523607,-5.654347,1.689152,2.341831,-2.144897,0.374049,1.842717,0.693488,-0.514065,-1.941406,0.506213,-0.50301,1.980419,1.774739,1.851255,-0.877867,10.138739,-2.980797,-7.84338,10.095516,6.202887,-6.179557,0.043726,-5.465173,3.188575,-0.768904,-5.845217,0.843722,6.076814,-0.522333,T
-24.972343,-4.483686,1.530471,-7.420521,-23.741104,15.211413,-19.210834,9.560644,-3.148502,15.219345,-5.478509,0.965815,6.594392,5.749953,-0.466441,-5.142712,-9.262515,18.169082,15.913347,-3.72331,-8.236984,0.858467,2.401114,-0.926976,2.860139,1.284263,-4.090974,0.470992,1.838594,-0.896347,3.00451,-1.235315,-2.524224,0.212952,9.168998,-9.244241,1.86794,-0.090801,0.927555,-0.784427,4.370583,-4.67885,-2.891442,2.830179,-5.236384,8.282282,5.407595,-5.064916,-4.67071,1.308704,T
2.414633,36.500998,12.245099,6.237354,-5.542524,-7.651972,15.244635,-3.670874,-6.589476,7.307992,-8.344211,13.688565,-0.661406,-2.197279,-0.046799,-4.868535,-3.197336,11.363919,-1.926558,3.265766,-11.457993,1.117122,0.31021,1.430711,-0.197083,-3.700084,1.448485,0.992073,-5.00955,2.811596,0.270811,-1.21702,2.43545,2.68786,-0.722246,3.420978,9.674338,-12.732459,5.340205,-7.262819,12.667106,-18.812035,12.13249,-1.229012,4.071622,2.820223,-10.244013,7.693454,5.704814,-9.011248,F
-4.417479,37.729698,9.150982,0.583146,27.252369,-6.871727,-8.953465,3.009139,-15.16768,-2.295553,14.640743,-6.19871,14.348799,-21.782292,-14.518011,17.313643,6.225335,-15.966218,-0.840585,13.534437,-6.820644,-7.995055,6.615668,-4.525064,2.904754,-4.513244,-0.045088,0.238318,-1.37176,0.546351,1.664596,-0.625131,2.45528,-1.073779,7.654419,-7.660807,14.517641,-9.429296,-0.195061,6.066391,-6.912318,4.322926,0.938751,3.808334,-7.629771,5.768097,-0.272641,-3.616062,4.405208,3.594431,F
24.824986,3.63356,-31.007385,-1.255113,3.455456,5.153346,-0.162076,-7.433081,1.906589,2.037718,7.630739,-7.298826,1.15278,3.916384,2.28805,1.992706,7.204999,5.755504,-2.181018,-4.328548,0.365369,-0.782459,-4.857938,-3.766644,-2.188073,1.024357,-2.52646,1.935801,2.259832,3.239045,2.095157,3.832902,4.563485,4.226037,1.487012,-9.988066,-14.407673,-18.384518,-10.184982,-8.395343,1.766472,5.496456,7.587303,0.714897,7.730045,15.28365,0.101693,1.991171,5.392843,6.024234,F
6.793627,1.137569,5.936827,18.076821,-1.841771,2.908227,-11.79379,22.589537,-9.647695,-3.897213,-12.595646,9.87827,-1.153096,3.152894,-14.763019,14.890428,-6.794374,0.175593,3.316643,-10.279187,10.741758,9.11806,2.210791,-2.212333,-0.073553,3.905065,-2.319378,1.625381,0.363802,-0.999517,-1.792417,0.387366,2.746776,2.742274,0.284082,-0.29151,4.488193,-2.488634,1.374101,-3.487535,6.170139,-2.483204,2.081212,-1.44933,1.780708,-8.413849,3.188316,5.64991,2.033099,0.816681,F
7.909361,19.281125,-25.554182,9.275327,3.469931,11.770008,-2.999418,12.30363,4.740384,3.991784,-18.217898,-17.583082,-5.016136,11.730469,0.54008,13.40354,-13.710892,-1.675267,5.803746,-0.338074,10.850747,3.285549,-4.275996,-4.78561,-0.193862,4.429597,2.845513,0.023195,-4.132433,1.652574,-1.933203,0.443936,2.55548,-0.690693,5.217122,-1.01864,8.844923,-1.988253,7.5772,-0.605902,-4.964705,2.277051,7.222091,-7.573774,1.925071,-4.82456,1.143386,-13.11935,-2.322624,4.040197,F
24.5051,11.702474,-18.917815,6.550045,-10.735919,-14.858875,8.526871,-4.648407,-0.110124,13.715903,24.463447,0.014293,-4.657919,6.136644,-0.614563,4.659852,-19.649492,14.397223,-9.990716,-7.154787,9.240142,5.956409,3.815029,3.150365,2.85366,-7.766148,-3.777075,-1.643726,-0.205287,2.071232,1.355787,2.670111,2.092115,-1.148514,4.505818,3.320414,5.439775,-2.421831,1.919926,5.555719,-5.90342,1.503418,-3.515445,-4.699179,-1.685329,0.804681,-3.098563,-5.361972,-0.482452,-4.340548,F
18.084308,7.214349,-19.778118,8.646449,-4.120597,-6.184504,22.317054,6.531209,-23.298651,-11.990859,17.621714,-7.02544,-14.8619,13.45644,-1.715134,6.221052,-16.518701,24.15522,-3.586711,-1.844265,-3.193171,-6.72678,-0.44719,-4.209217,2.129542,-3.781662,5.406832,0.910276,0.941242,-1.952025,-2.576258,1.394545,-3.930291,4.152816,1.692273,-0.797776,-4.056191,3.04405,-3.239503,3.655359,-4.443751,4.239971,-1.912612,8.433516,-2.587829,-3.707824,6.204562,2.071359,0.323597,0.945469,F
14.25297,13.09332,-25.628848,16.449234,1.064218,-8.374481,0.794374,-3.878597,-2.150527,5.187119,1.516166,-3.280828,-4.92002,-3.405981,-12.683784,-5.379904,-13.442618,-11.027046,-11.486519,-0.282873,1.0167,2.941332,-0.118358,3.491676,1.923317,6.150703,4.039596,4.083594,4.269911,5.297264,0.940313,-1.18345,-1.233209,-0.675101,3.483955,9.696025,5.905136,6.328774,5.069123,5.412521,16.255097,9.30025,0.665767,2.767623,-0.303173,4.101483,-15.121913,-3.038826,-9.329374,-2.708786,F
10.686646,5.848303,-28.80583,2.082937,15.552519,18.783273,8.302362,0.15863,-5.433537,-3.746375,-16.008644,0.901645,3.432854,4.214597,4.592552,7.464024,4.158247,0.229089,-5.91927,-6.30964,-5.5531,-2.904416,5.29218,3.219819,-0.206627,-2.724125,0.705746,-0.831853,-0.193539,1.070915,0.611264,-1.405203,-1.442339,2.896679,1.066973,4.377837,-1.481901,-7.855254,11.379802,-6.060953,1.832848,8.005335,-7.736914,-5.099509,7.854048,-3.482945,-9.313889,-1.570231,4.46133,8.558985,F
39.089243,-32.950998,11.078684,-14.990265,-0.634882,-10.742676,6.831816,21.246229,4.817012,1.125284,-13.653285,0.869429,14.822934,7.672137,-5.907946,-9.421428,-8.077024,-6.220263,-4.165158,-5.77156,12.785501,-12.833661,8.873835,5.10359,0.303727,2.081517,1.53115,3.365867,-1.715344,0.550705,2.699412,-0.642608,-0.152441,1.538703,1.931319,5.859889,-4.969675,0.813462,-3.351861,1.952781,-2.795597,2.389115,-1.424225,2.115582,-3.32991,4.437014,5.546508,14.469502,5.656438,13.299449,F
