class,Attr3320,Attr6215,Attr5593,Attr5087,Attr1962,Attr3341,Attr2439,Attr2121,Attr5984,Attr2363,Attr2288,Attr1144,Attr804,Attr6184,Attr6281,Attr3252,Attr1882,Attr668,Attr1779,Attr6201,Attr6347,Attr1829,Attr490,Attr4847,Attr3729,Attr1933,Attr1674,Attr3647,Attr396,Attr5823,Attr3012,Attr6677,Attr7119,Attr3605,Attr5932,Attr6803,Attr695,Attr2546,Attr412,Attr4609,Attr5062,Attr2137,Attr4951,Attr1135,Attr2111,Attr4196,Attr4167,Attr1834,Attr6200,Attr6477,Attr4973,Attr6919,Attr2394,Attr2020,Attr770,Attr6797,Attr2402,Attr590,Attr6021,Attr400,Attr3004,Attr1745,Attr3130,Attr5772,Attr2475,Attr6806,Attr6645,Attr4903,Attr3258,Attr5377,Attr1087,Attr1817,Attr3904,Attr4328,Attr4664,Attr4499,Attr1802,Attr5274,Attr4052,Attr2485,Attr2084,Attr6967,Attr4697,Attr1291,Attr6801,Attr2043,Attr3507,Attr2645,Attr6162,Attr5723,Attr6283,Attr1630,Attr6257,Attr5039,Attr4504,Attr6094,Attr3336,Attr321,Attr275,Attr1147
F,-0.868556,-0.416485,1.35392,1.08435,-0.26614,-0.630573,-0.131443,-0.594995,1.35083,-0.092948,-0.52951,2.00403,0.782958,-0.12586,2.02074,-0.601857,-0.618261,0.682124,-0.526945,-0.349304,-0.726229,-0.874858,1.13045,-0.839667,0.54803,-0.42087,-0.776495,-0.472288,0.887136,0.379924,0.608441,-0.330402,1.62603,-0.333072,-0.614337,-0.670641,0.170835,-0.606376,-0.951506,1.09316,-0.911945,-0.591546,0.188745,-0.104001,0.029994,-0.656524,-0.215947,-0.663117,-0.428866,-0.389898,1.10521,-0.575177,-0.843378,-0.653869,-0.809484,-0.670057,-0.431634,1.04001,0.004637,0.412732,-0.527616,-1.00243,-0.790319,0.086358,-0.010143,-0.664264,-0.003805,-0.257692,-0.931116,0.70544,-0.56031,-0.332243,-0.705815,1.48301,-0.127494,-0.382527,-1.66057,0.086307,-0.814134,0.769609,-0.108641,-0.77563,0.428826,-0.888318,-0.974374,-0.54701,-0.991461,-0.415068,-1.18207,-0.50073,-0.140811,2.09084,-0.344599,-0.782122,0.738657,0.823797,1.55631,-0.789211,-0.57472,-0.772668
F,-0.532135,-0.416626,-0.980416,-0.439165,-0.213425,-1.48313,0.178288,-0.405045,-0.328639,-0.084548,-0.435433,-0.612139,-0.727189,-0.596227,0.249493,-0.518583,-0.511291,-0.485444,-0.259542,0.150087,-0.965296,-0.385489,-0.422025,-0.493653,-0.717094,-0.562576,0.887808,0.228779,-0.336712,-0.668756,0.047342,-0.62876,-0.938268,-0.782954,-0.609054,0.266369,-0.592968,-0.19476,0.186599,0.268004,-0.252736,0.260389,-1.10119,-0.252103,-0.648971,0.753624,-0.744075,-0.013173,0.075853,-0.275497,-0.595198,-0.481914,-0.788191,-0.895633,-0.208012,-0.104907,-0.306158,-0.44982,-0.588746,1.2182,-0.695678,-0.324408,-0.616675,-0.98951,-0.591667,0.329881,-0.379916,0.652381,-0.486029,0.024097,-0.04528,-0.066716,0.105483,-0.919815,0.145036,-0.195997,-0.393832,-0.103646,-0.915565,-0.617846,-0.580998,-0.801858,-2.32994,0.040647,-0.332477,-0.01394,-0.348993,-0.975202,-0.189763,-0.010448,-0.736469,-0.731849,0.086483,-0.409374,-0.343379,-0.946707,-0.600902,0.429784,-0.749008,-0.460979
F,-0.820459,-0.647415,0.812234,0.438257,0.900986,0.17144,2.67321,-0.885089,0.594431,-0.608957,-0.534376,0.159088,2.20634,0.217274,0.898514,-0.720782,-0.580581,2.7017,-0.536069,-0.579023,2.42381,-0.902743,0.775825,-0.409749,0.45072,2.66046,-0.731158,0.203254,-1.11939,0.791479,-0.385754,-1.32379,0.560658,-0.492946,0.065149,-0.907291,1.2675,-0.420534,1.26288,-0.44942,0.928181,-0.900168,-1.00712,0.696231,-0.375565,-0.297429,1.30657,-0.768085,-0.496313,1.82647,0.072196,-0.892798,-0.575122,-0.982224,0.713586,-0.945397,-0.541266,1.80223,0.092645,0.643145,-1.2704,-0.740875,0.162721,1.06528,1.15149,-0.895565,0.184235,-0.364862,-0.507924,-0.45467,1.96264,-0.594452,-0.786271,2.07228,-0.638478,-0.793089,0.286186,2.13368,-0.529012,0.042728,2.53289,-0.500226,-1.35377,-0.342305,0.075876,-0.600384,1.64013,1.57039,-0.295984,-0.155232,0.322049,-0.367731,-0.063031,-0.831864,0.938051,2.28949,0.239821,0.127894,1.29167,0.476032
F,-0.588769,-0.592813,-0.118682,-0.126038,-0.615057,0.447832,-0.871108,-0.247696,-0.005962,-0.91655,-0.533214,0.497909,-0.459888,-0.198025,-0.674661,0.538875,-0.410996,-0.964257,-0.517813,-0.576365,1.08363,0.338396,0.705676,-0.617624,-0.490491,-1.07,0.428941,-0.661547,-0.470035,0.457964,-0.062776,-0.869989,-0.358213,0.599092,-0.486564,0.107533,-0.318326,-0.96996,-0.618075,-0.174989,1.29401,-0.319609,-1.58213,2.70473,-0.956952,-0.259428,0.107636,-0.701584,-0.484199,0.597123,0.449862,-0.574429,0.178279,0.205633,-1.38535,0.03763,-0.416659,-0.063009,0.205269,2.42845,-0.434721,-0.275049,-1.41786,-0.574094,1.10649,0.133964,1.8579,-0.99296,-0.359413,-1.07583,0.048886,-0.257176,-0.948068,-0.593177,-0.255075,-0.460678,-0.783075,-0.353678,-0.805162,0.814633,1.23216,0.716782,-1.10074,-0.4494,0.938398,-0.377517,0.945822,-0.861803,-0.841891,-0.715205,-0.882737,1.08181,-0.479443,-0.808371,-0.690772,1.52522,0.860703,-0.241042,-0.18138,0.06036
F,-1.09896,-0.727452,0.992462,0.855033,1.72721,-0.598833,1.06305,-0.399029,1.50002,-0.235191,-0.564679,-0.02423,0.363221,-0.390629,1.72033,-0.757284,-0.55176,-0.713526,-0.486394,-0.59817,1.55655,-0.378008,-0.250774,-0.299676,-0.161606,0.016726,-0.372833,0.310376,-0.05901,0.035174,0.572587,-1.45132,0.97745,-0.622771,-0.441829,-0.759995,-0.155379,-0.486221,-0.43219,0.198932,3.05329,-0.188558,-0.134072,1.83422,-0.604931,-0.416874,1.47969,-0.969667,-0.475475,0.769418,1.6967,-0.82761,-0.381189,-1.32951,-0.040339,-0.854824,-0.481846,1.43239,0.521221,-0.200005,-0.213229,0.006577,0.243936,1.27171,0.919282,-0.742285,2.34708,-0.149497,-0.152445,-0.085017,-0.173808,-1.0437,1.07362,1.77231,-0.574465,-0.845284,0.946281,1.0106,-0.164533,1.50883,0.182526,0.189086,-1.16425,0.145692,2.17298,-0.607036,1.66463,1.87746,-1.78032,-0.714996,0.998049,1.01495,1.60143,-0.12996,0.319264,0.473586,-0.061235,-0.17413,-0.298491,-1.61101
F,-0.602,0.127353,1.68742,0.472879,0.599497,0.543102,-0.208248,-0.399118,0.751017,-0.601505,-0.519515,0.924778,0.072262,0.529741,1.10359,-0.698955,-0.548036,1.16727,0.080182,-0.584944,0.879787,-0.725963,0.346307,-0.300419,0.25042,-0.399319,-1.14633,-0.724573,-0.438715,0.202441,-0.764187,-0.199442,1.87811,-0.672826,-0.562983,-0.764749,1.0562,-0.590382,0.538996,0.134523,0.421834,-0.561458,-1.72166,1.2812,-1.2341,-0.68444,1.65168,-0.533595,-0.463353,-0.078861,-0.400694,-0.45318,-0.342653,-0.584887,0.081473,-0.660801,-0.475932,0.037204,-0.010685,3.16113,-0.747953,-0.662256,0.004929,0.884467,0.670939,-0.719272,0.036462,-0.419137,-0.751219,0.298168,1.19745,0.16357,0.674123,1.36623,-0.022064,-0.016825,0.653434,-0.511104,-0.541759,-0.177767,1.6475,-0.394778,-0.65668,-1.18064,0.308541,-0.580577,0.510965,-0.140697,-0.906006,-0.468824,1.17794,0.24909,0.160375,-0.516162,-0.060419,0.844224,0.953117,-0.726809,-0.79813,-0.209039
F,0.36678,0.306161,0.783965,3.57126,-0.32882,-0.131466,-2.17164,0.357167,0.734171,2.62833,-0.561379,-0.589948,-0.02461,-0.375286,-0.693301,2.91627,-0.509996,0.517695,-0.322968,-0.560959,0.843437,-0.013585,1.73603,-0.363784,0.960374,2.56306,0.194485,0.797985,-0.063751,1.45146,0.475787,0.435487,-0.304903,0.710756,0.105461,-0.718917,0.021323,3.56737,-0.109776,0.408451,0.515773,-1.71794,1.09308,1.46881,0.279492,-0.781816,-1.01952,-0.622442,-0.50634,0.587359,0.98119,0.277198,-0.196816,1.04402,-0.005659,-0.673386,-0.577168,1.56434,2.13803,-0.027502,0.604878,-0.520509,-1.89693,1.95726,0.903461,-0.715427,-0.504254,3.00095,-0.415525,-1.20649,-0.642296,0.741721,-0.88702,-0.400783,-0.296756,-0.737209,0.839258,1.46007,-0.014409,-0.584331,1.96287,0.438451,-0.347225,0.169916,-0.37149,-0.640034,1.83611,0.266441,1.28709,0.739303,-0.417851,-0.39385,-0.354664,-0.002564,-0.563452,5.70728,0.048878,-1.22729,1.92156,-0.533476
F,-0.438071,-0.55845,-0.362777,-0.486271,-0.264498,-0.108183,-0.452354,-0.867082,-0.138886,-0.684936,-0.492221,-0.577835,-0.304393,0.477259,0.748316,-0.539429,-0.539016,0.044185,-0.489017,-0.55335,-0.18086,-0.608499,-0.30115,-0.546299,0.439158,-0.738567,-0.07089,2.4448,-0.515129,-0.736886,-0.473391,-0.022657,-0.663102,0.907042,0.646317,-0.555493,-0.632044,-0.839213,3.55543,-0.455431,1.16702,-0.511182,-0.809179,0.79241,-1.21773,-0.659833,0.255702,-0.52521,-0.454373,-0.626313,-0.509002,-0.640338,-0.64262,-0.396031,-1.34998,-0.547775,-0.575827,-0.082654,-0.406118,-0.787781,0.488372,-0.218304,-0.135987,-0.698483,-0.233002,-0.399403,-0.199503,-0.055875,-0.135399,1.26392,0.064629,0.179533,-0.081324,-0.755871,0.026977,-0.279676,-1.44333,-0.766431,-0.989008,-0.559216,-0.438261,-0.647106,-0.088558,-0.529369,-0.603149,-0.06579,-0.15901,1.73873,0.567157,0.296551,0.99576,-0.010512,-0.665977,-0.427769,-0.351857,-0.11572,-0.343536,-0.408566,1.18923,-0.581818
F,0.12718,-0.344173,0.800287,0.297967,-0.062929,0.143711,0.59218,-0.598722,-0.638123,-0.483335,-0.505214,1.09774,-0.086024,0.398602,0.554059,-0.662931,-0.577883,3.26261,-0.438579,-0.592175,0.404524,-0.735121,1.29904,-0.404501,0.845501,0.874245,-0.994,0.099977,-0.533625,-0.116868,-1.13825,-0.705522,1.3423,-0.778533,-0.367773,-0.727046,2.66028,-0.483637,1.50743,1.26882,0.296273,-0.704546,-0.356457,0.329028,-0.939195,-0.555679,-0.224771,-0.507337,-0.463864,-0.137019,-0.166048,-0.642248,-0.096191,-0.064922,-0.271117,-0.707338,-0.543318,0.688305,0.220075,1.05892,-0.509123,-0.926554,0.268151,0.4852,0.054498,-0.634738,0.775879,0.653869,-0.189983,-0.264595,0.465201,0.263927,1.06247,1.62655,-0.47232,-0.183252,0.086118,2.3103,-0.4333,1.17112,1.11075,-0.851804,-1.27664,-0.742069,-0.362026,-0.361018,0.012702,0.120545,-0.933745,-0.975811,-1.23818,0.730729,0.457707,-0.741402,-0.453493,0.618183,0.852758,-0.731359,-0.657839,-0.438741
F,-1.01444,-0.463752,1.07352,3.84876,1.93289,0.55605,-0.375653,-0.458318,1.5027,-0.901994,-0.565584,1.4514,3.47173,-0.823475,2.8961,-0.91946,-0.559032,2.39069,-0.510095,-0.611622,1.7867,0.213297,1.11482,-0.509802,0.800669,0.777985,0.278615,-0.943661,0.311429,3.73523,-0.729946,-1.07201,1.23351,-0.747397,-0.477097,-0.785746,1.6043,0.01822,1.05647,-1.07762,2.6761,-1.28835,0.391083,1.33642,0.152384,-1.12692,1.56901,-1.12954,-0.481833,0.513657,1.41036,-1.0902,0.608737,-0.89784,3.12679,-0.743548,-0.730848,4.21523,1.54861,-0.484487,-0.947441,-0.603061,-1.35791,1.61671,1.42184,-0.740895,1.79647,0.183786,-0.14714,0.293605,3.19417,-0.549015,2.94834,1.51086,-1.23142,-1.17281,0.890325,-0.813068,0.565147,1.92513,2.00372,-0.993184,-0.35335,1.08265,-0.608039,-0.256214,3.95555,-0.258963,-0.636923,-1.30816,0.462905,3.65402,-0.259756,-0.482768,2.83518,1.35769,2.09941,-0.870834,-0.452586,0.844139
F,-1.09464,-0.852032,-0.413516,-0.666943,1.8256,-0.695612,0.521243,-0.943521,3.7295,-0.705302,-0.504714,0.117967,-0.724897,0.510279,1.36519,-0.571671,-0.559726,0.307696,-0.527055,-0.554074,-0.611511,-0.473473,1.42641,-0.738108,-0.222814,-0.871144,-1.30868,0.192576,0.197473,-0.384756,-1.33498,-0.087215,4.26376,-0.748722,-0.61783,-0.804971,-0.461593,-0.755007,3.51774,2.95875,-0.753789,0.218917,-1.43202,4.27511,-0.305829,-0.464792,0.364021,-0.499303,-0.411206,0.088246,2.81561,-0.78147,-0.615298,-1.60337,-1.68343,-0.80984,-0.488763,1.2736,-0.699905,-1.43996,-0.992067,-0.363448,-1.51873,3.09781,1.74177,-0.727302,0.804281,-0.238236,-0.27125,0.101325,-0.480849,-0.762847,-0.501782,1.07573,0.485478,-0.187343,-1.85888,-0.036419,-0.228154,2.82871,0.735627,-0.697643,0.849571,0.215683,-0.207313,-0.486248,1.46509,-0.534075,-0.937093,-0.035723,0.280359,1.33678,-0.720641,-0.333753,-1.04922,-0.366932,5.37181,0.404734,-0.976894,-1.2601
F,-0.473055,-0.430786,0.61967,0.598429,1.01353,0.603389,0.301664,-0.755386,0.836243,-0.840186,-0.532166,-0.396286,1.02681,-0.015499,-0.702947,-0.655169,-0.554978,0.153606,-0.505859,-0.532875,-1.12827,-0.804491,-0.529657,-0.693239,1.31608,-0.302507,-0.719519,0.035797,0.360834,-0.594657,-1.05588,-0.214891,-0.866527,-0.155321,-0.558799,-0.767803,0.203614,-0.755818,1.68223,-0.375453,-0.488564,-0.371263,-1.41896,-0.252271,0.291351,-0.953811,-0.785578,-0.481429,-0.412172,-0.285691,0.397786,-0.538584,-0.717172,-0.434621,0.791864,-0.623497,-0.422369,-0.033062,-0.661671,1.67328,-0.563614,-0.592765,0.517351,1.19862,-0.286424,-0.614326,-0.792527,-0.561417,-0.307919,-0.488257,1.15679,0.15456,-0.588931,-1.0001,0.426237,0.00265,0.117786,0.215164,-0.903099,-0.145645,-0.121137,-0.811082,0.57684,0.136409,1.01301,-0.466241,-0.431567,-0.492574,-0.033485,-0.09302,-0.139894,0.331151,-0.095161,-0.605823,0.548928,0.076852,-0.22952,-0.082588,-0.547167,-0.206473
