normal,gene14,gene852,gene1917,gene377,gene1494,gene1668,gene493,gene1892,gene1047,gene841,gene1671,gene625,gene1416,gene765,gene1400,gene1758,gene822,gene1048,gene67,gene1372,gene1772,gene581,gene892,gene1388,gene1293,gene1534,gene513,gene1423,gene1597,gene419,gene1042,gene249,gene1873,gene1381,gene1153,gene1115,gene1771,gene1884,gene1672,gene657,gene1838,gene1570,gene515,gene66,gene1674,gene1924,gene1451,gene317,gene267,gene639
F,-1.84593,0.838199,-0.280699,0.206886,-1.85769,0.840551,0.37907,-1.10078,1.02599,0.497809,0.188356,0.521564,-2.93099,-0.654079,0.636268,1.0329,-1.71256,0.479838,-0.885575,1.26397,-0.089997,1.42183,-0.234376,-0.763431,0.991906,0.417952,0.601915,-1.04373,0.178398,-0.539278,-0.36394,-1.44884,-0.569473,0.942024,0.680157,0.865608,-0.545897,-0.480594,-0.045782,-1.24592,-0.160397,-1.68483,1.13155,-1.27844,-0.54123,0.421837,-0.683201,-1.83756,-1.14465,0.961417
T,-0.660579,0.823155,0.453765,0.480019,1.40626,0.64626,1.46716,1.09047,-0.334073,0.697164,-1.75036,-1.6444,-0.891652,1.27248,-1.42803,-1.42232,0.906518,-0.360972,1.93345,-0.124965,-0.939177,-0.643576,0.682372,-0.6411,-0.524762,-0.800772,-1.93385,1.25143,0.732518,0.886149,-1.45589,1.1062,0.610758,0.969448,-0.820384,-0.081145,-1.56834,1.06105,0.823033,0.170083,-0.463586,-0.799307,-1.21606,0.124991,0.044107,1.00273,0.314643,-0.866435,1.25399,0.318831
F,0.217414,0.008369,-0.328554,-1.06196,-0.827788,0.820874,-0.943869,0.380518,-0.793193,0.811029,2.1186,0.020976,0.330947,-0.554355,1.81095,-0.962794,-1.12073,1.06653,0.531835,-0.532078,1.12967,1.39127,1.72909,1.05412,-0.393695,-0.826319,1.03955,-1.51337,0.831048,0.592418,2.23303,-0.802614,-0.099164,1.28079,0.817241,-0.130478,0.711311,-0.649738,-2.06984,0.358081,-0.106032,1.67578,1.48632,-0.307131,-0.883869,-0.360372,-1.24852,1.60631,-1.00952,0.461006
T,1.83464,0.520577,0.727258,2.32254,0.239373,1.08781,1.40241,0.289259,-1.12493,0.770656,1.35008,-1.20663,-0.834453,0.65299,-2.14975,-1.04072,-0.224861,0.488475,1.27219,0.298986,-1.11412,-1.73135,1.11421,0.758444,-1.8497,-1.05615,-0.618502,0.215158,2.28,2.01225,-0.723417,0.008308,0.709306,0.902131,-1.06597,-0.322956,-1.03325,0.867343,0.358884,0.050567,-0.044681,0.842764,0.474444,2.0398,0.471517,1.22941,-0.238078,-0.453422,0.634249,-0.014751
F,0.262912,0.631653,0.066443,-0.922103,-1.27776,-2.16642,-0.412118,-0.510021,-0.226297,-0.83707,-0.710774,0.062029,-0.52509,-0.69135,1.22494,-0.264681,-1.37047,0.422015,-0.35909,1.74219,0.673522,0.746045,-0.552452,0.828208,0.397269,-0.500972,0.533749,-0.862261,0.067173,-0.336026,0.596294,-0.951581,-0.529834,-1.13666,0.347582,-0.753497,0.276397,-0.12781,-0.264413,2.1861,-0.228206,0.325266,0.504279,-1.14253,-1.31144,0.968504,-0.587911,0.03466,-0.880434,0.598666
F,-1.41239,0.641654,-0.293392,-0.668042,-1.12987,-1.0723,-1.24689,-0.444243,0.822421,0.732139,0.282961,0.9294,-1.61071,-0.896282,-0.700096,0.983223,0.303539,1.73095,-0.319658,0.66614,0.056029,1.42134,0.271077,-0.679448,1.51155,0.568052,0.250193,-0.726423,-1.06002,-0.536301,0.148153,-1.72487,-0.253999,-1.73212,1.64945,1.32808,0.668502,-1.38098,0.163832,-1.03011,0.937221,-0.641432,-0.616641,-1.94371,-1.05569,-0.937764,-0.854904,0.831826,-1.36005,1.95318
F,-1.1616,0.91768,-1.02184,-0.708878,0.414182,-0.843035,-0.82305,0.115098,0.617032,0.62531,0.486299,1.40694,-0.665417,-0.066362,-0.624488,0.183887,-0.038461,1.57782,0.147737,-0.058785,-0.174413,0.19689,0.324994,-0.243766,1.03152,-0.351763,-0.854901,-0.31353,-1.31651,0.490026,-0.853592,-0.484483,-0.558232,-1.52706,0.423519,0.859148,0.279092,-0.223583,-0.16282,-0.851329,0.111372,-0.830053,-0.712168,-0.470044,-0.387601,-1.02863,-0.506106,-0.214038,-0.267343,1.56059
F,-0.399909,0.809825,0.001639,-0.951402,-1.06223,-0.641152,-0.884028,-0.563711,1.09067,-0.074831,0.417348,1.05687,-0.707457,-0.816295,-0.332788,0.72676,-0.731605,0.502849,0.213897,0.13359,0.935842,0.649629,-0.602765,-0.58801,1.55219,0.05248,0.937124,-0.633585,-0.446471,-0.644268,0.150343,-1.19134,-0.376744,-1.27315,2.08575,-0.189659,0.877498,-0.744131,-0.135412,-1.26864,0.50397,-0.772531,0.175493,-1.14361,-0.173276,-0.860774,-0.979007,-0.297844,-1.22055,1.4861
F,-1.74159,0.814777,0.215288,-0.788323,-0.064423,-0.699175,-1.04328,-0.067261,0.907641,0.880796,-0.825631,1.01588,-1.62734,-0.783134,-1.98799,1.09897,-0.825781,1.36283,0.900701,0.847281,-0.055555,0.486494,-0.158845,-0.35921,1.20971,1.56353,-0.89083,-0.08839,-2.53791,0.407732,-0.311834,-1.12494,0.15952,-1.66856,0.758442,0.189444,0.792066,0.012271,-0.628942,-1.77364,1.07137,-1.35447,-0.587742,-1.3444,-1.10423,-1.14289,-0.822271,-0.769003,-1.07711,1.62796
F,-1.20655,0.1197,-0.790649,-0.407664,-0.367771,-1.25972,-1.18657,-0.256759,0.441343,-0.214051,0.151039,1.75803,-1.40697,-0.369369,0.043155,1.23613,-1.3793,1.334,-0.418861,1.43844,-0.568381,-0.408328,0.084422,-0.304738,0.927031,1.15568,0.063423,-0.620604,-3.66349,-0.002155,0.179385,-1.13318,-0.659682,-1.35805,0.127176,1.11121,-0.313474,-0.96812,-1.19182,-1.5044,1.17915,-2.26815,0.970316,-1.03951,-1.20505,-0.140197,-1.17683,0.737077,-0.636327,1.74857
F,-0.527436,1.5565,0.088124,-1.05026,0.259273,-1.18398,-1.05708,-0.361446,1.03022,0.300626,0.123146,0.216811,0.779415,0.021763,0.036463,-0.875485,0.149353,-1.18076,-0.196735,-1.33447,-0.877117,1.60884,-0.807404,-0.085919,0.868487,0.297575,-1.09813,0.421138,-1.86149,-0.267533,-0.093283,-0.984725,0.255202,-1.34328,0.28677,-0.905176,0.781849,-1.14047,-2.06201,-1.6305,-0.060174,1.77464,1.49758,-0.421274,-1.12548,-0.391664,-0.759737,0.849451,-0.270868,0.764921
F,-0.140789,-0.525096,-1.15092,-0.692001,1.02955,-1.19508,-0.549997,0.222273,-0.792663,0.592372,0.355803,0.686197,0.980272,0.16038,1.32189,1.09896,-0.705752,0.207481,0.409972,0.299356,0.81241,-0.047008,0.476993,0.248615,-0.965634,0.191712,0.144957,-0.475018,-0.208297,0.170431,1.04998,0.33453,0.442407,-1.82316,-0.805417,0.243986,1.70758,-0.579563,-2.65199,-0.848149,0.812886,0.379175,0.672446,-0.412021,-0.774831,-0.554359,0.350524,0.524373,0.268957,1.15185
F,0.468599,-0.557466,-1.7402,-0.612216,-0.838719,-1.72757,-0.728455,-0.081453,-0.97515,0.795654,0.095302,1.44673,-0.822898,0.041811,0.983679,1.58724,-1.86355,0.23699,-0.539499,1.08392,0.968299,-0.521797,-1.0441,0.322408,0.100384,1.07681,0.911769,-1.21846,-1.01041,0.090665,0.22169,-0.692988,-0.323606,-1.50012,-0.436604,0.64981,0.545889,0.176834,-0.412625,-0.08644,1.49312,0.544167,1.59054,-0.580977,-0.644233,0.345773,0.66244,1.51324,-0.012572,0.273893
F,0.105281,0.848516,-0.602249,-0.967186,-0.468248,-0.89656,-0.913241,-0.165452,0.804045,-0.02109,0.55201,0.963104,0.113457,-1.0495,-0.285508,0.525987,-0.015254,1.16903,-1.52041,-0.551459,-0.016946,0.189621,-0.736203,-0.710118,1.11188,-1.15589,1.17623,-0.658125,-0.034325,-0.573901,-0.138338,-0.220623,-0.606625,-1.19162,0.82902,0.019274,0.711906,-2.00917,-0.518045,0.407556,-0.300931,-0.140007,1.03373,-0.890587,-0.565004,-0.80521,-1.19999,-0.872167,-0.135017,0.544769
F,-0.750862,0.915788,-0.726568,-0.686497,-0.302558,-0.861735,-0.338867,-0.049133,1.68122,-0.226896,0.695614,0.464888,-1.25431,0.081342,-0.096745,1.05315,-0.306749,0.471739,0.315546,-0.048553,0.409844,1.58045,-1.04013,-0.112729,0.957159,0.086886,0.523315,-0.08603,-0.952389,-1.18245,0.574756,-0.137305,-0.058879,-1.10708,1.59658,1.11087,0.251491,-0.701095,-0.43364,-0.800128,0.832142,-0.126022,1.49691,-0.801662,-1.27225,0.031312,0.062022,0.62896,-0.233203,1.08944
F,0.063377,-0.065635,-1.65631,-1.65309,-0.924916,-2.17612,-1.83724,-0.955153,-0.1456,0.283383,1.88159,0.906277,-0.078275,-0.819163,1.24028,0.951683,-1.17079,0.983707,-1.29151,0.897724,1.42405,-0.63609,-1.324,0.974032,1.09423,0.084137,1.9771,-1.55807,-0.234576,-1.13714,1.20494,-0.96071,-0.730944,-0.530512,0.645942,0.982679,1.59438,-0.648073,-1.3139,0.040234,-0.566318,0.514754,1.28747,0.096101,-1.95575,-0.484327,-0.493399,1.84752,-0.427805,1.00466
F,-2.31952,0.47322,0.463572,-0.659746,-0.501954,-0.08632,-0.570915,-1.26058,1.13194,-0.958012,-0.817119,-1.09858,-1.55388,-0.832429,-0.853598,1.16637,-0.946913,0.08307,-0.719253,-0.222026,0.013102,0.354986,-0.442751,-0.16128,-0.204898,1.79053,0.032917,0.217732,-2.29605,0.642826,-0.46405,-1.32711,-0.666954,-1.23651,1.14372,0.682984,0.126975,-1.43402,-1.35753,-0.019463,1.66052,-0.658055,-1.29548,-1.67856,0.045441,0.200679,-0.921648,-0.953122,-0.907698,1.11615
F,0.071696,0.064564,-0.697529,-1.6452,-1.13372,-1.10451,-1.21756,-0.864422,1.03072,0.555335,1.7433,0.895546,-0.704497,-0.091932,1.69367,-0.537113,-1.56245,1.53273,-1.52053,0.743747,1.89099,-0.305936,-1.3478,1.13241,1.11589,-0.394356,1.58568,-1.02148,0.165164,-0.883171,0.855506,-0.874957,-0.36261,-0.233597,0.657712,-0.657416,2.05264,-0.071088,-0.083377,-0.806514,-0.035496,0.591026,1.82428,-0.486793,-1.1398,0.089111,-0.843128,1.71673,-0.418818,1.36517
T,0.760898,-0.304408,0.783044,1.39393,1.32769,0.119033,0.547207,2.27016,0.170659,0.110798,-1.00121,-1.51859,1.24441,1.33909,0.650447,-1.31076,1.66941,0.029631,1.52323,-1.02765,0.251978,-1.26716,2.25107,1.0974,-0.027105,-1.94768,-1.15065,1.49866,1.32172,1.44215,-0.797977,1.42795,-0.442482,0.454688,-0.619092,-3.14746,-0.170718,1.9461,1.39053,0.183478,-1.05828,0.965921,-0.400374,1.11845,1.33284,1.03808,0.791163,-0.474771,1.63522,-0.036326
F,-0.142293,-1.9132,-0.105441,-0.347112,0.440002,-0.205175,-0.738518,-1.49576,1.05879,1.2479,0.29072,1.64226,0.210066,-2.1303,-0.274835,0.45533,0.126097,0.453806,0.858385,-0.009976,1.21453,-0.227752,-0.338699,-0.140943,0.923815,0.682272,0.68662,-0.388182,0.200959,-2.55995,0.650819,-0.399723,0.45298,-0.562783,1.38735,0.30661,1.13525,-1.1797,0.195125,-0.299436,0.096059,0.486709,-0.087163,-0.358772,0.233164,-0.929443,-1.32507,1.18366,-0.735687,-1.75861
F,-0.232203,0.406258,0.879838,-0.970712,-0.176926,-1.08897,-0.977785,-0.502851,0.923272,-0.280262,-0.094371,0.415664,-0.213669,-0.800751,-0.202959,0.445117,0.634039,0.157774,-0.881782,0.443399,0.092202,1.60519,-1.09306,-0.614012,1.13651,0.353442,0.104618,0.17575,-0.612437,-0.136435,-0.073551,-0.330386,-0.803127,-0.33635,1.27999,-0.12565,0.46251,-0.741256,1.32057,-0.291253,-2.12472,0.329053,0.825535,-0.843908,0.214874,-0.906909,-0.188716,0.334259,-0.814496,-1.17948
T,1.31337,-2.64371,0.285083,1.48753,0.649451,-0.479421,0.366829,1.27914,-1.42853,-1.16641,-1.55922,-1.35399,0.776609,0.109645,-0.121483,-0.509381,0.874733,-0.452576,0.088559,-0.062869,-0.035654,-0.606504,-0.019956,1.77593,-1.27672,-0.308575,-0.457184,0.418571,1.15909,1.47391,-1.42137,0.864822,0.585028,-0.634877,-1.10693,0.102007,-1.19041,-0.284576,1.07362,0.037197,-0.284732,-0.767029,-0.475552,0.93777,0.167054,0.769273,2.2497,-1.61862,0.941415,-0.335972
T,1.04868,-0.034344,1.47743,0.923745,1.86291,-0.928249,1.62195,0.917024,-0.96937,1.33173,-1.29321,-0.171267,1.57688,0.953207,0.319593,0.481187,1.41252,-0.171285,0.953024,-0.447809,-2.749,-0.572482,-0.226382,-1.78108,-0.545076,-0.020831,-0.420457,1.32519,0.805346,-2.6776,-0.644261,1.59623,1.83454,-0.347513,-0.300375,-0.833835,-0.344454,1.61679,0.135391,0.177068,0.201898,0.986708,-2.30122,0.600446,1.02754,0.241954,2.14338,-0.050773,0.317687,-1.25805
F,0.08924,-0.695596,-1.77506,-0.600602,-0.082354,-0.80954,-1.03132,-0.399639,0.126167,0.722418,1.52745,1.41426,0.550988,-0.853935,2.3266,0.073959,-0.540821,0.627748,-0.55613,1.17685,-0.122918,-0.192416,-0.954304,-0.966853,0.248389,1.47335,1.53426,-0.664787,0.447727,0.098178,0.511566,-0.519955,0.676643,-0.025592,-0.228593,1.81136,-0.119256,0.38354,-1.35102,-0.99612,0.347426,-0.71635,0.477582,-0.554353,0.000707,0.525809,0.920067,1.60586,-0.507966,0.938319
F,0.026216,-0.093045,0.301769,-0.09786,1.10551,-1.02748,0.43863,0.357574,-0.764693,0.718137,-0.834091,-0.868588,-0.221598,-0.01211,-0.216494,-0.703259,0.858329,1.40781,1.45485,-1.07067,-1.89395,-0.404407,0.607102,-0.246543,-0.058028,-0.914479,-0.864145,0.937619,-0.204137,0.708546,-1.28104,0.599858,0.581065,-1.35402,-0.191518,-0.691518,-2.02135,0.824277,0.505141,0.08442,-0.289858,-1.05659,-1.12138,0.199548,0.622387,-0.660333,1.71184,0.253751,0.551036,1.31105
F,0.660668,-1.00728,-0.935249,-0.61041,-0.648994,-1.58645,-0.636079,-1.04314,-0.411855,1.26555,0.708197,0.86473,0.087161,-0.898644,1.17326,0.795994,-0.741258,0.374161,-1.30799,0.452917,1.03858,0.927079,-1.02261,-0.246657,0.546118,0.66,1.47687,-1.46176,0.522716,-2.07822,0.524236,-0.555301,0.448561,-0.603538,0.091124,1.35101,0.776607,-0.122161,-1.58439,0.917987,0.181374,-0.979538,0.651767,-0.42201,-2.46461,0.414625,1.10858,1.62849,-0.844443,-0.090007
F,-0.261051,0.101267,-1.03706,-1.84239,-1.16982,-0.770963,-1.81962,-1.50261,0.930289,0.395047,-0.166675,-0.586901,-0.218954,-1.31511,2.4155,-0.632449,0.03238,1.61445,-0.443294,-0.503536,0.720509,1.01921,-0.038188,0.4643,0.497749,-0.365986,1.57361,-1.42388,0.568904,-1.37138,0.581099,-0.812223,-0.726319,0.449538,-0.702625,-0.171361,0.448353,0.196685,0.48375,0.753342,-0.833811,-1.149,0.364233,-1.16559,-0.591747,0.850186,0.36304,1.45921,-0.887238,-0.592587
T,0.731312,0.740804,1.20801,1.19715,1.67218,-0.070238,-0.045496,0.984154,-1.04887,0.955901,-1.34472,-1.04714,1.14892,-0.406948,-1.61786,-0.092283,1.13283,0.994905,0.558756,-0.70315,-2.02707,-1.06132,1.77205,-1.70453,-0.20562,-1.86273,-1.44487,0.939908,-0.038347,0.77404,-1.21863,0.722843,1.38026,-0.837044,-0.246246,-1.39014,-0.32067,2.11149,0.945694,-0.489756,-1.38497,-0.480751,-1.47833,0.822526,1.22721,-0.613564,2.2423,-0.258239,-0.287848,0.317309
