normal,gene14,gene852,gene1917,gene377,gene1494,gene1668,gene493,gene1892,gene1047,gene841,gene1671,gene625,gene1416,gene765,gene1400,gene1758,gene822,gene1048,gene67,gene1372,gene1772,gene581,gene892,gene1388,gene1293,gene1534,gene513,gene1423,gene1597,gene419
T,-0.101042,1.02318,-0.129948,0.435586,-0.311702,1.26729,0.750946,-1.13995,0.398588,-1.58673,-0.78385,-1.85838,-0.396195,0.379343,-1.72185,-1.41877,-0.284693,-0.409339,-0.546999,-0.559451,0.599401,-0.622999,0.519834,1.24175,0.874881,-0.898992,-0.05353,0.49751,0.64537,0.736467
F,-0.633022,0.382988,0.383361,0.608344,-0.460694,0.763825,0.189036,-0.065456,-1.27301,-0.239024,0.587315,1.02459,-0.347229,-0.311375,-0.03181,1.09922,-1.79101,-1.12692,0.301681,1.43779,0.855435,-0.082065,0.110594,0.161462,-0.377808,0.521786,0.649353,-0.665845,0.036234,-0.553948
T,1.02874,1.12144,-0.167978,2.79307,0.205022,0.868894,1.62459,-0.629941,-2.49923,-1.60027,-0.416893,-0.749753,-0.880757,0.505664,-0.163824,-0.965117,-0.730527,-0.951879,1.22071,0.778691,-1.71989,-1.58774,-0.887962,0.449207,-1.6672,-0.348296,-0.787126,-0.157766,0.671953,1.30297
F,0.255625,0.739086,-0.74247,-0.86651,-1.63042,1.35067,0.03872,-2.01713,0.702935,-2.11258,0.673107,0.225784,-0.606112,-0.518572,0.035253,0.589093,-1.63708,-1.24245,-0.122837,-0.173389,1.54542,0.060163,-0.653228,0.608616,0.384847,1.09205,1.20142,-0.947733,-0.210832,-0.58426
T,2.08865,0.01576,-0.411039,1.24517,1.17427,1.39303,1.48417,0.479083,-2.22404,0.401988,-0.968595,-1.24503,1.12853,1.84852,0.071298,-1.34978,0.226412,-0.386449,1.32142,-0.801563,-0.467391,-2.37412,1.52875,1.33453,-2.98966,0.16991,-0.90588,0.511837,-0.528005,1.70515
F,-1.84593,0.838199,-0.280699,0.206886,-1.85769,0.840551,0.37907,-1.10078,1.02599,0.497809,0.188356,0.521564,-2.93099,-0.654079,0.636268,1.0329,-1.71256,0.479838,-0.885575,1.26397,-0.089997,1.42183,-0.234376,-0.763431,0.991906,0.417952,0.601915,-1.04373,0.178398,-0.539278
T,-0.660579,0.823155,0.453765,0.480019,1.40626,0.64626,1.46716,1.09047,-0.334073,0.697164,-1.75036,-1.6444,-0.891652,1.27248,-1.42803,-1.42232,0.906518,-0.360972,1.93345,-0.124965,-0.939177,-0.643576,0.682372,-0.6411,-0.524762,-0.800772,-1.93385,1.25143,0.732518,0.886149
F,0.217414,0.008369,-0.328554,-1.06196,-0.827788,0.820874,-0.943869,0.380518,-0.793193,0.811029,2.1186,0.020976,0.330947,-0.554355,1.81095,-0.962794,-1.12073,1.06653,0.531835,-0.532078,1.12967,1.39127,1.72909,1.05412,-0.393695,-0.826319,1.03955,-1.51337,0.831048,0.592418
T,1.83464,0.520577,0.727258,2.32254,0.239373,1.08781,1.40241,0.289259,-1.12493,0.770656,1.35008,-1.20663,-0.834453,0.65299,-2.14975,-1.04072,-0.224861,0.488475,1.27219,0.298986,-1.11412,-1.73135,1.11421,0.758444,-1.8497,-1.05615,-0.618502,0.215158,2.28,2.01225
F,0.262912,0.631653,0.066443,-0.922103,-1.27776,-2.16642,-0.412118,-0.510021,-0.226297,-0.83707,-0.710774,0.062029,-0.52509,-0.69135,1.22494,-0.264681,-1.37047,0.422015,-0.35909,1.74219,0.673522,0.746045,-0.552452,0.828208,0.397269,-0.500972,0.533749,-0.862261,0.067173,-0.336026
F,-1.41239,0.641654,-0.293392,-0.668042,-1.12987,-1.0723,-1.24689,-0.444243,0.822421,0.732139,0.282961,0.9294,-1.61071,-0.896282,-0.700096,0.983223,0.303539,1.73095,-0.319658,0.66614,0.056029,1.42134,0.271077,-0.679448,1.51155,0.568052,0.250193,-0.726423,-1.06002,-0.536301
F,-1.1616,0.91768,-1.02184,-0.708878,0.414182,-0.843035,-0.82305,0.115098,0.617032,0.62531,0.486299,1.40694,-0.665417,-0.066362,-0.624488,0.183887,-0.038461,1.57782,0.147737,-0.058785,-0.174413,0.19689,0.324994,-0.243766,1.03152,-0.351763,-0.854901,-0.31353,-1.31651,0.490026
F,-0.399909,0.809825,0.001639,-0.951402,-1.06223,-0.641152,-0.884028,-0.563711,1.09067,-0.074831,0.417348,1.05687,-0.707457,-0.816295,-0.332788,0.72676,-0.731605,0.502849,0.213897,0.13359,0.935842,0.649629,-0.602765,-0.58801,1.55219,0.05248,0.937124,-0.633585,-0.446471,-0.644268
F,-1.74159,0.814777,0.215288,-0.788323,-0.064423,-0.699175,-1.04328,-0.067261,0.907641,0.880796,-0.825631,1.01588,-1.62734,-0.783134,-1.98799,1.09897,-0.825781,1.36283,0.900701,0.847281,-0.055555,0.486494,-0.158845,-0.35921,1.20971,1.56353,-0.89083,-0.08839,-2.53791,0.407732
F,-1.20655,0.1197,-0.790649,-0.407664,-0.367771,-1.25972,-1.18657,-0.256759,0.441343,-0.214051,0.151039,1.75803,-1.40697,-0.369369,0.043155,1.23613,-1.3793,1.334,-0.418861,1.43844,-0.568381,-0.408328,0.084422,-0.304738,0.927031,1.15568,0.063423,-0.620604,-3.66349,-0.002155
F,-0.527436,1.5565,0.088124,-1.05026,0.259273,-1.18398,-1.05708,-0.361446,1.03022,0.300626,0.123146,0.216811,0.779415,0.021763,0.036463,-0.875485,0.149353,-1.18076,-0.196735,-1.33447,-0.877117,1.60884,-0.807404,-0.085919,0.868487,0.297575,-1.09813,0.421138,-1.86149,-0.267533
F,-0.140789,-0.525096,-1.15092,-0.692001,1.02955,-1.19508,-0.549997,0.222273,-0.792663,0.592372,0.355803,0.686197,0.980272,0.16038,1.32189,1.09896,-0.705752,0.207481,0.409972,0.299356,0.81241,-0.047008,0.476993,0.248615,-0.965634,0.191712,0.144957,-0.475018,-0.208297,0.170431
F,0.468599,-0.557466,-1.7402,-0.612216,-0.838719,-1.72757,-0.728455,-0.081453,-0.97515,0.795654,0.095302,1.44673,-0.822898,0.041811,0.983679,1.58724,-1.86355,0.23699,-0.539499,1.08392,0.968299,-0.521797,-1.0441,0.322408,0.100384,1.07681,0.911769,-1.21846,-1.01041,0.090665
F,0.105281,0.848516,-0.602249,-0.967186,-0.468248,-0.89656,-0.913241,-0.165452,0.804045,-0.02109,0.55201,0.963104,0.113457,-1.0495,-0.285508,0.525987,-0.015254,1.16903,-1.52041,-0.551459,-0.016946,0.189621,-0.736203,-0.710118,1.11188,-1.15589,1.17623,-0.658125,-0.034325,-0.573901
F,-0.750862,0.915788,-0.726568,-0.686497,-0.302558,-0.861735,-0.338867,-0.049133,1.68122,-0.226896,0.695614,0.464888,-1.25431,0.081342,-0.096745,1.05315,-0.306749,0.471739,0.315546,-0.048553,0.409844,1.58045,-1.04013,-0.112729,0.957159,0.086886,0.523315,-0.08603,-0.952389,-1.18245
F,0.063377,-0.065635,-1.65631,-1.65309,-0.924916,-2.17612,-1.83724,-0.955153,-0.1456,0.283383,1.88159,0.906277,-0.078275,-0.819163,1.24028,0.951683,-1.17079,0.983707,-1.29151,0.897724,1.42405,-0.63609,-1.324,0.974032,1.09423,0.084137,1.9771,-1.55807,-0.234576,-1.13714
F,-2.31952,0.47322,0.463572,-0.659746,-0.501954,-0.08632,-0.570915,-1.26058,1.13194,-0.958012,-0.817119,-1.09858,-1.55388,-0.832429,-0.853598,1.16637,-0.946913,0.08307,-0.719253,-0.222026,0.013102,0.354986,-0.442751,-0.16128,-0.204898,1.79053,0.032917,0.217732,-2.29605,0.642826
F,0.071696,0.064564,-0.697529,-1.6452,-1.13372,-1.10451,-1.21756,-0.864422,1.03072,0.555335,1.7433,0.895546,-0.704497,-0.091932,1.69367,-0.537113,-1.56245,1.53273,-1.52053,0.743747,1.89099,-0.305936,-1.3478,1.13241,1.11589,-0.394356,1.58568,-1.02148,0.165164,-0.883171
T,0.760898,-0.304408,0.783044,1.39393,1.32769,0.119033,0.547207,2.27016,0.170659,0.110798,-1.00121,-1.51859,1.24441,1.33909,0.650447,-1.31076,1.66941,0.029631,1.52323,-1.02765,0.251978,-1.26716,2.25107,1.0974,-0.027105,-1.94768,-1.15065,1.49866,1.32172,1.44215
F,-0.142293,-1.9132,-0.105441,-0.347112,0.440002,-0.205175,-0.738518,-1.49576,1.05879,1.2479,0.29072,1.64226,0.210066,-2.1303,-0.274835,0.45533,0.126097,0.453806,0.858385,-0.009976,1.21453,-0.227752,-0.338699,-0.140943,0.923815,0.682272,0.68662,-0.388182,0.200959,-2.55995
F,-0.232203,0.406258,0.879838,-0.970712,-0.176926,-1.08897,-0.977785,-0.502851,0.923272,-0.280262,-0.094371,0.415664,-0.213669,-0.800751,-0.202959,0.445117,0.634039,0.157774,-0.881782,0.443399,0.092202,1.60519,-1.09306,-0.614012,1.13651,0.353442,0.104618,0.17575,-0.612437,-0.136435
T,1.31337,-2.64371,0.285083,1.48753,0.649451,-0.479421,0.366829,1.27914,-1.42853,-1.16641,-1.55922,-1.35399,0.776609,0.109645,-0.121483,-0.509381,0.874733,-0.452576,0.088559,-0.062869,-0.035654,-0.606504,-0.019956,1.77593,-1.27672,-0.308575,-0.457184,0.418571,1.15909,1.47391
T,1.04868,-0.034344,1.47743,0.923745,1.86291,-0.928249,1.62195,0.917024,-0.96937,1.33173,-1.29321,-0.171267,1.57688,0.953207,0.319593,0.481187,1.41252,-0.171285,0.953024,-0.447809,-2.749,-0.572482,-0.226382,-1.78108,-0.545076,-0.020831,-0.420457,1.32519,0.805346,-2.6776
F,0.08924,-0.695596,-1.77506,-0.600602,-0.082354,-0.80954,-1.03132,-0.399639,0.126167,0.722418,1.52745,1.41426,0.550988,-0.853935,2.3266,0.073959,-0.540821,0.627748,-0.55613,1.17685,-0.122918,-0.192416,-0.954304,-0.966853,0.248389,1.47335,1.53426,-0.664787,0.447727,0.098178
F,0.026216,-0.093045,0.301769,-0.09786,1.10551,-1.02748,0.43863,0.357574,-0.764693,0.718137,-0.834091,-0.868588,-0.221598,-0.01211,-0.216494,-0.703259,0.858329,1.40781,1.45485,-1.07067,-1.89395,-0.404407,0.607102,-0.246543,-0.058028,-0.914479,-0.864145,0.937619,-0.204137,0.708546
F,0.660668,-1.00728,-0.935249,-0.61041,-0.648994,-1.58645,-0.636079,-1.04314,-0.411855,1.26555,0.708197,0.86473,0.087161,-0.898644,1.17326,0.795994,-0.741258,0.374161,-1.30799,0.452917,1.03858,0.927079,-1.02261,-0.246657,0.546118,0.66,1.47687,-1.46176,0.522716,-2.07822
F,-0.261051,0.101267,-1.03706,-1.84239,-1.16982,-0.770963,-1.81962,-1.50261,0.930289,0.395047,-0.166675,-0.586901,-0.218954,-1.31511,2.4155,-0.632449,0.03238,1.61445,-0.443294,-0.503536,0.720509,1.01921,-0.038188,0.4643,0.497749,-0.365986,1.57361,-1.42388,0.568904,-1.37138
T,0.731312,0.740804,1.20801,1.19715,1.67218,-0.070238,-0.045496,0.984154,-1.04887,0.955901,-1.34472,-1.04714,1.14892,-0.406948,-1.61786,-0.092283,1.13283,0.994905,0.558756,-0.70315,-2.02707,-1.06132,1.77205,-1.70453,-0.20562,-1.86273,-1.44487,0.939908,-0.038347,0.77404
F,0.061964,-1.19646,0.768901,0.70518,1.39229,-0.821521,1.02057,0.464721,-0.380491,1.13619,-0.721404,-0.390316,0.630879,0.135997,-0.708121,-0.2008,1.38981,1.03151,1.47842,1.20118,-0.577775,-0.267776,1.53156,-0.024134,-0.620577,-0.279087,-0.959614,0.928112,0.646064,-0.858531
T,1.06366,0.112246,1.58199,-0.193367,1.51957,0.53706,1.77076,1.91059,-0.298695,-1.51729,0.216881,-0.742501,1.55542,0.939973,0.194183,-0.267506,1.43652,-0.400723,1.18121,-0.200488,-0.648038,-0.275533,1.60826,-0.784707,-0.390914,-0.74583,-0.448451,1.66433,1.35133,-0.444319
T,-0.015205,0.524965,-3.12738,-0.137593,-0.998734,0.991817,0.0915,-0.340433,0.475153,1.40817,-0.355162,0.408603,-0.761014,-1.27574,0.006701,-1.01364,-0.814681,-0.375563,0.004581,2.06524,-1.01455,0.979085,-0.740748,-0.437336,0.619135,0.457734,-0.076921,-1.23214,1.30475,-0.057823
F,0.954973,-1.10769,-0.997469,-0.761555,-1.66023,-0.250222,-0.605867,-0.495257,0.713768,0.80956,-0.033978,1.10302,-0.079187,-0.477421,1.47715,-0.250212,-0.338188,-1.2238,-0.74945,1.37498,1.63779,0.575527,-1.14013,0.880615,0.26629,1.31918,0.302623,-2.399,0.786019,-1.13178
F,0.156209,0.068183,0.295722,-0.552491,-1.1708,-0.639758,-0.502564,0.468867,1.04707,0.49203,0.814943,0.61061,-0.101047,-0.504203,0.083999,-0.368524,0.002858,-0.339202,-1.67309,0.335785,0.988891,1.67021,-1.16679,1.32291,1.00531,-0.861402,-0.301566,-0.911255,0.455232,-0.156881
T,1.39249,0.456476,1.90586,0.114126,0.730165,-0.113417,0.448844,1.11417,-0.441505,1.10359,-0.52204,-1.8871,1.24241,0.888538,0.120995,-3.62083,1.68828,-0.84357,0.193194,-0.732817,-0.660027,-0.275803,0.032779,1.05758,0.281015,-2.12059,-0.643549,1.36077,1.43728,0.197501
T,-0.769534,-3.12858,0.396271,-0.164317,-0.199011,0.294336,-0.937252,-0.323548,0.62522,0.459022,1.27111,-0.107927,1.01067,-1.92326,0.191606,0.84513,0.406752,0.987063,-0.304799,-0.760022,-0.873236,1.95333,-0.553943,-2.07184,0.267743,0.0972,0.648747,-0.373469,0.247832,0.688728
F,1.12447,-1.32643,0.662972,0.749598,1.42427,-1.15426,0.314639,1.70824,-0.437891,0.147986,0.531178,-0.480854,1.56852,0.965813,0.782236,-0.830668,1.29745,0.769488,0.993333,-0.373275,0.010416,-0.815263,1.15768,0.947353,-0.773742,-0.456768,-0.123349,1.05664,0.803454,0.492727
F,-0.324529,1.22132,-0.141406,-0.75391,0.850578,0.600808,-0.213315,0.595536,1.30668,-2.78492,-0.025612,-0.726459,1.96535,-0.842043,0.394476,0.536841,0.737576,-0.481475,-1.08463,-2.64109,0.070715,0.862479,-0.342415,-0.489119,0.490584,-3.08003,-0.755456,0.456182,0.363797,0.238352
F,-1.39987,-0.251134,1.06678,0.001145,-0.949481,-0.897876,-0.567127,-0.005179,1.61455,-0.801316,0.221683,0.19067,-0.047245,-1.30552,-0.308762,0.876724,0.611445,0.588628,-1.18175,1.43384,0.204608,1.19437,-1.07017,-0.979989,1.24074,0.625456,0.468686,-0.306563,-0.531232,-0.778654
F,-0.229063,-1.67909,0.500274,-0.507101,-0.232768,0.839326,-0.556259,-2.46453,-0.09364,0.133534,-0.208402,0.844114,0.358097,-0.830158,1.03369,0.867055,-0.120651,0.263468,-0.223661,1.32487,0.82643,0.164785,-0.433639,0.509418,0.553416,0.176108,1.57332,-0.926462,0.357328,-0.855378
T,-0.118578,-0.476732,1.18144,2.21181,1.51423,0.31182,0.347547,1.92063,0.305967,1.03779,-0.340699,-0.626193,0.596158,0.056917,-1.12982,0.220014,1.25762,0.615205,1.7953,-0.152204,-0.871819,0.349985,1.27876,-1.68214,-0.134233,-0.802377,-1.04297,1.08279,0.093008,1.90862
F,-1.33116,-1.6241,-2.18534,-0.212275,-0.403048,0.334574,-1.28944,-0.558186,0.761279,0.709645,1.20989,1.41968,0.225655,-1.61317,0.473929,1.18779,-0.690955,0.251827,-1.3592,0.497795,-0.220162,0.575565,-0.565687,0.006354,1.01023,1.40269,0.997405,-1.09074,0.258445,-0.447433
T,0.696933,-2.40886,1.06067,0.365677,1.22737,0.477202,0.694332,1.14638,-0.12444,0.576813,1.08054,-0.100459,1.845,0.492348,0.545995,0.488277,1.04098,0.248285,0.861721,-0.980467,-0.173695,-1.17057,0.50974,0.489603,-0.445138,-1.3309,-0.656707,1.17024,0.712104,-0.283721
