class,Attr3320,Attr6215,Attr5593,Attr5087,Attr1962,Attr3341,Attr2439,Attr2121,Attr5984,Attr2363,Attr2288,Attr1144,Attr804,Attr6184,Attr6281,Attr3252,Attr1882,Attr668,Attr1779,Attr6201
F,-0.6119,-0.393951,1.64634,0.059564,-0.194179,-0.035451,0.187569,-0.624085,-0.00225,-0.979461,-0.536753,-0.208404,0.471007,2.12329,0.280002,-0.525202,-0.460224,-0.220171,-0.519131,-0.543722
F,-0.557627,-0.289109,0.19509,0.909252,3.12941,-0.442698,1.91035,-0.651686,-0.317539,-0.058331,-0.577855,0.024648,1.17895,1.16981,0.371777,-0.696862,-0.597168,-0.667215,-0.527181,-0.562868
F,-0.140593,-0.237791,-0.481338,-0.204594,-0.553149,-0.398412,0.918373,-0.619613,0.043868,-0.566933,-0.535705,-0.551346,-0.305916,0.292154,0.441323,-0.573825,-0.587216,0.512461,-0.501847,1.17053
F,-0.596864,-0.520162,1.88696,-0.25221,0.317772,-0.170095,1.5615,-0.626244,0.207724,-0.843261,-0.500713,1.16844,-0.380005,0.514541,1.11577,-0.626539,-0.540056,1.24175,-0.495368,-0.553711
F,0.132343,-0.095742,0.504329,-0.039454,0.81412,2.57029,0.289844,-0.271557,-0.416588,-1.00687,-0.566986,-0.534215,0.290142,1.06681,-0.564275,-0.411325,-0.524403,-0.651283,-0.524553,-0.537857
T,0.34363,0.131315,-0.3559,0.833006,-0.417131,0.099255,-1.26578,0.481295,-1.28664,-0.0438,-0.501987,-1.08787,-0.411054,-0.343729,-0.609118,-0.503443,-0.371543,-1.08478,-0.464909,2.25285
T,1.65205,-0.394572,-0.598235,-0.582557,-1.26225,-1.18193,-0.847107,-0.12037,-0.192331,1.65618,1.50405,-0.588914,-1.26286,-1.23827,-0.407852,0.742518,0.694847,-1.04546,-0.147408,0.014045
T,2.8127,-0.549244,-1.21353,-0.359001,-0.235821,1.68606,-1.20068,2.13626,-0.607781,1.31423,1.57243,-0.859074,-0.632391,-0.826278,-1.49876,0.816265,1.86081,-0.689678,-0.482174,0.562428
T,2.06646,1.11385,-0.976243,-0.634794,-0.762566,-0.06464,-0.268088,0.682255,-0.817847,0.428323,0.956275,-1.03158,-1.12243,-1.15464,-0.751904,2.02431,0.722325,-0.294299,1.33788,-0.189243
T,1.42912,-0.240879,-0.662012,-0.782449,0.39294,1.95091,-0.272565,1.71373,0.455603,-0.065804,-0.453719,-0.031335,-0.075807,-0.444363,-0.450042,-0.554628,1.57609,-1.02982,-0.50119,1.76387
T,-0.082864,2.03475,-0.688989,-0.099012,-0.640843,1.73761,-1.12355,-0.145003,-1.71146,1.93395,0.06531,-1.42623,-0.461026,-0.780438,-1.70488,1.29628,0.051335,-0.929544,0.746826,3.21405
T,1.37983,0.230841,-1.22109,-0.6669,-1.11824,0.189216,-1.46231,1.06972,-0.810109,1.51913,0.957302,-0.775777,-1.20858,0.059586,-1.00851,2.07794,-0.27943,-0.345369,0.635857,0.936433
T,1.13572,0.68782,-1.20513,-0.738732,-1.03822,-0.432191,0.250136,0.40768,-1.00509,-0.275413,-0.538242,-0.99335,-1.12521,-0.62997,-1.08897,0.95268,-0.274433,-0.800076,2.07699,-0.526202
T,2.71834,0.053077,-0.864496,-1.17639,-1.02928,0.740466,-1.19162,3.23413,0.305534,1.12302,0.71308,-1.51324,-1.08993,-0.045784,-1.62221,1.57582,2.24999,-0.712271,-0.240822,2.27509
T,1.32334,-0.146644,-0.696387,-1.00605,-0.747331,1.31672,-1.26594,1.50441,-0.579846,0.161956,1.4019,-1.08807,-0.713176,-1.12797,-1.22122,0.175134,1.64813,-0.871105,-0.375154,2.85011
T,1.15398,0.336469,-0.560948,-0.632674,-0.481185,0.262185,-1.49683,-0.289541,-0.288613,-0.735074,-0.025924,-1.0295,-0.831293,-0.338494,-1.2889,0.034248,-0.265099,-0.702427,0.395664,1.25153
F,-0.20545,-0.054873,4.71192,-0.085253,-0.646247,0.186765,1.41663,-0.787464,-0.015532,-0.788236,-0.557649,0.468274,0.572294,2.30572,0.496574,-0.521302,-0.55166,1.00933,-0.439346,-0.441835
F,-0.224616,-0.547991,-0.11866,-0.599206,-0.614744,-0.977787,0.691204,-0.73042,-0.802112,0.39196,-0.622066,1.05289,-0.628834,-0.575484,-0.265763,-0.521593,-0.525482,-0.436602,-0.524474,-0.53522
F,-1.03587,-0.699092,0.24894,-0.474927,2.27599,-1.29707,0.24593,-0.667881,0.161274,-0.288277,-0.501822,0.169905,0.301434,0.002724,1.14145,-0.591709,-0.565077,-0.478675,-0.517424,-0.579
F,-1.54256,-0.198438,0.164281,1.28762,0.154358,-0.857827,0.404516,-0.727262,0.029626,-0.788659,-0.515076,-0.693924,0.388849,1.33793,-0.082984,-0.6624,-0.504106,1.08431,-0.359711,-0.393213
F,-0.76261,-0.003933,-0.644674,-0.466184,-0.271495,-1.0821,1.30486,-0.572736,0.031086,-0.57895,-0.49018,0.626233,-0.351402,0.63416,0.00289,-0.395312,-0.551662,0.25647,-0.321522,-0.555313
F,-1.30226,-0.619396,1.30861,0.457101,-0.184148,-0.874051,0.626051,-0.668221,1.17168,-0.828957,-0.470702,0.570931,1.26318,0.352097,1.68599,-0.727484,-0.446681,2.79919,-0.525639,-0.570695
F,-0.937053,-0.549128,-0.275685,-0.568005,0.366441,-1.03568,2.32354,-0.516187,0.260347,-0.780168,-0.465813,-0.238504,-0.090504,-0.942416,0.661919,-0.581599,-0.521849,0.388947,-0.538533,-0.543672
F,-0.805493,-0.608796,-0.751777,-0.371367,0.227369,-1.15893,0.827146,-0.440507,1.65582,-0.632818,-0.487405,-0.14958,-0.22091,-0.181368,0.621353,-0.645466,-0.530449,-0.515384,-0.522275,-0.573746
F,-0.164445,-0.334447,-0.88287,-0.648329,-0.557061,-0.740299,-0.593968,-0.603521,-0.956245,-0.147621,-0.406133,-0.065572,-0.247778,0.741392,0.588492,-0.55863,-0.522517,-0.389144,-0.403136,-0.54124
F,-0.839137,-0.499011,0.249682,1.08449,0.250459,0.320677,1.58638,-0.579345,1.75776,-0.707537,-0.557504,-0.240424,2.18688,-0.39083,1.73951,-0.773564,-0.601937,-0.086785,-0.515024,-0.592512
F,0.112773,-0.176288,1.22356,-0.276205,1.10825,3.54505,0.399535,-0.131459,-0.396826,-0.86699,-0.528823,0.586754,-0.070358,1.65068,-0.075401,-0.555319,-0.47734,-0.287708,-0.310841,-0.545922
T,1.38008,1.99997,-0.447766,-1.10067,-0.560015,0.27129,-0.878596,1.29352,-1.17326,1.63765,1.45799,-0.951515,-1.11901,-1.35273,-1.41331,1.31224,1.48623,-0.61991,0.981413,1.87066
T,1.26351,1.38452,-0.564867,-0.752599,-1.00097,0.316671,-0.698068,-0.064507,-0.718514,0.506342,2.35683,-0.96578,-1.23827,-1.92894,-1.11138,0.965867,-0.07373,-0.718141,1.11667,3.14391
T,-0.928236,-0.644201,-1.63074,-1.55441,-0.567191,-0.521988,-0.612814,3.88072,0.306622,0.69698,1.53877,-0.512598,-1.18639,-2.27321,-0.430521,0.453253,2.39323,-1.1415,-0.401339,-0.471871
T,2.48096,0.148529,-0.267492,-1.05119,-0.380147,0.518708,-1.1919,1.03863,0.551911,-0.318334,4.96756,-1.12979,0.475891,0.344356,-1.31816,0.707383,2.97982,-0.544588,0.8735,0.864447
T,-0.364046,1.63803,-0.752507,-0.124125,-0.222911,1.10293,-2.17033,1.18623,-1.32585,1.12789,0.7537,-0.549944,-1.20052,0.499883,0.555396,0.065116,1.25302,0.206905,3.01414,-0.588025
F,-0.454576,-0.183849,-0.105475,-0.142952,-0.120994,-0.436886,-0.578147,-0.837543,-0.967352,-0.643078,-0.475156,-0.155222,-0.118986,0.503498,0.548627,-0.548593,-0.471283,-0.880191,-0.13928,-0.56373
F,-0.345304,-0.051675,0.819292,-0.209827,0.789918,-0.390565,1.11373,-0.435715,-0.634245,-0.831136,-0.457654,1.67004,0.173339,1.25056,-0.535277,-0.390714,-0.441129,-0.372159,-0.466049,-0.567889
T,-0.584872,1.0155,-0.649735,-0.56948,-1.22675,-0.055673,-1.15247,1.23142,-0.750345,1.14131,2.51485,-0.886521,-1.26354,-0.3039,-1.01383,1.08111,0.020751,-0.637788,1.132,-0.539611
T,1.18361,0.577002,-0.748423,-1.0863,-1.55569,1.02778,-0.207187,0.268781,-1.23642,0.309577,1.11735,-0.678878,-0.675648,-1.03958,-0.509781,1.16061,1.69614,-0.574487,1.60741,-0.206675
F,-0.830983,-0.297687,-0.110213,-0.558462,0.029033,-1.04537,0.708298,-0.184534,-0.05417,-0.299357,-0.454213,0.427535,-0.205684,1.1924,1.10476,-0.505623,-0.500107,0.84921,-0.09866,-0.582935
T,-0.674715,3.01544,-0.989265,-0.787725,-1.19108,-0.082434,-0.867464,-0.238695,-0.855858,1.74884,0.562036,-0.35298,-1.06128,-1.14079,-0.682969,1.29628,-0.135265,-0.381577,3.65932,-0.54024
T,-0.322829,5.95165,0.092976,-0.177128,-0.355793,1.02436,0.089497,-0.074826,-1.33658,1.19752,0.149769,-0.512447,-0.11883,0.729587,-0.602208,3.35959,-0.519619,-0.326197,4.07927,1.98329
T,-0.455592,-0.597643,-1.17678,-1.44977,-0.452197,1.80501,0.339021,1.47601,-1.3036,-0.159569,0.9282,-0.646891,-0.757855,-2.38457,-1.22768,0.623781,3.28424,-0.605968,-0.133746,-0.530259
T,1.28085,0.005238,-0.545841,-0.521767,-0.791579,1.53443,-0.787329,1.19161,-1.70216,-0.053549,1.76196,-1.34952,-0.854383,-1.54097,-1.68125,2.6497,2.76957,-0.541657,0.405491,1.14437
T,1.91972,0.138199,-0.520505,-0.893403,-1.36572,1.66862,0.186684,2.90098,-1.6523,3.68477,0.234306,-0.820543,-1.21453,-1.20997,-1.40832,0.935854,-0.035012,-0.383485,0.053015,-0.139549
T,1.42068,-0.233566,-0.89842,-0.548534,-1.49183,-0.874949,-1.06498,-0.271967,-0.520939,1.617,0.942962,-0.627758,-0.715276,0.323774,-0.579499,1.40867,1.73399,-0.837261,2.4228,0.808159
T,-0.562615,-0.690463,-0.559732,-0.214618,-1.17456,-0.398258,-0.321213,-0.444636,0.255263,0.170356,-0.505121,-0.528361,-1.06257,-1.17741,-0.300681,-0.367617,-0.172229,-1.08199,-0.473534,-0.454251
F,-0.369677,-0.554915,0.412812,-0.456975,-0.293635,-1.06986,-0.031578,-0.079613,0.491293,-0.470747,-0.43189,-0.102198,2.40122,1.04572,-0.740699,-0.636863,-0.179145,-0.535105,-0.543854,0.51771
F,-0.473066,-0.515079,-0.078355,1.32786,1.84781,-1.58942,0.025267,-0.598225,-0.148156,2.10404,-0.478556,1.05078,0.903603,-0.817929,0.294512,-0.842437,-0.540475,0.184856,-0.530883,-0.559741
F,0.081127,-0.266925,0.006361,1.21414,1.59438,-0.456926,1.91496,-0.400578,0.91717,0.053721,-0.513532,0.108499,1.308,-0.771467,0.216737,-0.826115,-0.601517,0.150566,-0.419014,-0.582885
F,-0.655105,-0.429296,-0.425254,-0.584133,0.432009,-0.660685,0.416592,-0.636524,-0.193001,-0.742953,-0.55062,-0.297108,-0.540711,-0.793103,0.203122,-0.531951,-0.491548,-0.476395,-0.35734,-0.52529
F,-0.397873,-0.433723,0.528064,-0.198204,-0.346398,-0.705212,0.232233,-0.630073,1.85521,-0.762319,-0.483056,1.31009,-0.374471,0.127738,-0.608285,-0.681127,-0.553464,0.50669,-0.548018,-0.088911
F,-0.323774,-0.334707,2.20629,-0.290194,0.567305,0.224089,0.435295,-0.955713,2.08404,-0.745192,-0.494472,0.65257,1.25399,1.165,0.391059,-0.610598,-0.471444,2.25544,-0.477601,-0.541645
