class,Attr3320,Attr6215,Attr5593,Attr5087,Attr1962,Attr3341,Attr2439,Attr2121,Attr5984,Attr2363,Attr2288,Attr1144,Attr804,Attr6184,Attr6281,Attr3252,Attr1882,Attr668,Attr1779,Attr6201,Attr6347,Attr1829,Attr490,Attr4847,Attr3729,Attr1933,Attr1674,Attr3647,Attr396,Attr5823,Attr3012,Attr6677,Attr7119,Attr3605,Attr5932,Attr6803,Attr695,Attr2546,Attr412,Attr4609,Attr5062,Attr2137,Attr4951,Attr1135,Attr2111,Attr4196,Attr4167,Attr1834,Attr6200,Attr6477
F,-0.868556,-0.416485,1.35392,1.08435,-0.26614,-0.630573,-0.131443,-0.594995,1.35083,-0.092948,-0.52951,2.00403,0.782958,-0.12586,2.02074,-0.601857,-0.618261,0.682124,-0.526945,-0.349304,-0.726229,-0.874858,1.13045,-0.839667,0.54803,-0.42087,-0.776495,-0.472288,0.887136,0.379924,0.608441,-0.330402,1.62603,-0.333072,-0.614337,-0.670641,0.170835,-0.606376,-0.951506,1.09316,-0.911945,-0.591546,0.188745,-0.104001,0.029994,-0.656524,-0.215947,-0.663117,-0.428866,-0.389898
F,-0.532135,-0.416626,-0.980416,-0.439165,-0.213425,-1.48313,0.178288,-0.405045,-0.328639,-0.084548,-0.435433,-0.612139,-0.727189,-0.596227,0.249493,-0.518583,-0.511291,-0.485444,-0.259542,0.150087,-0.965296,-0.385489,-0.422025,-0.493653,-0.717094,-0.562576,0.887808,0.228779,-0.336712,-0.668756,0.047342,-0.62876,-0.938268,-0.782954,-0.609054,0.266369,-0.592968,-0.19476,0.186599,0.268004,-0.252736,0.260389,-1.10119,-0.252103,-0.648971,0.753624,-0.744075,-0.013173,0.075853,-0.275497
F,-0.820459,-0.647415,0.812234,0.438257,0.900986,0.17144,2.67321,-0.885089,0.594431,-0.608957,-0.534376,0.159088,2.20634,0.217274,0.898514,-0.720782,-0.580581,2.7017,-0.536069,-0.579023,2.42381,-0.902743,0.775825,-0.409749,0.45072,2.66046,-0.731158,0.203254,-1.11939,0.791479,-0.385754,-1.32379,0.560658,-0.492946,0.065149,-0.907291,1.2675,-0.420534,1.26288,-0.44942,0.928181,-0.900168,-1.00712,0.696231,-0.375565,-0.297429,1.30657,-0.768085,-0.496313,1.82647
F,-0.588769,-0.592813,-0.118682,-0.126038,-0.615057,0.447832,-0.871108,-0.247696,-0.005962,-0.91655,-0.533214,0.497909,-0.459888,-0.198025,-0.674661,0.538875,-0.410996,-0.964257,-0.517813,-0.576365,1.08363,0.338396,0.705676,-0.617624,-0.490491,-1.07,0.428941,-0.661547,-0.470035,0.457964,-0.062776,-0.869989,-0.358213,0.599092,-0.486564,0.107533,-0.318326,-0.96996,-0.618075,-0.174989,1.29401,-0.319609,-1.58213,2.70473,-0.956952,-0.259428,0.107636,-0.701584,-0.484199,0.597123
F,-1.09896,-0.727452,0.992462,0.855033,1.72721,-0.598833,1.06305,-0.399029,1.50002,-0.235191,-0.564679,-0.02423,0.363221,-0.390629,1.72033,-0.757284,-0.55176,-0.713526,-0.486394,-0.59817,1.55655,-0.378008,-0.250774,-0.299676,-0.161606,0.016726,-0.372833,0.310376,-0.05901,0.035174,0.572587,-1.45132,0.97745,-0.622771,-0.441829,-0.759995,-0.155379,-0.486221,-0.43219,0.198932,3.05329,-0.188558,-0.134072,1.83422,-0.604931,-0.416874,1.47969,-0.969667,-0.475475,0.769418
F,-0.602,0.127353,1.68742,0.472879,0.599497,0.543102,-0.208248,-0.399118,0.751017,-0.601505,-0.519515,0.924778,0.072262,0.529741,1.10359,-0.698955,-0.548036,1.16727,0.080182,-0.584944,0.879787,-0.725963,0.346307,-0.300419,0.25042,-0.399319,-1.14633,-0.724573,-0.438715,0.202441,-0.764187,-0.199442,1.87811,-0.672826,-0.562983,-0.764749,1.0562,-0.590382,0.538996,0.134523,0.421834,-0.561458,-1.72166,1.2812,-1.2341,-0.68444,1.65168,-0.533595,-0.463353,-0.078861
F,0.36678,0.306161,0.783965,3.57126,-0.32882,-0.131466,-2.17164,0.357167,0.734171,2.62833,-0.561379,-0.589948,-0.02461,-0.375286,-0.693301,2.91627,-0.509996,0.517695,-0.322968,-0.560959,0.843437,-0.013585,1.73603,-0.363784,0.960374,2.56306,0.194485,0.797985,-0.063751,1.45146,0.475787,0.435487,-0.304903,0.710756,0.105461,-0.718917,0.021323,3.56737,-0.109776,0.408451,0.515773,-1.71794,1.09308,1.46881,0.279492,-0.781816,-1.01952,-0.622442,-0.50634,0.587359
F,-0.438071,-0.55845,-0.362777,-0.486271,-0.264498,-0.108183,-0.452354,-0.867082,-0.138886,-0.684936,-0.492221,-0.577835,-0.304393,0.477259,0.748316,-0.539429,-0.539016,0.044185,-0.489017,-0.55335,-0.18086,-0.608499,-0.30115,-0.546299,0.439158,-0.738567,-0.07089,2.4448,-0.515129,-0.736886,-0.473391,-0.022657,-0.663102,0.907042,0.646317,-0.555493,-0.632044,-0.839213,3.55543,-0.455431,1.16702,-0.511182,-0.809179,0.79241,-1.21773,-0.659833,0.255702,-0.52521,-0.454373,-0.626313
F,0.12718,-0.344173,0.800287,0.297967,-0.062929,0.143711,0.59218,-0.598722,-0.638123,-0.483335,-0.505214,1.09774,-0.086024,0.398602,0.554059,-0.662931,-0.577883,3.26261,-0.438579,-0.592175,0.404524,-0.735121,1.29904,-0.404501,0.845501,0.874245,-0.994,0.099977,-0.533625,-0.116868,-1.13825,-0.705522,1.3423,-0.778533,-0.367773,-0.727046,2.66028,-0.483637,1.50743,1.26882,0.296273,-0.704546,-0.356457,0.329028,-0.939195,-0.555679,-0.224771,-0.507337,-0.463864,-0.137019
F,-1.01444,-0.463752,1.07352,3.84876,1.93289,0.55605,-0.375653,-0.458318,1.5027,-0.901994,-0.565584,1.4514,3.47173,-0.823475,2.8961,-0.91946,-0.559032,2.39069,-0.510095,-0.611622,1.7867,0.213297,1.11482,-0.509802,0.800669,0.777985,0.278615,-0.943661,0.311429,3.73523,-0.729946,-1.07201,1.23351,-0.747397,-0.477097,-0.785746,1.6043,0.01822,1.05647,-1.07762,2.6761,-1.28835,0.391083,1.33642,0.152384,-1.12692,1.56901,-1.12954,-0.481833,0.513657
F,-1.09464,-0.852032,-0.413516,-0.666943,1.8256,-0.695612,0.521243,-0.943521,3.7295,-0.705302,-0.504714,0.117967,-0.724897,0.510279,1.36519,-0.571671,-0.559726,0.307696,-0.527055,-0.554074,-0.611511,-0.473473,1.42641,-0.738108,-0.222814,-0.871144,-1.30868,0.192576,0.197473,-0.384756,-1.33498,-0.087215,4.26376,-0.748722,-0.61783,-0.804971,-0.461593,-0.755007,3.51774,2.95875,-0.753789,0.218917,-1.43202,4.27511,-0.305829,-0.464792,0.364021,-0.499303,-0.411206,0.088246
F,-0.473055,-0.430786,0.61967,0.598429,1.01353,0.603389,0.301664,-0.755386,0.836243,-0.840186,-0.532166,-0.396286,1.02681,-0.015499,-0.702947,-0.655169,-0.554978,0.153606,-0.505859,-0.532875,-1.12827,-0.804491,-0.529657,-0.693239,1.31608,-0.302507,-0.719519,0.035797,0.360834,-0.594657,-1.05588,-0.214891,-0.866527,-0.155321,-0.558799,-0.767803,0.203614,-0.755818,1.68223,-0.375453,-0.488564,-0.371263,-1.41896,-0.252271,0.291351,-0.953811,-0.785578,-0.481429,-0.412172,-0.285691
F,-0.6119,-0.393951,1.64634,0.059564,-0.194179,-0.035451,0.187569,-0.624085,-0.00225,-0.979461,-0.536753,-0.208404,0.471007,2.12329,0.280002,-0.525202,-0.460224,-0.220171,-0.519131,-0.543722,-0.06438,-0.797645,-0.102223,-0.83004,-0.190675,-1.18824,-1.14548,-0.39789,-0.403738,-0.205778,-1.40931,0.194091,0.846107,-0.840123,-0.628666,-0.393675,-0.180432,-0.867977,-0.711579,0.128928,-0.747794,0.260339,-0.329007,-0.363305,-1.06233,-1.01361,0.67718,-0.506903,-0.412969,-0.515578
F,-0.557627,-0.289109,0.19509,0.909252,3.12941,-0.442698,1.91035,-0.651686,-0.317539,-0.058331,-0.577855,0.024648,1.17895,1.16981,0.371777,-0.696862,-0.597168,-0.667215,-0.527181,-0.562868,0.37912,-0.482278,-0.077011,-0.714273,0.051868,0.233236,-0.760499,-0.8096,-0.506807,3.19495,-0.322101,0.127188,0.793424,-0.244745,-0.666175,-0.94436,0.222895,-0.122933,0.964172,1.44951,0.209468,-0.540125,-0.596828,1.37725,-0.617924,-0.543013,0.514325,-0.852195,-0.533651,2.4123
F,-0.140593,-0.237791,-0.481338,-0.204594,-0.553149,-0.398412,0.918373,-0.619613,0.043868,-0.566933,-0.535705,-0.551346,-0.305916,0.292154,0.441323,-0.573825,-0.587216,0.512461,-0.501847,1.17053,0.791666,-0.712194,-0.303553,-0.378206,-0.180584,1.392,0.461165,-0.539453,-0.623092,0.295548,-0.046098,0.240955,-0.7994,-0.462651,-0.563936,-0.79268,-0.713507,-0.352426,-0.150975,0.375769,-0.010115,-0.698681,-0.880894,-0.581414,-0.866369,0.154108,-0.014631,-0.441783,0.698746,-0.63769
F,-0.596864,-0.520162,1.88696,-0.25221,0.317772,-0.170095,1.5615,-0.626244,0.207724,-0.843261,-0.500713,1.16844,-0.380005,0.514541,1.11577,-0.626539,-0.540056,1.24175,-0.495368,-0.553711,0.253586,-0.693172,-0.391312,-0.548824,0.424878,1.07228,-0.959499,0.046703,-1.08774,-0.09358,-1.019,0.182798,1.78965,-0.745485,-0.475738,-0.85951,2.58619,0.045068,0.752833,0.007151,0.975005,-0.97957,-0.625226,-0.422819,-0.669669,-0.49244,0.968031,-0.675491,-0.471932,-1.00309
F,0.132343,-0.095742,0.504329,-0.039454,0.81412,2.57029,0.289844,-0.271557,-0.416588,-1.00687,-0.566986,-0.534215,0.290142,1.06681,-0.564275,-0.411325,-0.524403,-0.651283,-0.524553,-0.537857,-0.505521,-0.624706,0.002063,-1.16331,0.000981,-0.911558,-1.06942,0.265578,0.308611,-0.493063,-1.08049,0.456881,0.225094,0.515133,-0.660964,-0.230171,1.01891,-0.342657,-0.23246,0.465978,-0.739444,0.010173,-1.08669,0.148749,-1.7159,-0.966071,0.387327,-0.501368,-0.510761,0.328973
T,0.34363,0.131315,-0.3559,0.833006,-0.417131,0.099255,-1.26578,0.481295,-1.28664,-0.0438,-0.501987,-1.08787,-0.411054,-0.343729,-0.609118,-0.503443,-0.371543,-1.08478,-0.464909,2.25285,-0.696923,-0.105826,-0.486102,0.497135,0.025723,-0.727057,1.00248,0.73717,1.09304,-0.306809,0.256958,0.146022,-0.875812,1.3491,-0.141581,-0.247221,-1.32436,0.518467,-0.454359,-0.569548,-1.51034,-0.817638,2.02755,-0.772252,0.808576,1.50277,-0.078728,-0.346055,2.35323,-0.375466
T,1.65205,-0.394572,-0.598235,-0.582557,-1.26225,-1.18193,-0.847107,-0.12037,-0.192331,1.65618,1.50405,-0.588914,-1.26286,-1.23827,-0.407852,0.742518,0.694847,-1.04546,-0.147408,0.014045,-1.07771,0.301377,-0.812664,1.27334,-0.144312,-0.385277,0.094781,1.52387,1.34793,-0.817328,0.915348,3.65881,-0.878809,0.15387,-0.158951,0.127027,-1.26396,-0.142505,-1.02907,-0.101874,-0.541089,0.532457,0.568192,-0.093189,-0.014928,1.91828,-1.72054,0.47705,-0.005767,-1.27214
T,2.8127,-0.549244,-1.21353,-0.359001,-0.235821,1.68606,-1.20068,2.13626,-0.607781,1.31423,1.57243,-0.859074,-0.632391,-0.826278,-1.49876,0.816265,1.86081,-0.689678,-0.482174,0.562428,-1.42609,3.38292,-1.70695,2.72645,-1.53276,0.104986,1.13347,-1.93788,-0.211879,-0.923493,4.12846,0.622027,-1.25722,2.95199,0.138611,0.760552,-1.22205,0.306374,-0.838202,-1.62121,-0.5772,1.65045,-0.172084,-1.43965,1.47299,2.37374,0.164993,1.38622,0.274285,-1.46361
T,2.06646,1.11385,-0.976243,-0.634794,-0.762566,-0.06464,-0.268088,0.682255,-0.817847,0.428323,0.956275,-1.03158,-1.12243,-1.15464,-0.751904,2.02431,0.722325,-0.294299,1.33788,-0.189243,-1.47869,1.50985,-0.865905,0.135378,1.62549,0.44393,0.279085,-1.12478,-0.09571,-0.577691,1.78859,0.912683,-0.828707,0.167007,-0.158888,1.09972,-1.40954,1.64685,-0.321028,-1.08478,-0.451679,-0.057901,1.36611,-0.504845,1.43911,0.86303,-1.35974,2.19653,-0.283687,-0.599071
T,1.42912,-0.240879,-0.662012,-0.782449,0.39294,1.95091,-0.272565,1.71373,0.455603,-0.065804,-0.453719,-0.031335,-0.075807,-0.444363,-0.450042,-0.554628,1.57609,-1.02982,-0.50119,1.76387,-1.06436,0.697623,0.167551,1.12828,3.62448,-0.91416,1.38522,-1.47521,-0.101338,-0.171712,0.111537,0.534863,-0.474099,2.98375,-0.404403,1.32057,-0.858982,2.53697,-0.200967,0.199069,-0.992469,-0.825048,-0.332708,-0.984885,2.30327,-0.041503,-0.559772,0.702878,1.42083,1.40071
T,-0.082864,2.03475,-0.688989,-0.099012,-0.640843,1.73761,-1.12355,-0.145003,-1.71146,1.93395,0.06531,-1.42623,-0.461026,-0.780438,-1.70488,1.29628,0.051335,-0.929544,0.746826,3.21405,0.793177,-0.353458,-0.664893,1.16473,-0.756121,-0.368058,1.66652,-0.712465,0.29113,-1.0835,0.475934,1.4206,-1.21168,1.618,-0.13597,2.70403,0.250185,0.914742,0.192172,-1.34906,-1.05614,-0.427088,0.331965,-1.20197,-0.107399,1.7167,-1.12266,-0.144185,2.94553,-0.65429
T,1.37983,0.230841,-1.22109,-0.6669,-1.11824,0.189216,-1.46231,1.06972,-0.810109,1.51913,0.957302,-0.775777,-1.20858,0.059586,-1.00851,2.07794,-0.27943,-0.345369,0.635857,0.936433,-1.11527,1.87495,-0.091864,0.98079,-1.6596,-0.07884,0.310104,-0.063384,1.30162,0.082698,-0.028916,1.68874,-0.753319,1.21922,1.8553,0.294796,-1.70527,1.47778,-0.758144,-0.752533,-0.850005,-0.155291,0.745683,0.186399,1.41661,1.76655,-0.947732,2.4218,0.534587,0.72578
T,1.13572,0.68782,-1.20513,-0.738732,-1.03822,-0.432191,0.250136,0.40768,-1.00509,-0.275413,-0.538242,-0.99335,-1.12521,-0.62997,-1.08897,0.95268,-0.274433,-0.800076,2.07699,-0.526202,-0.917561,1.24246,1.12074,-0.120407,-1.19509,-0.840841,-0.468096,0.33587,-0.208351,-0.389799,-0.312406,0.13811,-0.683528,0.572921,-0.210809,-0.195678,-1.23179,0.451515,-0.927331,0.481619,-0.725174,0.475514,1.87919,-0.563633,-0.603539,0.132511,-1.08159,1.09006,-0.4582,0.566131
T,2.71834,0.053077,-0.864496,-1.17639,-1.02928,0.740466,-1.19162,3.23413,0.305534,1.12302,0.71308,-1.51324,-1.08993,-0.045784,-1.62221,1.57582,2.24999,-0.712271,-0.240822,2.27509,-1.10003,2.96686,-1.84302,1.78795,-0.486038,-0.245293,1.90358,-0.998331,0.06533,-0.610082,0.412632,1.05106,-1.00662,1.99803,1.80542,3.07712,0.206427,-0.37365,-0.885914,-1.64883,-0.029275,1.03421,0.226611,-1.37904,2.2572,2.06189,-0.514348,0.886895,2.32109,-0.605759
T,1.32334,-0.146644,-0.696387,-1.00605,-0.747331,1.31672,-1.26594,1.50441,-0.579846,0.161956,1.4019,-1.08807,-0.713176,-1.12797,-1.22122,0.175134,1.64813,-0.871105,-0.375154,2.85011,-0.298842,1.02071,-1.68064,0.662496,-1.15996,-0.674727,1.5892,-1.18737,1.40768,-1.15108,-0.047279,1.08604,-0.9337,0.987349,1.67201,2.67122,-1.21372,-0.511414,-0.612635,-0.8303,-0.326479,-0.218012,1.27577,-1.43312,1.73025,1.57141,-1.47579,-0.136808,2.85738,-1.40238
T,1.15398,0.336469,-0.560948,-0.632674,-0.481185,0.262185,-1.49683,-0.289541,-0.288613,-0.735074,-0.025924,-1.0295,-0.831293,-0.338494,-1.2889,0.034248,-0.265099,-0.702427,0.395664,1.25153,-1.28041,-0.522802,-1.76637,0.175474,-0.213843,-0.511861,1.50397,-1.74516,4.99724,-0.502548,-0.214389,0.891999,-1.01483,-0.220126,-0.487083,-0.182698,-0.439207,0.212204,-0.637155,-0.295037,-1.71714,-0.708702,0.531071,-1.56136,1.66705,-0.680418,-1.69987,-0.313818,0.869449,-1.12775
F,-0.20545,-0.054873,4.71192,-0.085253,-0.646247,0.186765,1.41663,-0.787464,-0.015532,-0.788236,-0.557649,0.468274,0.572294,2.30572,0.496574,-0.521302,-0.55166,1.00933,-0.439346,-0.441835,-0.25381,-1.18953,-0.88787,-0.678959,0.393922,0.210172,-0.751694,0.089811,0.140666,-0.639207,-0.40575,-0.494124,1.85704,-0.743747,-0.640033,-0.675407,-0.168596,-0.557051,-0.024081,-0.28038,0.210461,-0.390708,-0.611454,-0.783113,-0.08454,-1.07345,-0.123874,-0.454162,-0.373482,0.598639
F,-0.224616,-0.547991,-0.11866,-0.599206,-0.614744,-0.977787,0.691204,-0.73042,-0.802112,0.39196,-0.622066,1.05289,-0.628834,-0.575484,-0.265763,-0.521593,-0.525482,-0.436602,-0.524474,-0.53522,0.725873,-0.934008,0.542052,-0.70825,-0.956014,2.22607,-1.17837,-0.111661,-0.550833,0.251142,-1.67062,-0.424493,0.818924,-0.744733,-0.578479,-0.764484,0.374134,0.215503,0.034264,0.708332,-0.566833,-0.15242,-0.786982,1.2105,-1.01471,-0.635742,-0.116055,-0.206977,-0.410868,1.84456
F,-1.03587,-0.699092,0.24894,-0.474927,2.27599,-1.29707,0.24593,-0.667881,0.161274,-0.288277,-0.501822,0.169905,0.301434,0.002724,1.14145,-0.591709,-0.565077,-0.478675,-0.517424,-0.579,0.114921,-0.291481,-0.057712,-0.634837,-0.211444,-0.359654,-0.983958,0.754977,-0.270829,-0.54041,0.082069,-1.08234,0.264066,-0.820738,-0.544023,-0.597549,0.343651,-0.510086,-0.289575,0.952027,0.542382,-0.234324,-0.249862,1.36645,-0.568437,-0.683167,0.366669,-0.687658,-0.423658,-0.691881
F,-1.54256,-0.198438,0.164281,1.28762,0.154358,-0.857827,0.404516,-0.727262,0.029626,-0.788659,-0.515076,-0.693924,0.388849,1.33793,-0.082984,-0.6624,-0.504106,1.08431,-0.359711,-0.393213,-0.492194,-0.796541,-0.308732,-0.754648,-0.537147,1.49035,-0.044556,-0.396905,0.198788,1.44563,-0.632804,-0.867499,-0.136485,-0.283798,-0.029889,0.304736,-0.116219,-0.954916,-0.043224,0.078958,-0.476543,-0.416954,-0.212835,-0.872616,0.477933,-0.745284,0.54274,-0.575608,-0.413221,0.236677
F,-0.76261,-0.003933,-0.644674,-0.466184,-0.271495,-1.0821,1.30486,-0.572736,0.031086,-0.57895,-0.49018,0.626233,-0.351402,0.63416,0.00289,-0.395312,-0.551662,0.25647,-0.321522,-0.555313,0.60843,-0.235699,-0.917789,-0.796828,0.078546,1.66834,-0.364919,0.810337,0.131921,0.091672,0.448473,0.198082,0.07104,-0.748757,0.179274,0.274113,-0.581253,-0.819811,0.525456,0.41786,0.101431,0.684122,-0.68058,0.115146,-0.834268,1.18128,0.245317,-0.572572,-0.461739,-0.573981
F,-1.30226,-0.619396,1.30861,0.457101,-0.184148,-0.874051,0.626051,-0.668221,1.17168,-0.828957,-0.470702,0.570931,1.26318,0.352097,1.68599,-0.727484,-0.446681,2.79919,-0.525639,-0.570695,1.11173,-0.128534,-0.616461,-0.867476,0.345277,1.03725,-0.765133,0.514457,0.244927,0.191539,0.185681,-0.652296,1.39401,-0.635067,-0.26445,-0.501693,-1.03054,-0.947166,-0.445542,0.435794,1.68283,-0.235102,0.617627,0.179928,-0.319647,-1.02445,0.518934,-0.48364,-0.426492,-0.91825
F,-0.937053,-0.549128,-0.275685,-0.568005,0.366441,-1.03568,2.32354,-0.516187,0.260347,-0.780168,-0.465813,-0.238504,-0.090504,-0.942416,0.661919,-0.581599,-0.521849,0.388947,-0.538533,-0.543672,2.05794,-0.245714,-0.657105,-0.804721,0.337812,0.419827,-0.07092,-0.192769,0.228515,0.274697,0.282419,-0.801806,-0.573439,-0.605888,-0.284242,-0.762639,0.255393,-0.549945,0.449295,0.387438,-0.422231,-0.173852,1.17788,0.010496,-0.664843,-0.623842,0.927687,-0.493263,-0.432525,0.598213
F,-0.805493,-0.608796,-0.751777,-0.371367,0.227369,-1.15893,0.827146,-0.440507,1.65582,-0.632818,-0.487405,-0.14958,-0.22091,-0.181368,0.621353,-0.645466,-0.530449,-0.515384,-0.522275,-0.573746,0.031952,-0.058432,-0.108287,-0.761855,-0.306303,0.463907,-0.059936,0.41048,-0.9063,0.112385,0.039368,-0.78277,-0.667741,-1.30463,-0.384994,-0.709776,0.557486,-0.791335,0.400839,-0.478374,1.75194,-0.246697,-1.11087,-0.947119,-1.16272,-0.984981,1.00256,-0.727455,-0.476705,-0.051636
F,-0.164445,-0.334447,-0.88287,-0.648329,-0.557061,-0.740299,-0.593968,-0.603521,-0.956245,-0.147621,-0.406133,-0.065572,-0.247778,0.741392,0.588492,-0.55863,-0.522517,-0.389144,-0.403136,-0.54124,0.385246,-0.5695,1.23874,-0.546563,1.47119,0.79449,-0.71438,0.419173,-0.502263,-0.239001,0.117637,-0.217479,-0.433743,-0.31785,5.18964,-0.63555,1.21891,-0.114055,-0.556001,-0.189672,0.221943,-0.183662,0.271927,1.11676,0.026849,-0.275451,-1.10587,-0.181655,-0.458582,0.675462
