normal,gene1635,gene1328,gene1014,gene1370,gene377,gene1154,gene1325,gene1004,gene972,gene1256,gene1473,gene1546,gene391,gene639,gene1843,gene493,gene979,gene419,gene1772,gene739,gene1196,gene1668,gene766,gene625,gene765,gene698,gene1799,gene1042,gene453,gene1894,gene1943,gene1353,gene1884,gene1892,gene1549,gene1970,gene1582,gene1912,gene581,gene1924,gene1870,gene411,gene897,gene627,gene137,gene286,gene1334,gene1733,gene229,gene1411,gene1387,gene564,gene1372,gene1451,gene732,gene14,gene772,gene249,gene1803,gene1058,gene1959,gene1898,gene359,gene1534,gene1231,gene1887,gene354,gene1671,gene1346,gene1366,gene1209,gene1326,gene1967,gene561,gene1347,gene1771,gene1032,gene1810,gene1406,gene807,gene1920,gene513,gene1423,gene1210,gene1897,gene1108,gene1466,gene1472,gene345,gene812,gene1886,gene1574,gene1727,gene67,gene138,gene245,gene1836,gene1938,gene365,gene1570
F,0,1,0,-1,-1,0,1,-1,-1,0,0,1,0,0,-1,0,0,0,1,-1,0,1,1,-1,0,1,-1,1,1,-1,0,-1,-1,0,0,-1,0,1,1,1,0,0,1,-1,0,0,1,-1,-1,0,0,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,1,-1,0,-1,1,0,1,0,-1,-1,-1,-1,0,0,0,0,-1,1,0,-1,1,-1,0,0,0,0,0,0,-1,1,0,1
T,0,1,0,0,0,1,-1,1,0,0,0,-1,-1,0,0,1,0,1,1,-1,-1,1,1,-1,0,-1,0,-1,1,0,0,-1,1,-1,-1,0,0,0,-1,0,0,0,1,-1,1,0,0,-1,1,1,-1,1,-1,0,1,0,0,-1,-1,1,0,0,0,-1,-1,-1,0,-1,1,1,-1,-1,0,0,0,-1,0,1,-1,0,-1,0,0,1,-1,1,1,-1,0,0,-1,0,1,-1,-1,1,1,1,-1,0
F,-1,0,0,1,1,0,1,-1,0,0,0,-1,1,0,0,0,1,-1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,-1,0,0,-1,0,1,0,-1,0,-1,1,1,1,-1,0,0,-1,0,-1,0,1,-1,1,-1,-1,-1,-1,0,-1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,-1,0,-1,0,1,-1,-1,0,-1,0,1,-1,0,0,-1,0,0,1,0,-1,-1,0,0
T,1,1,0,1,1,1,1,0,1,-1,-1,-1,1,-1,0,1,0,1,-1,0,-1,1,1,-1,1,0,0,-1,1,1,1,1,1,-1,-1,1,0,-1,-1,1,-1,1,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,-1,0,-1,1,0,0,0,0,1,-1,1,0,0,0,-1,-1,0,1,-1,-1,-1,-1,0,1,-1,-1,0,1,1,0,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,0,-1,0
F,-1,1,0,1,-1,0,1,-1,1,-1,1,1,1,0,-1,0,1,-1,1,-1,1,1,-1,0,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,0,0,0,0,-1,1,1,0,1,-1,0,-1,0,0,0,-1,0,0,-1,-1,0,1,1,0,1,1,0,0,-1,1,1,1,0,-1,-1,0,-1,1,-1,0,0,-1,0,1,-1,0,-1,-1,1,1,0,-1,1,-1,0,0,1,-1,0,-1,1,0
T,1,1,0,0,1,-1,0,0,1,-1,-1,-1,-1,0,1,1,0,1,0,1,-1,1,1,-1,1,0,0,0,1,0,1,0,1,0,-1,1,0,0,-1,1,-1,1,0,0,1,1,0,0,-1,1,1,-1,-1,0,1,1,1,1,-1,1,-1,0,0,0,1,0,0,-1,0,0,-1,1,0,1,1,-1,0,-1,-1,1,-1,-1,1,1,1,1,0,-1,1,1,1,1,0,1,-1,1,0,1,0,1
F,-1,1,-1,1,0,0,1,-1,0,0,1,-1,1,1,-1,0,0,-1,0,-1,1,1,1,1,-1,-1,1,0,0,-1,-1,1,0,-1,0,-1,1,0,1,0,0,-1,-1,1,0,0,-1,0,0,-1,-1,1,1,-1,1,-1,0,-1,1,-1,1,1,-1,0,0,1,-1,0,0,0,-1,-1,-1,-1,1,-1,1,0,0,0,1,1,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,-1,1,-1,-1,0,0,-1
T,1,1,-1,0,0,1,0,0,0,-1,0,-1,0,0,1,1,0,1,-1,1,-1,1,0,-1,1,-1,0,-1,0,0,1,0,1,1,-1,0,0,-1,-1,1,0,0,1,-1,1,1,-1,1,1,0,1,1,0,0,1,-1,1,1,-1,0,-1,0,-1,-1,0,0,1,-1,-1,-1,-1,0,1,-1,1,-1,0,-1,-1,1,-1,-1,1,0,0,0,-1,-1,1,0,1,1,0,1,-1,1,1,0,-1,-1
F,0,1,1,-1,-1,-1,-1,-1,0,1,0,1,1,0,-1,-1,0,1,1,-1,1,1,1,0,-1,1,1,1,1,-1,1,1,-1,0,1,1,-1,1,1,0,-1,0,-1,-1,-1,0,1,1,0,0,-1,0,-1,-1,0,0,0,-1,0,1,0,1,1,-1,1,0,-1,1,1,-1,1,0,-1,-1,1,1,1,0,0,-1,-1,1,-1,1,0,0,1,0,-1,0,0,0,0,1,1,-1,-1,1,1,1
T,1,1,0,-1,1,0,-1,0,0,-1,-1,-1,0,0,0,1,0,1,-1,0,-1,1,0,-1,1,0,0,-1,1,0,1,0,1,0,0,0,-1,-1,-1,1,0,1,1,-1,1,1,-1,1,-1,1,-1,1,0,0,1,1,0,0,-1,1,-1,1,0,-1,1,-1,1,1,0,0,-1,-1,0,1,1,-1,0,0,-1,0,0,-1,0,1,0,1,0,-1,0,0,0,1,0,1,-1,1,0,0,-1,1
F,-1,-1,0,0,-1,-1,1,-1,0,1,0,1,0,1,-1,0,0,0,1,-1,0,-1,0,0,-1,1,0,1,-1,-1,-1,-1,0,-1,0,-1,1,0,1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,0,1,-1,0,0,1,-1,0,1,0,-1,1,-1,-1,0,1,-1,1,1,1,0,-1,0,0,0,1,-1,-1,-1,1,1,-1,1,-1,-1,0,0,0,0,1,0,1,0,1,-1,1,-1,0,0
F,-1,-1,0,0,-1,-1,1,0,-1,1,1,-1,0,1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,1,1,0,-1,0,-1,1,-1,0,1,0,1,0,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,1,-1,1,1,0,-1,0,0,-1,-1,-1,0,1,1,-1,1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,0,0,1,0,0,-1,0,-1,0,-1
F,0,-1,-1,-1,-1,1,1,0,-1,1,1,-1,1,1,1,-1,1,0,0,1,0,-1,-1,1,0,0,1,-1,-1,-1,-1,0,0,0,1,0,0,0,0,-1,1,0,0,0,-1,0,-1,0,1,0,0,-1,0,-1,0,-1,0,0,0,0,1,1,0,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,1,1,1,1,1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0,1,0,-1,0,0,-1,0,-1
F,-1,-1,1,1,-1,0,1,-1,-1,1,1,0,0,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,0,1,0,-1,-1,0,0,-1,-1,1,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,1,-1,1,0,0,0,-1,1,-1,0,0,1,0,-1,-1,-1,0,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,0,-1
F,0,-1,-1,1,-1,0,0,0,1,1,1,-1,1,1,0,-1,1,0,0,0,1,-1,-1,1,-1,0,1,0,-1,0,0,1,0,0,1,1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,1,-1,1,-1,-1,0,1,-1,-1,0,-1,0,1,1,1,1,-1,1,-1,0,-1,-1,0,1,0,0,-1,0,1,1,1,0,-1,0,-1,-1,-1
F,-1,-1,-1,1,0,-1,1,0,0,1,1,0,1,1,0,-1,1,0,-1,0,0,-1,-1,1,0,-1,1,0,-1,0,-1,1,-1,0,0,0,1,0,0,0,1,-1,0,1,-1,0,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,1,-1,1,-1,0,1,1,0,-1,-1,-1,0,0,1,1,1,1,-1,0,-1,0,-1,-1,0,1,-1,-1,1,0,1,0,0,-1,-1,-1,0,-1
F,-1,-1,-1,0,-1,1,0,-1,0,0,1,0,1,1,0,-1,1,0,-1,-1,1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,0,1,0,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,-1,0,1,0,0,-1,0,0,0,1,0,0,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,1,1
F,1,-1,1,1,-1,0,1,0,1,1,0,1,1,1,1,-1,1,0,1,0,-1,-1,-1,1,0,1,1,1,-1,1,0,1,-1,0,1,1,1,0,0,-1,-1,0,1,1,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,1,0,-1,1,1,0,1,1,0,0,0,1,1,1,1,0,-1,1,1,0,1,0,0,0,0,-1,1,0,0,1,-1,0,1,0,1,0,0,1,-1,-1,1,0
F,0,-1,1,1,-1,-1,1,0,1,1,0,1,1,0,0,-1,1,0,1,1,0,-1,-1,1,0,0,0,0,-1,0,0,1,0,0,1,0,1,1,-1,0,0,0,1,1,-1,0,1,0,0,0,0,-1,1,1,-1,0,0,-1,0,0,0,1,0,1,-1,0,0,0,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,-1,1,-1,-1,0,0,0,0,1,0,1,-1,1,0,0,-1,1,1
F,-1,-1,0,1,-1,0,0,-1,-1,1,1,0,0,1,0,-1,0,-1,0,-1,1,-1,0,1,-1,-1,0,0,-1,-1,0,0,-1,0,1,-1,0,1,0,-1,0,0,-1,0,-1,0,1,1,0,-1,0,0,-1,-1,-1,0,-1,0,0,0,1,0,0,-1,0,1,0,1,0,0,1,1,0,-1,-1,1,1,1,0,0,1,1,-1,-1,0,-1,1,1,-1,0,1,-1,0,-1,1,-1,-1,-1,0,0
F,-1,-1,0,-1,-1,1,1,0,0,1,1,0,1,1,-1,0,1,-1,0,0,1,-1,-1,0,0,0,0,1,-1,1,0,1,-1,0,-1,-1,1,-1,1,0,1,0,-1,1,0,0,0,-1,1,-1,0,0,0,0,-1,-1,-1,0,0,0,1,0,-1,0,-1,0,0,1,0,1,0,-1,0,0,-1,0,1,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,1,0
F,-1,0,1,-1,-1,-1,1,0,-1,0,1,1,1,1,0,-1,0,-1,1,-1,0,-1,1,1,-1,0,1,1,0,0,0,1,-1,-1,1,0,0,1,-1,0,1,0,-1,0,-1,0,1,-1,-1,0,0,-1,1,0,-1,0,-1,-1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,-1,0,-1,1,1,0,1,0,1,1,-1,0,0,-1,1,0,-1,-1,1,-1,1,-1,1,0,-1,-1,1,1
F,0,-1,-1,1,-1,-1,1,0,1,1,1,0,0,1,-1,-1,1,1,0,-1,1,0,-1,-1,-1,0,1,0,-1,0,-1,1,-1,-1,1,0,1,-1,0,0,0,-1,-1,0,-1,-1,-1,1,-1,0,0,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,0,1,-1,0,1,1,-1,0,-1,0,0,1,1,0,0,1,0,0,-1,-1,0,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,-1
F,-1,0,1,-1,-1,-1,1,-1,-1,0,1,1,0,1,-1,-1,1,-1,1,0,1,-1,1,1,0,1,1,1,-1,-1,1,0,0,-1,1,0,0,1,0,0,1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0,1,1,1,0,0,1,1,-1,1,1,0,1,0,-1,0,-1,1,1,1,1,-1,1,1,-1,0,-1,-1,1,0,-1,-1,1,0,1,-1,1,0,0,0,1,1
T,1,0,0,-1,1,1,-1,1,0,1,-1,0,-1,0,1,1,-1,1,0,1,0,0,1,-1,1,0,0,-1,1,1,1,-1,1,1,0,1,-1,-1,-1,1,-1,1,1,-1,-1,1,0,1,1,1,1,0,-1,1,0,1,1,1,0,1,0,1,-1,-1,1,0,0,-1,0,-1,0,1,1,1,1,0,0,-1,-1,0,1,-1,1,0,1,1,0,-1,1,1,-1,1,0,1,-1,1,1,0,-1,1
F,-1,0,1,1,0,0,0,0,-1,1,0,-1,1,-1,0,-1,1,-1,1,0,1,0,-1,1,-1,0,-1,1,0,-1,0,1,-1,-1,1,0,0,1,0,-1,0,0,0,1,0,-1,1,0,1,0,-1,-1,0,-1,0,0,0,0,1,-1,1,-1,0,1,0,1,0,0,1,1,0,0,1,-1,-1,1,-1,1,1,-1,0,1,0,-1,0,0,0,1,-1,-1,0,-1,-1,1,1,-1,-1,0,0,0
F,-1,-1,0,-1,-1,1,0,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,0,1,-1,-1,0,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,0,0,1,-1,1,-1,-1,0,-1,0,1,0,1,0,0,0,0,0,-1,0,-1,0,0,0,1,-1,1,0,-1,-1,-1,0,0,0,0,0,1,0,-1,0,-1,0,0,-1,1,0,0,0,0,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,1,0,-1,0
T,1,0,0,0,1,0,-1,1,0,-1,-1,-1,-1,0,1,0,-1,1,0,1,-1,0,0,-1,0,-1,-1,-1,0,0,1,0,0,1,0,0,-1,0,-1,1,-1,1,1,0,1,1,0,-1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,-1,0,-1,-1,0,0,1,1,1,1,-1,-1,1,-1,1,0,0,0,1,1,0,-1,-1,1,1,0,0,-1,0,-1,1,1,0,0,-1
T,1,0,0,0,1,1,-1,1,1,-1,0,0,0,-1,1,1,0,-1,-1,1,-1,-1,1,0,1,0,0,-1,0,1,0,0,1,1,0,1,-1,0,-1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,-1,0,-1,-1,0,1,0,0,-1,-1,0,0,1,1,1,-1,0,0,-1,0,1,-1,0,1,1,1,0,-1,1,1,1,-1,-1,0,1,0,0,1,0,-1,1
F,-1,0,1,1,-1,-1,1,1,1,1,0,1,1,1,0,-1,1,0,0,0,0,-1,1,1,-1,1,1,1,0,0,-1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,-1,-1,0,-1,1,1,0,0,0,-1,1,-1,0,1,1,1,1,1,-1,1,0,1,1,0,-1,0,0,0,1,1,1,1,0,1,-1,0,0,1,1,1,-1,-1,1,0,1,-1,1,-1,-1,1,1,-1
F,1,-1,-1,0,0,0,-1,1,1,0,0,-1,0,1,1,0,0,1,-1,0,-1,-1,0,-1,0,-1,1,-1,-1,1,1,-1,1,0,0,1,-1,-1,0,-1,0,0,1,-1,0,1,-1,0,1,1,1,0,-1,1,-1,0,1,1,0,1,0,1,-1,-1,0,1,1,-1,-1,0,-1,0,1,1,0,-1,1,-1,0,0,1,-1,1,0,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,-1,-1,-1
F,-1,-1,1,0,-1,-1,1,0,1,0,0,0,1,0,-1,-1,1,-1,1,0,0,-1,1,1,-1,1,0,1,-1,-1,0,1,0,-1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,-1,-1,-1,-1,0,1,0,1,0,-1,1,0,0,-1,1,1,1,1,-1,1,0,0,1,0,-1,0,0,1,-1,0,1,-1,0,1,-1,1,0,0,0,1,0,0,1,-1,0,-1,1,-1,-1,0,1,-1
F,0,1,1,-1,-1,0,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,1,1,1,0,-1,-1,-1,0,-1,1,0,0,1,1,1,0,-1,-1,-1,-1,0,1,0,-1,-1,0,-1,-1,0,-1,0,0,-1,1,0,0,1,1,0,1,1,-1,0,1,0,1,0,-1,0,-1,0,1,0,1,0,0,1,-1,1,-1,0,0,0,1,0,1,-1,0,0,1,-1,0,1,-1,-1
T,1,-1,0,-1,1,1,-1,1,1,-1,0,0,-1,0,1,0,-1,1,-1,1,-1,0,0,-1,0,0,1,-1,0,1,0,-1,1,1,1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,1,0,1,1,1,1,-1,0,1,-1,-1,1,1,0,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,1,0,-1,1,0,1,0,-1,-1,1,1,-1,1,0,1,-1,0,1,0,-1,0
F,1,-1,-1,-1,1,0,1,1,1,0,-1,-1,0,0,1,1,-1,-1,-1,1,0,-1,-1,0,0,-1,0,-1,-1,1,0,0,1,0,1,1,-1,-1,0,-1,-1,1,1,0,1,-1,-1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,-1,-1,0,0,-1,0,-1,-1,0,-1,1,1,0,1,-1,0,0,0,1,0,-1,1,-1,1,1,-1,1,1,0,-1,1,0,1,-1,1,1,-1,-1,-1
T,1,1,0,-1,0,1,0,1,0,-1,-1,0,-1,0,1,1,-1,0,-1,1,-1,1,1,-1,1,0,0,0,1,1,-1,-1,0,1,0,1,-1,0,0,1,0,1,1,-1,0,-1,0,-1,1,1,1,1,0,0,1,1,1,1,0,-1,-1,0,0,-1,1,0,0,0,-1,-1,0,1,1,1,0,0,0,-1,-1,1,1,0,1,0,1,1,-1,0,0,1,-1,1,0,1,0,1,0,1,-1,1
T,0,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,0,0,0,0,-1,0,0,1,1,0,-1,-1,0,0,1,0,-1,0,1,0,-1,0,0,0,1,-1,0,1,-1,0,0,0,0,1,1,1,-1,0,1,0,1,0,1,0,1,-1,0,0,0,0,0,-1,-1,0,-1,1,0,1,0,0,1,0,-1,0,-1,1,1,0,-1,0,-1,1,-1,1,0,0,-1,1,0,0,1,-1,1,1,1,0
F,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,0,1,0,0,1,0,1,-1,1,1,-1,0,0,0,0,0,-1,0,1,1,0,-1,1,-1,-1,-1,1,1,0,0,1,-1,-1,1,-1,0,1,-1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,-1,0,-1,1,-1,1,1,1,0,0,-1,1,0,1,1,1,0,0,1,-1,0,-1,1,-1,0,1,1,1
F,0,0,0,-1,-1,0,0,-1,-1,0,0,1,0,-1,-1,-1,-1,0,1,1,1,-1,0,1,-1,1,-1,0,0,0,-1,-1,1,0,-1,-1,1,0,1,0,1,1,0,1,-1,1,0,1,0,1,0,-1,0,0,0,0,-1,0,0,0,-1,-1,1,-1,0,-1,-1,1,0,-1,0,0,0,0,1,0,-1,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1
T,1,0,0,0,0,1,-1,0,0,-1,0,0,-1,-1,1,0,-1,0,-1,0,0,0,1,-1,1,0,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0,1,0,1,1,-1,0,1,0,1,1,0,1,1,-1,0,-1,1,1,1,-1,1,0,-1,0,-1,1,-1,0,-1,0,-1,0,1,1,1,1,-1,-1,-1,-1,0,0,-1,1,1,1,1,0,-1,1,1,0,1,-1,0,-1,1,1,1,-1,1
T,0,0,0,0,0,-1,-1,0,0,1,-1,0,-1,0,1,-1,0,1,-1,0,-1,0,0,0,-1,0,-1,0,0,1,-1,-1,-1,0,1,0,-1,0,1,0,-1,-1,0,0,0,-1,0,1,-1,0,-1,0,-1,0,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0,1,1,0,-1,1,-1,-1,1,0,-1,0,1,-1,1,0,0,0,0,-1,0,0,-1,-1,0,0,0
