normal,gene14,gene1917,gene377,gene765,gene841,gene1671,gene892,gene493,gene1047,gene822,gene625,gene1416,gene1873,gene1597,gene1892,gene1400,gene67,gene1293,gene1388,gene1423,gene419,gene1758,gene513,gene581,gene1048,gene1534,gene1771,gene249,gene1772,gene1372
1,-1.3067,-1.18073,0.043436,-0.58444,1.44681,-0.369044,0.665496,-0.698936,-0.918946,-1.69609,0.79234,-0.4213,0.637212,0.092227,0.370383,-0.476931,-2.15622,-1.51794,0.022514,-1.58238,0.572767,1.71931,0.870428,-1.13281,1.18801,1.50002,0.697892,-1.197,1.26543,-0.664501
-1,1.02923,1.16443,0.424935,1.92245,-1.04612,-1.36135,1.61748,1.64426,-0.246093,1.25693,0.682479,0.76906,1.63418,-0.498545,1.45326,-1.38985,-0.396763,-1.25106,-0.73691,1.60756,0.053219,0.504243,-1.15353,-0.800439,-1.19926,-0.196093,-1.03423,1.27091,-1.02825,-0.508545
1,0.684712,0.039428,0.265867,0.640185,-0.840731,-0.122111,-0.4096,0.101192,-0.954375,0.006657,0.306087,-1.00087,-1.89634,-0.039219,0.105264,0.355437,0.045429,-0.471209,0.518608,0.152458,0.348172,-1.07947,0.47261,-0.685216,-0.338192,-0.707746,0.208339,0.116041,1.22342,1.01753
-1,1.01476,0.049608,1.04822,1.7931,-1.4068,-1.78412,0.75711,2.02629,-0.896482,1.07628,-1.15048,-0.511382,0.340146,0.466268,0.807683,-0.722755,1.04415,-0.84189,0.11835,1.67565,0.74524,-1.20592,-0.797578,-1.24409,-1.24817,-0.571026,-1.09438,1.282,-0.919683,-0.755224
1,-0.178935,0.043344,-0.720749,0.478516,-0.58465,-0.517352,-1.61056,0.316226,-0.219566,-0.39052,-1.1886,-0.217717,-1.10579,0.818666,-0.235008,1.01698,-0.266028,-0.383185,0.775716,0.082363,-0.065855,-0.843946,0.269774,0.75368,-0.863918,0.042235,-0.373964,-0.158787,0.887112,-0.193349
-1,-0.101042,-0.129948,0.435586,0.379343,-1.58673,-0.78385,0.519834,0.750946,0.398588,-0.284693,-1.85838,-0.396195,-2.47448,0.64537,-1.13995,-1.72185,-0.546999,0.874881,1.24175,0.49751,0.736467,-1.41877,-0.05353,-0.622999,-0.409339,-0.898992,-2.30359,-0.888453,0.599401,-0.559451
1,-0.633022,0.383361,0.608344,-0.311375,-0.239024,0.587315,0.110594,0.189036,-1.27301,-1.79101,1.02459,-0.347229,-0.211401,0.036234,-0.065456,-0.03181,0.301681,-0.377808,0.161462,-0.665845,-0.553948,1.09922,0.649353,-0.082065,-1.12692,0.521786,1.2427,-0.667622,0.855435,1.43779
-1,1.02874,-0.167978,2.79307,0.505664,-1.60027,-0.416893,-0.887962,1.62459,-2.49923,-0.730527,-0.749753,-0.880757,1.88675,0.671953,-0.629941,-0.163824,1.22071,-1.6672,0.449207,-0.157766,1.30297,-0.965117,-0.787126,-1.58774,-0.951879,-0.348296,-0.667981,0.146856,-1.71989,0.778691
1,0.255625,-0.74247,-0.86651,-0.518572,-2.11258,0.673107,-0.653228,0.03872,0.702935,-1.63708,0.225784,-0.606112,-0.938629,-0.210832,-2.01713,0.035253,-0.122837,0.384847,0.608616,-0.947733,-0.58426,0.589093,1.20142,0.060163,-1.24245,1.09205,1.32619,-0.735197,1.54542,-0.173389
-1,2.08865,-0.411039,1.24517,1.84852,0.401988,-0.968595,1.52875,1.48417,-2.22404,0.226412,-1.24503,1.12853,0.778822,-0.528005,0.479083,0.071298,1.32142,-2.98966,1.33453,0.511837,1.70515,-1.34978,-0.90588,-2.37412,-0.386449,0.16991,-0.567127,1.75219,-0.467391,-0.801563
1,-1.84593,-0.280699,0.206886,-0.654079,0.497809,0.188356,-0.234376,0.37907,1.02599,-1.71256,0.521564,-2.93099,-0.569473,0.178398,-1.10078,0.636268,-0.885575,0.991906,-0.763431,-1.04373,-0.539278,1.0329,0.601915,1.42183,0.479838,0.417952,-0.545897,-1.44884,-0.089997,1.26397
-1,-0.660579,0.453765,0.480019,1.27248,0.697164,-1.75036,0.682372,1.46716,-0.334073,0.906518,-1.6444,-0.891652,0.610758,0.732518,1.09047,-1.42803,1.93345,-0.524762,-0.6411,1.25143,0.886149,-1.42232,-1.93385,-0.643576,-0.360972,-0.800772,-1.56834,1.1062,-0.939177,-0.124965
1,0.217414,-0.328554,-1.06196,-0.554355,0.811029,2.1186,1.72909,-0.943869,-0.793193,-1.12073,0.020976,0.330947,-0.099164,0.831048,0.380518,1.81095,0.531835,-0.393695,1.05412,-1.51337,0.592418,-0.962794,1.03955,1.39127,1.06653,-0.826319,0.711311,-0.802614,1.12967,-0.532078
-1,1.83464,0.727258,2.32254,0.65299,0.770656,1.35008,1.11421,1.40241,-1.12493,-0.224861,-1.20663,-0.834453,0.709306,2.28,0.289259,-2.14975,1.27219,-1.8497,0.758444,0.215158,2.01225,-1.04072,-0.618502,-1.73135,0.488475,-1.05615,-1.03325,0.008308,-1.11412,0.298986
1,0.262912,0.066443,-0.922103,-0.69135,-0.83707,-0.710774,-0.552452,-0.412118,-0.226297,-1.37047,0.062029,-0.52509,-0.529834,0.067173,-0.510021,1.22494,-0.35909,0.397269,0.828208,-0.862261,-0.336026,-0.264681,0.533749,0.746045,0.422015,-0.500972,0.276397,-0.951581,0.673522,1.74219
1,-1.41239,-0.293392,-0.668042,-0.896282,0.732139,0.282961,0.271077,-1.24689,0.822421,0.303539,0.9294,-1.61071,-0.253999,-1.06002,-0.444243,-0.700096,-0.319658,1.51155,-0.679448,-0.726423,-0.536301,0.983223,0.250193,1.42134,1.73095,0.568052,0.668502,-1.72487,0.056029,0.66614
1,-1.1616,-1.02184,-0.708878,-0.066362,0.62531,0.486299,0.324994,-0.82305,0.617032,-0.038461,1.40694,-0.665417,-0.558232,-1.31651,0.115098,-0.624488,0.147737,1.03152,-0.243766,-0.31353,0.490026,0.183887,-0.854901,0.19689,1.57782,-0.351763,0.279092,-0.484483,-0.174413,-0.058785
1,-0.399909,0.001639,-0.951402,-0.816295,-0.074831,0.417348,-0.602765,-0.884028,1.09067,-0.731605,1.05687,-0.707457,-0.376744,-0.446471,-0.563711,-0.332788,0.213897,1.55219,-0.58801,-0.633585,-0.644268,0.72676,0.937124,0.649629,0.502849,0.05248,0.877498,-1.19134,0.935842,0.13359
1,-1.74159,0.215288,-0.788323,-0.783134,0.880796,-0.825631,-0.158845,-1.04328,0.907641,-0.825781,1.01588,-1.62734,0.15952,-2.53791,-0.067261,-1.98799,0.900701,1.20971,-0.35921,-0.08839,0.407732,1.09897,-0.89083,0.486494,1.36283,1.56353,0.792066,-1.12494,-0.055555,0.847281
1,-1.20655,-0.790649,-0.407664,-0.369369,-0.214051,0.151039,0.084422,-1.18657,0.441343,-1.3793,1.75803,-1.40697,-0.659682,-3.66349,-0.256759,0.043155,-0.418861,0.927031,-0.304738,-0.620604,-0.002155,1.23613,0.063423,-0.408328,1.334,1.15568,-0.313474,-1.13318,-0.568381,1.43844
1,-0.527436,0.088124,-1.05026,0.021763,0.300626,0.123146,-0.807404,-1.05708,1.03022,0.149353,0.216811,0.779415,0.255202,-1.86149,-0.361446,0.036463,-0.196735,0.868487,-0.085919,0.421138,-0.267533,-0.875485,-1.09813,1.60884,-1.18076,0.297575,0.781849,-0.984725,-0.877117,-1.33447
1,-0.140789,-1.15092,-0.692001,0.16038,0.592372,0.355803,0.476993,-0.549997,-0.792663,-0.705752,0.686197,0.980272,0.442407,-0.208297,0.222273,1.32189,0.409972,-0.965634,0.248615,-0.475018,0.170431,1.09896,0.144957,-0.047008,0.207481,0.191712,1.70758,0.33453,0.81241,0.299356
1,0.468599,-1.7402,-0.612216,0.041811,0.795654,0.095302,-1.0441,-0.728455,-0.97515,-1.86355,1.44673,-0.822898,-0.323606,-1.01041,-0.081453,0.983679,-0.539499,0.100384,0.322408,-1.21846,0.090665,1.58724,0.911769,-0.521797,0.23699,1.07681,0.545889,-0.692988,0.968299,1.08392
1,0.105281,-0.602249,-0.967186,-1.0495,-0.02109,0.55201,-0.736203,-0.913241,0.804045,-0.015254,0.963104,0.113457,-0.606625,-0.034325,-0.165452,-0.285508,-1.52041,1.11188,-0.710118,-0.658125,-0.573901,0.525987,1.17623,0.189621,1.16903,-1.15589,0.711906,-0.220623,-0.016946,-0.551459
1,-0.750862,-0.726568,-0.686497,0.081342,-0.226896,0.695614,-1.04013,-0.338867,1.68122,-0.306749,0.464888,-1.25431,-0.058879,-0.952389,-0.049133,-0.096745,0.315546,0.957159,-0.112729,-0.08603,-1.18245,1.05315,0.523315,1.58045,0.471739,0.086886,0.251491,-0.137305,0.409844,-0.048553
1,0.063377,-1.65631,-1.65309,-0.819163,0.283383,1.88159,-1.324,-1.83724,-0.1456,-1.17079,0.906277,-0.078275,-0.730944,-0.234576,-0.955153,1.24028,-1.29151,1.09423,0.974032,-1.55807,-1.13714,0.951683,1.9771,-0.63609,0.983707,0.084137,1.59438,-0.96071,1.42405,0.897724
1,-2.31952,0.463572,-0.659746,-0.832429,-0.958012,-0.817119,-0.442751,-0.570915,1.13194,-0.946913,-1.09858,-1.55388,-0.666954,-2.29605,-1.26058,-0.853598,-0.719253,-0.204898,-0.16128,0.217732,0.642826,1.16637,0.032917,0.354986,0.08307,1.79053,0.126975,-1.32711,0.013102,-0.222026
1,0.071696,-0.697529,-1.6452,-0.091932,0.555335,1.7433,-1.3478,-1.21756,1.03072,-1.56245,0.895546,-0.704497,-0.36261,0.165164,-0.864422,1.69367,-1.52053,1.11589,1.13241,-1.02148,-0.883171,-0.537113,1.58568,-0.305936,1.53273,-0.394356,2.05264,-0.874957,1.89099,0.743747
-1,0.760898,0.783044,1.39393,1.33909,0.110798,-1.00121,2.25107,0.547207,0.170659,1.66941,-1.51859,1.24441,-0.442482,1.32172,2.27016,0.650447,1.52323,-0.027105,1.0974,1.49866,1.44215,-1.31076,-1.15065,-1.26716,0.029631,-1.94768,-0.170718,1.42795,0.251978,-1.02765
1,-0.142293,-0.105441,-0.347112,-2.1303,1.2479,0.29072,-0.338699,-0.738518,1.05879,0.126097,1.64226,0.210066,0.45298,0.200959,-1.49576,-0.274835,0.858385,0.923815,-0.140943,-0.388182,-2.55995,0.45533,0.68662,-0.227752,0.453806,0.682272,1.13525,-0.399723,1.21453,-0.009976
1,-0.232203,0.879838,-0.970712,-0.800751,-0.280262,-0.094371,-1.09306,-0.977785,0.923272,0.634039,0.415664,-0.213669,-0.803127,-0.612437,-0.502851,-0.202959,-0.881782,1.13651,-0.614012,0.17575,-0.136435,0.445117,0.104618,1.60519,0.157774,0.353442,0.46251,-0.330386,0.092202,0.443399
-1,1.31337,0.285083,1.48753,0.109645,-1.16641,-1.55922,-0.019956,0.366829,-1.42853,0.874733,-1.35399,0.776609,0.585028,1.15909,1.27914,-0.121483,0.088559,-1.27672,1.77593,0.418571,1.47391,-0.509381,-0.457184,-0.606504,-0.452576,-0.308575,-1.19041,0.864822,-0.035654,-0.062869
-1,1.04868,1.47743,0.923745,0.953207,1.33173,-1.29321,-0.226382,1.62195,-0.96937,1.41252,-0.171267,1.57688,1.83454,0.805346,0.917024,0.319593,0.953024,-0.545076,-1.78108,1.32519,-2.6776,0.481187,-0.420457,-0.572482,-0.171285,-0.020831,-0.344454,1.59623,-2.749,-0.447809
1,0.08924,-1.77506,-0.600602,-0.853935,0.722418,1.52745,-0.954304,-1.03132,0.126167,-0.540821,1.41426,0.550988,0.676643,0.447727,-0.399639,2.3266,-0.55613,0.248389,-0.966853,-0.664787,0.098178,0.073959,1.53426,-0.192416,0.627748,1.47335,-0.119256,-0.519955,-0.122918,1.17685
1,0.026216,0.301769,-0.09786,-0.01211,0.718137,-0.834091,0.607102,0.43863,-0.764693,0.858329,-0.868588,-0.221598,0.581065,-0.204137,0.357574,-0.216494,1.45485,-0.058028,-0.246543,0.937619,0.708546,-0.703259,-0.864145,-0.404407,1.40781,-0.914479,-2.02135,0.599858,-1.89395,-1.07067
1,0.660668,-0.935249,-0.61041,-0.898644,1.26555,0.708197,-1.02261,-0.636079,-0.411855,-0.741258,0.86473,0.087161,0.448561,0.522716,-1.04314,1.17326,-1.30799,0.546118,-0.246657,-1.46176,-2.07822,0.795994,1.47687,0.927079,0.374161,0.66,0.776607,-0.555301,1.03858,0.452917
1,-0.261051,-1.03706,-1.84239,-1.31511,0.395047,-0.166675,-0.038188,-1.81962,0.930289,0.03238,-0.586901,-0.218954,-0.726319,0.568904,-1.50261,2.4155,-0.443294,0.497749,0.4643,-1.42388,-1.37138,-0.632449,1.57361,1.01921,1.61445,-0.365986,0.448353,-0.812223,0.720509,-0.503536
-1,0.731312,1.20801,1.19715,-0.406948,0.955901,-1.34472,1.77205,-0.045496,-1.04887,1.13283,-1.04714,1.14892,1.38026,-0.038347,0.984154,-1.61786,0.558756,-0.20562,-1.70453,0.939908,0.77404,-0.092283,-1.44487,-1.06132,0.994905,-1.86273,-0.32067,0.722843,-2.02707,-0.70315
1,0.061964,0.768901,0.70518,0.135997,1.13619,-0.721404,1.53156,1.02057,-0.380491,1.38981,-0.390316,0.630879,0.961318,0.646064,0.464721,-0.708121,1.47842,-0.620577,-0.024134,0.928112,-0.858531,-0.2008,-0.959614,-0.267776,1.03151,-0.279087,-1.17226,1.05895,-0.577775,1.20118
-1,1.06366,1.58199,-0.193367,0.939973,-1.51729,0.216881,1.60826,1.77076,-0.298695,1.43652,-0.742501,1.55542,0.105941,1.35133,1.91059,0.194183,1.18121,-0.390914,-0.784707,1.66433,-0.444319,-0.267506,-0.448451,-0.275533,-0.400723,-0.74583,0.454598,1.57605,-0.648038,-0.200488
-1,-0.015205,-3.12738,-0.137593,-1.27574,1.40817,-0.355162,-0.740748,0.0915,0.475153,-0.814681,0.408603,-0.761014,-1.41948,1.30475,-0.340433,0.006701,0.004581,0.619135,-0.437336,-1.23214,-0.057823,-1.01364,-0.076921,0.979085,-0.375563,0.457734,-0.10376,0.030126,-1.01455,2.06524
1,0.954973,-0.997469,-0.761555,-0.477421,0.80956,-0.033978,-1.14013,-0.605867,0.713768,-0.338188,1.10302,-0.079187,-0.819217,0.786019,-0.495257,1.47715,-0.74945,0.26629,0.880615,-2.399,-1.13178,-0.250212,0.302623,0.575527,-1.2238,1.31918,1.29574,-0.157616,1.63779,1.37498
1,0.156209,0.295722,-0.552491,-0.504203,0.49203,0.814943,-1.16679,-0.502564,1.04707,0.002858,0.61061,-0.101047,-0.397775,0.455232,0.468867,0.083999,-1.67309,1.00531,1.32291,-0.911255,-0.156881,-0.368524,-0.301566,1.67021,-0.339202,-0.861402,0.299417,-0.089325,0.988891,0.335785
-1,1.39249,1.90586,0.114126,0.888538,1.10359,-0.52204,0.032779,0.448844,-0.441505,1.68828,-1.8871,1.24241,0.018724,1.43728,1.11417,0.120995,0.193194,0.281015,1.05758,1.36077,0.197501,-3.62083,-0.643549,-0.275803,-0.84357,-2.12059,-0.953051,1.40224,-0.660027,-0.732817
-1,-0.769534,0.396271,-0.164317,-1.92326,0.459022,1.27111,-0.553943,-0.937252,0.62522,0.406752,-0.107927,1.01067,0.055869,0.247832,-0.323548,0.191606,-0.304799,0.267743,-2.07184,-0.373469,0.688728,0.84513,0.648747,1.95333,0.987063,0.0972,0.614929,-1.13505,-0.873236,-0.760022
1,1.12447,0.662972,0.749598,0.965813,0.147986,0.531178,1.15768,0.314639,-0.437891,1.29745,-0.480854,1.56852,0.79872,0.803454,1.70824,0.782236,0.993333,-0.773742,0.947353,1.05664,0.492727,-0.830668,-0.123349,-0.815263,0.769488,-0.456768,0.148174,1.54202,0.010416,-0.373275
1,-0.324529,-0.141406,-0.75391,-0.842043,-2.78492,-0.025612,-0.342415,-0.213315,1.30668,0.737576,-0.726459,1.96535,-1.46301,0.363797,0.595536,0.394476,-1.08463,0.490584,-0.489119,0.456182,0.238352,0.536841,-0.755456,0.862479,-0.481475,-3.08003,0.017456,-0.086391,0.070715,-2.64109
1,-1.39987,1.06678,0.001145,-1.30552,-0.801316,0.221683,-1.07017,-0.567127,1.61455,0.611445,0.19067,-0.047245,0.232765,-0.531232,-0.005179,-0.308762,-1.18175,1.24074,-0.979989,-0.306563,-0.778654,0.876724,0.468686,1.19437,0.588628,0.625456,0.297445,-0.818061,0.204608,1.43384
1,-0.229063,0.500274,-0.507101,-0.830158,0.133534,-0.208402,-0.433639,-0.556259,-0.09364,-0.120651,0.844114,0.358097,-0.257715,0.357328,-2.46453,1.03369,-0.223661,0.553416,0.509418,-0.926462,-0.855378,0.867055,1.57332,0.164785,0.263468,0.176108,0.653618,0.099149,0.82643,1.32487
-1,-0.118578,1.18144,2.21181,0.056917,1.03779,-0.340699,1.27876,0.347547,0.305967,1.25762,-0.626193,0.596158,1.58299,0.093008,1.92063,-1.12982,1.7953,-0.134233,-1.68214,1.08279,1.90862,0.220014,-1.04297,0.349985,0.615205,-0.802377,-1.08435,0.914962,-0.871819,-0.152204
1,-1.33116,-2.18534,-0.212275,-1.61317,0.709645,1.20989,-0.565687,-1.28944,0.761279,-0.690955,1.41968,0.225655,-0.174225,0.258445,-0.558186,0.473929,-1.3592,1.01023,0.006354,-1.09074,-0.447433,1.18779,0.997405,0.575565,0.251827,1.40269,0.467367,-0.788498,-0.220162,0.497795
-1,0.696933,1.06067,0.365677,0.492348,0.576813,1.08054,0.50974,0.694332,-0.12444,1.04098,-0.100459,1.845,0.824397,0.712104,1.14638,0.545995,0.861721,-0.445138,0.489603,1.17024,-0.283721,0.488277,-0.656707,-1.17057,0.248285,-1.3309,0.017027,1.33129,-0.173695,-0.980467
