class,Attr3320,Attr2363,Attr1674,Attr804,Attr6281,Attr6184,Attr2121,Attr1962,Attr2439,Attr5984,Attr1882,Attr3012,Attr1829,Attr1144,Attr4847,Attr490,Attr3729,Attr3252,Attr6347,Attr3341
1,0.132343,-1.00687,-1.06942,0.290142,-0.564275,1.06681,-0.271557,0.81412,0.289844,-0.416588,-0.524403,-1.08049,-0.624706,-0.534215,-1.16331,0.002063,0.000981,-0.411325,-0.505521,2.57029
-1,0.34363,-0.0438,1.00248,-0.411054,-0.609118,-0.343729,0.481295,-0.417131,-1.26578,-1.28664,-0.371543,0.256958,-0.105826,-1.08787,0.497135,-0.486102,0.025723,-0.503443,-0.696923,0.099255
-1,1.65205,1.65618,0.094781,-1.26286,-0.407852,-1.23827,-0.12037,-1.26225,-0.847107,-0.192331,0.694847,0.915348,0.301377,-0.588914,1.27334,-0.812664,-0.144312,0.742518,-1.07771,-1.18193
-1,2.8127,1.31423,1.13347,-0.632391,-1.49876,-0.826278,2.13626,-0.235821,-1.20068,-0.607781,1.86081,4.12846,3.38292,-0.859074,2.72645,-1.70695,-1.53276,0.816265,-1.42609,1.68606
-1,2.06646,0.428323,0.279085,-1.12243,-0.751904,-1.15464,0.682255,-0.762566,-0.268088,-0.817847,0.722325,1.78859,1.50985,-1.03158,0.135378,-0.865905,1.62549,2.02431,-1.47869,-0.06464
-1,1.42912,-0.065804,1.38522,-0.075807,-0.450042,-0.444363,1.71373,0.39294,-0.272565,0.455603,1.57609,0.111537,0.697623,-0.031335,1.12828,0.167551,3.62448,-0.554628,-1.06436,1.95091
-1,-0.082864,1.93395,1.66652,-0.461026,-1.70488,-0.780438,-0.145003,-0.640843,-1.12355,-1.71146,0.051335,0.475934,-0.353458,-1.42623,1.16473,-0.664893,-0.756121,1.29628,0.793177,1.73761
-1,1.37983,1.51913,0.310104,-1.20858,-1.00851,0.059586,1.06972,-1.11824,-1.46231,-0.810109,-0.27943,-0.028916,1.87495,-0.775777,0.98079,-0.091864,-1.6596,2.07794,-1.11527,0.189216
-1,1.13572,-0.275413,-0.468096,-1.12521,-1.08897,-0.62997,0.40768,-1.03822,0.250136,-1.00509,-0.274433,-0.312406,1.24246,-0.99335,-0.120407,1.12074,-1.19509,0.95268,-0.917561,-0.432191
-1,2.71834,1.12302,1.90358,-1.08993,-1.62221,-0.045784,3.23413,-1.02928,-1.19162,0.305534,2.24999,0.412632,2.96686,-1.51324,1.78795,-1.84302,-0.486038,1.57582,-1.10003,0.740466
-1,1.32334,0.161956,1.5892,-0.713176,-1.22122,-1.12797,1.50441,-0.747331,-1.26594,-0.579846,1.64813,-0.047279,1.02071,-1.08807,0.662496,-1.68064,-1.15996,0.175134,-0.298842,1.31672
-1,1.15398,-0.735074,1.50397,-0.831293,-1.2889,-0.338494,-0.289541,-0.481185,-1.49683,-0.288613,-0.265099,-0.214389,-0.522802,-1.0295,0.175474,-1.76637,-0.213843,0.034248,-1.28041,0.262185
1,-0.20545,-0.788236,-0.751694,0.572294,0.496574,2.30572,-0.787464,-0.646247,1.41663,-0.015532,-0.55166,-0.40575,-1.18953,0.468274,-0.678959,-0.88787,0.393922,-0.521302,-0.25381,0.186765
1,-0.224616,0.39196,-1.17837,-0.628834,-0.265763,-0.575484,-0.73042,-0.614744,0.691204,-0.802112,-0.525482,-1.67062,-0.934008,1.05289,-0.70825,0.542052,-0.956014,-0.521593,0.725873,-0.977787
1,-1.03587,-0.288277,-0.983958,0.301434,1.14145,0.002724,-0.667881,2.27599,0.24593,0.161274,-0.565077,0.082069,-0.291481,0.169905,-0.634837,-0.057712,-0.211444,-0.591709,0.114921,-1.29707
1,-1.54256,-0.788659,-0.044556,0.388849,-0.082984,1.33793,-0.727262,0.154358,0.404516,0.029626,-0.504106,-0.632804,-0.796541,-0.693924,-0.754648,-0.308732,-0.537147,-0.6624,-0.492194,-0.857827
1,-0.76261,-0.57895,-0.364919,-0.351402,0.00289,0.63416,-0.572736,-0.271495,1.30486,0.031086,-0.551662,0.448473,-0.235699,0.626233,-0.796828,-0.917789,0.078546,-0.395312,0.60843,-1.0821
1,-1.30226,-0.828957,-0.765133,1.26318,1.68599,0.352097,-0.668221,-0.184148,0.626051,1.17168,-0.446681,0.185681,-0.128534,0.570931,-0.867476,-0.616461,0.345277,-0.727484,1.11173,-0.874051
1,-0.937053,-0.780168,-0.07092,-0.090504,0.661919,-0.942416,-0.516187,0.366441,2.32354,0.260347,-0.521849,0.282419,-0.245714,-0.238504,-0.804721,-0.657105,0.337812,-0.581599,2.05794,-1.03568
1,-0.805493,-0.632818,-0.059936,-0.22091,0.621353,-0.181368,-0.440507,0.227369,0.827146,1.65582,-0.530449,0.039368,-0.058432,-0.14958,-0.761855,-0.108287,-0.306303,-0.645466,0.031952,-1.15893
1,-0.164445,-0.147621,-0.71438,-0.247778,0.588492,0.741392,-0.603521,-0.557061,-0.593968,-0.956245,-0.522517,0.117637,-0.5695,-0.065572,-0.546563,1.23874,1.47119,-0.55863,0.385246,-0.740299
1,-0.839137,-0.707537,-0.078582,2.18688,1.73951,-0.39083,-0.579345,0.250459,1.58638,1.75776,-0.601937,-0.809286,-0.777745,-0.240424,-0.408515,0.381404,1.64384,-0.773564,2.89086,0.320677
1,0.112773,-0.86699,-1.24927,-0.070358,-0.075401,1.65068,-0.131459,1.10825,0.399535,-0.396826,-0.47734,-0.908078,-0.727007,0.586754,-1.05815,-0.065174,-0.285186,-0.555319,0.218213,3.54505
-1,1.38008,1.63765,1.65306,-1.11901,-1.41331,-1.35273,1.29352,-0.560015,-0.878596,-1.17326,1.48623,2.53693,1.1996,-0.951515,2.6848,-0.658799,-0.702762,1.31224,-1.11173,0.27129
-1,1.26351,0.506342,0.74074,-1.23827,-1.11138,-1.92894,-0.064507,-1.00097,-0.698068,-0.718514,-0.07373,1.09579,0.842926,-0.96578,0.591543,-1.39256,-1.63815,0.965867,-1.14617,0.316671
-1,-0.928236,0.69698,1.98462,-1.18639,-0.430521,-2.27321,3.88072,-0.567191,-0.612814,0.306622,2.39323,0.209866,2.76261,-0.512598,0.360593,-0.983868,-1.16721,0.453253,-1.00088,-0.521988
-1,2.48096,-0.318334,1.54039,0.475891,-1.31816,0.344356,1.03863,-0.380147,-1.1919,0.551911,2.97982,0.15486,0.025726,-1.12979,1.35608,-1.15966,-1.41654,0.707383,-1.70374,0.518708
-1,-0.364046,1.12789,-1.53203,-1.20052,0.555396,0.499883,1.18623,-0.222911,-2.17033,-1.32585,1.25302,2.44827,0.471043,-0.549944,1.73465,0.186732,0.355891,0.065116,0.322821,1.10293
1,-0.454576,-0.643078,-0.70168,-0.118986,0.548627,0.503498,-0.837543,-0.120994,-0.578147,-0.967352,-0.471283,0.015168,-0.510732,-0.155222,-0.233028,-0.801782,-0.707122,-0.548593,-0.104743,-0.436886
1,-0.345304,-0.831136,-0.853285,0.173339,-0.535277,1.25056,-0.435715,0.789918,1.11373,-0.634245,-0.441129,-0.265037,-0.685716,1.67004,-0.672062,-0.329823,0.152406,-0.390714,0.537208,-0.390565
-1,-0.584872,1.14131,0.572236,-1.26354,-1.01383,-0.3039,1.23142,-1.22675,-1.15247,-0.750345,0.020751,1.0627,1.25933,-0.886521,0.631347,-0.374105,-1.35682,1.08111,-0.620499,-0.055673
-1,1.18361,0.309577,1.18143,-0.675648,-0.509781,-1.03958,0.268781,-1.55569,-0.207187,-1.23642,1.69614,1.33261,-0.683367,-0.678878,0.812712,-1.05992,-0.765999,1.16061,-0.441965,1.02778
1,-0.830983,-0.299357,-0.772085,-0.205684,1.10476,1.1924,-0.184534,0.029033,0.708298,-0.05417,-0.500107,-0.454275,-0.54523,0.427535,-0.536367,0.971299,0.60733,-0.505623,1.18954,-1.04537
-1,-0.674715,1.74884,-0.559897,-1.06128,-0.682969,-1.14079,-0.238695,-1.19108,-0.867464,-0.855858,-0.135265,2.47366,0.191866,-0.35298,0.430382,-1.10031,0.158641,1.29628,-0.485517,-0.082434
-1,-0.322829,1.19752,1.15188,-0.11883,-0.602208,0.729587,-0.074826,-0.355793,0.089497,-1.33658,-0.519619,1.30674,1.1101,-0.512447,1.09979,0.334935,0.082541,3.35959,-0.974102,1.02436
-1,-0.455592,-0.159569,2.55484,-0.757855,-1.22768,-2.38457,1.47601,-0.452197,0.339021,-1.3036,3.28424,-0.552668,1.91201,-0.646891,3.10425,-1.17027,-0.089309,0.623781,-0.292012,1.80501
-1,1.28085,-0.053549,1.61836,-0.854383,-1.68125,-1.54097,1.19161,-0.791579,-0.787329,-1.70216,2.76957,0.154175,1.6015,-1.34952,2.62133,-0.947798,-0.903984,2.6497,0.76314,1.53443
-1,1.91972,3.68477,-0.842424,-1.21453,-1.40832,-1.20997,2.90098,-1.36572,0.186684,-1.6523,-0.035012,-0.652132,1.77458,-0.820543,1.44144,-0.061346,-0.773923,0.935854,-1.07517,1.66862
-1,1.42068,1.617,2.07481,-0.715276,-0.579499,0.323774,-0.271967,-1.49183,-1.06498,-0.520939,1.73399,0.153541,0.224422,-0.627758,0.572083,-0.591113,-1.95405,1.40867,-0.78995,-0.874949
-1,-0.562615,0.170356,-0.416589,-1.06257,-0.300681,-1.17741,-0.444636,-1.17456,-0.321213,0.255263,-0.172229,-0.262139,-0.424275,-0.528361,-0.433151,-0.677925,2.55737,-0.367617,-0.693036,-0.398258
1,-0.369677,-0.470747,0.739003,2.40122,-0.740699,1.04572,-0.079613,-0.293635,-0.031578,0.491293,-0.179145,0.029087,-0.415727,-0.102198,0.687255,1.16178,2.4392,-0.636863,-0.540764,-1.06986
1,-0.473066,2.10404,-0.38437,0.903603,0.294512,-0.817929,-0.598225,1.84781,0.025267,-0.148156,-0.540475,0.202442,-0.000257,1.05078,0.276769,2.18022,1.44656,-0.842437,0.759051,-1.58942
1,0.081127,0.053721,0.162347,1.308,0.216737,-0.771467,-0.400578,1.59438,1.91496,0.91717,-0.601517,0.383019,-0.666223,0.108499,-0.653284,-0.152366,1.21846,-0.826115,1.44295,-0.456926
1,-0.655105,-0.742953,-0.648265,-0.540711,0.203122,-0.793103,-0.636524,0.432009,0.416592,-0.193001,-0.491548,-0.18139,-0.198136,-0.297108,-0.735262,0.035883,-0.825118,-0.531951,0.635773,-0.660685
1,-0.397873,-0.762319,-0.3807,-0.374471,-0.608285,0.127738,-0.630073,-0.346398,0.232233,1.85521,-0.553464,-1.03254,-0.805792,1.31009,-0.482294,0.270275,-0.038327,-0.681127,-0.570381,-0.705212
1,-0.323774,-0.745192,-0.342396,1.25399,0.391059,1.165,-0.955713,0.567305,0.435295,2.08404,-0.471444,-1.19396,-0.757564,0.65257,-0.567446,0.709312,0.218511,-0.610598,-0.426316,0.224089
