class,Attr3320,Attr2363,Attr1674,Attr804,Attr6281,Attr6184,Attr2121,Attr1962,Attr2439,Attr5984
1,0.132343,-1.00687,-1.06942,0.290142,-0.564275,1.06681,-0.271557,0.81412,0.289844,-0.416588
-1,0.34363,-0.0438,1.00248,-0.411054,-0.609118,-0.343729,0.481295,-0.417131,-1.26578,-1.28664
-1,1.65205,1.65618,0.094781,-1.26286,-0.407852,-1.23827,-0.12037,-1.26225,-0.847107,-0.192331
-1,2.8127,1.31423,1.13347,-0.632391,-1.49876,-0.826278,2.13626,-0.235821,-1.20068,-0.607781
-1,2.06646,0.428323,0.279085,-1.12243,-0.751904,-1.15464,0.682255,-0.762566,-0.268088,-0.817847
-1,1.42912,-0.065804,1.38522,-0.075807,-0.450042,-0.444363,1.71373,0.39294,-0.272565,0.455603
-1,-0.082864,1.93395,1.66652,-0.461026,-1.70488,-0.780438,-0.145003,-0.640843,-1.12355,-1.71146
-1,1.37983,1.51913,0.310104,-1.20858,-1.00851,0.059586,1.06972,-1.11824,-1.46231,-0.810109
-1,1.13572,-0.275413,-0.468096,-1.12521,-1.08897,-0.62997,0.40768,-1.03822,0.250136,-1.00509
-1,2.71834,1.12302,1.90358,-1.08993,-1.62221,-0.045784,3.23413,-1.02928,-1.19162,0.305534
-1,1.32334,0.161956,1.5892,-0.713176,-1.22122,-1.12797,1.50441,-0.747331,-1.26594,-0.579846
-1,1.15398,-0.735074,1.50397,-0.831293,-1.2889,-0.338494,-0.289541,-0.481185,-1.49683,-0.288613
1,-0.20545,-0.788236,-0.751694,0.572294,0.496574,2.30572,-0.787464,-0.646247,1.41663,-0.015532
1,-0.224616,0.39196,-1.17837,-0.628834,-0.265763,-0.575484,-0.73042,-0.614744,0.691204,-0.802112
1,-1.03587,-0.288277,-0.983958,0.301434,1.14145,0.002724,-0.667881,2.27599,0.24593,0.161274
1,-1.54256,-0.788659,-0.044556,0.388849,-0.082984,1.33793,-0.727262,0.154358,0.404516,0.029626
1,-0.76261,-0.57895,-0.364919,-0.351402,0.00289,0.63416,-0.572736,-0.271495,1.30486,0.031086
1,-1.30226,-0.828957,-0.765133,1.26318,1.68599,0.352097,-0.668221,-0.184148,0.626051,1.17168
1,-0.937053,-0.780168,-0.07092,-0.090504,0.661919,-0.942416,-0.516187,0.366441,2.32354,0.260347
1,-0.805493,-0.632818,-0.059936,-0.22091,0.621353,-0.181368,-0.440507,0.227369,0.827146,1.65582
1,-0.164445,-0.147621,-0.71438,-0.247778,0.588492,0.741392,-0.603521,-0.557061,-0.593968,-0.956245
1,-0.839137,-0.707537,-0.078582,2.18688,1.73951,-0.39083,-0.579345,0.250459,1.58638,1.75776
1,0.112773,-0.86699,-1.24927,-0.070358,-0.075401,1.65068,-0.131459,1.10825,0.399535,-0.396826
-1,1.38008,1.63765,1.65306,-1.11901,-1.41331,-1.35273,1.29352,-0.560015,-0.878596,-1.17326
-1,1.26351,0.506342,0.74074,-1.23827,-1.11138,-1.92894,-0.064507,-1.00097,-0.698068,-0.718514
-1,-0.928236,0.69698,1.98462,-1.18639,-0.430521,-2.27321,3.88072,-0.567191,-0.612814,0.306622
-1,2.48096,-0.318334,1.54039,0.475891,-1.31816,0.344356,1.03863,-0.380147,-1.1919,0.551911
-1,-0.364046,1.12789,-1.53203,-1.20052,0.555396,0.499883,1.18623,-0.222911,-2.17033,-1.32585
1,-0.454576,-0.643078,-0.70168,-0.118986,0.548627,0.503498,-0.837543,-0.120994,-0.578147,-0.967352
1,-0.345304,-0.831136,-0.853285,0.173339,-0.535277,1.25056,-0.435715,0.789918,1.11373,-0.634245
-1,-0.584872,1.14131,0.572236,-1.26354,-1.01383,-0.3039,1.23142,-1.22675,-1.15247,-0.750345
-1,1.18361,0.309577,1.18143,-0.675648,-0.509781,-1.03958,0.268781,-1.55569,-0.207187,-1.23642
1,-0.830983,-0.299357,-0.772085,-0.205684,1.10476,1.1924,-0.184534,0.029033,0.708298,-0.05417
-1,-0.674715,1.74884,-0.559897,-1.06128,-0.682969,-1.14079,-0.238695,-1.19108,-0.867464,-0.855858
-1,-0.322829,1.19752,1.15188,-0.11883,-0.602208,0.729587,-0.074826,-0.355793,0.089497,-1.33658
-1,-0.455592,-0.159569,2.55484,-0.757855,-1.22768,-2.38457,1.47601,-0.452197,0.339021,-1.3036
-1,1.28085,-0.053549,1.61836,-0.854383,-1.68125,-1.54097,1.19161,-0.791579,-0.787329,-1.70216
-1,1.91972,3.68477,-0.842424,-1.21453,-1.40832,-1.20997,2.90098,-1.36572,0.186684,-1.6523
-1,1.42068,1.617,2.07481,-0.715276,-0.579499,0.323774,-0.271967,-1.49183,-1.06498,-0.520939
-1,-0.562615,0.170356,-0.416589,-1.06257,-0.300681,-1.17741,-0.444636,-1.17456,-0.321213,0.255263
1,-0.369677,-0.470747,0.739003,2.40122,-0.740699,1.04572,-0.079613,-0.293635,-0.031578,0.491293
1,-0.473066,2.10404,-0.38437,0.903603,0.294512,-0.817929,-0.598225,1.84781,0.025267,-0.148156
1,0.081127,0.053721,0.162347,1.308,0.216737,-0.771467,-0.400578,1.59438,1.91496,0.91717
1,-0.655105,-0.742953,-0.648265,-0.540711,0.203122,-0.793103,-0.636524,0.432009,0.416592,-0.193001
1,-0.397873,-0.762319,-0.3807,-0.374471,-0.608285,0.127738,-0.630073,-0.346398,0.232233,1.85521
1,-0.323774,-0.745192,-0.342396,1.25399,0.391059,1.165,-0.955713,0.567305,0.435295,2.08404
