normal,gene1635,gene1014,gene377,gene453,gene979,gene1843,gene493,gene1256,gene1042,gene1370
1,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0
1,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0
1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,1.0
1,0.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0
1,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0
1,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
1,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0
1,0.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0
1,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0
1,-1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,-1.0
1,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0
1,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,1.0
1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0
-1,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0
1,-1.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0
1,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
-1,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0
-1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0
1,-1.0,1.0,-1.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0
1,1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0
1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.0
1,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0
-1,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0
1,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0
-1,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0
-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0
1,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0
-1,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0
-1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
1,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0
1,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0
1,-1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0
1,0.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0
-1,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0
1,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0
-1,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0
