normal,gene14,gene1917,gene377,gene765,gene841,gene1671,gene892,gene493,gene1047,gene822
1,-0.527436,0.088124,-1.05026,0.021763,0.300626,0.123146,-0.807404,-1.05708,1.03022,0.149353
1,-0.140789,-1.15092,-0.692001,0.16038,0.592372,0.355803,0.476993,-0.549997,-0.792663,-0.705752
1,0.468599,-1.7402,-0.612216,0.041811,0.795654,0.095302,-1.0441,-0.728455,-0.97515,-1.86355
1,0.105281,-0.602249,-0.967186,-1.0495,-0.02109,0.55201,-0.736203,-0.913241,0.804045,-0.015254
1,-0.750862,-0.726568,-0.686497,0.081342,-0.226896,0.695614,-1.04013,-0.338867,1.68122,-0.306749
1,0.063377,-1.65631,-1.65309,-0.819163,0.283383,1.88159,-1.324,-1.83724,-0.1456,-1.17079
1,-2.31952,0.463572,-0.659746,-0.832429,-0.958012,-0.817119,-0.442751,-0.570915,1.13194,-0.946913
1,0.071696,-0.697529,-1.6452,-0.091932,0.555335,1.7433,-1.3478,-1.21756,1.03072,-1.56245
-1,0.760898,0.783044,1.39393,1.33909,0.110798,-1.00121,2.25107,0.547207,0.170659,1.66941
1,-0.142293,-0.105441,-0.347112,-2.1303,1.2479,0.29072,-0.338699,-0.738518,1.05879,0.126097
1,-0.232203,0.879838,-0.970712,-0.800751,-0.280262,-0.094371,-1.09306,-0.977785,0.923272,0.634039
-1,1.31337,0.285083,1.48753,0.109645,-1.16641,-1.55922,-0.019956,0.366829,-1.42853,0.874733
-1,1.04868,1.47743,0.923745,0.953207,1.33173,-1.29321,-0.226382,1.62195,-0.96937,1.41252
1,0.08924,-1.77506,-0.600602,-0.853935,0.722418,1.52745,-0.954304,-1.03132,0.126167,-0.540821
1,0.026216,0.301769,-0.09786,-0.01211,0.718137,-0.834091,0.607102,0.43863,-0.764693,0.858329
1,0.660668,-0.935249,-0.61041,-0.898644,1.26555,0.708197,-1.02261,-0.636079,-0.411855,-0.741258
1,-0.261051,-1.03706,-1.84239,-1.31511,0.395047,-0.166675,-0.038188,-1.81962,0.930289,0.03238
-1,0.731312,1.20801,1.19715,-0.406948,0.955901,-1.34472,1.77205,-0.045496,-1.04887,1.13283
1,0.061964,0.768901,0.70518,0.135997,1.13619,-0.721404,1.53156,1.02057,-0.380491,1.38981
-1,1.06366,1.58199,-0.193367,0.939973,-1.51729,0.216881,1.60826,1.77076,-0.298695,1.43652
-1,-0.015205,-3.12738,-0.137593,-1.27574,1.40817,-0.355162,-0.740748,0.0915,0.475153,-0.814681
1,0.954973,-0.997469,-0.761555,-0.477421,0.80956,-0.033978,-1.14013,-0.605867,0.713768,-0.338188
1,0.156209,0.295722,-0.552491,-0.504203,0.49203,0.814943,-1.16679,-0.502564,1.04707,0.002858
-1,1.39249,1.90586,0.114126,0.888538,1.10359,-0.52204,0.032779,0.448844,-0.441505,1.68828
-1,-0.769534,0.396271,-0.164317,-1.92326,0.459022,1.27111,-0.553943,-0.937252,0.62522,0.406752
1,1.12447,0.662972,0.749598,0.965813,0.147986,0.531178,1.15768,0.314639,-0.437891,1.29745
1,-0.324529,-0.141406,-0.75391,-0.842043,-2.78492,-0.025612,-0.342415,-0.213315,1.30668,0.737576
1,-1.39987,1.06678,0.001145,-1.30552,-0.801316,0.221683,-1.07017,-0.567127,1.61455,0.611445
1,-0.229063,0.500274,-0.507101,-0.830158,0.133534,-0.208402,-0.433639,-0.556259,-0.09364,-0.120651
-1,-0.118578,1.18144,2.21181,0.056917,1.03779,-0.340699,1.27876,0.347547,0.305967,1.25762
1,-1.33116,-2.18534,-0.212275,-1.61317,0.709645,1.20989,-0.565687,-1.28944,0.761279,-0.690955
-1,0.696933,1.06067,0.365677,0.492348,0.576813,1.08054,0.50974,0.694332,-0.12444,1.04098
