class,Attr6855,Attr6041,Attr2354,Attr2121,Attr1779,Attr4847,Attr1834,Attr1882,Attr3252,Attr3847,Attr1144,Attr2642,Attr1745,Attr5593,Attr2441,Attr4328,Attr1829,Attr758,Attr4377,Attr804,Attr5039,Attr1685,Attr2288,Attr2020,Attr1928,Attr6539,Attr4438,Attr4973,Attr4951,Attr2402,Attr6162,Attr4366,Attr321,Attr2363,Attr4535,Attr6806,Attr1909,Attr4229,Attr6225,Attr4291,Attr6283,Attr3320,Attr4196,Attr2739,Attr4894,Attr4680,Attr6167,Attr1239,Attr2111,Attr4211,Attr3631,Attr3722,Attr6919,Attr6257,Attr1630,Attr668,Attr5501,Attr4609,Attr2348,Attr4373,Attr4137,Attr7119,Attr6974,Attr1740,Attr6797,Attr2546,Attr4447,Attr4480,Attr6847,Attr6623,Attr6376,Attr4499,Attr6281,Attr2276,Attr235,Attr2335,Attr2141,Attr5772,Attr1207,Attr3183,Attr2063,Attr1400,Attr1081,Attr1926,Attr6215,Attr1450,Attr3507,Attr5552,Attr6049,Attr6185,Attr6201,Attr490,Attr4582,Attr5087,Attr412,Attr6472,Attr5984,Attr2485,Attr288,Attr3422
1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,0,-1,-1,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,0,0,1,0,0,-1,0,1,1,0,1,0,-1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,1,0,-1,-1,0,-1,0,0,-1,0,0,-1,0,1,0,1,-1,0,1,1,1,0
1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,1
1,1,0,1,-1,-1,0,-1,-1,-1,-1,0,1,-1,1,1,1,-1,1,0,1,-1,1,-1,-1,1,-1,1,0,-1,-1,0,-1,0,-1,1,-1,0,0,0,1,0,-1,0,1,-1,1,0,1,0,1,-1,0,-1,0,0,1,1,0,1,0,-1,1,-1,1,-1,0,0,0,-1,1,-1,-1,1,0,-1,1,0,1,0,-1,0,-1,1,-1,-1,0,1,1,0,0,-1,1,0,0,1,1,1,0,1,-1
1,0,-1,0,0,-1,-1,-1,0,1,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,-1,-1,0,0,0,1,0,-1,0,-1,0,0,-1,1,0,1,-1,-1,1,-1,-1,0,-1,1,-1,1,0,-1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,-1,-1,-1,1,0,-1,0,1,-1,-1,0,1,-1,1,0,-1,1,0,0,-1,-1,0,1,0,0
1,1,-1,1,0,0,0,-1,-1,-1,-1,0,1,0,1,1,1,0,1,0,0,0,1,-1,-1,0,-1,1,1,0,0,-1,-1,0,0,1,-1,1,0,1,1,1,-1,0,-1,0,1,1,1,-1,1,-1,1,-1,1,1,-1,1,0,1,0,0,1,1,1,-1,0,1,0,-1,0,0,-1,1,0,-1,1,0,1,0,-1,-1,0,1,-1,-1,0,1,1,0,0,-1,0,1,1,0,1,1,1,0,-1
1,1,-1,0,0,0,0,-1,-1,-1,-1,1,0,-1,1,0,1,-1,1,-1,0,-1,1,-1,-1,0,0,0,0,-1,0,-1,-1,-1,-1,1,-1,0,-1,1,1,1,-1,-1,-1,-1,0,1,0,-1,0,0,1,0,0,0,1,1,0,1,-1,-1,1,1,0,-1,-1,0,0,0,1,-1,0,1,1,-1,1,-1,1,1,-1,-1,0,0,0,0,-1,1,0,0,-1,-1,0,1,0,1,0,1,0,0,-1
1,0,1,0,0,0,0,-1,-1,1,-1,-1,-1,-1,1,0,0,0,-1,-1,0,0,-1,-1,1,1,0,0,1,1,-1,1,1,-1,1,1,-1,-1,0,-1,1,0,0,-1,-1,1,-1,0,1,0,0,-1,1,0,0,0,1,0,0,1,0,1,0,-1,0,-1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,0,0,1,-1,0,0,1,0,1,1,-1,1,0,1,0,1,1,-1,1,0
1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,1,-1,-1,-1,1,0,0,-1,0,0,-1,-1,0,0,1,0,-1,0,-1,0,0,-1,-1,0,0,-1,-1,-1,0,0,-1,0,1,0,0,-1,1,0,-1,-1,0,0,0,0,-1,0,1,0,0,0,-1,-1,-1,-1,0,-1,1,0,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,-1,0,0
1,0,-1,0,-1,0,0,-1,-1,-1,0,1,0,-1,1,0,1,-1,-1,-1,0,-1,1,-1,0,0,0,1,0,0,-1,-1,-1,-1,0,1,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,1,1,-1,0,0,-1,-1,0,1,1,1,1,0,-1,-1,1,1,0,-1,0,0,1,-1,0,-1,0,1,1,-1,1,-1,0,0,-1,0,-1,0,0,0,-1,0,1,0,-1,-1,1,1,0,1,0,-1,1,0,-1
1,1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,0,0,0,1,0,1,-1,-1,1,0,1,1,0,-1,-1,-1,-1,-1,1,-1,1,0,1,1,0,-1,-1,-1,-1,1,0,1,0,1,0,1,-1,0,1,1,1,-1,1,0,-1,1,0,1,-1,0,1,-1,-1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,-1,0,0,1,1,0,-1,-1,1,1,1,1,-1,1,1,1,-1
1,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,1,0,1,0,-1,0,0,-1,-1,0,0,-1,1,-1,0,-1,-1,0,-1,0,-1,0,-1,0,1,0,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,-1,1,0,1,1,1,-1,0,1,1,1,-1,-1,-1,0,-1,0,0,0,1,1,-1,-1,0,1,0,-1,-1,-1,1,0,-1,1,1,1,0,-1,-1,1,1,-1,1,0,1,1,1,1
1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,0,0,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,0,-1,1,0,0,0,-1,-1,0,0,-1,-1,0,1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,1,-1,-1,-1,1,0,0,-1,0,-1,-1,0,0,0,1,0,0,-1,-1,-1,0,0,0,0,1,0,-1,-1,-1,0,1,1,0,1,0,0,0
1,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,0,-1,-1,-1,0,0,-1,-1,0,1,0,-1,0,0,0,-1,-1,0,-1,0,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,1,0,0,0,0
1,1,-1,0,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,0,1,0,1,0,0,-1,0,0,-1,0,1,-1,0,0,0,-1,0,1,-1,0,0,1,1,1,-1,-1,0,0,0,1,1,-1,1,-1,1,-1,1,0,-1,1,1,1,0,0,1,1,1,-1,0,0,-1,0,1,-1,-1,0,1,0,1,0,1,-1,0,-1,0,1,-1,0,0,1,0,-1,-1,-1,0,1,1,1,0,0,1,1,1
1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,1,-1,0,1,0,-1,1,-1,0,0,0,-1,0,0,0,-1,0,-1,0,0,-1,0,-1,-1,-1,1,-1,1,0,1,0,0,0,0,0,-1,1,-1,0,0,-1,-1,0,-1,1,0,0,0,0,0,-1,1,1,-1,0,0,1,-1,-1,-1,0,0,-1,-1,0,-1,0,0,-1,1,-1,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,-1,0
1,1,0,1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,0,0,-1,1,-1,-1,0,-1,1,1,-1,-1,0,0,0,-1,0,-1,1,0,1,-1,0,-1,0,-1,0,1,0,1,-1,1,-1,0,-1,-1,0,1,0,0,0,0,0,1,1,0,-1,0,1,0,-1,0,-1,0,1,-1,-1,1,0,0,0,0,-1,0,1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,0,0,0,0
1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,0,1,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,-1,1,-1,-1,0,-1,0,-1,0,0,-1,-1,1,-1,1,0,-1,0,0,1,0,-1,-1,0,0,0,-1,1,0,-1,1,0,0,-1,0,0,1,0,0,0,1,0,1,0,-1,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,-1,1,0,-1,-1,-1,0,0,0,0,1,0,0,0,1
-1,-1,0,-1,0,0,0,0,0,-1,1,-1,-1,0,0,-1,-1,0,-1,0,0,0,-1,-1,1,0,1,-1,-1,1,0,1,0,1,0,0,0,-1,0,-1,0,0,0,1,0,0,-1,-1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,-1,1,-1,1,0,-1,0,-1,-1,0,-1,-1,1,0,-1,-1,1,0,0,-1,0,-1,0,1,0,-1,1,0,-1,-1,-1,-1,0
-1,-1,1,-1,0,0,1,0,1,1,1,-1,-1,1,-1,0,-1,0,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,1,0,1,0,1,-1,0,-1,1,-1,-1,-1,1,1,-1,0,-1,-1,0,0,-1,0,-1,1,0,-1,-1,-1,0,-1,0,1,-1,0,0,0,0,0,-1,1,-1,0,1,0,0,1,-1,0,-1,-1,-1,0,1,0,0,0,1,0,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,1
-1,-1,1,-1,1,0,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,-1,1,1,-1,0,-1,-1,0,1,1,1,1,1,-1,1,-1,1,-1,0,-1,1,1,1,0,-1,-1,0,1,0,1,-1,1,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,1,-1,1,-1,-1,1,0,1,0,1,-1,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,1,-1,1
-1,-1,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,0,-1,-1,1,1,0,0,0,0,-1,1,-1,0,-1,0,-1,1,1,0,0,-1,-1,0,1,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,1,-1,-1,-1,1,1,0,-1,0,-1,1,1,-1,-1,1,-1,1,-1,-1,1,0,0,-1,0,1,0,-1,-1,0,1,0,-1,-1,-1,0,-1,-1,-1,0,0
-1,-1,1,-1,1,-1,1,1,1,-1,1,0,-1,1,-1,0,-1,1,-1,0,0,1,0,0,1,-1,0,-1,-1,0,0,1,0,0,0,-1,1,-1,0,-1,0,0,1,0,1,1,-1,0,0,1,0,1,0,0,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,1,0,0,-1,0,0,0,-1,-1,0,1,1,0,-1,-1,0,0,0,-1,0,-1
-1,-1,1,-1,0,1,1,0,0,1,1,-1,-1,1,-1,-1,-1,0,-1,1,0,1,-1,0,1,-1,1,-1,-1,0,0,1,1,0,1,-1,1,0,0,-1,0,-1,0,1,1,1,-1,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,-1,0,1,-1,0,1,-1,-1,-1,-1,0,-1,-1,1,0,0,-1,1,1,0,-1,-1,-1,1,1,-1,-1,0,0,-1,-1,-1,-1,1
-1,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,0,-1,-1,1,1,1,0,1,1,-1,0,-1,1,-1,-1,0,1,1,0,1,-1,0,-1,1,-1,0,-1,0,-1,-1,0,0,-1,-1,0,0,-1,-1,-1,0,1,-1,-1,0,-1,1,1,-1,-1,1,-1,1,-1,-1,1,0,1,-1,0,0,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,0,0,1
-1,-1,0,-1,0,1,0,1,0,1,0,-1,-1,0,-1,0,-1,1,-1,0,-1,1,-1,-1,1,0,1,-1,-1,1,0,0,0,0,0,-1,0,-1,0,-1,-1,0,1,0,1,1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,-1,0,1,-1,0,0,0,0,-1,-1,1,0,0,1,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,0,1,0,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,0,1
-1,-1,1,-1,1,0,1,1,1,1,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,-1,1,1,-1,0,-1,-1,0,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,0,-1,-1,1,-1,1,0,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,0,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,1
-1,-1,1,-1,1,0,1,0,1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,1,0,0,1,0,-1,1,-1,1,-1,0,-1,1,1,0,0,-1,-1,-1,1,-1,0,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,1,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0
-1,-1,0,-1,0,0,0,0,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,1,-1,1,-1,-1,1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,0,1,-1,0,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,1,0,1,0,-1,-1,-1,1,-1,0,-1,-1,-1,0,0,-1,1
1,1,-1,0,-1,0,-1,0,-1,-1,-1,0,1,-1,1,-1,1,-1,0,0,1,0,1,-1,-1,1,-1,1,0,-1,0,0,-1,0,-1,-1,-1,0,-1,0,0,0,0,-1,-1,0,0,0,1,0,-1,0,0,0,1,0,1,0,0,0,-1,0,1,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0
1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,0,-1,0,0,-1,0,1,-1,-1,0,-1,1,1,-1,0,-1,0,0,0,0,-1,-1,-1,1,0,1,0,-1,-1,0,-1,1,-1,-1,0,0,0,0,0,-1,0,0,1,0,0,0,1,1,0,-1,0,-1,1,-1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,0,0,0
1,1,0,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,1,0,0,0,-1,-1,0,1,-1,1,0,0,0,0,-1,-1,-1,-1,0,1,0,-1,1,0,1,-1,0,0,0,1,1,0,0,0,0,0,1,-1,-1,0,-1,-1,0,-1,-1,1,1,0,1,-1,1,0,-1,0,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,-1
1,1,0,1,-1,0,-1,-1,-1,-1,0,-1,1,-1,0,0,0,-1,0,0,0,0,1,-1,1,0,1,0,1,0,0,0,0,-1,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,0,0,-1,1,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,-1,0,-1,-1,1,0,0,-1,-1,0,-1,0,-1,0,0,-1,1,0,-1,0,0,0,1,0,1,0,1,0,-1
1,1,-1,0,-1,0,-1,-1,-1,0,0,1,0,-1,-1,1,0,0,1,0,0,0,1,0,0,-1,1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,1,0,1,-1,1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,1,1,0,0,0,1
1,1,-1,1,-1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,0,1,-1,1,-1,1,0,-1,1,-1,1,1,1,0,0,-1,0,-1,1,0,0,0,1,0,1,-1,-1,-1,0,1,-1,1,0,-1,-1,1,0,1,0,1,0,0,0,-1,0,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,1,-1,1,0,-1,0,0,1,0,-1,0,0,-1,1,-1,-1,-1,0,0,0,1,1,0,1,0
1,0,0,1,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,1,0,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,-1,0,-1,0,-1,0,0,1,0,0,-1,-1,0,-1,1,-1,0,-1,0,0,1,0,1,0,0,0,0,1,0,-1,-1,0,-1,-1,-1,0,1,0,0,0,-1,1,1,0,1,-1,0,-1,0,0,-1,1,0,-1,0,1,0,0,0,-1,-1,0,-1,0,0,0,1,0,0
1,0,-1,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,1,-1,0,-1,1,0,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,1,0,-1,0,0,0,0,0,-1,1,0,-1,-1,1,0,-1,0,0,0,1,0,0,1,0,0,-1,-1,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
1,0,0,-1,-1,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,-1,0,0,1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,-1,-1,0,-1,0,0,0
1,1,0,1,-1,-1,0,-1,-1,-1,0,0,1,-1,0,1,1,-1,1,0,1,0,1,-1,0,1,-1,1,1,0,-1,-1,0,-1,-1,1,-1,0,0,1,1,1,-1,-1,1,-1,1,0,1,0,0,-1,1,-1,0,0,0,1,1,1,0,0,1,0,1,-1,-1,1,1,-1,1,0,-1,1,0,-1,1,0,1,-1,0,1,0,1,-1,0,0,1,1,0,0,-1,0,1,1,1,1,1,0,0,0
1,1,-1,0,0,0,-1,0,0,-1,-1,1,1,0,1,-1,1,-1,1,0,0,0,1,-1,0,1,0,1,1,-1,-1,0,-1,0,-1,-1,0,1,-1,1,0,1,0,-1,1,0,1,0,1,-1,0,-1,0,0,-1,0,0,0,-1,1,0,-1,1,1,0,0,-1,0,1,1,0,-1,0,0,0,-1,1,0,0,1,0,-1,-1,0,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,1,0
-1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,0,-1,-1,1,-1,1,-1,0,-1,1,1,-1,1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,-1,0,-1,1,1,1,1,-1,-1,-1,1,-1,0,-1,1,0,0,-1,-1,-1,-1,1,0,-1,0,0,1,1,0,-1,1,-1,0,1,-1,0,1,-1,1,-1,-1,1,0,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,0,1
-1,-1,0,-1,0,1,1,1,0,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,0,-1,1,1,-1,1,-1,-1,0,1,0,1,0,1,-1,1,-1,0,-1,-1,-1,1,1,0,0,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,-1,0,-1,0,1,-1,0,0,0,1,0,-1,1,-1,0,1,-1,0,1,-1,1,-1,-1,0,0,0,-1,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,0,0
-1,-1,1,-1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,-1,1,0,-1,0,0,-1,1,0,1,1,0,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,-1,0,-1,1,-1,1,-1,-1,0,1,1,0,0,-1,0,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,-1,-1,0
-1,-1,1,-1,1,1,1,1,1,1,0,-1,-1,1,0,-1,-1,0,-1,1,0,1,-1,1,1,-1,0,-1,-1,0,1,0,1,0,0,-1,1,-1,1,-1,-1,0,1,1,1,0,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,1,0,-1,1,-1,1,1,-1,-1,0,-1,1,0,0,1,0,0,-1,1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,1,-1,-1,0
