normal,gene14,gene1917,gene377,gene765,gene841,gene1671,gene892,gene493,gene1047,gene822,gene625,gene1416,gene1873,gene1597,gene1892,gene1400,gene67,gene1293,gene1388,gene1423,gene419,gene1758,gene513,gene581,gene1048,gene1534,gene1771,gene249,gene1772,gene1372,gene1494,gene1674,gene1153,gene852,gene1884,gene1115,gene1924,gene1381,gene1042,gene66,gene1672,gene1838,gene267,gene391,gene1635,gene1668,gene1570,gene1346,gene639,gene1451
1,-1.3067,-1.18073,0.043436,-0.58444,1.44681,-0.369044,0.665496,-0.698936,-0.918946,-1.69609,0.79234,-0.4213,0.637212,0.092227,0.370383,-0.476931,-2.15622,-1.51794,0.022514,-1.58238,0.572767,1.71931,0.870428,-1.13281,1.18801,1.50002,0.697892,-1.197,1.26543,-0.664501,-0.248891,-1.43038,-1.59945,-1.10221,-0.829427,1.22922,0.397629,0.717756,1.97977,-1.6917,-1.59106,1.20635,-1.34788,1.10004,0.084935,-0.479575,0.889422,-0.047403,1.3738,-0.38402
-1,1.02923,1.16443,0.424935,1.92245,-1.04612,-1.36135,1.61748,1.64426,-0.246093,1.25693,0.682479,0.76906,1.63418,-0.498545,1.45326,-1.38985,-0.396763,-1.25106,-0.73691,1.60756,0.053219,0.504243,-1.15353,-0.800439,-1.19926,-0.196093,-1.03423,1.27091,-1.02825,-0.508545,1.02885,1.20275,-0.467866,1.12213,-0.07275,-0.332635,0.146534,-0.000862,-0.703214,0.042012,1.34646,-0.166126,1.47589,0.178549,0.40821,0.388392,1.08419,0.067547,-0.469175,0.485389
1,0.684712,0.039428,0.265867,0.640185,-0.840731,-0.122111,-0.4096,0.101192,-0.954375,0.006657,0.306087,-1.00087,-1.89634,-0.039219,0.105264,0.355437,0.045429,-0.471209,0.518608,0.152458,0.348172,-1.07947,0.47261,-0.685216,-0.338192,-0.707746,0.208339,0.116041,1.22342,1.01753,0.032127,0.611979,-0.016207,0.007626,-1.17748,-0.035818,-2.1328,0.956467,1.10982,0.549622,-0.71134,-0.150323,0.329651,-0.345366,0.276809,0.763646,-1.55652,-0.45536,0.835484,-1.20351
-1,1.01476,0.049608,1.04822,1.7931,-1.4068,-1.78412,0.75711,2.02629,-0.896482,1.07628,-1.15048,-0.511382,0.340146,0.466268,0.807683,-0.722755,1.04415,-0.84189,0.11835,1.67565,0.74524,-1.20592,-0.797578,-1.24409,-1.24817,-0.571026,-1.09438,1.282,-0.919683,-0.755224,0.734016,0.850914,-0.565699,0.661881,0.324683,-1.16158,1.5073,1.17075,-0.280458,1.48493,0.942232,-1.20959,1.59977,-1.11445,0.926978,0.758376,0.542042,0.273673,-0.213884,-0.587023
1,-0.178935,0.043344,-0.720749,0.478516,-0.58465,-0.517352,-1.61056,0.316226,-0.219566,-0.39052,-1.1886,-0.217717,-1.10579,0.818666,-0.235008,1.01698,-0.266028,-0.383185,0.775716,0.082363,-0.065855,-0.843946,0.269774,0.75368,-0.863918,0.042235,-0.373964,-0.158787,0.887112,-0.193349,-1.02121,0.735404,-0.222886,0.634691,-1.0611,-0.50594,1.50916,1.7029,0.813798,0.846316,0.03718,-1.17576,0.169007,0.248789,-0.360253,1.24154,0.509874,0.899511,-0.145447,-0.766818
-1,-0.101042,-0.129948,0.435586,0.379343,-1.58673,-0.78385,0.519834,0.750946,0.398588,-0.284693,-1.85838,-0.396195,-2.47448,0.64537,-1.13995,-1.72185,-0.546999,0.874881,1.24175,0.49751,0.736467,-1.41877,-0.05353,-0.622999,-0.409339,-0.898992,-2.30359,-0.888453,0.599401,-0.559451,-0.311702,1.80204,0.084462,1.02318,0.611322,-2.05427,0.45092,1.236,-0.543267,1.47056,1.44482,-0.420273,0.382122,-1.88646,0.272481,1.26729,-0.227679,0.6891,-0.10535,-0.478573
1,-0.633022,0.383361,0.608344,-0.311375,-0.239024,0.587315,0.110594,0.189036,-1.27301,-1.79101,1.02459,-0.347229,-0.211401,0.036234,-0.065456,-0.03181,0.301681,-0.377808,0.161462,-0.665845,-0.553948,1.09922,0.649353,-0.082065,-1.12692,0.521786,1.2427,-0.667622,0.855435,1.43779,-0.460694,0.081048,-0.007746,0.382988,-1.36905,0.25993,-0.605225,0.773986,1.52931,-0.238193,-0.26874,0.835825,-0.426498,1.03578,-0.827811,0.763825,-0.340824,1.33959,0.044678,-0.876066
-1,1.02874,-0.167978,2.79307,0.505664,-1.60027,-0.416893,-0.887962,1.62459,-2.49923,-0.730527,-0.749753,-0.880757,1.88675,0.671953,-0.629941,-0.163824,1.22071,-1.6672,0.449207,-0.157766,1.30297,-0.965117,-0.787126,-1.58774,-0.951879,-0.348296,-0.667981,0.146856,-1.71989,0.778691,0.205022,0.099055,-1.08443,1.12144,1.45635,0.696892,0.879689,1.33197,-1.01739,2.08643,0.422264,0.550308,0.396182,0.782409,1.3869,0.868894,0.436392,0.14321,-0.769175,1.39179
1,0.255625,-0.74247,-0.86651,-0.518572,-2.11258,0.673107,-0.653228,0.03872,0.702935,-1.63708,0.225784,-0.606112,-0.938629,-0.210832,-2.01713,0.035253,-0.122837,0.384847,0.608616,-0.947733,-0.58426,0.589093,1.20142,0.060163,-1.24245,1.09205,1.32619,-0.735197,1.54542,-0.173389,-1.63042,-1.13168,0.927688,0.739086,-0.510507,0.400474,0.450727,0.679419,1.63845,-0.888186,0.26825,0.620691,-1.07036,0.777146,-1.99887,1.35067,-0.311932,1.12834,-0.117862,-0.722587
-1,2.08865,-0.411039,1.24517,1.84852,0.401988,-0.968595,1.52875,1.48417,-2.22404,0.226412,-1.24503,1.12853,0.778822,-0.528005,0.479083,0.071298,1.32142,-2.98966,1.33453,0.511837,1.70515,-1.34978,-0.90588,-2.37412,-0.386449,0.16991,-0.567127,1.75219,-0.467391,-0.801563,1.17427,0.226003,-1.83389,0.01576,1.55311,-0.905278,1.71084,0.991384,-0.189661,1.81348,-0.901389,0.500758,1.63741,-1.57388,1.43855,1.39303,1.37572,0.341517,0.005524,0.452114
1,-1.84593,-0.280699,0.206886,-0.654079,0.497809,0.188356,-0.234376,0.37907,1.02599,-1.71256,0.521564,-2.93099,-0.569473,0.178398,-1.10078,0.636268,-0.885575,0.991906,-0.763431,-1.04373,-0.539278,1.0329,0.601915,1.42183,0.479838,0.417952,-0.545897,-1.44884,-0.089997,1.26397,-1.85769,-0.54123,0.680157,0.838199,-0.480594,0.865608,0.421837,0.942024,-0.36394,-1.27844,-0.045782,-0.160397,-1.14465,1.24036,-0.566447,0.840551,-1.68483,-0.215211,0.961417,-0.683201
-1,-0.660579,0.453765,0.480019,1.27248,0.697164,-1.75036,0.682372,1.46716,-0.334073,0.906518,-1.6444,-0.891652,0.610758,0.732518,1.09047,-1.42803,1.93345,-0.524762,-0.6411,1.25143,0.886149,-1.42232,-1.93385,-0.643576,-0.360972,-0.800772,-1.56834,1.1062,-0.939177,-0.124965,1.40626,0.044107,-0.820384,0.823155,1.06105,-0.081145,1.00273,0.969448,-1.45589,0.124991,0.823033,-0.463586,1.25399,-0.376168,1.22132,0.64626,-0.799307,-1.33271,0.318831,0.314643
1,0.217414,-0.328554,-1.06196,-0.554355,0.811029,2.1186,1.72909,-0.943869,-0.793193,-1.12073,0.020976,0.330947,-0.099164,0.831048,0.380518,1.81095,0.531835,-0.393695,1.05412,-1.51337,0.592418,-0.962794,1.03955,1.39127,1.06653,-0.826319,0.711311,-0.802614,1.12967,-0.532078,-0.827788,-0.883869,0.817241,0.008369,-0.649738,-0.130478,-0.360372,1.28079,2.23303,-0.307131,-2.06984,-0.106032,-1.00952,0.501453,-0.310576,0.820874,1.67578,1.81928,0.461006,-1.24852
-1,1.83464,0.727258,2.32254,0.65299,0.770656,1.35008,1.11421,1.40241,-1.12493,-0.224861,-1.20663,-0.834453,0.709306,2.28,0.289259,-2.14975,1.27219,-1.8497,0.758444,0.215158,2.01225,-1.04072,-0.618502,-1.73135,0.488475,-1.05615,-1.03325,0.008308,-1.11412,0.298986,0.239373,0.471517,-1.06597,0.520577,0.867343,-0.322956,1.22941,0.902131,-0.723417,2.0398,0.358884,-0.044681,0.634249,-0.117444,1.33085,1.08781,0.842764,-0.370253,-0.014751,-0.238078
1,0.262912,0.066443,-0.922103,-0.69135,-0.83707,-0.710774,-0.552452,-0.412118,-0.226297,-1.37047,0.062029,-0.52509,-0.529834,0.067173,-0.510021,1.22494,-0.35909,0.397269,0.828208,-0.862261,-0.336026,-0.264681,0.533749,0.746045,0.422015,-0.500972,0.276397,-0.951581,0.673522,1.74219,-1.27776,-1.31144,0.347582,0.631653,-0.12781,-0.753497,0.968504,-1.13666,0.596294,-1.14253,-0.264413,-0.228206,-0.880434,-0.142328,-0.859681,-2.16642,0.325266,1.30295,0.598666,-0.587911
1,-1.41239,-0.293392,-0.668042,-0.896282,0.732139,0.282961,0.271077,-1.24689,0.822421,0.303539,0.9294,-1.61071,-0.253999,-1.06002,-0.444243,-0.700096,-0.319658,1.51155,-0.679448,-0.726423,-0.536301,0.983223,0.250193,1.42134,1.73095,0.568052,0.668502,-1.72487,0.056029,0.66614,-1.12987,-1.05569,1.64945,0.641654,-1.38098,1.32808,-0.937764,-1.73212,0.148153,-1.94371,0.163832,0.937221,-1.36005,0.440762,-1.10989,-1.0723,-0.641432,-0.718037,1.95318,-0.854904
1,-1.1616,-1.02184,-0.708878,-0.066362,0.62531,0.486299,0.324994,-0.82305,0.617032,-0.038461,1.40694,-0.665417,-0.558232,-1.31651,0.115098,-0.624488,0.147737,1.03152,-0.243766,-0.31353,0.490026,0.183887,-0.854901,0.19689,1.57782,-0.351763,0.279092,-0.484483,-0.174413,-0.058785,0.414182,-0.387601,0.423519,0.91768,-0.223583,0.859148,-1.02863,-1.52706,-0.853592,-0.470044,-0.16282,0.111372,-0.267343,0.747782,-0.079029,-0.843035,-0.830053,-0.069428,1.56059,-0.506106
1,-0.399909,0.001639,-0.951402,-0.816295,-0.074831,0.417348,-0.602765,-0.884028,1.09067,-0.731605,1.05687,-0.707457,-0.376744,-0.446471,-0.563711,-0.332788,0.213897,1.55219,-0.58801,-0.633585,-0.644268,0.72676,0.937124,0.649629,0.502849,0.05248,0.877498,-1.19134,0.935842,0.13359,-1.06223,-0.173276,2.08575,0.809825,-0.744131,-0.189659,-0.860774,-1.27315,0.150343,-1.14361,-0.135412,0.50397,-1.22055,0.297948,-1.60971,-0.641152,-0.772531,-0.201456,1.4861,-0.979007
1,-1.74159,0.215288,-0.788323,-0.783134,0.880796,-0.825631,-0.158845,-1.04328,0.907641,-0.825781,1.01588,-1.62734,0.15952,-2.53791,-0.067261,-1.98799,0.900701,1.20971,-0.35921,-0.08839,0.407732,1.09897,-0.89083,0.486494,1.36283,1.56353,0.792066,-1.12494,-0.055555,0.847281,-0.064423,-1.10423,0.758442,0.814777,0.012271,0.189444,-1.14289,-1.66856,-0.311834,-1.3444,-0.628942,1.07137,-1.07711,0.665911,-0.446248,-0.699175,-1.35447,-0.384923,1.62796,-0.822271
1,-1.20655,-0.790649,-0.407664,-0.369369,-0.214051,0.151039,0.084422,-1.18657,0.441343,-1.3793,1.75803,-1.40697,-0.659682,-3.66349,-0.256759,0.043155,-0.418861,0.927031,-0.304738,-0.620604,-0.002155,1.23613,0.063423,-0.408328,1.334,1.15568,-0.313474,-1.13318,-0.568381,1.43844,-0.367771,-1.20505,0.127176,0.1197,-0.96812,1.11121,-0.140197,-1.35805,0.179385,-1.03951,-1.19182,1.17915,-0.636327,1.37298,-1.26036,-1.25972,-2.26815,0.567586,1.74857,-1.17683
1,-0.527436,0.088124,-1.05026,0.021763,0.300626,0.123146,-0.807404,-1.05708,1.03022,0.149353,0.216811,0.779415,0.255202,-1.86149,-0.361446,0.036463,-0.196735,0.868487,-0.085919,0.421138,-0.267533,-0.875485,-1.09813,1.60884,-1.18076,0.297575,0.781849,-0.984725,-0.877117,-1.33447,0.259273,-1.12548,0.28677,1.5565,-1.14047,-0.905176,-0.391664,-1.34328,-0.093283,-0.421274,-2.06201,-0.060174,-0.270868,0.542869,-0.910873,-1.18398,1.77464,0.793138,0.764921,-0.759737
1,-0.140789,-1.15092,-0.692001,0.16038,0.592372,0.355803,0.476993,-0.549997,-0.792663,-0.705752,0.686197,0.980272,0.442407,-0.208297,0.222273,1.32189,0.409972,-0.965634,0.248615,-0.475018,0.170431,1.09896,0.144957,-0.047008,0.207481,0.191712,1.70758,0.33453,0.81241,0.299356,1.02955,-0.774831,-0.805417,-0.525096,-0.579563,0.243986,-0.554359,-1.82316,1.04998,-0.412021,-2.65199,0.812886,0.268957,1.09699,1.20411,-1.19508,0.379175,-0.163117,1.15185,0.350524
1,0.468599,-1.7402,-0.612216,0.041811,0.795654,0.095302,-1.0441,-0.728455,-0.97515,-1.86355,1.44673,-0.822898,-0.323606,-1.01041,-0.081453,0.983679,-0.539499,0.100384,0.322408,-1.21846,0.090665,1.58724,0.911769,-0.521797,0.23699,1.07681,0.545889,-0.692988,0.968299,1.08392,-0.838719,-0.644233,-0.436604,-0.557466,0.176834,0.64981,0.345773,-1.50012,0.22169,-0.580977,-0.412625,1.49312,-0.012572,0.556813,-0.102644,-1.72757,0.544167,0.949457,0.273893,0.66244
1,0.105281,-0.602249,-0.967186,-1.0495,-0.02109,0.55201,-0.736203,-0.913241,0.804045,-0.015254,0.963104,0.113457,-0.606625,-0.034325,-0.165452,-0.285508,-1.52041,1.11188,-0.710118,-0.658125,-0.573901,0.525987,1.17623,0.189621,1.16903,-1.15589,0.711906,-0.220623,-0.016946,-0.551459,-0.468248,-0.565004,0.82902,0.848516,-2.00917,0.019274,-0.80521,-1.19162,-0.138338,-0.890587,-0.518045,-0.300931,-0.135017,0.122182,-0.87417,-0.89656,-0.140007,-0.060731,0.544769,-1.19999
1,-0.750862,-0.726568,-0.686497,0.081342,-0.226896,0.695614,-1.04013,-0.338867,1.68122,-0.306749,0.464888,-1.25431,-0.058879,-0.952389,-0.049133,-0.096745,0.315546,0.957159,-0.112729,-0.08603,-1.18245,1.05315,0.523315,1.58045,0.471739,0.086886,0.251491,-0.137305,0.409844,-0.048553,-0.302558,-1.27225,1.59658,0.915788,-0.701095,1.11087,0.031312,-1.10708,0.574756,-0.801662,-0.43364,0.832142,-0.233203,0.969343,-0.726664,-0.861735,-0.126022,0.384463,1.08944,0.062022
1,0.063377,-1.65631,-1.65309,-0.819163,0.283383,1.88159,-1.324,-1.83724,-0.1456,-1.17079,0.906277,-0.078275,-0.730944,-0.234576,-0.955153,1.24028,-1.29151,1.09423,0.974032,-1.55807,-1.13714,0.951683,1.9771,-0.63609,0.983707,0.084137,1.59438,-0.96071,1.42405,0.897724,-0.924916,-1.95575,0.645942,-0.065635,-0.648073,0.982679,-0.484327,-0.530512,1.20494,0.096101,-1.3139,-0.566318,-0.427805,0.616045,-1.17339,-2.17612,0.514754,1.16059,1.00466,-0.493399
1,-2.31952,0.463572,-0.659746,-0.832429,-0.958012,-0.817119,-0.442751,-0.570915,1.13194,-0.946913,-1.09858,-1.55388,-0.666954,-2.29605,-1.26058,-0.853598,-0.719253,-0.204898,-0.16128,0.217732,0.642826,1.16637,0.032917,0.354986,0.08307,1.79053,0.126975,-1.32711,0.013102,-0.222026,-0.501954,0.045441,1.14372,0.47322,-1.43402,0.682984,0.200679,-1.23651,-0.46405,-1.67856,-1.35753,1.66052,-0.907698,-0.492544,-0.315049,-0.08632,-0.658055,-0.211567,1.11615,-0.921648
1,0.071696,-0.697529,-1.6452,-0.091932,0.555335,1.7433,-1.3478,-1.21756,1.03072,-1.56245,0.895546,-0.704497,-0.36261,0.165164,-0.864422,1.69367,-1.52053,1.11589,1.13241,-1.02148,-0.883171,-0.537113,1.58568,-0.305936,1.53273,-0.394356,2.05264,-0.874957,1.89099,0.743747,-1.13372,-1.1398,0.657712,0.064564,-0.071088,-0.657416,0.089111,-0.233597,0.855506,-0.486793,-0.083377,-0.035496,-0.418818,-0.483852,-0.97314,-1.10451,0.591026,1.82572,1.36517,-0.843128
-1,0.760898,0.783044,1.39393,1.33909,0.110798,-1.00121,2.25107,0.547207,0.170659,1.66941,-1.51859,1.24441,-0.442482,1.32172,2.27016,0.650447,1.52323,-0.027105,1.0974,1.49866,1.44215,-1.31076,-1.15065,-1.26716,0.029631,-1.94768,-0.170718,1.42795,0.251978,-1.02765,1.32769,1.33284,-0.619092,-0.304408,1.9461,-3.14746,1.03808,0.454688,-0.797977,1.11845,1.39053,-1.05828,1.63522,-1.3491,1.59878,0.119033,0.965921,0.119009,-0.036326,0.791163
1,-0.142293,-0.105441,-0.347112,-2.1303,1.2479,0.29072,-0.338699,-0.738518,1.05879,0.126097,1.64226,0.210066,0.45298,0.200959,-1.49576,-0.274835,0.858385,0.923815,-0.140943,-0.388182,-2.55995,0.45533,0.68662,-0.227752,0.453806,0.682272,1.13525,-0.399723,1.21453,-0.009976,0.440002,0.233164,1.38735,-1.9132,-1.1797,0.30661,-0.929443,-0.562783,0.650819,-0.358772,0.195125,0.096059,-0.735687,0.70358,-0.620758,-0.205175,0.486709,1.27244,-1.75861,-1.32507
1,-0.232203,0.879838,-0.970712,-0.800751,-0.280262,-0.094371,-1.09306,-0.977785,0.923272,0.634039,0.415664,-0.213669,-0.803127,-0.612437,-0.502851,-0.202959,-0.881782,1.13651,-0.614012,0.17575,-0.136435,0.445117,0.104618,1.60519,0.157774,0.353442,0.46251,-0.330386,0.092202,0.443399,-0.176926,0.214874,1.27999,0.406258,-0.741256,-0.12565,-0.906909,-0.33635,-0.073551,-0.843908,1.32057,-2.12472,-0.814496,0.139536,-0.772532,-1.08897,0.329053,-0.242796,-1.17948,-0.188716
-1,1.31337,0.285083,1.48753,0.109645,-1.16641,-1.55922,-0.019956,0.366829,-1.42853,0.874733,-1.35399,0.776609,0.585028,1.15909,1.27914,-0.121483,0.088559,-1.27672,1.77593,0.418571,1.47391,-0.509381,-0.457184,-0.606504,-0.452576,-0.308575,-1.19041,0.864822,-0.035654,-0.062869,0.649451,0.167054,-1.10693,-2.64371,-0.284576,0.102007,0.769273,-0.634877,-1.42137,0.93777,1.07362,-0.284732,0.941415,-1.18014,1.10535,-0.479421,-0.767029,-0.657181,-0.335972,2.2497
-1,1.04868,1.47743,0.923745,0.953207,1.33173,-1.29321,-0.226382,1.62195,-0.96937,1.41252,-0.171267,1.57688,1.83454,0.805346,0.917024,0.319593,0.953024,-0.545076,-1.78108,1.32519,-2.6776,0.481187,-0.420457,-0.572482,-0.171285,-0.020831,-0.344454,1.59623,-2.749,-0.447809,1.86291,1.02754,-0.300375,-0.034344,1.61679,-0.833835,0.241954,-0.347513,-0.644261,0.600446,0.135391,0.201898,0.317687,0.488116,1.15657,-0.928249,0.986708,-0.654881,-1.25805,2.14338
1,0.08924,-1.77506,-0.600602,-0.853935,0.722418,1.52745,-0.954304,-1.03132,0.126167,-0.540821,1.41426,0.550988,0.676643,0.447727,-0.399639,2.3266,-0.55613,0.248389,-0.966853,-0.664787,0.098178,0.073959,1.53426,-0.192416,0.627748,1.47335,-0.119256,-0.519955,-0.122918,1.17685,-0.082354,0.000707,-0.228593,-0.695596,0.38354,1.81136,0.525809,-0.025592,0.511566,-0.554353,-1.35102,0.347426,-0.507966,2.03475,-0.59211,-0.80954,-0.71635,0.492176,0.938319,0.920067
1,0.026216,0.301769,-0.09786,-0.01211,0.718137,-0.834091,0.607102,0.43863,-0.764693,0.858329,-0.868588,-0.221598,0.581065,-0.204137,0.357574,-0.216494,1.45485,-0.058028,-0.246543,0.937619,0.708546,-0.703259,-0.864145,-0.404407,1.40781,-0.914479,-2.02135,0.599858,-1.89395,-1.07067,1.10551,0.622387,-0.191518,-0.093045,0.824277,-0.691518,-0.660333,-1.35402,-1.28104,0.199548,0.505141,-0.289858,0.551036,-0.071346,1.08682,-1.02748,-1.05659,-0.667192,1.31105,1.71184
1,0.660668,-0.935249,-0.61041,-0.898644,1.26555,0.708197,-1.02261,-0.636079,-0.411855,-0.741258,0.86473,0.087161,0.448561,0.522716,-1.04314,1.17326,-1.30799,0.546118,-0.246657,-1.46176,-2.07822,0.795994,1.47687,0.927079,0.374161,0.66,0.776607,-0.555301,1.03858,0.452917,-0.648994,-2.46461,0.091124,-1.00728,-0.122161,1.35101,0.414625,-0.603538,0.524236,-0.42201,-1.58439,0.181374,-0.844443,1.28405,-0.50069,-1.58645,-0.979538,0.134728,-0.090007,1.10858
1,-0.261051,-1.03706,-1.84239,-1.31511,0.395047,-0.166675,-0.038188,-1.81962,0.930289,0.03238,-0.586901,-0.218954,-0.726319,0.568904,-1.50261,2.4155,-0.443294,0.497749,0.4643,-1.42388,-1.37138,-0.632449,1.57361,1.01921,1.61445,-0.365986,0.448353,-0.812223,0.720509,-0.503536,-1.16982,-0.591747,-0.702625,0.101267,0.196685,-0.171361,0.850186,0.449538,0.581099,-1.16559,0.48375,-0.833811,-0.887238,0.20662,-0.473529,-0.770963,-1.149,1.2871,-0.592587,0.36304
-1,0.731312,1.20801,1.19715,-0.406948,0.955901,-1.34472,1.77205,-0.045496,-1.04887,1.13283,-1.04714,1.14892,1.38026,-0.038347,0.984154,-1.61786,0.558756,-0.20562,-1.70453,0.939908,0.77404,-0.092283,-1.44487,-1.06132,0.994905,-1.86273,-0.32067,0.722843,-2.02707,-0.70315,1.67218,1.22721,-0.246246,0.740804,2.11149,-1.39014,-0.613564,-0.837044,-1.21863,0.822526,0.945694,-1.38497,-0.287848,-0.890666,2.03197,-0.070238,-0.480751,-3.11988,0.317309,2.2423
