normal,gene14,gene377,gene493,gene1917,gene765,gene249,gene625,gene1771,gene1671,gene841,gene1423,gene1047,gene1892,gene419,gene1293,gene822,gene1674,gene267,gene1400,gene892
F,-0.633022,0.608344,0.189036,0.383361,-0.311375,-0.667622,1.02459,1.2427,0.587315,-0.239024,-0.665845,-1.27301,-0.065456,-0.553948,-0.377808,-1.79101,0.081048,-0.426498,-0.03181,0.110594
T,1.02874,2.79307,1.62459,-0.167978,0.505664,0.146856,-0.749753,-0.667981,-0.416893,-1.60027,-0.157766,-2.49923,-0.629941,1.30297,-1.6672,-0.730527,0.099055,0.396182,-0.163824,-0.887962
F,0.255625,-0.86651,0.03872,-0.74247,-0.518572,-0.735197,0.225784,1.32619,0.673107,-2.11258,-0.947733,0.702935,-2.01713,-0.58426,0.384847,-1.63708,-1.13168,-1.07036,0.035253,-0.653228
T,2.08865,1.24517,1.48417,-0.411039,1.84852,1.75219,-1.24503,-0.567127,-0.968595,0.401988,0.511837,-2.22404,0.479083,1.70515,-2.98966,0.226412,0.226003,1.63741,0.071298,1.52875
F,-1.84593,0.206886,0.37907,-0.280699,-0.654079,-1.44884,0.521564,-0.545897,0.188356,0.497809,-1.04373,1.02599,-1.10078,-0.539278,0.991906,-1.71256,-0.54123,-1.14465,0.636268,-0.234376
T,-0.660579,0.480019,1.46716,0.453765,1.27248,1.1062,-1.6444,-1.56834,-1.75036,0.697164,1.25143,-0.334073,1.09047,0.886149,-0.524762,0.906518,0.044107,1.25399,-1.42803,0.682372
F,0.217414,-1.06196,-0.943869,-0.328554,-0.554355,-0.802614,0.020976,0.711311,2.1186,0.811029,-1.51337,-0.793193,0.380518,0.592418,-0.393695,-1.12073,-0.883869,-1.00952,1.81095,1.72909
T,1.83464,2.32254,1.40241,0.727258,0.65299,0.008308,-1.20663,-1.03325,1.35008,0.770656,0.215158,-1.12493,0.289259,2.01225,-1.8497,-0.224861,0.471517,0.634249,-2.14975,1.11421
F,0.262912,-0.922103,-0.412118,0.066443,-0.69135,-0.951581,0.062029,0.276397,-0.710774,-0.83707,-0.862261,-0.226297,-0.510021,-0.336026,0.397269,-1.37047,-1.31144,-0.880434,1.22494,-0.552452
F,-1.41239,-0.668042,-1.24689,-0.293392,-0.896282,-1.72487,0.9294,0.668502,0.282961,0.732139,-0.726423,0.822421,-0.444243,-0.536301,1.51155,0.303539,-1.05569,-1.36005,-0.700096,0.271077
F,-1.1616,-0.708878,-0.82305,-1.02184,-0.066362,-0.484483,1.40694,0.279092,0.486299,0.62531,-0.31353,0.617032,0.115098,0.490026,1.03152,-0.038461,-0.387601,-0.267343,-0.624488,0.324994
F,-0.399909,-0.951402,-0.884028,0.001639,-0.816295,-1.19134,1.05687,0.877498,0.417348,-0.074831,-0.633585,1.09067,-0.563711,-0.644268,1.55219,-0.731605,-0.173276,-1.22055,-0.332788,-0.602765
F,-1.74159,-0.788323,-1.04328,0.215288,-0.783134,-1.12494,1.01588,0.792066,-0.825631,0.880796,-0.08839,0.907641,-0.067261,0.407732,1.20971,-0.825781,-1.10423,-1.07711,-1.98799,-0.158845
F,-1.20655,-0.407664,-1.18657,-0.790649,-0.369369,-1.13318,1.75803,-0.313474,0.151039,-0.214051,-0.620604,0.441343,-0.256759,-0.002155,0.927031,-1.3793,-1.20505,-0.636327,0.043155,0.084422
F,-0.527436,-1.05026,-1.05708,0.088124,0.021763,-0.984725,0.216811,0.781849,0.123146,0.300626,0.421138,1.03022,-0.361446,-0.267533,0.868487,0.149353,-1.12548,-0.270868,0.036463,-0.807404
F,-0.140789,-0.692001,-0.549997,-1.15092,0.16038,0.33453,0.686197,1.70758,0.355803,0.592372,-0.475018,-0.792663,0.222273,0.170431,-0.965634,-0.705752,-0.774831,0.268957,1.32189,0.476993
F,0.468599,-0.612216,-0.728455,-1.7402,0.041811,-0.692988,1.44673,0.545889,0.095302,0.795654,-1.21846,-0.97515,-0.081453,0.090665,0.100384,-1.86355,-0.644233,-0.012572,0.983679,-1.0441
F,0.105281,-0.967186,-0.913241,-0.602249,-1.0495,-0.220623,0.963104,0.711906,0.55201,-0.02109,-0.658125,0.804045,-0.165452,-0.573901,1.11188,-0.015254,-0.565004,-0.135017,-0.285508,-0.736203
F,-0.750862,-0.686497,-0.338867,-0.726568,0.081342,-0.137305,0.464888,0.251491,0.695614,-0.226896,-0.08603,1.68122,-0.049133,-1.18245,0.957159,-0.306749,-1.27225,-0.233203,-0.096745,-1.04013
F,0.063377,-1.65309,-1.83724,-1.65631,-0.819163,-0.96071,0.906277,1.59438,1.88159,0.283383,-1.55807,-0.1456,-0.955153,-1.13714,1.09423,-1.17079,-1.95575,-0.427805,1.24028,-1.324
F,-2.31952,-0.659746,-0.570915,0.463572,-0.832429,-1.32711,-1.09858,0.126975,-0.817119,-0.958012,0.217732,1.13194,-1.26058,0.642826,-0.204898,-0.946913,0.045441,-0.907698,-0.853598,-0.442751
F,0.071696,-1.6452,-1.21756,-0.697529,-0.091932,-0.874957,0.895546,2.05264,1.7433,0.555335,-1.02148,1.03072,-0.864422,-0.883171,1.11589,-1.56245,-1.1398,-0.418818,1.69367,-1.3478
T,0.760898,1.39393,0.547207,0.783044,1.33909,1.42795,-1.51859,-0.170718,-1.00121,0.110798,1.49866,0.170659,2.27016,1.44215,-0.027105,1.66941,1.33284,1.63522,0.650447,2.25107
F,-0.142293,-0.347112,-0.738518,-0.105441,-2.1303,-0.399723,1.64226,1.13525,0.29072,1.2479,-0.388182,1.05879,-1.49576,-2.55995,0.923815,0.126097,0.233164,-0.735687,-0.274835,-0.338699
F,-0.232203,-0.970712,-0.977785,0.879838,-0.800751,-0.330386,0.415664,0.46251,-0.094371,-0.280262,0.17575,0.923272,-0.502851,-0.136435,1.13651,0.634039,0.214874,-0.814496,-0.202959,-1.09306
T,1.31337,1.48753,0.366829,0.285083,0.109645,0.864822,-1.35399,-1.19041,-1.55922,-1.16641,0.418571,-1.42853,1.27914,1.47391,-1.27672,0.874733,0.167054,0.941415,-0.121483,-0.019956
T,1.04868,0.923745,1.62195,1.47743,0.953207,1.59623,-0.171267,-0.344454,-1.29321,1.33173,1.32519,-0.96937,0.917024,-2.6776,-0.545076,1.41252,1.02754,0.317687,0.319593,-0.226382
F,0.08924,-0.600602,-1.03132,-1.77506,-0.853935,-0.519955,1.41426,-0.119256,1.52745,0.722418,-0.664787,0.126167,-0.399639,0.098178,0.248389,-0.540821,0.000707,-0.507966,2.3266,-0.954304
F,0.026216,-0.09786,0.43863,0.301769,-0.01211,0.599858,-0.868588,-2.02135,-0.834091,0.718137,0.937619,-0.764693,0.357574,0.708546,-0.058028,0.858329,0.622387,0.551036,-0.216494,0.607102
F,0.660668,-0.61041,-0.636079,-0.935249,-0.898644,-0.555301,0.86473,0.776607,0.708197,1.26555,-1.46176,-0.411855,-1.04314,-2.07822,0.546118,-0.741258,-2.46461,-0.844443,1.17326,-1.02261
F,-0.261051,-1.84239,-1.81962,-1.03706,-1.31511,-0.812223,-0.586901,0.448353,-0.166675,0.395047,-1.42388,0.930289,-1.50261,-1.37138,0.497749,0.03238,-0.591747,-0.887238,2.4155,-0.038188
T,0.731312,1.19715,-0.045496,1.20801,-0.406948,0.722843,-1.04714,-0.32067,-1.34472,0.955901,0.939908,-1.04887,0.984154,0.77404,-0.20562,1.13283,1.22721,-0.287848,-1.61786,1.77205
F,0.061964,0.70518,1.02057,0.768901,0.135997,1.05895,-0.390316,-1.17226,-0.721404,1.13619,0.928112,-0.380491,0.464721,-0.858531,-0.620577,1.38981,1.06052,1.12261,-0.708121,1.53156
T,1.06366,-0.193367,1.77076,1.58199,0.939973,1.57605,-0.742501,0.454598,0.216881,-1.51729,1.66433,-0.298695,1.91059,-0.444319,-0.390914,1.43652,1.38192,1.56643,0.194183,1.60826
T,-0.015205,-0.137593,0.0915,-3.12738,-1.27574,0.030126,0.408603,-0.10376,-0.355162,1.40817,-1.23214,0.475153,-0.340433,-0.057823,0.619135,-0.814681,-0.258331,-1.29431,0.006701,-0.740748
F,0.954973,-0.761555,-0.605867,-0.997469,-0.477421,-0.157616,1.10302,1.29574,-0.033978,0.80956,-2.399,0.713768,-0.495257,-1.13178,0.26629,-0.338188,-0.599245,-0.528896,1.47715,-1.14013
F,0.156209,-0.552491,-0.502564,0.295722,-0.504203,-0.089325,0.61061,0.299417,0.814943,0.49203,-0.911255,1.04707,0.468867,-0.156881,1.00531,0.002858,0.308916,-0.417712,0.083999,-1.16679
T,1.39249,0.114126,0.448844,1.90586,0.888538,1.40224,-1.8871,-0.953051,-0.52204,1.10359,1.36077,-0.441505,1.11417,0.197501,0.281015,1.68828,1.44905,1.6256,0.120995,0.032779
T,-0.769534,-0.164317,-0.937252,0.396271,-1.92326,-1.13505,-0.107927,0.614929,1.27111,0.459022,-0.373469,0.62522,-0.323548,0.688728,0.267743,0.406752,-0.960616,-2.04057,0.191606,-0.553943
F,1.12447,0.749598,0.314639,0.662972,0.965813,1.54202,-0.480854,0.148174,0.531178,0.147986,1.05664,-0.437891,1.70824,0.492727,-0.773742,1.29745,0.381394,1.71319,0.782236,1.15768
F,-0.324529,-0.75391,-0.213315,-0.141406,-0.842043,-0.086391,-0.726459,0.017456,-0.025612,-2.78492,0.456182,1.30668,0.595536,0.238352,0.490584,0.737576,1.21141,-0.132138,0.394476,-0.342415
F,-1.39987,0.001145,-0.567127,1.06678,-1.30552,-0.818061,0.19067,0.297445,0.221683,-0.801316,-0.306563,1.61455,-0.005179,-0.778654,1.24074,0.611445,-0.992924,-1.06668,-0.308762,-1.07017
F,-0.229063,-0.507101,-0.556259,0.500274,-0.830158,0.099149,0.844114,0.653618,-0.208402,0.133534,-0.926462,-0.09364,-2.46453,-0.855378,0.553416,-0.120651,-1.52382,-0.46786,1.03369,-0.433639
T,-0.118578,2.21181,0.347547,1.18144,0.056917,0.914962,-0.626193,-1.08435,-0.340699,1.03779,1.08279,0.305967,1.92063,1.90862,-0.134233,1.25762,0.772198,0.122093,-1.12982,1.27876
F,-1.33116,-0.212275,-1.28944,-2.18534,-1.61317,-0.788498,1.41968,0.467367,1.20989,0.709645,-1.09074,0.761279,-0.558186,-0.447433,1.01023,-0.690955,0.194127,-0.929471,0.473929,-0.565687
T,0.696933,0.365677,0.694332,1.06067,0.492348,1.33129,-0.100459,0.017027,1.08054,0.576813,1.17024,-0.12444,1.14638,-0.283721,-0.445138,1.04098,0.960311,0.88419,0.545995,0.50974
