normal,gene14,gene377,gene493,gene1917,gene765,gene249,gene625,gene1771,gene1671,gene841,gene1423,gene1047,gene1892,gene419,gene1293,gene822,gene1674,gene267,gene1400,gene892,gene66,gene1884,gene581,gene1597,gene245,gene513,gene1153,gene67,gene1494,gene415,gene1416,gene1635,gene391,gene1873,gene824,gene1772,gene1534,gene1946,gene1472,gene1388,gene1511,gene1058,gene1758,gene111,gene1115,gene1231,gene1730,gene561,gene1168,gene1924
F,-1.3067,0.043436,-0.698936,-1.18073,-0.58444,-1.197,0.79234,0.697892,-0.369044,1.44681,-1.58238,-0.918946,0.370383,0.572767,-1.51794,-1.69609,-1.43038,-1.34788,-0.476931,0.665496,-1.6917,-0.829427,-1.13281,0.092227,-1.3525,0.870428,-1.59945,-2.15622,-0.248891,-2.2054,-0.4213,0.084935,1.10004,0.637212,-0.506473,1.26543,1.50002,1.86814,1.43882,0.022514,1.111,-1.00718,1.71931,-2.10292,1.22922,-0.037277,0.220576,-0.624869,1.52327,0.397629
T,1.02923,0.424935,1.64426,1.16443,1.92245,1.27091,0.682479,-1.03423,-1.36135,-1.04612,1.60756,-0.246093,1.45326,0.053219,-1.25106,1.25693,1.20275,1.47589,-1.38985,1.61748,0.042012,-0.07275,-0.800439,-0.498545,1.53964,-1.15353,-0.467866,-0.396763,1.02885,1.14847,0.76906,0.40821,0.178549,1.63418,0.795527,-1.02825,-0.196093,0.535368,0.819485,-0.73691,0.022478,0.766914,0.504243,1.61048,-0.332635,0.138319,-2.23499,-0.218645,-1.63641,0.146534
F,0.684712,0.265867,0.101192,0.039428,0.640185,0.116041,0.306087,0.208339,-0.122111,-0.840731,0.152458,-0.954375,0.105264,0.348172,-0.471209,0.006657,0.611979,0.329651,0.355437,-0.4096,0.549622,-1.17748,-0.685216,-0.039219,0.252453,0.47261,-0.016207,0.045429,0.032127,0.185688,-1.00087,0.276809,-0.345366,-1.89634,0.058686,1.22342,-0.707746,-0.506076,0.019749,0.518608,-0.901899,0.128779,-1.07947,0.452113,-0.035818,-0.899045,0.451154,-0.679707,0.537641,-2.1328
T,1.01476,1.04822,2.02629,0.049608,1.7931,1.282,-1.15048,-1.09438,-1.78412,-1.4068,1.67565,-0.896482,0.807683,0.74524,-0.84189,1.07628,0.850914,1.59977,-0.722755,0.75711,1.48493,0.324683,-1.24409,0.466268,1.57464,-0.797578,-0.565699,1.04415,0.734016,1.00964,-0.511382,0.926978,-1.11445,0.340146,1.0653,-0.919683,-0.571026,-1.23637,-0.481505,0.11835,-1.38177,1.49707,-1.20592,0.904175,-1.16158,0.820767,-0.629003,-0.199116,-0.99366,1.5073
F,-0.178935,-0.720749,0.316226,0.043344,0.478516,-0.158787,-1.1886,-0.373964,-0.517352,-0.58465,0.082363,-0.219566,-0.235008,-0.065855,-0.383185,-0.39052,0.735404,0.169007,1.01698,-1.61056,0.846316,-1.0611,0.75368,0.818666,0.154942,0.269774,-0.222886,-0.266028,-1.02121,0.235007,-0.217717,-0.360253,0.248789,-1.10579,0.075104,0.887112,0.042235,-0.018401,-0.940502,0.775716,-0.252028,0.266456,-0.843946,-0.015878,-0.50594,-0.491462,-0.064523,-0.108379,-0.618889,1.50916
T,-0.101042,0.435586,0.750946,-0.129948,0.379343,-0.888453,-1.85838,-2.30359,-0.78385,-1.58673,0.49751,0.398588,-1.13995,0.736467,0.874881,-0.284693,1.80204,0.382122,-1.72185,0.519834,1.47056,0.611322,-0.622999,0.64537,0.528892,-0.05353,0.084462,-0.546999,-0.311702,0.002739,-0.396195,0.272481,-1.88646,-2.47448,0.420861,0.599401,-0.898992,-0.820514,-0.571274,1.24175,-1.02694,1.43218,-1.41877,0.062633,-2.05427,-1.47877,0.149288,-0.323286,-0.697706,0.45092
F,-0.633022,0.608344,0.189036,0.383361,-0.311375,-0.667622,1.02459,1.2427,0.587315,-0.239024,-0.665845,-1.27301,-0.065456,-0.553948,-0.377808,-1.79101,0.081048,-0.426498,-0.03181,0.110594,-0.238193,-1.36905,-0.082065,0.036234,-0.410226,0.649353,-0.007746,0.301681,-0.460694,-0.919248,-0.347229,-0.827811,1.03578,-0.211401,0.31983,0.855435,0.521786,-0.58215,1.61511,0.161462,-0.977971,-0.164095,1.09922,-1.43477,0.25993,-0.463783,-0.584481,-0.084259,-1.00524,-0.605225
T,1.02874,2.79307,1.62459,-0.167978,0.505664,0.146856,-0.749753,-0.667981,-0.416893,-1.60027,-0.157766,-2.49923,-0.629941,1.30297,-1.6672,-0.730527,0.099055,0.396182,-0.163824,-0.887962,2.08643,1.45635,-1.58774,0.671953,0.417741,-0.787126,-1.08443,1.22071,0.205022,-0.903637,-0.880757,1.3869,0.782409,1.88675,0.473325,-1.71989,-0.348296,-0.532547,-1.07817,0.449207,-0.671872,2.10713,-0.965117,-1.47249,0.696892,1.31994,-1.99292,1.43278,-2.1252,0.879689
F,0.255625,-0.86651,0.03872,-0.74247,-0.518572,-0.735197,0.225784,1.32619,0.673107,-2.11258,-0.947733,0.702935,-2.01713,-0.58426,0.384847,-1.63708,-1.13168,-1.07036,0.035253,-0.653228,-0.888186,-0.510507,0.060163,-0.210832,-0.851538,1.20142,0.927688,-0.122837,-1.63042,-1.27701,-0.606112,-1.99887,0.777146,-0.938629,-0.482156,1.54542,1.09205,-0.056791,1.04903,0.608616,0.592163,0.958981,0.589093,-0.704281,0.400474,-0.383633,-0.040503,0.314098,-0.823725,0.450727
T,2.08865,1.24517,1.48417,-0.411039,1.84852,1.75219,-1.24503,-0.567127,-0.968595,0.401988,0.511837,-2.22404,0.479083,1.70515,-2.98966,0.226412,0.226003,1.63741,0.071298,1.52875,1.81348,1.55311,-2.37412,-0.528005,1.73081,-0.90588,-1.83389,1.32142,1.17427,0.042468,1.12853,1.43855,-1.57388,0.778822,1.00504,-0.467391,0.16991,-3.07587,-1.7148,1.33453,-1.53425,2.05994,-1.34978,0.107727,-0.905278,2.07021,-1.18254,1.14424,-1.15104,1.71084
F,-1.84593,0.206886,0.37907,-0.280699,-0.654079,-1.44884,0.521564,-0.545897,0.188356,0.497809,-1.04373,1.02599,-1.10078,-0.539278,0.991906,-1.71256,-0.54123,-1.14465,0.636268,-0.234376,-1.27844,-0.480594,1.42183,0.178398,-0.971218,0.601915,0.680157,-0.885575,-1.85769,-1.32945,-2.93099,-0.566447,1.24036,-0.569473,-1.46616,-0.089997,0.417952,1.13567,0.046938,-0.763431,0.981272,-0.973646,1.0329,-1.1424,0.865608,-0.302677,0.624904,-1.99949,-0.764942,0.421837
T,-0.660579,0.480019,1.46716,0.453765,1.27248,1.1062,-1.6444,-1.56834,-1.75036,0.697164,1.25143,-0.334073,1.09047,0.886149,-0.524762,0.906518,0.044107,1.25399,-1.42803,0.682372,0.124991,1.06105,-0.643576,0.732518,1.07399,-1.93385,-0.820384,1.93345,1.40626,0.999796,-0.891652,1.22132,-0.376168,0.610758,0.364879,-0.939177,-0.800772,-0.138763,-1.41798,-0.6411,-0.637748,0.464559,-1.42232,1.14741,-0.081145,-0.016021,-1.30276,-0.975037,-0.043045,1.00273
F,0.217414,-1.06196,-0.943869,-0.328554,-0.554355,-0.802614,0.020976,0.711311,2.1186,0.811029,-1.51337,-0.793193,0.380518,0.592418,-0.393695,-1.12073,-0.883869,-1.00952,1.81095,1.72909,-0.307131,-0.649738,1.39127,0.831048,-1.08011,1.03955,0.817241,0.531835,-0.827788,-1.63567,0.330947,-0.310576,0.501453,-0.099164,-0.013845,1.12967,-0.826319,-1.5938,0.285229,1.05412,-1.44958,0.897491,-0.962794,-1.45495,-0.130478,0.565214,0.146459,-0.665059,-0.228003,-0.360372
T,1.83464,2.32254,1.40241,0.727258,0.65299,0.008308,-1.20663,-1.03325,1.35008,0.770656,0.215158,-1.12493,0.289259,2.01225,-1.8497,-0.224861,0.471517,0.634249,-2.14975,1.11421,2.0398,0.867343,-1.73135,2.28,0.689297,-0.618502,-1.06597,1.27219,0.239373,-0.771275,-0.834453,1.33085,-0.117444,0.709306,-0.131019,-1.11412,-1.05615,-1.57552,-2.1939,0.758444,-1.93702,1.24984,-1.04072,-0.999373,-0.322956,1.13649,-1.83393,0.899561,-1.18388,1.22941
F,0.262912,-0.922103,-0.412118,0.066443,-0.69135,-0.951581,0.062029,0.276397,-0.710774,-0.83707,-0.862261,-0.226297,-0.510021,-0.336026,0.397269,-1.37047,-1.31144,-0.880434,1.22494,-0.552452,-1.14253,-0.12781,0.746045,0.067173,-0.769947,0.533749,0.347582,-0.35909,-1.27776,-1.89128,-0.52509,-0.859681,-0.142328,-0.529834,-0.640504,0.673522,-0.500972,-0.778553,0.09822,0.828208,0.126614,0.520482,-0.264681,-0.633841,-0.753497,-0.767273,-0.144035,0.388045,0.0789,0.968504
F,-1.41239,-0.668042,-1.24689,-0.293392,-0.896282,-1.72487,0.9294,0.668502,0.282961,0.732139,-0.726423,0.822421,-0.444243,-0.536301,1.51155,0.303539,-1.05569,-1.36005,-0.700096,0.271077,-1.94371,-1.38098,1.42134,-1.06002,-1.30416,0.250193,1.64945,-0.319658,-1.12987,-0.680654,-1.61071,-1.10989,0.440762,-0.253999,-1.56931,0.056029,0.568052,1.02609,0.474377,-0.679448,2.38104,-0.643345,0.983223,-0.389754,1.32808,-1.28766,1.42229,-2.0456,1.21681,-0.937764
F,-1.1616,-0.708878,-0.82305,-1.02184,-0.066362,-0.484483,1.40694,0.279092,0.486299,0.62531,-0.31353,0.617032,0.115098,0.490026,1.03152,-0.038461,-0.387601,-0.267343,-0.624488,0.324994,-0.470044,-0.223583,0.19689,-1.31651,-0.203472,-0.854901,0.423519,0.147737,0.414182,0.302561,-0.665417,-0.079029,0.747782,-0.558232,-0.720506,-0.174413,-0.351763,0.233591,0.880892,-0.243766,0.874426,-0.452341,0.183887,0.177532,0.859148,-1.56644,1.04875,-0.737838,1.66101,-1.02863
F,-0.399909,-0.951402,-0.884028,0.001639,-0.816295,-1.19134,1.05687,0.877498,0.417348,-0.074831,-0.633585,1.09067,-0.563711,-0.644268,1.55219,-0.731605,-0.173276,-1.22055,-0.332788,-0.602765,-1.14361,-0.744131,0.649629,-0.446471,-1.26901,0.937124,2.08575,0.213897,-1.06223,-0.515776,-0.707457,-1.60971,0.297948,-0.376744,-1.44584,0.935842,0.05248,0.832399,-0.666352,-0.58801,0.460511,-0.866223,0.72676,-0.336923,-0.189659,-1.78759,0.478298,-0.737916,0.914355,-0.860774
F,-1.74159,-0.788323,-1.04328,0.215288,-0.783134,-1.12494,1.01588,0.792066,-0.825631,0.880796,-0.08839,0.907641,-0.067261,0.407732,1.20971,-0.825781,-1.10423,-1.07711,-1.98799,-0.158845,-1.3444,0.012271,0.486494,-2.53791,-0.954554,-0.89083,0.758442,0.900701,-0.064423,-0.210809,-1.62734,-0.446248,0.665911,0.15952,-2.43005,-0.055555,1.56353,0.713985,-0.103331,-0.35921,0.720845,-1.54576,1.09897,-0.009232,0.189444,-1.65356,0.579908,-2.03631,0.964579,-1.14289
F,-1.20655,-0.407664,-1.18657,-0.790649,-0.369369,-1.13318,1.75803,-0.313474,0.151039,-0.214051,-0.620604,0.441343,-0.256759,-0.002155,0.927031,-1.3793,-1.20505,-0.636327,0.043155,0.084422,-1.03951,-0.96812,-0.408328,-3.66349,-0.554129,0.063423,0.127176,-0.418861,-0.367771,-0.822398,-1.40697,-1.26036,1.37298,-0.659682,-1.81315,-0.568381,1.15568,0.913422,0.791508,-0.304738,1.21782,-1.56547,1.23613,-0.501772,1.11121,-1.4819,0.913852,-0.910259,1.36541,-0.140197
F,-0.527436,-1.05026,-1.05708,0.088124,0.021763,-0.984725,0.216811,0.781849,0.123146,0.300626,0.421138,1.03022,-0.361446,-0.267533,0.868487,0.149353,-1.12548,-0.270868,0.036463,-0.807404,-0.421274,-1.14047,1.60884,-1.86149,-0.271837,-1.09813,0.28677,-0.196735,0.259273,1.36977,0.779415,-0.910873,0.542869,0.255202,-0.413505,-0.877117,0.297575,-0.287043,-0.694007,-0.085919,-0.533563,-0.756183,-0.875485,0.785799,-0.905176,-0.044801,-0.721836,0.249747,-0.302333,-0.391664
F,-0.140789,-0.692001,-0.549997,-1.15092,0.16038,0.33453,0.686197,1.70758,0.355803,0.592372,-0.475018,-0.792663,0.222273,0.170431,-0.965634,-0.705752,-0.774831,0.268957,1.32189,0.476993,-0.412021,-0.579563,-0.047008,-0.208297,0.51071,0.144957,-0.805417,0.409972,1.02955,-0.020991,0.980272,1.20411,1.09699,0.442407,0.427457,0.81241,0.191712,0.107466,0.59243,0.248615,1.53799,0.177206,1.09896,-1.03886,0.243986,0.587114,0.587997,-0.151638,0.767624,-0.554359
F,0.468599,-0.612216,-0.728455,-1.7402,0.041811,-0.692988,1.44673,0.545889,0.095302,0.795654,-1.21846,-0.97515,-0.081453,0.090665,0.100384,-1.86355,-0.644233,-0.012572,0.983679,-1.0441,-0.580977,0.176834,-0.521797,-1.01041,0.010609,0.911769,-0.436604,-0.539499,-0.838719,-1.06256,-0.822898,-0.102644,0.556813,-0.323606,-0.259325,0.968299,1.07681,0.152104,-0.110706,0.322408,0.330403,0.21285,1.58724,-1.72154,0.64981,-0.752126,0.338795,0.845297,0.448272,0.345773
F,0.105281,-0.967186,-0.913241,-0.602249,-1.0495,-0.220623,0.963104,0.711906,0.55201,-0.02109,-0.658125,0.804045,-0.165452,-0.573901,1.11188,-0.015254,-0.565004,-0.135017,-0.285508,-0.736203,-0.890587,-2.00917,0.189621,-0.034325,-0.585252,1.17623,0.82902,-1.52041,-0.468248,0.365444,0.113457,-0.87417,0.122182,-0.606625,-0.430952,-0.016946,-1.15589,0.755416,0.505078,-0.710118,-0.061531,-0.426802,0.525987,0.202807,0.019274,0.205093,0.652335,-0.592372,0.224874,-0.80521
F,-0.750862,-0.686497,-0.338867,-0.726568,0.081342,-0.137305,0.464888,0.251491,0.695614,-0.226896,-0.08603,1.68122,-0.049133,-1.18245,0.957159,-0.306749,-1.27225,-0.233203,-0.096745,-1.04013,-0.801662,-0.701095,1.58045,-0.952389,-0.235878,0.523315,1.59658,0.315546,-0.302558,0.371993,-1.25431,-0.726664,0.969343,-0.058879,-1.20831,0.409844,0.086886,0.820451,0.143983,-0.112729,0.732425,0.02946,1.05315,-0.032675,1.11087,-1.15101,0.322769,-0.246918,-0.178996,0.031312
F,0.063377,-1.65309,-1.83724,-1.65631,-0.819163,-0.96071,0.906277,1.59438,1.88159,0.283383,-1.55807,-0.1456,-0.955153,-1.13714,1.09423,-1.17079,-1.95575,-0.427805,1.24028,-1.324,0.096101,-0.648073,-0.63609,-0.234576,-0.493992,1.9771,0.645942,-1.29151,-0.924916,-1.26995,-0.078275,-1.17339,0.616045,-0.730944,-0.403297,1.42405,0.084137,1.35188,0.386198,0.974032,0.903197,0.069605,0.951683,-1.00501,0.982679,0.824291,1.74927,-0.190174,0.997055,-0.484327
F,-2.31952,-0.659746,-0.570915,0.463572,-0.832429,-1.32711,-1.09858,0.126975,-0.817119,-0.958012,0.217732,1.13194,-1.26058,0.642826,-0.204898,-0.946913,0.045441,-0.907698,-0.853598,-0.442751,-1.67856,-1.43402,0.354986,-2.29605,-0.824537,0.032917,1.14372,-0.719253,-0.501954,-0.81996,-1.55388,-0.315049,-0.492544,-0.666954,-1.21839,0.013102,1.79053,0.112912,-1.61012,-0.16128,1.01095,-1.75407,1.16637,-1.01059,0.682984,-1.58224,-0.337175,-0.714726,2.04918,0.200679
F,0.071696,-1.6452,-1.21756,-0.697529,-0.091932,-0.874957,0.895546,2.05264,1.7433,0.555335,-1.02148,1.03072,-0.864422,-0.883171,1.11589,-1.56245,-1.1398,-0.418818,1.69367,-1.3478,-0.486793,-0.071088,-0.305936,0.165164,-0.4659,1.58568,0.657712,-1.52053,-1.13372,-1.23928,-0.704497,-0.97314,-0.483852,-0.36261,-0.255232,1.89099,-0.394356,0.795849,0.128816,1.13241,1.03994,1.18747,-0.537113,-1.57363,-0.657416,0.99667,2.12678,0.328564,1.97092,0.089111
T,0.760898,1.39393,0.547207,0.783044,1.33909,1.42795,-1.51859,-0.170718,-1.00121,0.110798,1.49866,0.170659,2.27016,1.44215,-0.027105,1.66941,1.33284,1.63522,0.650447,2.25107,1.11845,1.9461,-1.26716,1.32172,1.55867,-1.15065,-0.619092,1.52323,1.32769,1.2736,1.24441,1.59878,-1.3491,-0.442482,0.755088,0.251978,-1.94768,-1.53227,-0.989269,1.0974,-1.02402,0.810763,-1.31076,1.64351,-3.14746,1.24696,-0.473667,0.736085,-0.000896,1.03808
F,-0.142293,-0.347112,-0.738518,-0.105441,-2.1303,-0.399723,1.64226,1.13525,0.29072,1.2479,-0.388182,1.05879,-1.49576,-2.55995,0.923815,0.126097,0.233164,-0.735687,-0.274835,-0.338699,-0.358772,-1.1797,-0.227752,0.200959,-1.14452,0.68662,1.38735,0.858385,0.440002,0.230413,0.210066,-0.620758,0.70358,0.45298,-0.763854,1.21453,0.682272,1.20855,1.12588,-0.140943,1.01897,-0.714872,0.45533,-0.318339,0.30661,-0.496489,0.913589,-0.561651,1.00672,-0.929443
F,-0.232203,-0.970712,-0.977785,0.879838,-0.800751,-0.330386,0.415664,0.46251,-0.094371,-0.280262,0.17575,0.923272,-0.502851,-0.136435,1.13651,0.634039,0.214874,-0.814496,-0.202959,-1.09306,-0.843908,-0.741256,1.60519,-0.612437,-0.672152,0.104618,1.27999,-0.881782,-0.176926,0.703335,-0.213669,-0.772532,0.139536,-0.803127,-0.353333,0.092202,0.353442,-0.096176,0.01232,-0.614012,0.09829,-0.466004,0.445117,0.996639,-0.12565,-0.661334,0.724692,-0.279211,-0.763041,-0.906909
T,1.31337,1.48753,0.366829,0.285083,0.109645,0.864822,-1.35399,-1.19041,-1.55922,-1.16641,0.418571,-1.42853,1.27914,1.47391,-1.27672,0.874733,0.167054,0.941415,-0.121483,-0.019956,0.93777,-0.284576,-0.606504,1.15909,0.939563,-0.457184,-1.10693,0.088559,0.649451,0.959506,0.776609,1.10535,-1.18014,0.585028,1.85198,-0.035654,-0.308575,-0.691176,-1.01138,1.77593,-0.069964,0.526505,-0.509381,0.912722,0.102007,1.26243,-1.31039,1.2672,-0.394062,0.769273
T,1.04868,0.923745,1.62195,1.47743,0.953207,1.59623,-0.171267,-0.344454,-1.29321,1.33173,1.32519,-0.96937,0.917024,-2.6776,-0.545076,1.41252,1.02754,0.317687,0.319593,-0.226382,0.600446,1.61679,-0.572482,0.805346,0.089644,-0.420457,-0.300375,0.953024,1.86291,1.07083,1.57688,1.15657,0.488116,1.83454,0.830277,-2.749,-0.020831,0.578293,0.578873,-1.78108,0.338988,-0.791186,0.481187,1.16952,-0.833835,1.42238,-0.89816,1.39753,0.091357,0.241954
F,0.08924,-0.600602,-1.03132,-1.77506,-0.853935,-0.519955,1.41426,-0.119256,1.52745,0.722418,-0.664787,0.126167,-0.399639,0.098178,0.248389,-0.540821,0.000707,-0.507966,2.3266,-0.954304,-0.554353,0.38354,-0.192416,0.447727,-0.850672,1.53426,-0.228593,-0.55613,-0.082354,-1.32622,0.550988,-0.59211,2.03475,0.676643,-1.00154,-0.122918,1.47335,1.75055,1.525,-0.966853,2.07533,-0.899562,0.073959,-1.24886,1.81136,0.666836,1.94624,0.476811,1.34426,0.525809
F,0.026216,-0.09786,0.43863,0.301769,-0.01211,0.599858,-0.868588,-2.02135,-0.834091,0.718137,0.937619,-0.764693,0.357574,0.708546,-0.058028,0.858329,0.622387,0.551036,-0.216494,0.607102,0.199548,0.824277,-0.404407,-0.204137,0.611852,-0.864145,-0.191518,1.45485,1.10551,0.942603,-0.221598,1.08682,-0.071346,0.581065,1.02377,-1.89395,-0.914479,-0.161582,-0.87156,-0.246543,-0.389818,0.641805,-0.703259,0.654532,-0.691518,-0.345112,-0.379806,0.854521,0.30302,-0.660333
F,0.660668,-0.61041,-0.636079,-0.935249,-0.898644,-0.555301,0.86473,0.776607,0.708197,1.26555,-1.46176,-0.411855,-1.04314,-2.07822,0.546118,-0.741258,-2.46461,-0.844443,1.17326,-1.02261,-0.42201,-0.122161,0.927079,0.522716,-1.16856,1.47687,0.091124,-1.30799,-0.648994,-1.39504,0.087161,-0.50069,1.28405,0.448561,-0.127546,1.03858,0.66,1.33184,1.61456,-0.246657,1.25758,0.393743,0.795994,-1.38494,1.35101,0.757074,1.195,0.389184,0.509636,0.414625
F,-0.261051,-1.84239,-1.81962,-1.03706,-1.31511,-0.812223,-0.586901,0.448353,-0.166675,0.395047,-1.42388,0.930289,-1.50261,-1.37138,0.497749,0.03238,-0.591747,-0.887238,2.4155,-0.038188,-1.16559,0.196685,1.01921,0.568904,-0.69526,1.57361,-0.702625,-0.443294,-1.16982,-1.83364,-0.218954,-0.473529,0.20662,-0.726319,-0.107511,0.720509,-0.365986,0.504626,-0.217414,0.4643,1.07015,0.396124,-0.632449,-1.51314,-0.171361,0.647336,1.63027,0.297285,1.2812,0.850186
T,0.731312,1.19715,-0.045496,1.20801,-0.406948,0.722843,-1.04714,-0.32067,-1.34472,0.955901,0.939908,-1.04887,0.984154,0.77404,-0.20562,1.13283,1.22721,-0.287848,-1.61786,1.77205,0.822526,2.11149,-1.06132,-0.038347,-0.437148,-1.44487,-0.246246,0.558756,1.67218,1.01058,1.14892,2.03197,-0.890666,1.38026,1.01622,-2.02707,-1.86273,-1.18722,-1.13856,-1.70453,-0.14626,-0.840531,-0.092283,1.00469,-1.39014,1.24914,-0.702439,1.09395,0.176843,-0.613564
